v_c0,c0,v_t0,t0,v_pbttt_ref,pbttt_ref,v_f4tcnq_ref,f4tcnq_ref
766.587360127455,0.00434619582397948,766.100642772879,0.00522529169053042,1113.35886355679,-0.00179683532826571,338.9754124612,0.00812567343446777
768.864953712369,0.00437835732976328,768.378236357794,0.00603783930749428,1115.49921547513,-0.00363499567731641,340.136598341394,0.0347145221105567
771.141625299407,0.00253449463997643,770.654907944832,0.00242356487642779,1117.63872859278,-0.00416055724339165,341.297534394137,0.0418284149367591
773.417375458031,0.00315974128849468,772.930658103456,0.00471861579471693,1119.77740340901,-0.0075223285804001,342.458220710426,0.0685269313625209
775.692204757212,0.00103213664824568,775.205487402637,0.00284369915483856,1121.91524042275,-6.30308469051846E-4,343.618657381102,0.0376538474273849
777.966113765396,0.0052526806959944,777.479396410821,0.00675990346371076,1124.05224013249,-0.0049464043082632,344.778844496872,0.0561152660331937
780.239103050552,0.00355726141408002,779.752385695977,0.00177546682360772,1126.18840303632,-0.00471229858328415,345.938782148299,0.0548873488971724
782.511173180135,0.00395917156734488,782.02445582556,0.00629943140819806,1128.32372963194,-0.00411554143011695,347.098470425802,0.0484169473609955
784.782324721107,0.00222978793020943,784.295607366531,0.00405060348320253,1130.45822041666,-0.00183212156836284,348.257909419661,0.0337081506202462
787.052558239936,0.00583857582261814,786.565840885361,0.00553062870210036,1132.59187588737,-2.51143949277084E-4,349.417099220014,0.0478939578433122
789.321874302584,0.00515185243592181,788.835156948008,0.00532964086860194,1134.72469654058,0.00291273104732349,350.576039916864,0.0465641701817752
791.590273474523,0.00869342903474273,791.103556119947,0.00798918347271647,1136.85668287237,0.00467930212713053,351.734731600071,0.0357113985824567
793.857756320726,0.00497614014422103,793.37103896615,0.00610588438122615,1138.98783537847,0.0107890198752032,352.893174359355,0.0234686013518701
796.124323405673,0.00977681300516209,795.637606051098,0.0099471115448137,1141.11815455417,0.0124841255929835,354.051368284304,0.029098445476045
798.389975293345,0.00737410748916062,797.90325793877,0.00755935358202148,1143.24764089438,0.0202945380956059,355.209313464359,0.0176071726379425
800.654712547241,0.0070854312225482,800.167995192666,0.00961512773520271,1145.37629489361,0.0360966218621979,356.367009988829,0.0145712294811159
802.91853573035,0.00757336071315348,802.431818375775,0.00812859207296396,1147.504117046,0.0414470368992406,357.524457946891,0.0208463760672079
805.181445405183,0.00713983365701143,804.694728050608,0.00933926376877905,1149.63110784525,0.0446275487607392,358.681657427576,0.00507815894153345
807.443442133758,0.0065395091946237,806.956724779182,0.00831335233651653,1151.7572677847,0.0472792746118725,359.83860851979,0.0173484821816966
809.704526477591,0.00863594714125744,809.217809123016,0.00835761254160052,1153.88259735728,0.0497944525674888,360.995311312292,0.0224503209040671
811.964698997722,0.00693633378809044,811.477981643147,0.00747209359620304,1156.00709705553,0.0390723661567811,362.15176589372,0.016423646435182
814.223960254695,0.00773366011372545,813.737242900119,0.00815002558378072,1158.1307673716,0.0450819761577089,363.307972352567,-0.00297882935097105
816.482310808561,0.0114607986446219,815.995593453986,0.00995832208011922,1160.25360879724,0.0446419976991393,364.463930777195,-0.00333124310893584
818.739751218897,0.00815106893622129,818.253033864321,0.00918186604798561,1162.37562182382,0.0457514179270589,365.619641255838,0.00691122168693432
820.996282044775,0.0114448685693933,820.5095646902,0.0114583613894068,1164.49680694232,0.0484390290221981,366.775103876595,-0.0029637332619588
823.251903844795,0.0093666175928048,822.76518649022,0.0110824075556716,1166.6171646433,0.0458405682769185,367.930318727433,0.00867219096482059
825.506617177065,0.0112004326734005,825.01989982249,0.0135939137921967,1168.73669541696,0.0468608324416774,369.085285896178,0.00596932332344839
827.760422599211,0.0120573181815752,827.273705244636,0.0134895189617861,1170.85539975311,0.0501926525120013,370.240005470544,-0.00261821329494544
830.013320668366,0.0149061885597364,829.52660331379,0.0154547723977134,1172.97327814115,0.0631856132680219,371.394477538099,0.00506122764170011
832.265311941193,0.0125384483111802,831.778594586618,0.0139476218183237,1175.09033107011,0.0642044605341158,372.54870218629,-0.0106942876005943
834.516396973858,0.0176065928906433,834.029679619282,0.0179984944929048,1177.20655902863,0.0702056662691732,373.702679502429,0.00972168614213195
836.766576322059,0.0150275376585691,836.279858967484,0.0152089676104904,1179.32196250494,0.075182859913971,374.856409573703,-0.00838615353520544
839.015850541001,0.0168766519302872,838.529133186426,0.0188995352335811,1181.43654198691,0.0791128911725842,376.009892487168,0.0152422227417883
841.264220185414,0.0169386486196006,840.777502830839,0.018832931094597,1183.55029796201,0.0768788304827008,377.163128329757,0.0035570045370803
843.511685809542,0.0187373947946922,843.024968454967,0.0209735556296777,1185.66323091733,0.0691840251988572,378.316117188264,0.0179839796306481
845.758247967164,0.0196979867830122,845.271530612588,0.0206004028555502,1187.77534133958,0.0672089941527791,379.468859149374,-0.00215338435292608
848.003907211559,0.0201090012378933,847.517189856984,0.022170119178506,1189.88662971505,0.0576573088889365,380.621354299628,0.0149507561019787
850.248664095546,0.0153200585953083,849.761946740971,0.0174475389766448,1191.99709652969,0.0514490874029937,381.773602725452,0.00476726777021971
852.492519171455,0.0161912934467647,852.00580181688,0.017354503707566,1194.10674226906,0.0415774772759162,382.925604513142,-0.00231163477936378
854.73547299115,0.0136439373739882,854.248755636574,0.0140545458932659,1196.21556741829,0.034213060766213,384.077359748873,0.00719720816837028
856.977526106006,0.0152584019998193,856.49080875143,0.0171272495121854,1198.32357246219,0.0353514845670025,385.228868518692,0.0236627397474926
859.218679066937,0.012089164245306,858.731961712362,0.0159570614710614,1200.43075788514,0.0371244133011133,386.380130908529,-0.00610055363420163
861.458932424368,0.0142693306753908,860.972215069793,0.0145901055517342,1202.53712417117,0.0356857612425195,387.531147004177,0.0282381589198338
863.698286728265,0.0145347940291985,863.21156937369,0.0144331223751689,1204.6426718039,0.0407526794239346,388.681916891317,-0.012118067476951
865.936742528107,0.0168755893886348,865.450025173532,0.0176827377285001,1206.74740126659,0.0413979139366609,389.832440655507,0.0222221118105812
868.174300372913,0.0183060954537191,867.687583018338,0.0181596189138359,1208.85131304212,0.0478258718383162,390.982718382181,0.00690885080265166
870.410960811214,0.0167675633144422,869.924243456639,0.0188137319246963,1210.95440761297,0.048900018145444,392.132750156651,-0.00979491446239872
872.646724391088,0.0169547276116516,872.160007036512,0.0178084737155703,1213.05668546126,0.051920400461269,393.282536064109,0.00218167655853551
874.88159166013,0.0128409979909591,874.394874305555,0.0165914243355152,1215.15814706872,0.0438302347435435,394.432076189627,0.00153136449132235
877.11556316547,0.014997873025049,876.628845810895,0.0155054076633398,1217.25879291672,0.039055049141245,395.581370618157,0.00976394658040642
879.348639453768,0.0124487963592558,878.861922099192,0.0142602668773192,1219.35862348622,0.0407128977086005,396.73041943453,0.00451390606296994
881.580821071215,0.0142613545696342,881.094103716639,0.0138887586368768,1221.45763925782,0.0321884354102172,397.879222723462,0.0123198854136126
883.81210856354,0.00811047249987652,883.325391208964,0.0112345935634593,1223.55584071176,0.027181504033362,399.027780569542,0.00428856119000892
886.042502475988,0.0125587422530249,885.555785121413,0.0137924983186506,1225.65322832787,0.0266698350729953,400.176093057253,1.10531648706098E-4
888.27200335336,0.0106972517859232,887.785285998785,0.0121419490196321,1227.74980258563,0.0230702497215337,401.324160270955,-0.0041739658185537
890.500611739978,0.0147401915814117,890.013894385403,0.0148555660322485,1229.84556396413,0.0183948869154893,402.471982294882,0.0206500619690596
892.728328179697,0.0104700681050561,892.241610825122,0.0137755586771634,1231.94051294209,0.0232447410777662,403.61955921317,0.00373940942351758
894.955153215917,0.0139578369305091,894.468435861341,0.0158861880512662,1234.03464999786,0.0146489867803354,404.766891109825,0.00705498740251014
897.181087391565,0.0128173272595447,896.694370036989,0.0155035458874895,1236.1279756094,0.0173753326283881,405.913978068739,-0.00461083605026337
899.406131249111,0.0157166663538072,898.919413894536,0.0191100271494355,1238.22049025433,0.0174991084393683,407.060820173696,0.0186105302923005
901.630285330557,0.0173284444396648,901.143567975982,0.0183511740295542,1240.31219440985,0.0200462380312055,408.207417508354,-0.00322027079884356
903.85355017745,0.0224029461575371,903.366832822875,0.0219371663118364,1242.40308855282,0.0195762647420307,409.353770156266,0.011334026664859
906.075926330879,0.019430801829993,905.589208976304,0.0207161436040649,1244.49317315973,0.0194800113306186,410.499878200874,0.0158298131155343
908.29741433145,0.0257204285964604,907.810696976875,0.0271402735892835,1246.58244870667,0.0206728957455103,411.645741725498,0.0136911879478158
910.518014719339,0.0269822712671414,910.031297364764,0.0287187068853014,1248.6709156694,0.0195077136991704,412.791360813347,-6.46255318444545E-4
912.737728034241,0.0325669922047436,912.251010679666,0.0331740057604814,1250.75857452327,0.0139619723252267,413.936735547519,0.00128278697955473
914.956554815406,0.0337565297209322,914.469837460831,0.0345632641592859,1252.84542574328,0.0163444488652698,415.081866011003,0.00278449882330658
917.174495601614,0.0405286751657548,916.687778247039,0.0419727941108811,1254.93146980406,0.00818422664985277,416.226752286677,0.0255820739058247
919.391550931201,0.0435826855102741,918.904833576626,0.0424636102791587,1257.01670717986,0.00717343942323994,417.371394457299,0.0186308435466206
921.607721342038,0.0428353001515956,921.121003987463,0.0452251926826761,1259.10113834458,0.011977342933355,418.515792605531,0.0143552493857975
923.823007371543,0.0434308426734501,923.336290016968,0.045462383345785,1261.18476377174,0.00817841550850436,419.659946813909,0.0173569108762439
926.037409556673,0.0458187883187133,925.550692202098,0.0477769044619416,1263.26758393448,0.0107621337945414,420.803857164877,0.021001295846128
928.250928433939,0.0478070734106164,927.764211079364,0.0488308459056447,1265.3495993056,0.0135315922124507,421.94752374075,0.00602580547951885
930.463564539393,0.0498175189356192,929.976847184818,0.0487005173982135,1267.43081035752,0.0151712153494003,423.090946623754,0.00517648426311491
932.675318408634,0.0502186445085304,932.188601054058,0.0511708903525101,1269.51121756228,0.0146134500476946,424.234125895995,0.0192026328090154
934.886190576809,0.0522456801725156,934.399473222233,0.0519712482702067,1271.59082139157,0.0128971129889843,425.377061639473,0.00850908790370932
937.096181578619,0.0558819673673495,936.609464224044,0.0564620279334048,1273.66962231672,0.0162359061432612,426.519753936086,0.0040226490087568
939.305291948299,0.0564273088209053,938.818574593724,0.060798080800014,1275.74762080869,0.0080232543922716,427.662202867618,0.00863274631042182
941.513522219649,0.0635707562263492,941.026804865073,0.0654995454832135,1277.82481733805,0.013911902382995,428.804408515754,0.037642546977723
943.720872926005,0.0621570767560127,943.23415557143,0.0660259599811638,1279.90121237506,0.012544549465075,429.946370962065,6.25515642216177E-4
945.927344600269,0.0675358316413699,945.440627245694,0.0683578478767847,1281.97680638956,0.0073024257647939,431.088090288023,0.00224019036294897
948.13293777488,0.0698402188500943,947.646220420305,0.0716440732576011,1284.05159985107,0.00923622748787979,432.229566574995,-0.00438461967640608
950.337652981838,0.075601810712648,949.850935627263,0.0769034242167646,1286.12559322871,0.0114557056909506,433.370799904239,0.0179918672698839
952.541490752686,0.0777119137901357,952.054773398111,0.078281121554258,1288.19878699128,0.0138318647483382,434.511790356916,0.00965582736834918
954.744451618531,0.0802493598508526,954.257734263956,0.0827797009458208,1290.27118160717,0.0145610747884821,435.652538014079,0.0235786838627764
956.946536110025,0.0794682709929413,956.459818755449,0.083499803100937,1292.34277754447,0.0191061757585093,436.793042956667,-0.00733648829143674
959.147744757384,0.0871554781137992,958.661027402809,0.0878985308569345,1294.41357527084,0.0225638798479073,437.933305265543,0.0153620801273008
961.348078090366,0.0875952737632128,960.86136073579,0.0854667451486698,1296.48357525364,0.0274040114000924,439.073325021444,0.0091674632378605
963.547536638299,0.0854546145636595,963.060819283724,0.0873626920370366,1298.55277795984,0.0332994753589895,440.213102305013,0.0316529814403733
965.746120930052,0.0800176533245995,965.259403575477,0.0824560667916011,1300.62118385604,0.0389938025537998,441.352637196793,0.010905055194875
967.943831494065,0.0834263835403154,967.45711413949,0.0851441688693415,1302.68879340851,0.0420355440456661,442.491929777226,0.0330699034047781
970.140668858327,0.0781226666343826,969.653951503752,0.0798389766648919,1304.75560708315,0.0509069179848774,443.630980126653,0.0276255580131617
972.336633550386,0.0727634319271099,971.84991619581,0.0767068274036479,1306.8216253455,0.0520502923610421,444.769788325312,0.0289235339186397
974.531726097353,0.0683032523498431,974.045008742778,0.0708171593218022,1308.88684866074,0.0552319097462973,445.908354453348,0.00796280286927284
976.725947025893,0.0691815879176263,976.239229671318,0.0699107998212562,1310.95127749369,0.0564259325364267,447.0466785908,0.0323759260570676
978.919296862233,0.0637780806415021,978.432579507658,0.0670808669456009,1313.01491230883,0.0645611076399629,448.184760817615,0.026718439316568
981.111776132162,0.0642957758881996,980.625058777587,0.0677662523334539,1315.07775357028,0.060241909165826,449.32260121363,0.0233085135618714
983.30338536103,0.0633595961968222,982.816668006454,0.0642293609784141,1317.13980174179,0.0647449845215248,450.4601998586,0.0178657741142698
985.494125073749,0.0618074965275817,985.007407719174,0.0645871493791216,1319.20105728676,0.0703960734538551,451.597556832171,0.012315987519114
987.683995794786,0.0617260229265578,987.197278440211,0.0650933383166517,1321.26152066824,0.0781848682535627,452.734672213896,0.0131873692971105
989.872998048184,0.0617777574356503,989.386280693608,0.0637189531350678,1323.32119234894,0.0890519211089105,453.871546083233,0.0276493787984665
992.061132357539,0.0621458878704302,991.574415002964,0.0658513056762074,1325.38007279118,0.0996926929621727,455.008178519536,0.0315175540042661
994.248399246021,0.0602665897687028,993.761681891445,0.0631499129956673,1327.43816245697,0.108314315658513,456.144569602078,0.00809736418633362
996.434799236353,0.0608623375542854,995.948081881778,0.0648816248071729,1329.49546180793,0.122802344464519,457.280719410023,0.0295157498129929
998.620332850836,0.0582118394766164,998.13361549626,0.0619128542478782,1331.55197130534,0.133287463143495,458.416628022446,0.0187235390944007
1000.80500061132,0.0621595600446474,1000.31828325675,0.0643906029409997,1333.60769141015,0.138092246501974,459.552295518323,0.0151011823950096
1002.98880303925,0.0599198188360044,1002.50208568467,0.0621582056601479,1335.66262258292,0.144447208412539,460.687721976548,0.00655638842864263
1005.17174065561,0.0619920165449971,1004.68502330103,0.0677043624544014,1337.71676528389,0.144740826381007,461.822907475902,0.0355733821177505
1007.35381398096,0.062327320882363,1006.86709662638,0.0657849282247,1339.77011997293,0.152004317427351,462.957852095097,0.00327180380573196
1009.53502353543,0.0674962439152587,1009.04830618086,0.0716300858007063,1341.82268710958,0.143912683391251,464.092555912728,0.0304698183330871
1011.71536983873,0.0652401943021623,1011.22865248416,0.0701719353985693,1343.87446715302,0.145503174995669,465.227019007316,0.0278111529014387
1013.89485341014,0.0682505599433517,1013.40813605556,0.0746729453836323,1345.92546056206,0.141782330542347,466.36124145728,0.0443080097173877
1016.07347476847,0.0677094606068478,1015.5867574139,0.0723488698101245,1347.97566779519,0.138415093718705,467.495223340947,0.0173573615164768
1018.25123443215,0.0713526502976436,1017.76451707758,0.0775465281922987,1350.02508931055,0.143517037292316,468.628964736566,0.0250793086625429
1020.42813291917,0.0706397170470899,1019.9414155646,0.0764209828913756,1352.07372556593,0.138042895007352,469.762465722278,0.0237050726613459
1022.60417074708,0.0745273074170624,1022.1174533925,0.080005852231065,1354.12157701874,0.143738964758988,470.895726376144,0.0187994432704453
1024.77934843299,0.0761453007678699,1024.29263107842,0.0800809949316712,1356.1686441261,0.14495403535025,472.028746776135,0.0153919371954705
1026.95366649363,0.0793671524456842,1026.46694913906,0.0860153708214194,1358.21492734473,0.14964868911735,473.161527000122,0.0218299500412774
1029.12712544526,0.0788267131729343,1028.64040809068,0.0840338955876812,1360.26042713105,0.154585861088169,474.294067125907,0.0245221652077174
1031.29972580373,0.0827369308503688,1030.81300844915,0.0881308939163732,1362.30514394109,0.158392473617118,475.426367231185,0.0339564792214552
1033.47146808446,0.0829902182415476,1032.98475072989,0.085572633387781,1364.34907823057,0.168372147977239,476.558427393567,0.0194197753839156
1035.64235280246,0.0835711145926702,1035.15563544789,0.0890391214896438,1366.39223045485,0.169352459027632,477.690247690587,0.0242523752242063
1037.81238047231,0.0844905834016956,1037.32566311773,0.0887487264361727,1368.43460106895,0.168164960827322,478.821828199678,0.0378600052878181
1039.98155160815,0.0830628172049062,1039.49483425357,0.0894407445316768,1370.47619052754,0.171118394681236,479.953168998191,0.0417295496362362
1042.14986672372,0.0846873145985559,1041.66314936915,0.0924155139132713,1372.51699928496,0.172297802847235,481.084270163394,0.0301892502981458
1044.31732633233,0.0864063057532509,1043.83060897775,0.0910928680492836,1374.55702779518,0.178283102752119,482.21513177246,0.0380179647355704
1046.48393094687,0.0868324574019002,1045.99721359229,0.0958916908058045,1376.59627651185,0.19326068147341,483.345753902488,0.0450976605698314
1048.64968107979,0.0908436165363164,1048.16296372522,0.0974935652660785,1378.63474588828,0.215024290670819,484.476136630486,0.042974261014313
1050.81457724316,0.0930291842198012,1050.32785988858,0.100784983469278,1380.67243637744,0.262287299514552,485.606280033371,0.054013353692857
1052.97861994859,0.0944157769275584,1052.49190259401,0.100682781000621,1382.70934843192,0.32720648829893,486.736184187986,0.0163613891953625
1055.1418097073,0.0988991150831136,1054.65509235272,0.105651048448051,1384.74548250403,0.435369904249643,487.865849171083,0.0428103485229746
1057.30414703007,0.100457984430609,1056.8174296755,0.107295548549775,1386.78083904569,0.58830633531958,488.995275059331,0.0237783146156324
1059.46563242728,0.105224626779025,1058.9789150727,0.112322217407865,1388.8154185085,0.770231141878632,490.124461929317,0.0289313842437161
1061.62626640888,0.106678457444531,1061.1395490543,0.112875242496829,1390.84922134372,0.925573421174952,491.253409857546,0.026700407966612
1063.78604948441,0.110479812899938,1063.29933212983,0.117183345637146,1392.88224800228,1,492.382118920442,0.0274654773989628
1065.94498216298,0.110557740670675,1065.45826480841,0.117652932943023,1394.91449893475,0.939424199806476,493.510589194339,0.0213817581912961
1068.10306495332,0.116168588461068,1067.61634759874,0.122433209305618,1396.94597459137,0.787429640697351,494.638820755494,0.0292094608409366
1070.2602983637,0.114487599269564,1069.77358100912,0.122469034322768,1398.97667542205,0.623096088125611,495.766813680086,0.0298674587280137
1072.416682902,0.119099851096057,1071.92996554743,0.127143321696262,1401.00660187636,0.507496719422526,496.894568044212,0.033842452890931
1074.5722190757,0.118135192068571,1074.08550172112,0.12648638978465,1403.03575440353,0.451163296656987,498.022083923881,0.023691606555278
1076.72690739183,0.124162886218597,1076.24019003725,0.130653854335262,1405.06413345246,0.451713921760683,499.149361395029,0.0437181073009182
1078.88074835702,0.125312894367969,1078.39403100245,0.13160612644567,1407.09173947169,0.514530615752164,500.27640053351,0.0399879514301448
1081.03374247752,0.124010186103848,1080.54702512295,0.132481232459847,1409.11857290945,0.623428693660566,501.403201415099,0.0244857322365312
1083.18589025913,0.123207138051787,1082.69917290455,0.130951453012992,1411.14463421363,0.758664632426774,502.529764115491,0.0178658028174692
1085.33719220725,0.12847538860529,1084.85047485267,0.133800083407558,1413.16992383178,0.900583716543481,503.656088710299,0.0322197691702469
1087.48764882687,0.124931393617396,1087.0009314723,0.130309482474842,1415.19444221112,0.99094446351417,504.782175275069,0.0188576160449691
1089.63726062258,0.124911398515391,1089.150543268,0.135822656241237,1417.21818979853,0.994281945465853,505.90802388526,0.0392041215865695
1091.78602809855,0.128265625174072,1091.29931074397,0.133886476523674,1419.24116704055,0.904836972096695,507.03363461625,0.0228449267508125
1093.93395175853,0.129405877259181,1093.44723440396,0.137316325212638,1421.26337438342,0.766626323143394,508.159007543348,0.0303494600767426
1096.08103210589,0.134247742726854,1095.59431475132,0.139591150832877,1423.284812273,0.618379643828237,509.284142741786,0.0244770696109076
1098.22726964358,0.135998907964767,1097.740552289,0.142235880040077,1425.30548115485,0.489744167519471,510.409040286707,0.024062103149563
1100.37266487413,0.139254020416126,1099.88594751955,0.144497196765872,1427.32538147418,0.386806708055342,511.533700253197,0.0356323212677021
1102.51721829967,0.142881231734346,1102.03050094509,0.148174101221097,1429.3445136759,0.306773027002888,512.658122716252,0.0187368085835517
1104.66093042194,0.143434300763555,1104.17421306736,0.149020569050718,1431.36287820454,0.255617180490493,513.782307750801,0.0233507029597269
1106.80380174226,0.142023164953538,1106.31708438768,0.147363298887808,1433.38047550435,0.211956727914777,514.906255431692,0.026145069943038
1108.94583276154,0.142399047112646,1108.45911540696,0.149857717506298,1435.3973060192,0.179455597823826,516.029965833696,0.0288320166372011
1111.0870239803,0.135339069598603,1110.60030662572,0.144049497395243,1437.41337019267,0.160248907959633,517.153439031527,0.0170721765718882
1113.22737589864,0.13782417743338,1112.74065854407,0.145551427865795,1439.42866846799,0.147090158633232,518.276675099804,0.0399839961292471
1115.36688901629,0.135681449497428,1114.88017166171,0.141514778780897,1441.44320128807,0.14121340002203,519.399674113083,0.0226587764556241
1117.50556383252,0.138683049169984,1117.01884647795,0.142161778422697,1443.45696909549,0.140188765181955,520.52243614585,0.0312304244179082
1119.64340084626,0.13404911988387,1119.15668349169,0.139579656938225,1445.4699723325,0.143860463819492,521.644961272504,0.0249268343962242
1121.780400556,0.135991373578504,1121.29368320142,0.143280304807676,1447.48221144101,0.15794372809806,522.767249567392,0.0262208291679249
1123.91656345983,0.132906114849934,1123.42984610525,0.140660024264628,1449.49368686262,0.171029575702839,523.889301104772,0.00889427551310296
1126.05189005545,0.140237290021646,1125.56517270088,0.146808200028224,1451.5043990386,0.187497320461799,525.011115958841,0.0327673314970633
1128.18638084017,0.141980437899818,1127.6996634856,0.148805232739529,1453.51434840988,0.213045386006617,526.132694203715,0.0158681648956104
1130.32003631088,0.147208883389145,1129.83331895631,0.154507967611431,1455.52353541709,0.233389262741917,527.25403591345,0.0317146875787615
1132.45285696409,0.15053413968868,1131.96613960951,0.159040659270319,1457.5319605005,0.255206234171299,528.375141162024,0.0282981887913683
1134.58484329588,0.159114887992333,1134.09812594131,0.169166201145742,1459.53962410009,0.278880965429043,529.496010023342,0.0413617525778687
1136.71599580198,0.165564982696992,1136.2292784474,0.173741358925264,1461.54652665548,0.290836573536812,530.616642571256,0.03777353115854
1138.84631497767,0.170195056244838,1138.3595976231,0.180275902503295,1463.552668606,0.299937839284383,531.737038879523,0.0358614129845742
1140.97580131788,0.177466930322962,1140.48908396331,0.185760799105932,1465.55805039062,0.29046925398457,532.857199021854,0.0345910265945016
1143.10445531712,0.189361713842335,1142.61773796255,0.199619766180767,1467.56267244802,0.272697071179046,533.977123071875,0.0456266490562203
1145.23227746951,0.198287820381262,1144.74556011493,0.210133581724596,1469.56653521653,0.257105586831435,535.096811103157,0.0180659774959567
1147.35926826876,0.207325123514027,1146.87255091418,0.220975456026358,1471.56963913417,0.239621445812538,536.216263189193,0.0348723064687918
1149.48542820821,0.211168626454981,1148.99871085363,0.221824291480735,1473.57198463864,0.232959531088813,537.335479403411,0.0136886735475354
1151.61075778079,0.214856885620869,1151.12404042621,0.227289122043769,1475.57357216731,0.242277947983364,538.454459819174,0.040339513958848
1153.73525747904,0.20805172491402,1153.24854012446,0.220683583306372,1477.57440215723,0.270775756589607,539.573204509774,0.0296422936088399
1155.8589277951,0.206790568468156,1155.37221044053,0.217116429173194,1479.57447504512,0.317376982344071,540.691713548439,0.0219410773486472
1157.98176922075,0.202738340488961,1157.49505186617,0.213311001314518,1481.5737912674,0.394222618547568,541.809987008332,0.0307195074659547
1160.10378224733,0.201161415982932,1159.61706489276,0.21171322402049,1483.57235126016,0.509336813723988,542.928024962546,0.0138140448176809
1162.22496736583,0.201621448221089,1161.73825001125,0.212587498847252,1485.57015545916,0.640210715684655,544.045827484114,0.0325436847771455
1164.34532506681,0.201671113993782,1163.85860771223,0.210181102136377,1487.56720429984,0.79416987335211,545.163394645997,0.031368283015017
1166.46485584047,0.203602219050625,1165.9781384859,0.213439591884629,1489.56349821734,0.912439593267812,546.280726521098,0.037576630079961
1168.58356017662,0.204362757387031,1168.09684282205,0.212100960355619,1491.55903764646,0.935051376288516,547.397823182252,0.0274112714066165
1170.70143856466,0.211039221761008,1170.21472121009,0.218230488975298,1493.5538230217,0.867969817316053,548.514684702226,0.044533969915189
1172.81849149362,0.209874692209051,1172.33177413905,0.218726934549246,1495.54785477721,0.733480812678223,549.631311153728,0.027732724278994
1174.93471945213,0.220203192738037,1174.44800209756,0.227272951670431,1497.54113334687,0.583877018680665,550.747702609404,0.0311567375640288
1177.05012292845,0.223689729981119,1176.56340557387,0.231988101560556,1499.53365916419,0.444780031052933,551.863859141831,0.0189561842673767
1179.16470241042,0.231072108391097,1178.67798505584,0.238446662854736,1501.5254326624,0.332702935311262,552.979780823529,0.039287073833263
1181.27845838552,0.231690072956686,1180.79174103095,0.238774587279348,1503.5164542744,0.246188702564175,554.095467726954,0.0225909522302523
1183.39139134084,0.239045404851874,1182.90467398627,0.246227853221235,1505.50672443278,0.192102846732242,555.210919924491,0.0387829968537619
1185.50350176308,0.241794956765179,1185.01678440851,0.247813792391482,1507.49624356979,0.150688772723512,556.326137488481,0.0218005364375407
1187.61479013856,0.246775717355677,1187.12807278399,0.255034510565619,1509.48501211741,0.125510974794287,557.441120491185,0.0374564899679332
1189.7252569532,0.249043181241981,1189.23853959863,0.255849477231812,1511.47303050725,0.107248099413266,558.555869004815,0.0279281270505565
1191.83490269256,0.254091075145971,1191.34818533799,0.259119318145563,1513.46029917065,0.0941168482049036,559.670383101518,0.0209674992638203
1193.9437278418,0.254871994963167,1193.45701048722,0.25959427038839,1515.44681853862,0.0912980768571539,560.784662853379,0.0327337257910325
1196.05173288569,0.260142620136271,1195.56501553112,0.263093670153534,1517.43258904183,0.0908666654935354,561.898708332427,0.0258791147069867
1198.15891830865,0.261617830427754,1197.67220095407,0.268009816272992,1519.41761111068,0.0907897016148531,563.012519610628,0.0374301920965073
1200.26528459467,0.266733630402807,1199.7785672401,0.270805997902118,1521.40188517524,0.0890806075935714,564.126096759886,0.0201940972926407
1202.3708322274,0.271128399271985,1201.88411487283,0.273873314545028,1523.38541166525,0.0866655266726599,565.239439852054,0.0354894970170715
1204.4755616901,0.271994177529331,1203.98884433552,0.27599420257693,1525.36819101015,0.0805849631857733,566.352548958914,0.02071353622454
1206.57947346562,0.274824659698497,1206.09275611105,0.276692567921781,1527.35022363908,0.0786892727516215,567.465424152205,0.02701864608064
1208.68256803648,0.270918563394745,1208.1958506819,0.273609534280486,1529.33150998085,0.0642172868950125,568.57806550359,0.0211235786520022
1210.78484588477,0.265814113296433,1210.29812853019,0.27093520976383,1531.31205046396,0.0560879964915759,569.690473084689,0.0463690199983686
1212.88630749223,0.253406991511194,1212.39959013766,0.255171816009831,1533.2918455166,0.0460184690455632,570.802646967057,0.0259190552091576
1214.98695334023,0.236633065021174,1214.50023598565,0.241605376529915,1535.27089556666,0.0338373283781492,571.914587222198,0.0348970916816014
1217.08678390973,0.220636291155216,1216.60006655515,0.225646007254402,1537.24920104172,0.0314015967305291,573.026293921546,0.0378819374025927
1219.18579968133,0.200783102857316,1218.69908232676,0.207886924122294,1539.22676236903,0.0246819176763592,574.137767136491,0.0458955434999054
1221.28400113527,0.177944591093081,1220.79728378069,0.186790279291733,1541.20357997554,0.0263991902881194,575.249006938369,0.0204135332531847
1223.38138875138,0.167714633252801,1222.8946713968,0.173735716925844,1543.1796542879,0.0236838796810789,576.360013398442,0.0410535778056022
1225.47796300914,0.149272033394976,1224.99124565456,0.156781559044297,1545.15498573245,0.0269911511250403,577.470786587934,0.0252014063327799
1227.57372438764,0.139753093010453,1227.08700703306,0.148721694206453,1547.12957473519,0.027942201504015,578.581326578006,0.0410245186863798
1229.6686733656,0.131166742214451,1229.18195601102,0.137721919483429,1549.10342172187,0.0296917685500601,579.691633439767,0.0341603236040048
1231.76281042137,0.127197891556741,1231.27609306679,0.134413885927772,1551.07652711787,0.0362812329029464,580.801707244271,0.039387908173275
1233.85613603291,0.123462461981133,1233.36941867834,0.130031546836756,1553.04889134831,0.0329443679877799,581.911548062513,0.0223561184383107
