v_c0,c0,v_t0,t0,v_pbttt_ref,pbttt_ref,v_f4tcnq_ref,f4tcnq_ref
301.619528341563,0.078966968671056,301.132810986988,0.0756695390936491,676.992817907932,0.133612092910159,106.433330145425,0.0666653049868799
304.089517189309,0.0668282754955421,303.602799834734,0.0657908892657536,679.307764217879,0.14697670390063,107.645458537409,0.0965978970153076
306.558461705827,0.057063006562708,306.071744351251,0.0550209672482606,681.621765331502,0.155569485853181,108.85731573749,0.055264922265306
309.026362575088,0.0493770913959047,308.539645220512,0.0483516033924269,683.93482183895,0.153500253899099,110.068901876768,0.0600598089717106
311.493220480382,0.043570768139695,311.006503125806,0.0445190024219626,686.246934329834,0.151743002463118,111.280217086075,0.0554427443271454
313.959036104323,0.0417749761523796,313.472318749748,0.0412695969644432,688.558103393241,0.139019423852438,112.491261495963,0.0434471060423862
316.423810128844,0.0421806376512085,315.937092774269,0.0411492720913999,690.86832961773,0.129416370298696,113.70203523671,0.0429069778442527
318.887543235222,0.0390663884395984,318.400825880646,0.0399711436917174,693.177613591315,0.128910663167993,114.912538438331,0.0517890623909277
321.350236104044,0.0381258579621366,320.863518749469,0.0377029759666273,695.48595590149,0.126723234441424,116.122771230562,0.0242918536048646
323.811889415237,0.0383380040625153,323.325172060662,0.0362050209227505,697.793357135226,0.118679694973712,117.332733742871,0.042387251880358
326.272503848047,0.0417671640563667,325.785786493472,0.0386679761590597,700.099817878962,0.123104406691966,118.542426104456,0.036624071348163
328.732080081061,0.0387020050740551,328.245362726485,0.0367696280626066,702.405338718602,0.124399246392736,119.751848444248,0.0404968304549305
