freq_c0,c0,fre_c1,c1,freq_c2,c2,freq_c5,c5,freq_c10,c10,freq_t0,t0,freq_t1,freq_t1,freq_t2,t2,freq_t5,t5,freq_t10,t10
705.44812,0.039956092,707.97117,0.037435361,707.97117,0.038364211,707.76089,0.045947941,707.34035,0.043862483,706.07882,0.035616301,708.18145,0.036432735,708.39174,0.042205049,707.55062,0.037021637,707.55062,0.041400432
707.31003,0.037695895,709.83308,0.031268742,709.83308,0.030703771,709.6228,0.038915204,709.20226,0.036227557,707.94073,0.028490943,710.04336,0.028951205,710.25365,0.035548521,709.41253,0.031656246,709.41253,0.034561674
709.17152,0.030045296,711.69457,0.021841868,711.69457,0.021172669,711.48429,0.030562344,711.06375,0.025281387,709.80222,0.022435131,711.90485,0.025452835,712.11514,0.025089876,711.27402,0.02164396,711.27402,0.025594858
711.03259,0.021377153,713.55564,0.017424759,713.55564,0.016120189,713.34537,0.022142145,712.92482,0.017670604,711.6633,0.014402633,713.76593,0.018129268,713.97621,0.016004069,713.13509,0.017421993,713.13509,0.015498398
712.89325,0.020981694,715.4163,0.016152493,715.4163,0.014383085,715.20602,0.023771816,714.78548,0.01574701,713.52396,0.01637237,715.62658,0.021777946,715.83687,0.021777655,714.99575,0.020650091,714.99575,0.017768956
714.75349,0.020168101,717.27654,0.015159149,717.27654,0.01220675,717.06626,0.021857266,716.64572,0.013253821,715.3842,0.013998795,717.48682,0.020894423,717.69711,0.023503432,716.85599,0.017818038,716.85599,0.015003826
716.61332,0.018193436,719.13637,0.015797882,719.13637,0.011693834,718.92609,0.021427311,718.50555,0.012437751,717.24402,0.01373243,719.34665,0.023764886,719.55694,0.023754768,718.71582,0.017548008,718.71582,0.016549522
718.47272,0.019042842,720.99577,0.013925883,720.99577,0.010478321,720.7855,0.020358397,720.36495,0.011882377,719.10343,0.014239408,721.20606,0.021644571,721.41634,0.025931523,720.57522,0.020821407,720.57522,0.013245652
720.33172,0.016269103,722.85477,0.010331529,722.85477,0.009515465,722.64449,0.017422724,722.22395,0.009942412,720.96242,0.011520581,723.06505,0.015082981,723.27533,0.016496044,722.43421,0.016046521,722.43421,0.010898027
722.19029,0.019216927,724.71334,0.012455583,724.71334,0.010736225,724.50306,0.020164755,724.08252,0.011676995,722.821,0.013275045,724.92362,0.021659184,725.13391,0.020177842,724.29279,0.016454435,724.29279,0.014547242
724.04845,0.018573408,726.5715,0.013811194,726.5715,0.012036349,726.36122,0.020006489,725.94068,0.013056046,724.67915,0.012472273,726.78178,0.022649639,726.99207,0.016999607,726.15095,0.020944058,726.15095,0.016136197
725.90619,0.02159742,728.42924,0.016403104,728.42924,0.014833774,728.21897,0.021087816,727.79842,0.013961991,726.5369,0.014657417,728.63953,0.022645232,728.84981,0.025373297,728.00869,0.020042968,728.00869,0.019051826
727.76352,0.020719669,730.28657,0.016318604,730.28657,0.014406647,730.07629,0.021222497,729.65575,0.01513351,728.39422,0.014776089,730.49685,0.023824731,730.70714,0.026716129,729.86602,0.018750384,729.86602,0.018392578
729.62043,0.024417205,732.14348,0.022372123,732.14348,0.018878093,731.9332,0.029299632,731.51266,0.018964327,730.25114,0.018071518,732.35376,0.031309044,732.56405,0.026755642,731.72293,0.026900153,731.72293,0.02339446
731.47693,0.025383589,733.99998,0.022498079,733.99998,0.022646407,733.7897,0.031834831,733.36916,0.022864017,732.10763,0.020761461,734.21026,0.029403752,734.42055,0.03339583,733.57943,0.027090856,733.57943,0.025502887
733.33301,0.030886959,735.85606,0.035258729,735.85606,0.030344976,735.64578,0.043929898,735.22524,0.030966179,733.96371,0.024817835,736.06634,0.038533798,736.27663,0.040981349,735.43551,0.038699385,735.43551,0.034921743
735.18867,0.034848318,737.71172,0.039857549,737.71172,0.037975319,737.50144,0.047135089,737.0809,0.039713424,735.81938,0.031427086,737.922,0.044263127,738.13229,0.046448341,737.29117,0.040403246,737.29117,0.040730643
737.04392,0.038439385,739.56697,0.044993702,739.56697,0.044522101,739.35669,0.051705553,738.93615,0.046824892,737.67462,0.033435381,739.77725,0.046738337,739.98754,0.047770971,739.14642,0.042513834,739.14642,0.045455339
738.89875,0.049898967,741.4218,0.058650918,741.4218,0.05538353,741.21153,0.065914243,740.79098,0.058331066,739.52946,0.04693687,741.63209,0.062668191,741.84237,0.064117878,741.00125,0.058552047,741.00125,0.056829579
740.75317,0.054379399,743.27622,0.058757085,743.27622,0.058550568,743.06595,0.068183183,742.6454,0.06271337,741.38388,0.050489399,743.48651,0.062028919,743.69679,0.063373082,742.85567,0.06197876,742.85567,0.060274859
742.60718,0.057134057,745.13023,0.058905863,745.13023,0.05774601,744.91995,0.066454673,744.49941,0.06268931,743.23788,0.052495241,745.34051,0.061876291,745.5508,0.063198989,744.70968,0.058540375,744.70968,0.059030523
744.46077,0.060095156,746.98382,0.057898363,746.98382,0.055921402,746.77354,0.065890503,746.35299,0.06103898,745.09147,0.055778408,747.1941,0.059249614,747.40438,0.068139543,746.56326,0.057791214,746.56326,0.054154057
746.31394,0.056022902,748.83699,0.048428445,748.83699,0.047474933,748.62671,0.056348324,748.20617,0.051148409,746.94464,0.050153548,749.04727,0.05146167,749.25756,0.053095362,748.41644,0.052386851,748.41644,0.045039469
748.1667,0.051387743,750.68975,0.038734927,750.68975,0.039034676,750.47947,0.04920899,750.05893,0.041634124,748.7974,0.04485977,750.90003,0.043326022,751.11032,0.044717513,750.2692,0.042121944,750.2692,0.039862007
750.01904,0.042195271,752.54209,0.029014398,752.54209,0.029763299,752.33182,0.037809516,751.91127,0.033416042,750.64975,0.036562407,752.75238,0.032233855,752.96266,0.035089225,752.12154,0.034390376,752.12154,0.027117289
751.87097,0.036732276,754.39402,0.0259672,754.39402,0.023708441,754.18375,0.032467739,753.7632,0.024799434,752.50168,0.031297787,754.60431,0.031158041,754.81459,0.038426699,753.97347,0.033632313,753.97347,0.024762756
753.72249,0.033135956,756.24554,0.021076891,756.24554,0.018643002,756.03526,0.028846093,755.61472,0.018856344,754.3532,0.026012457,756.45582,0.027525136,756.66611,0.028973098,755.82499,0.029184233,755.82499,0.019379722
755.57359,0.030638069,758.09664,0.020119802,758.09664,0.016816252,757.88637,0.029118248,757.46582,0.01376926,756.2043,0.027064836,758.30693,0.027710005,758.51721,0.033583589,757.67609,0.028428742,757.67609,0.015661619
757.42428,0.03423038,759.94733,0.019423147,759.94733,0.014051172,759.73705,0.030655131,759.31651,0.01261932,758.05499,0.027061974,760.15761,0.034219172,760.3679,0.035943944,759.52678,0.032309462,759.52678,0.011143586
759.27456,0.043037764,761.79761,0.024399111,761.79761,0.01779089,761.58733,0.036792426,761.16679,0.014511164,759.90526,0.036600829,762.00789,0.049754701,762.21817,0.048120346,761.37705,0.045049151,761.37705,0.018094127
761.12442,0.051984111,763.64747,0.027337255,763.64747,0.021317044,763.43719,0.041464988,763.01665,0.013850701,761.75512,0.045711592,763.85775,0.053745051,764.06804,0.061742372,763.22691,0.056178946,763.22691,0.017170236
762.97386,0.070273508,765.49691,0.03263923,765.49691,0.02165624,765.28664,0.047612834,764.86609,0.016121972,763.60457,0.059598936,765.7072,0.064932784,765.91748,0.071660914,765.07636,0.065354236,765.07636,0.020668226
764.8229,0.082460816,767.34595,0.035675017,767.34595,0.025942718,767.13567,0.055644196,766.71513,0.017828857,765.4536,0.070025446,767.55623,0.070687628,767.76652,0.079901509,766.92539,0.07623319,766.92539,0.025642661
766.67152,0.083759607,769.19457,0.030535109,769.19457,0.022606137,768.98429,0.051082421,768.56375,0.017295393,767.30222,0.071982239,769.40485,0.065667855,769.61513,0.073595543,768.77401,0.071912706,768.77401,0.021700992
768.51972,0.08071513,771.04277,0.025899744,771.04277,0.019903926,770.83249,0.045746075,770.41195,0.014812705,769.15043,0.067801062,771.25305,0.056164823,771.46334,0.060798527,770.62222,0.061076483,770.62222,0.019409895
770.36752,0.067530465,772.89057,0.021975479,772.89057,0.015597312,772.68029,0.036887541,772.25974,0.012037074,770.99822,0.0524045,773.10085,0.040099273,773.31113,0.04855231,772.47001,0.044237676,772.47001,0.0154326
772.2149,0.048983743,774.73795,0.014580649,774.73795,0.011244537,774.52767,0.027648084,774.10713,0.009174463,772.8456,0.038380908,774.94823,0.029787641,775.15851,0.029998939,774.31739,0.034508279,774.31739,0.014555785
774.06186,0.032455657,776.58491,0.010694951,776.58491,0.007828377,776.37463,0.020158083,775.95409,0.007864369,774.69257,0.02382595,776.7952,0.019791933,777.00548,0.021255376,776.16436,0.023574132,776.16436,0.008968634
775.90842,0.027592072,778.43147,0.013031339,778.43147,0.010389961,778.22119,0.021119469,777.80065,0.009189924,776.53912,0.020172597,778.64175,0.021470835,778.85204,0.024859634,778.01092,0.021585207,778.01092,0.01307516
777.75456,0.018154305,780.27761,0.007854163,780.27761,0.008607552,780.06733,0.01412366,779.64679,0.008186745,778.38526,0.012972439,780.48789,0.016432737,780.69818,0.013411095,779.85706,0.013544834,779.85706,0.006258577
779.60029,0.023116064,782.12334,0.015146871,782.12334,0.011420935,781.91306,0.021509547,781.49252,0.010767825,780.23099,0.016694733,782.33362,0.021479417,782.54391,0.025554817,781.70279,0.01953911,781.70279,0.014335491
781.4456,0.017912606,783.96865,0.01024024,783.96865,0.007270156,783.75838,0.01407525,783.33783,0.008207912,782.07631,0.01241464,784.17894,0.015624832,784.38922,0.01649753,783.5481,0.013669464,783.5481,0.009184202
783.29051,0.015940568,785.81356,0.007697585,785.81356,0.006345214,785.60328,0.014969916,785.18274,0.007551252,783.92121,0.010335905,786.02384,0.011002864,786.23413,0.014751253,785.39301,0.011758481,785.39301,0.006359091
785.135,0.0133788,787.65805,0.009516862,787.65805,0.004381265,787.44777,0.012899584,787.02723,0.005299742,785.7657,0.009941331,787.86833,0.008735719,788.07862,0.009097988,787.2375,0.011160853,787.2375,0.00383134
786.97908,0.015449702,789.50213,0.014973104,789.50213,0.007130922,789.29185,0.014657109,788.87131,0.006633484,787.60978,0.010503899,789.71241,0.011285851,789.9227,0.017752128,789.08158,0.012357295,789.08158,0.008542222
788.82275,0.012091209,791.3458,0.010850229,791.3458,0.004849305,791.13552,0.010003012,790.71498,0.003433282,789.45345,0.007869272,791.55608,0.008655462,791.76637,0.012070639,790.92525,0.007892202,790.92525,0.002696243
790.666,0.016156549,793.18905,0.010566395,793.18905,0.00555565,792.97877,0.012027726,792.55823,0.005724479,791.29671,0.010076353,793.39933,0.013807915,793.60962,0.018651113,792.7685,0.013703489,792.7685,0.006447608
792.50885,0.012293778,795.0319,0.021516435,795.0319,0.004596756,794.82162,0.012057052,794.40108,0.005817744,793.13955,0.006958046,795.24218,0.009005253,795.45247,0.015992185,794.61134,0.009154321,794.61134,0.005061317
794.35128,0.012855578,796.87433,0.013726549,796.87433,0.005780459,796.66405,0.012176527,796.24351,0.005735145,794.98198,0.010178266,797.08461,0.011278196,797.2949,0.01264164,796.45378,0.007019401,796.45378,0.005126206
796.1933,0.013091194,798.71635,0.007726763,798.71635,0.005948076,798.50607,0.013554525,798.08553,0.005960701,796.824,0.009078609,798.92663,0.010643331,799.13692,0.016168061,798.2958,0.008830878,798.2958,0.006866204
798.03491,0.01480245,800.55796,0.008307719,800.55796,0.007454909,800.34768,0.01483446,799.92714,0.008185505,798.66561,0.009717067,800.76824,0.015640373,800.97853,0.020364412,800.13741,0.010575689,800.13741,0.00765432
799.87611,0.014322922,802.39916,0.008165441,802.39916,0.006812826,802.18888,0.014140728,801.76834,0.006476388,800.50681,0.012575276,802.60944,0.011111651,802.81972,0.019864415,801.9786,0.010581821,801.9786,0.00705469
801.71689,0.014214102,804.23994,0.007671008,804.23994,0.004949982,804.02966,0.012821227,803.60912,0.005556304,802.3476,0.008632124,804.45022,0.0132489,804.66051,0.011768799,803.81939,0.012361449,803.81939,0.006021379
803.55727,0.019399446,806.08032,0.012488806,806.08032,0.009202295,805.87004,0.017289595,805.4495,0.00739242,804.18797,0.014908522,806.2906,0.019759691,806.50089,0.024122264,805.65977,0.01894623,805.65977,0.012480801
805.39723,0.015886504,807.92028,0.007928552,807.92028,0.006541534,807.71,0.013870125,807.28946,0.00715471,806.02794,0.011497827,808.13056,0.011282371,808.34085,0.018010593,807.49973,0.011219014,807.49973,0.007666679
807.23679,0.016865609,809.75984,0.011512073,809.75984,0.007749228,809.54956,0.015330824,809.12902,0.007963504,807.86749,0.013465384,809.97012,0.018454703,810.1804,0.020275286,809.33928,0.013948792,809.33928,0.010738077
809.07593,0.015721545,811.59898,0.008355385,811.59898,0.007191649,811.3887,0.013348159,810.96816,0.005469158,809.70663,0.012176478,811.80926,0.01473551,812.01955,0.017797879,811.17843,0.010976085,811.17843,0.009610613
810.91466,0.013730841,813.43771,0.006333886,813.43771,0.003767457,813.22743,0.013889986,812.80689,0.004232733,811.54537,0.009379308,813.64799,0.014463425,813.85828,0.010821686,813.01716,0.011551556,813.01716,0.002722235
812.75298,0.014105005,815.27603,0.00757033,815.27603,0.006090309,815.06575,0.013567093,814.64521,0.00557036,813.38369,0.00860651,815.48632,0.013702607,815.6966,0.012366834,814.85548,0.00927539,814.85548,0.007294796
814.59089,0.00895976,817.11394,0.004152487,817.11394,0.002342772,816.90367,0.009194771,816.48312,0.003369203,815.2216,0.005919564,817.32423,0.007763125,817.53451,0.011103027,816.69339,0.006480725,816.69339,0.003528163
816.4284,0.010120554,818.95145,0.002830677,818.95145,0.003686059,818.74117,0.009759252,818.32062,0.001819332,817.0591,0.004741428,819.16173,0.004864363,819.37201,0.009654431,818.53089,0.004153322,818.53089,0.004128338
818.26549,0.011442989,820.78854,0.006264986,820.78854,0.004524569,820.57826,0.009691601,820.15772,0.00377112,818.89619,0.00828769,820.99882,0.011596905,821.2091,0.014672822,820.36798,0.006754316,820.36798,0.004723969
820.10217,0.013180379,822.62522,0.008799552,822.62522,0.00755987,822.41494,0.01454803,821.9944,0.004952561,820.73287,0.009440892,822.8355,0.010543125,823.04579,0.018802924,822.20467,0.008717525,822.20467,0.006210592
821.93844,0.012359457,824.46149,0.005239287,824.46149,0.004127966,824.25121,0.009933654,823.83067,0.003175645,822.56914,0.005888363,824.67177,0.007436994,824.88206,0.009287826,824.04094,0.007451449,824.04094,0.003274243
823.7743,0.011010751,826.29735,0.005829197,826.29735,0.005535301,826.08707,0.008509728,825.66653,0.003574585,824.405,0.006795911,826.50763,0.00962133,826.71792,0.014213823,825.8768,0.005863909,825.8768,0.00520818
825.60975,0.015400753,828.1328,0.009250651,828.1328,0.005474894,827.92252,0.013241252,827.50198,0.00544642,826.24045,0.008634168,828.34308,0.01334145,828.55337,0.016074775,827.71225,0.012030885,827.71225,0.009928877
827.44479,0.014338962,829.96784,0.008365063,829.96784,0.006556314,829.75756,0.012374825,829.33702,0.004856402,828.0755,0.009325218,830.17812,0.014343967,830.38841,0.021124063,829.54729,0.006720093,829.54729,0.008175428
829.27942,0.011522634,831.80247,0.006850564,831.80247,0.004351383,831.5922,0.011806154,831.17165,0.005188287,829.91013,0.008517131,832.01276,0.012570427,832.22304,0.01208787,831.38192,0.007882113,831.38192,0.006100263
831.11365,0.012064523,833.6367,0.005103798,833.6367,0.003198098,833.42642,0.007633837,833.00588,0.003157703,831.74435,0.004901792,833.84698,0.008425825,834.05727,0.012637778,833.21615,0.002762815,833.21615,0.003345311
832.94746,0.009065123,835.47051,0.004404109,835.47051,0.002368263,835.26023,0.008800503,834.83969,0.002475909,833.57817,0.004163192,835.68079,0.003661204,835.89108,0.011779791,835.04996,0.002649659,835.04996,7.14E-04
834.78087,0.011959159,837.30392,0.004218209,837.30392,0.004206044,837.09364,0.01011085,836.67309,0.003381523,835.41157,0.005577037,837.5142,0.005908864,837.72448,0.0112893,836.88336,0.00712405,836.88336,0.00711558
836.61386,0.013186048,839.13691,0.009192007,839.13691,0.005394567,838.92663,0.01284326,838.50609,0.004643827,837.24457,0.005823646,839.34719,0.011506441,839.55748,0.017281542,838.71636,0.011244335,838.71636,0.012118734
838.44645,0.010266708,840.9695,0.005039087,840.9695,0.002233206,840.75922,0.008733938,840.33868,0.001884981,839.07715,0.003978304,841.17978,0.004934646,841.39007,0.009398343,840.54895,0.008861343,840.54895,0.004896823
840.27863,0.008246413,842.80168,0.003647076,842.80168,0.002820024,842.5914,0.00906521,842.17085,0.001569385,840.90933,0.003497076,843.01196,0.006233835,843.22224,0.00951688,842.38112,0.005146796,842.38112,0.004407886
842.11039,0.01119009,844.63344,0.006545642,844.63344,0.003509339,844.42317,0.011607081,844.00262,0.001951706,842.7411,0.004328325,844.84373,0.004796168,845.05401,0.012280382,844.21289,0.005518508,844.21289,0.006376176
843.94176,0.009486715,846.46481,0.008062452,846.46481,0.003302309,846.25453,0.007542756,845.83398,0.00247409,844.57246,0.0051499,846.67509,0.007279032,846.88537,0.012886439,846.04425,0.006246699,846.04425,0.005166375
845.77271,0.005727924,848.29576,0.00357341,848.29576,0.001169994,848.08548,0.005893069,847.66494,0.001355735,846.40341,0.00309024,848.50604,0.003927954,848.71633,0.003700514,847.87521,0.004517714,847.87521,0.003590689
847.60325,0.005418333,850.1263,0.003856232,850.1263,0.002905599,849.91602,0.007408851,849.49548,0.001858192,848.23396,0.002906305,850.33658,0.004946012,850.54687,0.005644353,849.70575,0.001067064,849.70575,0.002655165
849.43339,0.002361965,851.95644,-0.002676121,851.95644,-9.91E-05,851.74616,0.00209221,851.32562,-6.80E-04,850.06409,-7.66E-05,852.16672,-0.001201072,852.37701,-0.003150606,851.53589,-0.002766573,851.53589,-0.003777176
851.26312,0.005227379,853.78617,0.004161154,853.78617,0.001987297,853.57589,0.005412686,853.15534,0.002144106,851.89382,0.003604439,853.99645,0.005999791,854.20673,0.007898945,853.36561,0.004177654,853.36561,0.005584971
853.09243,0.001923642,855.61549,-8.66E-04,855.61549,9.96E-05,855.40521,0.003075475,854.98466,-7.48E-04,853.72314,-6.88E-04,855.82577,-6.98E-04,856.03605,0.00115448,855.19493,0.001489815,855.19493,-2.16E-05
854.92135,0.002706816,857.4444,0.001024977,857.4444,-3.89E-04,857.23412,0.005527662,856.81358,6.47E-04,855.55205,-9.33E-04,857.65468,0.0029767,857.86497,0.002917987,857.02385,3.95E-04,857.02385,0.003539977
856.74985,0.004715634,859.2729,0.002037532,859.2729,0.00166481,859.06262,0.00378286,858.64208,0.001453134,857.38056,0.001539465,859.48318,0.004900084,859.69347,0.005759029,858.85235,0.001357866,858.85235,0.003434011
858.57795,8.22E-04,861.101,-5.50E-04,861.101,-2.74E-04,860.89072,9.69E-04,860.47018,-2.82E-04,859.20865,-0.00121465,861.31128,-0.002255314,861.52157,0.005739124,860.68045,0.0052101,860.68045,-0.003923675
860.40564,0.002287298,862.92869,0.001121611,862.92869,4.00E-04,862.71841,0.002835283,862.29787,7.38E-04,861.03634,-5.30E-04,863.13897,8.36E-04,863.34926,0.004055236,862.50814,0.00858518,862.50814,0.001649663
862.23292,0.001108804,864.75597,8.82E-04,864.75597,-2.61E-04,864.54569,0.002954293,864.12515,-0.001152089,862.86362,-1.69E-04,864.96625,-7.56E-04,865.17654,-0.002949181,864.33542,0.0085379,864.33542,1.61E-04
864.05979,1.09E-04,866.58284,-4.28E-04,866.58284,-0.002722239,866.37256,3.06E-04,865.95202,-0.002871211,864.6905,-0.002526037,866.79312,-0.002850979,867.00341,-1.83E-05,866.16229,0.009337506,866.16229,-0.005019694
865.88626,0.00520733,868.40931,0.003954598,868.40931,0.003807835,868.19903,0.007983417,867.77849,0.002286898,866.51696,0.004677937,868.61959,0.007421917,868.82988,0.00819217,867.98876,0.023671066,867.98876,0.00718065
867.71232,-9.59E-04,870.23537,-0.001340444,870.23537,-0.001884478,870.02509,0.002242718,869.60455,-0.002139393,868.34302,-0.002417038,870.44565,-0.001029192,870.65594,-1.36E-04,869.81482,0.006255799,869.81482,-0.001612584
869.53797,-9.59E-04,872.06102,-0.00283761,872.06102,-0.00157977,871.85075,1.79E-04,871.4302,-0.001856373,870.16868,-9.34E-04,872.27131,-0.002335803,872.48159,-0.003315489,871.64047,0.010605165,871.64047,-0.004557112
871.36322,0.005562551,873.88627,0.004534976,873.88627,0.004258525,873.67599,0.009642725,873.25545,0.001849511,871.99392,0.004898522,874.09655,0.008598633,874.30684,0.013842762,873.46572,0.015113977,873.46572,0.005469371
873.18806,0.007302706,875.71111,0.003171421,875.71111,2.70E-04,875.50083,0.005433013,875.08029,0.001342009,873.81876,0.004538283,875.92139,0.006978648,876.13168,0.009136312,875.29056,0.015239398,875.29056,0.001009864
875.01249,0.01282336,877.53554,0.004733876,877.53554,0.004517179,877.32526,0.012702838,876.90472,0.002198428,875.6432,0.012105084,877.74582,0.015234217,877.95611,0.019901848,877.11499,0.023024774,877.11499,0.004356266
876.83652,0.021142643,879.35957,0.009421385,879.35957,0.006537036,879.14929,0.017852059,878.72875,0.003018467,877.46722,0.019270636,879.56985,0.022689535,879.78014,0.028043216,878.93902,0.03809246,878.93902,0.00854822
878.66014,0.033470298,881.18319,0.015548426,881.18319,0.011731748,880.97291,0.026248363,880.55237,0.003171759,879.29084,0.031177616,881.39347,0.041463874,881.60376,0.037440073,880.76264,0.046747473,880.76264,0.00976402
880.48335,0.05262597,883.0064,0.02728511,883.0064,0.018023411,882.79613,0.044481501,882.37558,0.008591969,881.11406,0.049675999,883.21669,0.059228274,883.42697,0.067299679,882.58585,0.063255716,882.58585,0.016197269
882.30616,0.074225741,884.82921,0.027320643,884.82921,0.01767072,884.61893,0.04817778,884.19839,0.008813226,882.93687,0.068023691,885.03949,0.065559995,885.24978,0.072829059,884.40866,0.074764542,884.40866,0.018973305
884.12856,0.09316239,886.65161,0.026661399,886.65161,0.018828076,886.44134,0.047086833,886.02079,0.007807566,884.75927,0.080759195,886.8619,0.065102344,887.07218,0.06936265,886.23106,0.074035955,886.23106,0.01664531
885.95056,0.080557638,888.47361,0.011905828,888.47361,0.008735112,888.26333,0.029816479,887.84279,0.003090566,886.58126,0.065222842,888.68389,0.038857146,888.89418,0.039349748,888.05306,0.049806826,888.05306,0.008235955
887.77215,0.052523234,890.2952,0.005346609,890.2952,0.001902793,890.08492,0.014210086,889.66438,6.21E-05,888.40285,0.040015475,890.50548,0.015649883,890.71577,0.018213504,889.87465,0.024899358,889.87465,0.003418925
889.59333,0.021614843,892.11638,-0.004607198,892.11638,-0.004786436,891.90611,0.00364461,891.48556,-0.002510222,890.22404,0.013811454,892.32667,1.38E-04,892.53695,0.001660121,891.69583,0.003577455,891.69583,-0.006429977
891.41411,0.011679711,893.93716,5.27E-04,893.93716,-5.40E-04,893.72688,0.002909606,893.30634,-0.001692498,892.04482,0.009706712,894.14744,0.004755343,894.35773,0.003353516,893.51661,0.005393483,893.51661,-9.74E-04
893.23449,0.004025379,895.75754,-0.004524142,895.75754,-0.00356107,895.54726,-7.06E-04,895.12672,-0.0031835,893.86519,0.001925047,895.96782,-0.002645002,896.1781,-0.002706164,895.33698,6.15E-05,895.33698,-0.001805977
895.05445,0.002628001,897.5775,-0.004280609,897.5775,-0.003574672,897.36723,5.71E-04,896.94668,-0.002463258,895.68516,0.001211517,897.78779,-0.004383517,897.99807,-0.005471746,897.15695,-7.48E-04,897.15695,-0.003361306
896.87402,9.79E-04,899.39707,-0.002488921,899.39707,-0.00292552,899.18679,2.34E-04,898.76625,-0.003413521,897.50472,0.001112192,899.60735,-0.004356842,899.81764,-0.002273606,898.97652,-0.002766573,898.97652,-0.005223811
898.69318,0.002902609,901.21623,-0.001601888,901.21623,-0.001920679,901.00595,0.00142765,900.5854,-0.003439731,899.32388,0.002586803,901.42651,-0.001633671,901.63679,4.29E-04,900.79567,-0.001753713,900.79567,-0.004968074
900.51193,-0.001174899,903.03498,-0.007922196,903.03498,-0.006778981,902.8247,-0.005969409,902.40416,-0.004768594,901.14263,-5.05E-04,903.24526,-0.01044524,903.45555,-0.013466056,902.61443,-0.007634041,902.61443,-0.009411585
902.33028,0.00208307,904.85333,-0.002288866,904.85333,-0.001998436,904.64305,-0.001057742,904.22251,-0.004272255,902.96098,-2.26E-04,905.06361,-0.004910522,905.27389,-0.005582856,904.43277,-0.005677361,904.43277,-0.005382307
904.14822,0.001350919,906.67127,-0.002308366,906.67127,-7.24E-04,906.46099,0.001162942,906.04045,-0.001565002,904.77892,9.24E-04,906.88155,-0.004755575,907.09184,-0.006759023,906.25072,-0.002686059,906.25072,-0.003969842
905.96576,-0.002107959,908.48881,-0.003914154,908.48881,-0.003443685,908.27853,-0.003071596,907.85799,-0.003220045,906.59646,-0.001263836,908.69909,-0.007098105,908.90938,-0.008718014,908.06826,-0.005462326,908.06826,-0.005868518
907.78289,-0.002738204,910.30594,-0.004460154,910.30594,-0.002839624,910.09566,-0.004401027,909.67512,-0.003059394,908.4136,-0.004439503,910.51622,-0.010375885,910.72651,-0.012498741,909.88539,-0.009689238,909.88539,-0.004660716
909.59962,-0.007863953,912.12267,-0.004370743,912.12267,-0.004257454,911.91239,-0.005583365,911.49185,-0.004977531,910.23033,-0.006423,912.33295,-0.013556474,912.54324,-0.013544487,911.70212,-0.008321678,911.70212,-0.006519949
911.41595,-0.003139469,913.939,-7.74E-04,913.939,-9.30E-04,913.72872,0.002223322,913.30818,6.12E-04,912.04665,-0.001422292,914.14928,-0.005797988,914.35957,-0.002892438,913.51845,-0.004362818,913.51845,0.002427418
913.23187,-0.003210818,915.75492,3.76E-04,915.75492,6.21E-04,915.54464,7.93E-06,915.1241,-2.47E-04,913.86257,-0.002386928,915.9652,-0.001883256,916.17549,-0.005871922,915.33437,-0.002371914,915.33437,4.20E-04
915.04739,-0.005505998,917.57044,-0.001284111,917.57044,4.33E-04,917.36016,-7.76E-04,916.93961,0.00126495,915.67809,-0.004381189,917.78072,-0.008108045,917.991,-0.008160976,917.14988,-0.006953723,917.14988,7.51E-05
916.8625,-0.002264621,919.38555,0.002360799,919.38555,0.002982713,919.17527,1.99E-04,918.75473,0.002979606,917.4932,-2.11E-04,919.59583,-0.003257599,919.80612,-0.004190707,918.965,-0.002926218,918.965,-8.57E-04
918.67721,-0.004612345,921.20026,-0.00232931,921.20026,0.002212107,920.98998,-0.001892516,920.56944,0.002158906,919.30791,-0.004080626,921.41054,-0.007346995,921.62083,-0.008137506,920.77971,-0.006313366,920.77971,-0.002565738
920.49151,-0.001659819,923.01456,0.001102977,923.01456,0.00465652,922.80429,0.001477302,922.38374,0.003994609,921.12222,-1.68E-04,923.22485,-0.001936142,923.43513,-0.009243857,922.59401,-0.005429091,922.59401,0.004097984
922.30541,-0.004454161,924.82847,-0.004088787,924.82847,8.68E-04,924.61819,-6.78E-04,924.19764,-1.56E-04,922.93612,-0.005599109,925.03875,-0.010044883,925.24903,-0.010889719,924.40791,-0.008751155,924.40791,-0.004738146
924.11891,-6.09E-04,926.64196,0.004086476,926.64196,0.004558842,926.43169,0.00211626,926.01114,0.003572187,924.74962,8.60E-04,926.85225,-0.004717534,927.06253,-0.001692504,926.22141,-0.002534525,926.22141,0.004162872
925.93201,-0.002158152,928.45506,0.001257533,928.45506,0.003743359,928.24478,0.002394311,927.82424,0.00281292,926.56271,-0.001066958,928.66534,-0.002506987,928.87563,-0.002628624,928.03451,0.001418598,928.03451,0.001397742
927.7447,-0.005171794,930.26775,-0.001770021,930.26775,0.002148595,930.05747,1.34E-04,929.63693,0.0010513,928.3754,-0.002941048,930.47803,-0.00905118,930.68832,-0.008338634,929.8472,-0.00594106,929.8472,-0.003474725
929.55699,-0.00347312,932.08004,-5.21E-04,932.08004,0.003174642,931.86976,0.001206388,931.44922,0.001406667,930.18769,-0.001325011,932.29032,-0.009772334,932.50061,-0.004254581,931.65949,-0.003045703,931.65949,9.45E-04
