Wavelenght [nm],pristine,doped
349.956255468067,0.149306468172485,
349.976009709012,0.144783100616016,
350.005645252343,0.13971198151950698,
350.025405069723,0.134552515400411,
350.045167118338,0.129393049281314,
350.074814375653,0.124233583162218,
350.094582004009,0.11907411704312101,
350.124237632708,0.11389698151950699,
350.14401084316904,0.108737515400411,
350.16378628713403,0.10357804928131402,
350.193453641729,0.0984009137577002,
350.21323467111,0.09313543121149902,
350.23301793532005,0.0878169404517454,
350.26269702276704,0.0825161190965093,
350.282485875706,0.0772152977412731,
350.312173348024,0.0718968069815195,
350.331967792061,0.0665959856262834,
350.351764473201,0.0612951642710472,
350.381463690308,0.0559766735112936,
350.401265965864,0.0506758521560575,
350.421070479851,0.0456047330595483,
350.45078144871803,0.0406042915811088,
350.47059156044196,0.035586180698151997,
350.500310927695,0.0305857392197125,
350.52012663952996,0.0255852977412731,
350.53994459207297,0.0205671868583162,
350.56967572305,0.0155596776180698,
350.58949927903,0.0105504014373717,
350.60932507704905,0.00553935831622177,
350.63906797873494,0.00103507371663244,
350.658899383519,-0.00332361498973306,
350.67873303167397,-0.007682657084188909,
350.708487711061,-0.0120434661190965,
350.728326969311,-0.0164042751540041,
350.758090065626,-0.0207615503080082,
350.777934936351,-0.0251258932238193,
350.797782052733,-0.0294902361396304,
350.827556938747,-0.0338545790554415,
350.84740967093904,-0.0375298151950719,
350.867264650123,-0.0409930184804928,
350.89705133284303,-0.0444738911704312,
350.916911931175,-0.0479370944558522,
350.94670704440597,-0.0514179671457906,
350.96657326427203,-0.0548811704312115,
350.98644173342,-0.0583620431211499,
351.016248655381,-0.0618252464065709,
351.03612274940497,-0.0653061190965093,
351.055999094049,-0.0679741991786448,
351.08581783176203,-0.0704302464065708,
351.105699804627,-0.0728686242299795,
351.135526986464,-0.0753246714579056,
351.155414589941,-0.0777630492813142,
351.175304446332,-0.0802190965092403,
351.205143455972,-0.0826574743326489,
351.225038946325,-0.0850958521560575,
351.244936690933,-0.0875518993839836,
351.274787535411,-0.0891774845995893,
351.294690917332,-0.0905733675564682,
351.32455021957804,-0.09196925051334698,
351.34445924120905,-0.0933651334702259,
351.364370519396,-0.0947433470225873,
351.394241668556,-0.0961392299794661,
351.41415858980906,-0.09753511293634501,
351.43407776896004,-0.0989309958932238,
351.46396077208703,-0.10032687885010302,
351.483885597664,-0.10092763860369601,
351.50381268248395,-0.10131636550308,
351.53370754663496,-0.10172276180698199,
351.55364028124296,-0.102111488706366,
351.583543621878,-0.102517885010267,
351.60348200867696,-0.10292428131416802,
351.623422657025,-0.103313008213552,
351.65333787079595,-0.103719404517454,
351.673284174702,-0.10410813141683802,
351.69323274150497,-0.103790082135524,
351.723159835484,-0.103313008213552,
351.74311406121495,-0.102853603696099,
351.77304964539,-0.102376529774127,
351.793009532456,-0.10191712525667401,
351.81297168473,-0.10145772073922,
351.842919161252,-0.100980646817248,
351.862886978236,-0.100521242299795,
351.88285706177805,-0.10004416837782301,
351.91281643773397,-0.0989840041067762,
351.932792189363,-0.0978354928131417,
351.962760069257,-0.0967046509240247,
351.98274149138496,-0.0955561396303902,
352.002725182389,-0.0944076283367557,
352.032704973881,-0.0932767864476386,
352.052694338766,-0.0921282751540041,
352.07268597387804,-0.0909797638603696,
352.102677684073,-0.0898489219712526,
352.12267499645,-0.0882763449691992,
352.152675224355,-0.0866860985626284,
352.172678216416,-0.0850958521560575,
352.192683481027,-0.0835056057494867,
352.222695639824,-0.0819153593429158,
352.24270658750703,-0.080325112936345,
352.262719809096,-0.0787348665297741,
352.292743905904,-0.0771446201232033,
352.312762813956,-0.0755543737166325,
352.33278399727203,-0.0737520944558522,
352.362820039215,-0.0719498151950719,
352.382846912387,-0.0701475359342916,
352.412891490934,-0.0683629260780288,
352.432924056389,-0.0665606468172485,
352.452958899437,-0.0647583675564682,
352.483015435345,-0.0629560882956879,
352.503055974074,-0.0611714784394251,
352.52309879175596,-0.0593691991786448,
352.553167292164,-0.0575845893223819,
352.573215808928,-0.0557823100616017,
352.60329285978304,-0.0539977002053388,
352.623347078061,-0.052213090349076,
352.643403577624,-0.0504284804928131,
352.673492605233,-0.0486262012320329,
352.69355480971603,-0.04684159137577,
352.713619296848,-0.0450569815195072,
352.743720308366,-0.0432900410677618,
352.763790503826,-0.0416821252566735,
352.793900079663,-0.0400918788501027,
352.813975985887,-0.0384839630390144,
352.8340541771,-0.0368760472279261,
352.86417574912497,-0.0352681314168378,
352.884259654515,-0.0336602156057495,
352.904345846259,-0.0320522997946612,
352.934479421643,-0.0304443839835729,
352.95457133098,-0.0289248151950719,
352.98471348458503,-0.0275996098562628,
353.004811113958,-0.0262744045174538,
353.02491103202794,-0.0249668685831622,
353.05506520129796,-0.0236416632443532,
353.075170842825,-0.0223164579055442,
353.09527877441803,-0.0210089219712526,
353.125444966539,-0.0196837166324435,
353.145558625011,-0.0183585112936345,
353.175733409285,-0.0171622926078029,
353.195852797083,-0.016148068788501002,
353.215974477297,-0.0151338449691992,
353.24616129675496,-0.0141196211498973,
353.26628870972297,-0.0131036303901437,
353.286418416479,-0.0120894065708419,
353.316617278322,-0.0110734158110883,
353.336752721263,-0.0100591919917865,
353.356890459364,-0.009043201232032859,
353.3871013708,-0.00814912936344969,
353.407244848519,-0.007366374743326491,
353.437464371223,-0.00658538706365503,
353.457613591015,-0.00580263244353183,
353.477765108324,-0.005019877823408629,
353.50799669298993,-0.00423889014373717,
353.52815395580905,-0.0034561355236139603,
353.54831351752097,-0.00267338090349076,
353.578557171372,-0.0018906262833675602,
353.598722482035,-0.0011603497946611901,
353.62897476115796,-0.00045834435318275194,
353.64914582323195,0.000243484394250513,
353.669319186561,0.0009454898357289529,
353.69958354726504,0.00164767197125257,
353.71976266545,0.00235003080082136,
353.73994408626703,0.00305150616016427,
353.770220535791,0.0037547484599589295,
353.79040771491304,0.00445799075975359,
353.82069280374395,0.0052513470225872706,
353.840885743637,0.0060694404517453796,
353.861080988528,0.006887533880903489,
353.891378178601,0.0077056273100616,
353.911579187716,0.00852372073921971,
353.93178250321097,0.00934358110882957,
353.962091801781,0.0101616745379877,
353.982300884956,0.0109797679671458,
354.012618836897,0.0117996283367556,
354.032833690221,0.0129198685831622,
354.05305085229696,0.0140577782340862,
354.083380925186,0.0151956878850103,
354.10360386087194,0.0163335975359343,
354.123829106694,0.0174715071868583,
354.15417130779997,0.0186058829568789,
354.174402330696,0.0197543942505134,
354.19463566511496,0.0208852361396304,
354.22499000171405,0.0220867556468173,
354.24522911667196,0.023712340862422996,
354.275592125939,0.0253202566735113,
354.295837023915,0.026945841889117,
354.316084235792,0.0285714271047228,
354.346459393039,0.0301970123203285,
354.36671239140406,0.0318225975359343,
354.38696770505896,0.033448182751540004,
354.41735501757796,0.0350737679671458,
354.437616121195,0.0368760472279261,
354.468012120519,0.0390670533880904,
354.488279016581,0.0412757289527721,
354.508548230316,0.0434844045174538,
354.538956397427,0.0456930800821355,
354.55923140708506,0.0478840862422998,
354.57950873581,0.0500927618069815,
354.609929078014,0.0523014373716633,
354.630212206143,0.054510112936345,
354.660641249321,0.0569661601642711,
354.680930179343,0.0597402566735113,
354.70122143081903,0.0625143531827516,
354.731662661632,0.0652884496919918,
354.751959718487,0.068062546201232,
354.77225909819197,0.0708366427104723,
354.80271252396403,0.0735930698151951,
354.823017712536,0.0763671663244353,
354.85347985348,0.0791412628336756,
354.873790853414,0.0822157392197125,
354.894104178592,0.0854139014373717,
354.924578527063,0.0886297330595483,
354.94489766709603,0.0918455646817249,
354.96521913377,0.09504372689938399,
354.995705697109,0.0982595585215606,
355.016032982135,0.101475390143737,
355.036362595201,0.104691221765914,
355.066861380752,0.10790705338809001,
355.08719681567004,0.111299579055442,
355.11770433587304,0.114727443531828,
355.13804559514296,0.118137638603696,
355.15838918485395,0.12156550308008197,
355.188908939876,0.124993367556468,
355.209258357444,0.128421232032854,
355.22961010685503,0.13184909650924,
355.260142104057,0.13525929158110903,
355.280499684832,0.138687156057495,
355.31104043095803,0.14202667351129403,
355.331403845603,0.14536619096509198,
355.35176959449797,0.14870570841889097,
355.382322595437,0.15204522587269,
355.402694181714,0.15538474332648902,
355.423068103646,0.158724260780287,
355.45363336677696,0.16208144763860402,
355.474013129605,0.16542096509240198,
355.504587155963,0.168636796714579,
355.52497276220004,0.171569917864476,
355.545360706503,0.17452070841889097,
355.575947007714,0.17740082135523602,
355.596340798945,0.180404620123203,
355.61673692965104,0.18340841889117002,
355.647335513107,0.186235523613963,
355.667737494263,0.18923932238192998,
355.69834485528196,0.19224312114989703,
355.71875268940596,0.19471683778234103,
355.739162865422,0.19701386036960997,
355.76978252137496,0.199310882956879,
355.790198553885,0.201607905544148,
355.810616929699,0.20372823408624202,
355.84124888799596,0.20602525667351101,
355.861673123834,0.20832227926077998,
355.89231387406,0.21061930184804897,
355.912743972445,0.212916324435318,
355.933176416557,0.214329876796715,
355.96382948184305,0.21574342915811104,
355.984267792036,0.217156981519507,
356.00470844937,0.21857053388090397,
356.035373837143,0.219807392197125,
356.055820364096,0.22122094455852198,
356.07626923960504,0.222634496919918,
356.106946957296,0.22404804928131397,
356.127401705965,0.225284907597536,
356.15808823529403,0.22563829568788502,
356.17854885965403,0.22599168377823398,
356.199011834999,0.226345071868583,
356.22971070700106,0.22669845995893198,
356.25017956158206,0.22705184804928102,
356.270650768568,0.22740523613963,
356.30136199069,0.22775862422997895,
356.32183908046,0.22828870636550302,
356.35255912866097,0.22828870636550302,
356.373042103751,0.227581930184805,
356.39352743367897,0.22705184804928102,
356.424259844783,0.226345071868583,
356.444751063585,0.22581498973306,
356.465244638648,0.22510821355236102,
356.49598942011903,0.22457813141683802,
356.516488887611,0.22387135523614002,
356.547242509633,0.22334127310061605,
356.56774787209605,0.22228110882956895,
356.58825559325896,0.220690862422998,
356.619021598458,0.219277310061602,
356.639535218154,0.217863757700205,
356.660051197975,0.216273511293635,
356.69082959383303,0.214859958932238,
356.711351475749,0.21344640657084196,
356.742138726661,0.212032854209446,
356.76266651322,0.210442607802875,
356.783196662351,0.20849897330595496,
356.813996316759,0.20637864476386,
356.834532374101,0.20425831622176602,
356.85507079544095,0.20213798767967198,
356.88588286084297,0.200017659137577,
356.906427193967,0.19807402464065696,
356.926973892519,0.195953696098563,
356.957798376418,0.19383336755646802,
356.978350990327,0.19171303901437398,
357.009184349178,0.18923932238192998,
357.029742881,0.18676560574948697,
357.050303780702,0.18429188911704297,
357.081149570927,0.18181817248460003,
357.101716392121,0.17934445585215603,
357.122285582628,0.17687073921971302,
357.15314381174596,0.17439702258726902,
357.17371892732695,0.17192330595482502,
357.20458604597604,0.16941425051334696,
357.22516708919096,0.166834517453799,
357.245750504177,0.164272453798768,
357.276630074625,0.16169272073922,
357.29721942083296,0.159130657084189,
357.317811140247,0.156550924024641,
357.348703170029,0.153971190965092,
357.369300824255,0.15140912731006198,
357.400201758178,0.148829394250513,
357.42080534978203,0.146338008213552,
357.44141131705595,0.143881960985626,
357.47232472324697,0.141408244353183,
357.492936631494,0.13893452772073903,
357.513550916849,0.136478480492813,
357.54447680286,0.13400476386037,
357.565097032786,0.131531047227926,
357.596031837582,0.129057330595483,
357.616658014651,0.126636622176591,
357.637286571297,0.124392607802875,
357.668233868874,0.122166262833676,
357.68886837626604,0.119939917864476,
357.70950526467595,0.11769590349075999,
357.740465062605,0.11546955852156099,
357.761107905366,0.113243213552361,
357.78175313059,0.110999199178645,
357.812725436445,0.10877285420944599,
357.833376619629,0.106670195071869,
357.864357864358,0.10472656057494902,
357.885015008081,0.10276525667351101,
357.905674536743,0.100803952772074,
357.93666830239897,0.0988426488706366,
357.957333795214,0.0968990143737166,
357.978001674413,0.0949377104722793,
358.00900796858804,0.0929764065708419,
358.029681815557,0.0910151026694045,
358.060697063325,0.0892481622176591,
358.08137688064903,0.0874988911704312,
358.10205908684,0.0857672895277208,
358.133086876155,0.0840180184804928,
358.153775056323,0.0822864168377824,
358.174465626805,0.0805371457905544,
358.20550596527704,0.078805544147844,
358.226202513361,0.077056273100616,
358.257251820178,0.075342340862423,
358.277954348454,0.0736814168377824,
358.298659269533,0.0720381622176592,
358.32972113856397,0.0703949075975359,
358.35043204346397,0.0687339835728953,
358.37114534262,0.0670907289527721,
358.40221978149003,0.0654474743326489,
358.4229390681,0.0637865503080082,
358.454022490099,0.06214329568788501,
358.47474776676,0.0604647022587269,
358.495475440169,0.0587507700205339,
358.526571445093,0.0570545071868583,
358.547305112191,0.0553405749486653,
358.568041177491,0.0536266427104723,
358.599149772984,0.0519303798767967,
358.61989183561303,0.0502164476386037,
358.651009429051,0.0485025154004107,
358.671757491612,0.0468062525667351,
358.692507954874,0.0448979568788501,
358.72363815199503,0.0429896611909651,
358.744394618834,0.0410813655030801,
358.765153487834,0.0391730698151951,
358.796296296296,0.0372647741273101,
358.81706117252196,0.0353564784394251,
358.83782845236703,0.033448182751540004,
358.86898387983706,0.031539887063654994,
358.88975717056,0.0295255749486653,
358.92092161630205,0.027334568788501,
358.941700920512,0.0251258932238193,
358.962482630848,0.022934887063654995,
358.993659708752,0.0207262114989733,
359.014447436232,0.018535205338808997,
359.03523757129994,0.0163318305954825,
359.066427289048,0.0141302227926078,
359.08722344492105,0.0119286149897331,
359.118422195835,0.00949907186858316,
359.139224375127,0.00699531724845996,
359.16002896451795,0.00449156262833676,
359.191240368461,0.00198604106776181,
359.212050984936,-0.000517713552361396,
359.23286401297895,-0.00302323511293635,
359.26408807764705,-0.00552875667351129,
359.28490713644095,-0.00803427823408624,
359.31614024920304,-0.0105769055441478,
359.33696534137,-0.0133015277207392,
359.357792847621,-0.0160261498973306,
359.389038634322,-0.0187472381930185,
359.409872177618,-0.0214859958932238,
359.43070813646796,-0.0242070841889117,
359.461966604824,-0.0269281724845996,
359.48280860439496,-0.0296492607802875,
359.514076135804,-0.0323880184804928,
359.534924178724,-0.0351444455852156,
359.555774639719,-0.0379185420944559,
359.587054866025,-0.0406926386036961,
359.60791137405,-0.0434844045174538,
359.628770301624,-0.0462585010266941,
359.66006323056,-0.0490325975359343,
359.680928208847,-0.051824363449692,
359.70179560815694,-0.0545984599589322,
359.733101247462,-0.0573725564681725,
359.753974701172,-0.0599699589322382,
359.78528942405296,-0.0625850308008214,
359.80616893480004,-0.0651824332648871,
359.827050869098,-0.0677798357289528,
359.858378315631,-0.0703949075975359,
359.879266310657,-0.0729923100616017,
359.900156730713,-0.0755897125256674,
359.931496908653,-0.0782047843942505,
359.952393393132,-0.0806078234086242,
359.98374266968597,-0.0827811601642711,
360.004645221229,-0.0849544969199179,
360.02555020033697,-0.0871278336755647,
360.05691222160897,-0.0893011704312115,
360.077823271481,-0.0914921765913758,
360.09873675039904,-0.0936655133470226,
360.13011152416396,-0.0958388501026694,
360.15103107754896,-0.0980121868583162,
360.18241496499803,-0.0995847638603696,
360.20334059549697,-0.101104332648871,
360.224268657584,-0.10262390143737199,
360.255665310866,-0.10416113963038999,
360.27659945377405,-0.10568070841889099,
360.29753602975404,-0.107200277207392,
360.328945456659,-0.10871984599589302,
360.349888117172,-0.110239414784394,
360.38130667286697,-0.11144093429158099,
360.402255420566,-0.112130041067762,
360.423206603883,-0.11281914784394302,
360.454637946571,-0.113525924024641,
360.47559522079104,-0.114215030800821,
360.496554932116,-0.11490413757700199,
360.527999069605,-0.11559324435318301,
360.548964875552,-0.116300020533881,
360.569933120093,-0.11698912731006199,
360.601390060197,-0.116900780287474,
360.62236440308294,-0.116688747433265,
360.65383049269997,-0.116476714579055,
360.67481093659103,-0.116264681724846,
360.69579382162993,-0.116034979466119,
360.72727272727303,-0.11582294661190999,
360.748261717045,-0.1156109137577,
360.76925314945703,-0.115398880903491,
360.800744878957,-0.114886468172485,
360.821742419834,-0.11379096509240198,
360.85324331403,-0.11269546201232002,
360.874246966037,-0.111599958932238,
360.895253063244,-0.11050445585215599,
360.92676679473703,-0.109426622176591,
360.947779006811,-0.108331119096509,
360.96879366558,-0.10723561601642698,
361.00032024222,-0.10614011293634501,
361.021341019594,-0.104443850102669,
361.052876776147,-0.102606232032854,
361.07390367480104,-0.100786283367556,
361.09493302271403,-0.0989486652977413,
361.126481637883,-0.0971287166324435,
361.14751711082,-0.0952910985626284,
361.168555034515,-0.0934711498973306,
361.200116516167,-0.0916335318275154,
361.221160568632,-0.0896368891170431,
361.252731245448,-0.0873045277207392,
361.27378142936203,-0.0849544969199179,
361.294834066606,-0.082622135523614,
361.326417623405,-0.0802721047227926,
361.34747639585,-0.0779397433264887,
361.36853762312796,-0.0756073819301848,
361.40013406779195,-0.0732573511293635,
361.42120143402605,-0.0709249897330596,
361.452807089139,-0.0683805954825462,
361.473880597015,-0.0658185318275154,
361.49495656230005,-0.0632564681724846,
361.526575118808,-0.0606944045174538,
361.54765722949503,-0.0581146714579056,
361.568741799096,-0.0555526078028748,
361.60037326490095,-0.052990544147843995,
361.621463983669,-0.0504108110882957,
361.642557162856,-0.0478664168377823,
361.674201545866,-0.0453750308008214,
361.69530087798597,-0.0428836447638604,
361.726954492415,-0.0403745893223819,
361.748059980162,-0.037883203285421,
361.769167930914,-0.03539181724846,
361.800834476118,-0.0328827618069815,
361.821948586268,-0.0303913757700205,
361.843065160933,-0.0278999897330596,
361.87474464483705,-0.0257089835728953,
361.895867382676,-0.0235356468172485,
361.92755611336503,-0.0213799794661191,
361.94868501707606,-0.0192243121149897,
361.969816387892,-0.0170686447638604,
362.001518070882,-0.0149094435318275,
362.022655611351,-0.0127484753593429,
362.043795620438,-0.0105892741273101,
362.07551026367304,-0.008673910677618071,
362.09665644619696,-0.00705716016427105,
362.12838035161496,-0.00544217659137577,
362.14953271027997,-0.00382542607802875,
362.17068754016,-0.00220867556468173,
362.20242441945396,-0.000592455133470226,
362.223585429264,0.00102447207392197,
362.24474891180495,0.00264157597535934,
362.276498772934,0.00425832648870637,
362.297668439198,0.00521424127310062,
362.329427577945,0.006168389117043121,
362.350603430642,0.00712430390143737,
362.371781758672,0.00808021868583162,
362.403553892916,0.00903613347022587,
362.424738411177,0.00999204825462013,
362.44592540629,0.0109497299794661,
362.477710544009,0.0119056447638604,
362.498903733154,0.0124799004106776,
362.520099400672,0.0127573100616016,
362.551897549851,0.0130347197125257,
362.573099415205,0.0133121293634497,
362.60490686317496,0.0135895390143737,
362.62611492908303,0.0138669486652977,
362.64732547597504,0.0141443583162218,
362.679145949108,0.0144217679671458,
362.70036270036303,0.0146161314168378,
362.72158193412497,0.0142857135523614,
362.75341544042396,0.0139535287474333,
362.774640882362,0.0136231108829569,
362.806483702967,0.0132909260780288,
362.82771535580497,0.0129605082135524,
362.848949493767,0.0126283234086242,
362.880805361271,0.0122961386036961,
362.90204571395105,0.0119657207392197,
362.923288553282,0.0112960503080082,
362.95515747570505,0.0104938593429158,
362.97640653357496,0.00969343531827516,
363.008284785854,0.00889124435318275,
363.02954006499397,0.00808905338809035,
363.050797833407,0.007288629363449691,
363.08268915436895,0.00648643839835729,
363.10395314787695,0.00568424743326489,
363.12521963218904,0.00479194250513347,
363.157124029873,0.0037035071868583205,
363.17839674311006,0.0026150718685831603,
363.21031048623297,0.0015261064681724801,
363.23158943113197,0.000436964373716632,
363.252870869463,-0.0006523544147843941,
363.28479770310304,-0.0017418498973306,
363.30608537693,-0.0028306386036961,
363.327375545724,-0.003920840862423,
363.359315477935,-0.00509055544147844,
363.380611886063,-0.00626910472279261,
363.401910790692,-0.00744765400410678,
363.433863829538,-0.00862620328542095,
363.45516897734296,-0.00980475256673512,
363.48713138301,-0.0109833018480493,
363.508442776735,-0.0121618511293635,
363.529756669598,-0.0133404004106776,
363.561732195737,-0.0144712422997947,
363.583052338367,-0.0155579106776181,
363.60437498167295,-0.0166445790554415,
363.63636363636397,-0.0177400821355236,
363.65769253328597,-0.0188179158110883,
363.689690570465,-0.0199134188911704,
363.71102572375605,-0.0209912525667351,
363.732363380364,-0.0220867556468173,
363.764374559962,-0.023129250513347,
363.785718476794,-0.0239773819301848,
363.80706489848603,-0.0248255133470226,
363.839089228602,-0.0256736447638604,
363.860441914375,-0.0265217761806982,
363.89247564268095,-0.0273522381930185,
363.913834595293,-0.0282003696098563,
363.935196055412,-0.0290485010266941,
363.967242948135,-0.0298966324435318,
363.988610678956,-0.0304797227926078,
364.009980918832,-0.0309744661190965,
364.042040984088,-0.0314868788501027,
364.06341749853203,-0.0319816221765914,
364.095486977714,-0.0324940349075975,
364.11686976949096,-0.0329887782340862,
364.138255072974,-0.0335011909650924,
364.17033773862,-0.0339959342915811,
364.19172932330804,-0.0343316529774127,
364.21312342125395,-0.0344553388090349,
364.245219281497,-0.0345613552361396,
364.266619664522,-0.0346850410677618,
364.29872495446295,-0.0347910574948665,
364.320131625338,-0.0348970739219713,
364.341540812129,-0.0350207597535934,
364.37365931062897,-0.0351267761806982,
364.39507478915,-0.0352151232032854,
364.416492785141,-0.0349500821355236,
364.448624500353,-0.0346850410677618,
364.470048791958,-0.03442,
364.491475602587,-0.0341549589322382,
364.52362054266996,-0.0338899178644764,
364.5450536528,-0.0336072073921971,
364.5772080442201,-0.0333421663244353,
364.5986474566299,-0.0330771252566735,
364.62008939073195,-0.0325823819301848,
364.652257021026,-0.0319992915811088,
364.6737052613,-0.0314162012320329,
364.695156024823,-0.0308331108829569,
364.72733690217103,-0.0302500205338809,
364.748793975762,-0.0296669301848049,
364.780984320301,-0.029083839835728997,
364.80244770674597,-0.028500749486652998,
