wl,reference,5,10,15,30,50,70,p3ht
731.04,,1.272,1.064,1.218,0.853,0.7276,0.6681,
731.0400599999999,,,,,,,,0.75202
731.218,0.577,,,,,,,
731.89,,1.275,1.067,1.222,0.8542,0.7274,0.6683,
731.89093,,,,,,,,0.75272
732.136,0.5788,,,,,,,
732.74,,1.278,1.071,1.225,0.8554,0.7274,0.6687,
732.7418,,,,,,,,0.7535
733.054,0.5807,,,,,,,
733.59,,1.28,1.075,1.228,0.8567,0.7275,0.6691,
733.59267,,,,,,,,0.75443
733.971,0.5826,,,,,,,
734.44,,1.283,1.078,1.232,0.858,0.7276,0.6696,
734.44355,,,,,,,,0.75547
734.889,0.5847,,,,,,,
735.29,,1.286,1.082,1.236,0.8594,0.7279,0.6703,
735.2944200000001,,,,,,,,0.7565
735.807,0.5868,,,,,,,
736.14529,,,,,,,,0.75757
736.15,,1.289,1.086,1.239,0.8608,0.7282,0.6709,
736.724,0.5891,,,,,,,
736.9961599999999,,,,,,,,0.75872
737.0,,1.292,1.091,1.243,0.8623,0.7287,0.6717,
737.642,0.5914,,,,,,,
737.84703,,,,,,,,0.75998
737.85,,1.296,1.095,1.248,0.8639,0.7292,0.6725,
738.56,0.5939,,,,,,,
738.6979,,,,,,,,0.76151
738.7,,1.299,1.1,1.252,0.8656,0.7298,0.6733,
739.478,0.5964,,,,,,,
739.54877,,,,,,,,0.76322
739.55,,1.303,1.104,1.256,0.8674,0.7304,0.6742,
740.395,0.5991,,,,,,,
740.39965,,,,,,,,0.76493
740.4,,1.306,1.109,1.261,0.8694,0.731,0.6753,
741.25,,1.31,1.115,1.266,0.8716,0.7317,0.6764,
741.25052,,,,,,,,0.76666
741.313,0.6018,,,,,,,
742.1,,1.314,1.12,1.27,0.8737,0.7324,0.6775,
742.10139,,,,,,,,0.76828
742.231,0.6047,,,,,,,
742.95,,1.319,1.125,1.275,0.8759,0.7331,0.6787,
742.9522599999999,,,,,,,,0.7699
743.148,0.6075,,,,,,,
743.8,,1.323,1.13,1.28,0.8779,0.7338,0.6799,
743.80313,,,,,,,,0.77168
744.066,0.6104,,,,,,,
744.65,,1.327,1.136,1.285,0.8799,0.7345,0.681,
744.654,,,,,,,,0.77359
744.984,0.6132,,,,,,,
745.5,,1.331,1.141,1.289,0.8817,0.7352,0.6822,
745.50488,,,,,,,,0.77569
745.901,0.6159,,,,,,,
746.35575,,,,,,,,0.77788
746.36,,1.335,1.146,1.294,0.8834,0.7359,0.6833,
746.819,0.6185,,,,,,,
747.20662,,,,,,,,0.7799699999999999
747.21,,1.339,1.151,1.299,0.885,0.7365,0.6843,
747.737,0.621,,,,,,,
748.05749,,,,,,,,0.78195
748.06,,1.343,1.156,1.303,0.8865,0.737,0.6852,
748.655,0.6234,,,,,,,
748.90836,,,,,,,,0.78369
748.91,,1.347,1.16,1.307,0.888,0.7374,0.6861,
749.572,0.6257,,,,,,,
749.75923,,,,,,,,0.78523
749.76,,1.35,1.165,1.311,0.8895,0.7377,0.6868,
750.49,0.6279,,,,,,,
750.61,,1.353,1.169,1.315,0.8909,0.738,0.6875,
750.61011,,,,,,,,0.78667
751.408,0.63,,,,,,,
751.46,,1.356,1.173,1.319,0.8924,0.7383,0.6882,
751.46098,,,,,,,,0.78799
752.31,,1.359,1.177,1.322,0.8937,0.7385,0.6888,
752.31185,,,,,,,,0.78925
752.325,0.632,,,,,,,
753.16,,1.362,1.181,1.325,0.8951,0.7387,0.6893,
753.16272,,,,,,,,0.79042
753.243,0.6339,,,,,,,
754.01,,1.364,1.185,1.328,0.8964,0.739,0.6898,
754.01359,,,,,,,,0.7914
754.161,0.6358,,,,,,,
754.86,,1.367,1.189,1.331,0.8976,0.7393,0.6903,
754.86446,,,,,,,,0.79222
755.079,0.6376,,,,,,,
755.7153400000001,,,,,,,,0.79298
755.72,,1.37,1.193,1.334,0.8989,0.7396,0.6908,
755.996,0.6395,,,,,,,
756.56621,,,,,,,,0.7937
756.57,,1.372,1.197,1.337,0.9002,0.74,0.6914,
756.914,0.6416,,,,,,,
757.4170799999999,,,,,,,,0.7945399999999999
757.42,,1.375,1.201,1.34,0.9015,0.7405,0.6921,
757.832,0.6437,,,,,,,
758.26795,,,,,,,,0.79551
758.27,,1.378,1.206,1.343,0.9029,0.7411,0.6929,
758.749,0.646,,,,,,,
759.11882,,,,,,,,0.79657
759.12,,1.381,1.21,1.346,0.9045,0.7417,0.6938,
759.667,0.6484,,,,,,,
759.96969,,,,,,,,0.79773
759.97,,1.384,1.215,1.35,0.906,0.7423,0.6948,
760.585,0.6507,,,,,,,
760.82,,1.387,1.22,1.353,0.9076,0.7429,0.6959,
760.82056,,,,,,,,0.79894
761.503,0.653,,,,,,,
761.67,,1.39,1.224,1.356,0.9091,0.7434,0.6968,
761.6714400000001,,,,,,,,0.80023
762.42,0.6552,,,,,,,
762.52,,1.393,1.229,1.36,0.9106,0.7439,0.6977,
762.52231,,,,,,,,0.80147
763.338,0.6572,,,,,,,
763.37,,1.396,1.233,1.363,0.9118,0.7442,0.6984,
763.3731799999999,,,,,,,,0.80267
764.22,,1.399,1.237,1.365,0.9129,0.7444,0.6989,
764.22405,,,,,,,,0.80365
764.256,0.6589,,,,,,,
765.07,,1.401,1.24,1.368,0.9137,0.7445,0.6992,
765.07492,,,,,,,,0.8043100000000001
765.173,0.6605,,,,,,,
765.92579,,,,,,,,0.8047
765.93,,1.403,1.243,1.369,0.9143,0.7444,0.6992,
766.091,0.6618,,,,,,,
766.77667,,,,,,,,0.80484
766.78,,1.404,1.246,1.371,0.9146,0.7442,0.6989,
767.009,0.6627,,,,,,,
767.6275400000001,,,,,,,,0.8046300000000001
767.63,,1.405,1.248,1.371,0.9147,0.7437,0.6984,
767.926,0.6633,,,,,,,
768.4784099999999,,,,,,,,0.80396
768.48,,1.405,1.25,1.372,0.9144,0.7429,0.6977,
768.844,0.6634,,,,,,,
769.3292799999999,,,,,,,,0.80282
769.33,,1.404,1.251,1.371,0.9139,0.742,0.6967,
769.762,0.6631,,,,,,,
770.18,,1.403,1.251,1.37,0.913,0.7408,0.6956,
770.18015,,,,,,,,0.80097
770.68,0.6624,,,,,,,
771.03,,1.401,1.251,1.368,0.9119,0.7395,0.6942,
771.03102,,,,,,,,0.79852
771.597,0.6612,,,,,,,
771.88,,1.398,1.25,1.365,0.9106,0.738,0.6927,
771.8819,,,,,,,,0.79582
772.515,0.6598,,,,,,,
772.73,,1.395,1.248,1.361,0.909,0.7363,0.691,
772.7327700000001,,,,,,,,0.79286
773.433,0.6581,,,,,,,
773.58,,1.392,1.246,1.357,0.9071,0.7345,0.6891,
773.5836400000001,,,,,,,,0.78996
774.35,0.6562,,,,,,,
774.43,,1.388,1.244,1.353,0.905,0.7325,0.6869,
774.4345099999999,,,,,,,,0.78718
775.268,0.6541,,,,,,,
775.28538,,,,,,,,0.7843100000000001
775.29,,1.385,1.242,1.348,0.9027,0.7303,0.6846,
776.13625,,,,,,,,0.78133
776.14,,1.381,1.239,1.343,0.9002,0.7281,0.682,
776.186,0.652,,,,,,,
776.98713,,,,,,,,0.77818
776.99,,1.376,1.236,1.338,0.8975,0.7258,0.6793,
777.104,0.6496,,,,,,,
777.838,,,,,,,,0.7748
777.84,,1.372,1.233,1.333,0.8947,0.7234,0.6766,
778.021,0.6472,,,,,,,
778.6888700000001,,,,,,,,0.77131
778.69,,1.368,1.229,1.328,0.8919,0.721,0.6738,
778.939,0.6447,,,,,,,
779.53974,,,,,,,,0.76782
779.54,,1.363,1.226,1.324,0.889,0.7186,0.6711,
779.857,0.6421,,,,,,,
780.39,,1.358,1.222,1.319,0.8862,0.7163,0.6685,
780.3906099999999,,,,,,,,0.7643
780.774,0.6395,,,,,,,
781.24,,1.354,1.218,1.314,0.8834,0.7139,0.666,
781.24148,,,,,,,,0.76076
781.692,0.6369,,,,,,,
782.09,,1.349,1.214,1.31,0.8806,0.7116,0.6636,
782.09235,,,,,,,,0.7572
782.61,0.6343,,,,,,,
782.94,,1.345,1.21,1.305,0.8779,0.7093,0.6611,
782.94323,,,,,,,,0.75354
783.528,0.6318,,,,,,,
783.79,,1.34,1.206,1.3,0.8752,0.707,0.6586,
783.7941,,,,,,,,0.7497699999999999
784.445,0.6293,,,,,,,
784.64,,1.335,1.202,1.295,0.8726,0.7047,0.656,
784.6449700000001,,,,,,,,0.746
785.363,0.6268,,,,,,,
785.49584,,,,,,,,0.74222
785.5,,1.331,1.198,1.29,0.8699,0.7024,0.6534,
786.281,0.6244,,,,,,,
786.3467099999999,,,,,,,,0.73851
786.35,,1.326,1.194,1.285,0.8672,0.7002,0.6507,
787.19758,,,,,,,,0.7349600000000001
787.198,0.6219,,,,,,,
787.2,,1.322,1.19,1.28,0.8644,0.6979,0.648,
788.04846,,,,,,,,0.7315
788.05,,1.317,1.187,1.276,0.8617,0.6957,0.6453,
788.116,0.6195,,,,,,,
788.89933,,,,,,,,0.72811
788.9,,1.312,1.183,1.271,0.8589,0.6935,0.6427,
789.034,0.617,,,,,,,
789.75,,1.307,1.179,1.266,0.8562,0.6912,0.6401,
789.7502,,,,,,,,0.72478
789.951,0.6145,,,,,,,
790.6,,1.303,1.175,1.261,0.8534,0.6889,0.6376,
790.60107,,,,,,,,0.72142
790.869,0.6119,,,,,,,
791.45,,1.298,1.171,1.256,0.8506,0.6866,0.6351,
791.45194,,,,,,,,0.7180300000000001
791.787,0.6093,,,,,,,
792.3,,1.293,1.167,1.251,0.8478,0.6843,0.6326,
792.3028099999999,,,,,,,,0.7146600000000001
792.705,0.6066,,,,,,,
793.15,,1.288,1.163,1.246,0.8449,0.6819,0.6302,
793.15369,,,,,,,,0.71131
793.622,0.6038,,,,,,,
794.0,,1.284,1.159,1.241,0.842,0.6795,0.6277,
794.00456,,,,,,,,0.70803
794.54,0.6011,,,,,,,
794.85543,,,,,,,,0.70486
794.86,,1.279,1.155,1.236,0.8391,0.6771,0.6252,
795.458,0.5985,,,,,,,
795.7063,,,,,,,,0.70176
795.71,,1.274,1.151,1.231,0.8362,0.6747,0.6227,
796.375,0.5959,,,,,,,
796.55717,,,,,,,,0.69863
796.56,,1.269,1.146,1.226,0.8334,0.6722,0.6202,
797.293,0.5935,,,,,,,
797.40804,,,,,,,,0.6954899999999999
797.41,,1.265,1.142,1.221,0.8306,0.6698,0.6176,
798.211,0.5912,,,,,,,
798.25892,,,,,,,,0.6923
798.26,,1.26,1.138,1.216,0.8279,0.6674,0.6151,
799.1097900000001,,,,,,,,0.68903
799.11,,1.256,1.134,1.211,0.8252,0.6651,0.6126,
799.129,0.5889,,,,,,,
799.96,,1.251,1.13,1.206,0.8226,0.6628,0.6102,
799.96066,,,,,,,,0.68582
800.046,0.5868,,,,,,,
800.81,,1.247,1.126,1.202,0.8201,0.6605,0.6077,
800.81153,,,,,,,,0.68274
800.964,0.5846,,,,,,,
801.66,,1.242,1.122,1.198,0.8175,0.6583,0.6054,
801.6624,,,,,,,,0.67974
801.882,0.5825,,,,,,,
802.51,,1.238,1.119,1.194,0.8149,0.6561,0.6031,
802.51327,,,,,,,,0.67686
802.799,0.5805,,,,,,,
803.36,,1.234,1.115,1.19,0.8124,0.654,0.6009,
803.36415,,,,,,,,0.67407
803.717,0.5785,,,,,,,
804.21502,,,,,,,,0.6713100000000001
804.22,,1.231,1.112,1.186,0.8099,0.652,0.5988,
804.635,0.5765,,,,,,,
805.0658900000001,,,,,,,,0.6685399999999999
805.07,,1.227,1.109,1.183,0.8075,0.65,0.5968,
805.552,0.5747,,,,,,,
805.91676,,,,,,,,0.66588
805.92,,1.224,1.105,1.18,0.8052,0.6482,0.5949,
806.47,0.5729,,,,,,,
806.7676299999999,,,,,,,,0.66338
806.77,,1.221,1.103,1.177,0.803,0.6464,0.5931,
807.388,0.5712,,,,,,,
807.6185,,,,,,,,0.66104
807.62,,1.218,1.1,1.174,0.801,0.6448,0.5914,
808.306,0.5697,,,,,,,
808.46937,,,,,,,,0.65893
808.47,,1.215,1.097,1.171,0.799,0.6432,0.5898,
809.223,0.5684,,,,,,,
809.32,,1.212,1.095,1.169,0.7973,0.6417,0.5882,
809.32025,,,,,,,,0.65704
810.141,0.5672,,,,,,,
810.17,,1.209,1.093,1.166,0.7957,0.6403,0.5868,
810.17112,,,,,,,,0.6552399999999999
811.02,,1.207,1.091,1.164,0.7942,0.6389,0.5854,
811.0219900000001,,,,,,,,0.65352
811.059,0.5661,,,,,,,
811.87,,1.205,1.09,1.162,0.7928,0.6375,0.5841,
811.87286,,,,,,,,0.65184
811.976,0.5653,,,,,,,
812.72,,1.202,1.088,1.16,0.7915,0.6361,0.5828,
812.7237299999999,,,,,,,,0.6501399999999999
812.894,0.5646,,,,,,,
813.57,,1.2,1.087,1.158,0.7903,0.6347,0.5815,
813.5746,,,,,,,,0.64847
813.812,0.564,,,,,,,
814.42548,,,,,,,,0.6469199999999999
814.43,,1.199,1.086,1.156,0.7892,0.6333,0.5802,
814.73,0.5636,,,,,,,
815.27635,,,,,,,,0.64546
815.28,,1.197,1.085,1.155,0.7882,0.6319,0.579,
815.647,0.5633,,,,,,,
816.12722,,,,,,,,0.6442
816.13,,1.196,1.085,1.154,0.7872,0.6305,0.5779,
816.565,0.5632,,,,,,,
816.9780900000001,,,,,,,,0.6432
816.98,,1.195,1.084,1.153,0.7864,0.6292,0.5768,
817.483,0.5633,,,,,,,
817.8289599999999,,,,,,,,0.64242
817.83,,1.195,1.084,1.153,0.7856,0.628,0.5758,
818.4,0.5635,,,,,,,
818.67983,,,,,,,,0.64184
818.68,,1.195,1.084,1.153,0.7849,0.627,0.575,
819.318,0.564,,,,,,,
819.53,,1.195,1.085,1.153,0.7843,0.6262,0.5743,
819.53071,,,,,,,,0.64147
820.236,0.5646,,,,,,,
820.38,,1.195,1.086,1.154,0.7839,0.6255,0.5737,
820.38158,,,,,,,,0.6412100000000001
821.154,0.5654,,,,,,,
821.23,,1.196,1.087,1.155,0.7836,0.6251,0.5733,
821.23245,,,,,,,,0.6410399999999999
822.071,0.5664,,,,,,,
822.08,,1.197,1.088,1.156,0.7835,0.6248,0.5731,
822.0833200000001,,,,,,,,0.64098
822.93,,1.198,1.089,1.157,0.7837,0.6247,0.5731,
822.9341900000001,,,,,,,,0.64102
822.989,0.5675,,,,,,,
823.7850599999999,,,,,,,,0.6411600000000001
823.79,,1.199,1.091,1.159,0.7841,0.6247,0.5732,
823.907,0.5688,,,,,,,
824.63594,,,,,,,,0.64149
824.64,,1.2,1.093,1.161,0.7847,0.6248,0.5735,
824.824,0.5701,,,,,,,
825.48681,,,,,,,,0.64199
825.49,,1.201,1.096,1.163,0.7853,0.625,0.5739,
825.742,0.5715,,,,,,,
826.33768,,,,,,,,0.64268
826.34,,1.203,1.098,1.165,0.7861,0.6252,0.5743,
826.66,0.573,,,,,,,
827.18855,,,,,,,,0.64357
827.19,,1.205,1.101,1.167,0.7868,0.6255,0.5748,
827.577,0.5745,,,,,,,
828.0394200000001,,,,,,,,0.64465
828.04,,1.206,1.104,1.169,0.7874,0.6257,0.5753,
828.495,0.576,,,,,,,
828.89,,1.208,1.107,1.171,0.788,0.626,0.5759,
828.89029,,,,,,,,0.64584
829.413,0.5776,,,,,,,
829.74,,1.21,1.11,1.174,0.7887,0.6262,0.5765,
829.7411599999999,,,,,,,,0.64715
830.331,0.5793,,,,,,,
830.59,,1.213,1.113,1.176,0.7893,0.6265,0.5772,
830.59204,,,,,,,,0.64856
831.248,0.5811,,,,,,,
831.44,,1.215,1.116,1.179,0.7901,0.6267,0.5779,
831.44291,,,,,,,,0.65003
832.166,0.583,,,,,,,
832.29,,1.217,1.119,1.182,0.791,0.627,0.5788,
832.29378,,,,,,,,0.65158
833.084,0.5849,,,,,,,
833.14,,1.22,1.123,1.185,0.792,0.6273,0.5796,
833.14465,,,,,,,,0.65322
833.99552,,,,,,,,0.65494
834.0,,1.223,1.126,1.188,0.7931,0.6276,0.5805,
834.001,0.587,,,,,,,
834.84639,,,,,,,,0.6568
834.85,,1.226,1.13,1.192,0.7943,0.6281,0.5814,
834.919,0.5891,,,,,,,
835.69727,,,,,,,,0.65885
835.7,,1.229,1.133,1.196,0.7956,0.6286,0.5824,
835.837,0.5913,,,,,,,
836.54814,,,,,,,,0.6610699999999999
836.55,,1.232,1.137,1.2,0.7971,0.6293,0.5836,
836.755,0.5936,,,,,,,
837.39901,,,,,,,,0.66352
837.4,,1.235,1.141,1.204,0.7987,0.6301,0.5849,
837.672,0.5961,,,,,,,
838.24988,,,,,,,,0.66623
838.25,,1.239,1.146,1.208,0.8004,0.631,0.5864,
838.59,0.5988,,,,,,,
839.1,,1.243,1.151,1.213,0.8023,0.6322,0.5881,
839.10075,,,,,,,,0.66913
839.508,0.6017,,,,,,,
839.95,,1.248,1.156,1.218,0.8044,0.6334,0.59,
839.9516199999999,,,,,,,,0.6722
840.425,0.6047,,,,,,,
840.8,,1.252,1.162,1.223,0.8066,0.6349,0.5921,
840.8025,,,,,,,,0.67545
841.343,0.608,,,,,,,
841.65,,1.257,1.168,1.228,0.8091,0.6365,0.5944,
841.6533699999999,,,,,,,,0.67883
842.261,0.6115,,,,,,,
842.5,,1.262,1.174,1.234,0.8117,0.6383,0.5968,
842.50424,,,,,,,,0.6823100000000001
843.178,0.6151,,,,,,,
843.35511,,,,,,,,0.68593
843.36,,1.267,1.181,1.24,0.8145,0.6403,0.5995,
844.096,0.6188,,,,,,,
844.2059800000001,,,,,,,,0.6896800000000001
844.21,,1.273,1.188,1.246,0.8175,0.6424,0.6023,
845.014,0.6226,,,,,,,
845.05685,,,,,,,,0.69358
845.06,,1.279,1.195,1.253,0.8206,0.6446,0.6052,
845.9077300000001,,,,,,,,0.69755
845.91,,1.285,1.203,1.259,0.8238,0.6469,0.6081,
845.932,0.6265,,,,,,,
846.7586,,,,,,,,0.7015899999999999
846.76,,1.291,1.21,1.266,0.8271,0.6491,0.611,
846.849,0.6304,,,,,,,
847.6094699999999,,,,,,,,0.7056600000000001
847.61,,1.297,1.217,1.273,0.8304,0.6512,0.6138,
847.767,0.6342,,,,,,,
848.46,,1.303,1.225,1.279,0.8337,0.6532,0.6165,
848.4603400000001,,,,,,,,0.7096100000000001
848.685,0.638,,,,,,,
849.31,,1.309,1.231,1.285,0.8368,0.6549,0.6189,
849.31121,,,,,,,,0.71348
849.602,0.6416,,,,,,,
850.16,,1.315,1.238,1.291,0.8398,0.6565,0.6211,
850.1620800000001,,,,,,,,0.71716
850.52,0.645,,,,,,,
851.01,,1.32,1.244,1.297,0.8425,0.6578,0.6232,
851.01295,,,,,,,,0.72053
851.438,0.6481,,,,,,,
851.86,,1.325,1.25,1.302,0.845,0.6589,0.625,
851.8638300000001,,,,,,,,0.72363
852.356,0.6509,,,,,,,
852.71,,1.33,1.256,1.307,0.8471,0.6599,0.6266,
852.7147,,,,,,,,0.72636
853.273,0.6533,,,,,,,
853.56557,,,,,,,,0.72868
853.57,,1.334,1.261,1.311,0.849,0.6608,0.628,
854.191,0.6554,,,,,,,
854.4164400000001,,,,,,,,0.7306199999999999
854.42,,1.337,1.266,1.315,0.8506,0.6616,0.6293,
855.109,0.6571,,,,,,,
855.26731,,,,,,,,0.73219
855.27,,1.341,1.271,1.318,0.8519,0.6623,0.6304,
856.026,0.6587,,,,,,,
856.11818,,,,,,,,0.73336
856.12,,1.343,1.275,1.32,0.853,0.6629,0.6313,
856.944,0.6601,,,,,,,
856.96906,,,,,,,,0.73419
856.97,,1.346,1.279,1.322,0.8539,0.6634,0.6321,
857.8199300000001,,,,,,,,0.73469
857.82,,1.348,1.283,1.324,0.8546,0.6637,0.6327,
857.862,0.6613,,,,,,,
858.67,,1.35,1.286,1.326,0.8552,0.6639,0.6332,
858.6708,,,,,,,,0.73487
858.78,0.6625,,,,,,,
859.52,,1.351,1.289,1.327,0.8556,0.664,0.6335,
859.52167,,,,,,,,0.73485
859.697,0.6635,,,,,,,
860.37,,1.353,1.292,1.328,0.856,0.6639,0.6337,
860.3725400000001,,,,,,,,0.7346
860.615,0.6645,,,,,,,
861.22,,1.354,1.294,1.329,0.8563,0.6637,0.6337,
861.22341,,,,,,,,0.73418
861.533,0.6655,,,,,,,
862.07,,1.355,1.296,1.329,0.8565,0.6636,0.6337,
862.07429,,,,,,,,0.73373
862.45,0.6664,,,,,,,
862.92516,,,,,,,,0.73322
862.93,,1.356,1.299,1.33,0.8567,0.6634,0.6337,
863.368,0.6673,,,,,,,
863.7760300000001,,,,,,,,0.73268
863.78,,1.358,1.301,1.331,0.857,0.6633,0.6337,
864.286,0.6683,,,,,,,
864.6269,,,,,,,,0.73218
864.63,,1.359,1.304,1.332,0.8574,0.6634,0.6338,
865.203,0.6693,,,,,,,
865.47777,,,,,,,,0.7316699999999999
865.48,,1.36,1.307,1.334,0.8579,0.6635,0.6339,
866.121,0.6704,,,,,,,
866.3286400000001,,,,,,,,0.73117
866.33,,1.362,1.31,1.335,0.8585,0.6637,0.6342,
867.039,0.6715,,,,,,,
867.1795199999999,,,,,,,,0.73068
867.18,,1.364,1.314,1.336,0.8593,0.664,0.6346,
867.957,0.6726,,,,,,,
868.03,,1.366,1.318,1.338,0.8601,0.6643,0.635,
868.03039,,,,,,,,0.73017
868.874,0.6738,,,,,,,
868.88,,1.368,1.321,1.339,0.861,0.6647,0.6354,
868.88126,,,,,,,,0.7295699999999999
869.73,,1.37,1.325,1.341,0.8619,0.665,0.6358,
869.7321300000001,,,,,,,,0.7289399999999999
869.792,0.6749,,,,,,,
870.58,,1.372,1.329,1.342,0.8627,0.6653,0.636,
870.583,,,,,,,,0.72816
870.71,0.676,,,,,,,
871.43,,1.374,1.332,1.343,0.8633,0.6654,0.636,
871.43387,,,,,,,,0.72713
871.627,0.677,,,,,,,
872.28,,1.375,1.336,1.344,0.8637,0.6653,0.6358,
872.28475,,,,,,,,0.72591
872.545,0.6778,,,,,,,
873.1356199999999,,,,,,,,0.72438
873.14,,1.377,1.339,1.344,0.8638,0.665,0.6354,
873.463,0.6784,,,,,,,
873.98649,,,,,,,,0.72248
873.99,,1.377,1.341,1.344,0.8635,0.6643,0.6346,
874.381,0.6786,,,,,,,
874.83736,,,,,,,,0.72026
874.84,,1.377,1.343,1.343,0.8629,0.6633,0.6334,
875.298,0.6784,,,,,,,
875.6882300000001,,,,,,,,0.71762
875.69,,1.376,1.344,1.341,0.862,0.662,0.6319,
876.216,0.6777,,,,,,,
876.5391,,,,,,,,0.7145600000000001
876.54,,1.375,1.345,1.339,0.8607,0.6604,0.63,
877.134,0.6764,,,,,,,
877.38997,,,,,,,,0.71111
877.39,,1.373,1.344,1.335,0.8589,0.6585,0.6277,
878.051,0.6746,,,,,,,
878.24,,1.37,1.343,1.331,0.8568,0.6563,0.625,
878.24085,,,,,,,,0.70723
878.969,0.6721,,,,,,,
879.09,,1.366,1.34,1.326,0.8541,0.6538,0.6219,
879.0917199999999,,,,,,,,0.70291
879.887,0.6691,,,,,,,
879.94,,1.361,1.337,1.32,0.851,0.6511,0.6185,
879.94259,,,,,,,,0.69822
880.79,,1.355,1.332,1.313,0.8475,0.648,0.6148,
880.79346,,,,,,,,0.69318
880.804,0.6656,,,,,,,
881.64,,1.348,1.327,1.305,0.8434,0.6446,0.6108,
881.6443300000001,,,,,,,,0.68779
881.722,0.6615,,,,,,,
882.4952,,,,,,,,0.68212
882.5,,1.341,1.321,1.297,0.839,0.6409,0.6066,
882.64,0.657,,,,,,,
883.34608,,,,,,,,0.6762600000000001
883.35,,1.333,1.314,1.288,0.8342,0.637,0.6022,
883.558,0.6521,,,,,,,
884.19695,,,,,,,,0.6701699999999999
884.2,,1.324,1.307,1.278,0.829,0.6329,0.5977,
884.475,0.6467,,,,,,,
885.0478199999999,,,,,,,,0.66397
885.05,,1.314,1.299,1.268,0.8235,0.6286,0.5931,
885.393,0.641,,,,,,,
885.89869,,,,,,,,0.65769
885.9,,1.304,1.291,1.257,0.8178,0.6242,0.5885,
886.311,0.635,,,,,,,
886.74956,,,,,,,,0.65133
886.75,,1.293,1.282,1.246,0.8119,0.6197,0.5838,
887.228,0.6287,,,,,,,
887.6,,1.282,1.273,1.234,0.8058,0.6151,0.5791,
887.6004300000001,,,,,,,,0.6449699999999999
888.146,0.6221,,,,,,,
888.45,,1.271,1.263,1.222,0.7996,0.6104,0.5742,
888.4513099999999,,,,,,,,0.63863
889.064,0.6154,,,,,,,
889.3,,1.259,1.253,1.21,0.7932,0.6057,0.5694,
889.30218,,,,,,,,0.63231
889.982,0.6086,,,,,,,
890.15,,1.247,1.243,1.198,0.7867,0.601,0.5645,
890.15305,,,,,,,,0.6260600000000001
890.899,0.6017,,,,,,,
891.0,,1.235,1.232,1.186,0.7802,0.5961,0.5596,
891.0039199999999,,,,,,,,0.61988
891.817,0.595,,,,,,,
891.85,,1.223,1.221,1.173,0.7736,0.5913,0.5546,
891.8547900000001,,,,,,,,0.6137699999999999
892.70566,,,,,,,,0.60778
892.71,,1.211,1.21,1.161,0.7669,0.5865,0.5497,
892.735,0.5883,,,,,,,
893.55654,,,,,,,,0.6019
893.56,,1.199,1.199,1.149,0.7604,0.5817,0.5448,
893.652,0.5817,,,,,,,
894.4074099999999,,,,,,,,0.59613
894.41,,1.186,1.188,1.137,0.7539,0.577,0.5399,
894.57,0.5753,,,,,,,
895.2582800000001,,,,,,,,0.59048
895.26,,1.174,1.177,1.125,0.7475,0.5724,0.5351,
895.488,0.5689,,,,,,,
896.10915,,,,,,,,0.58496
896.11,,1.162,1.166,1.113,0.7412,0.5678,0.5303,
896.406,0.5626,,,,,,,
896.96,,1.15,1.155,1.101,0.735,0.5633,0.5256,
896.9600199999999,,,,,,,,0.57955
897.323,0.5564,,,,,,,
897.81,,1.139,1.145,1.09,0.7289,0.5589,0.521,
897.8108900000001,,,,,,,,0.57424
898.241,0.5502,,,,,,,
898.66,,1.127,1.134,1.078,0.7228,0.5546,0.5164,
898.66176,,,,,,,,0.56903
899.159,0.5441,,,,,,,
899.51,,1.115,1.124,1.067,0.7168,0.5503,0.5119,
899.51264,,,,,,,,0.56391
900.076,0.538,,,,,,,
900.36,,1.104,1.113,1.056,0.7109,0.5461,0.5074,
900.36351,,,,,,,,0.55887
900.994,0.532,,,,,,,
901.21,,1.092,1.103,1.045,0.705,0.5419,0.5031,
901.21438,,,,,,,,0.55392
901.912,0.5261,,,,,,,
902.06525,,,,,,,,0.54905
902.07,,1.081,1.093,1.034,0.6992,0.5378,0.4988,
902.829,0.5203,,,,,,,
902.91612,,,,,,,,0.54427
902.92,,1.07,1.083,1.024,0.6934,0.5337,0.4946,
903.747,0.5146,,,,,,,
903.76699,,,,,,,,0.53956
903.77,,1.059,1.073,1.013,0.6878,0.5296,0.4905,
904.61787,,,,,,,,0.53493
904.62,,1.049,1.063,1.003,0.6822,0.5255,0.4865,
904.665,0.509,,,,,,,
905.46874,,,,,,,,0.5303899999999999
905.47,,1.038,1.054,0.993,0.6767,0.5215,0.4825,
905.583,0.5035,,,,,,,
906.31961,,,,,,,,0.5259199999999999
906.32,,1.028,1.044,0.983,0.6713,0.5175,0.4786,
906.5,0.498,,,,,,,
907.17,,1.017,1.035,0.9731,0.666,0.5135,0.4748,
907.17048,,,,,,,,0.52153
907.418,0.4927,,,,,,,
908.02,,1.007,1.026,0.9634,0.6607,0.5095,0.4709,
908.02135,,,,,,,,0.5172100000000001
908.336,0.4875,,,,,,,
908.87,,0.9972,1.017,0.9538,0.6555,0.5056,0.4672,
908.87222,,,,,,,,0.51297
909.253,0.4824,,,,,,,
909.72,,0.9874,1.008,0.9444,0.6503,0.5018,0.4635,
909.7231,,,,,,,,0.5088
910.171,0.4774,,,,,,,
910.57,,0.9777,0.9994,0.9352,0.6451,0.498,0.4598,
910.57397,,,,,,,,0.50468
