Temperature[C],Carnot,ZT=0.01,ZT=0.1,ZT=1
27.0,0.0,0.0,0.0,0.0
28.818181818181813,0.6024096385542133,0.0015030567295126434,0.014393548100817647,0.10361570213542318
30.636363636363626,1.19760479041916,0.002997036512518485,0.02869833516810135,0.20650087410872672
32.45454545454544,1.7857142857142794,0.004482021324893147,0.04291517972519503,0.30866321455455564
34.27272727272725,2.3668639053254337,0.005958092158352387,0.05704489026210086,0.4101103143109499
36.090909090909065,2.941176470588225,0.0074253290351770414,0.07108826538874381,0.510849658299478
37.909090909090935,3.5087719298245723,0.00888381102267443,0.08504609398543549,0.6108886273661608
39.72727272727275,4.069767441860472,0.010333616247381442,0.0989191553505946,0.710234500084116
41.54545454545456,4.624277456647407,0.011774821909015309,0.11270821934578866,0.8088944545188959
43.363636363636374,5.1724137931034475,0.013207504294176449,0.12641404653814442,0.9068755699573536
45.18181818181819,5.714285714285716,0.014631738789809104,0.14003738834018967,1.004184828600961
47.0,6.25,0.016047599896424552,0.153578987147177,1.1008291172244091
48.81818181818181,6.779661016949145,0.017455161241091737,0.16703957647194334,1.1968152288003215
50.636363636363626,7.303370786516849,0.01885449559020014,0.18041988107735624,1.2921498640908864
52.45454545454544,7.821229050279321,0.020245674861999515,0.19372061710639726,1.3868396332071902
54.27272727272725,8.333333333333325,0.021628770138921,0.20694249220993177,1.4808910571370135
56.090909090909065,8.83977900552485,0.023003851679684096,0.22008620567221263,1.5743105692418344
57.90909090909088,9.340659340659329,0.02437098893119374,0.23315244853416459,1.6671045167237573
59.72727272727275,9.836065573770503,0.02573025054023191,0.24614190371449576,1.759279162063072
61.54545454545456,10.32608695652174,0.02708170436494748,0.2590552461286778,1.850840684427118
63.363636363636374,10.81081081081081,0.02842541748614906,0.2718931428058453,1.9417951810511462
65.18181818181819,11.290322580645162,0.02976145621840397,0.2846562530036471,2.0321486685917907
67.0,11.764705882352944,0.031089886120947752,0.2973452283210995,2.121907084453801
68.81818181818181,12.234042553191493,0.032410772008407814,0.3099607128094774,2.211076288090655
70.63636363636363,12.698412698412698,0.03372417796134486,0.32250334308128464,2.2996620622796304
72.45454545454544,13.157894736842103,0.03503016733661579,0.33497374841734145,2.387670114371943
74.27272727272725,13.61256544502617,0.03632880277756146,0.3473725508720278,2.4751060775184905
76.09090909090907,14.06249999999999,0.03762014622402293,0.35970036537671896,2.5619755118717857
77.90909090909088,14.507772020725385,0.038904258922189405,0.37195779984144883,2.6482839057645906
79.72727272727275,14.948453608247425,0.04018120143428119,0.38414545525483856,2.734036676865794
81.54545454545456,15.384615384615385,0.041451033648070824,0.39626392578232084,2.8192391733140276
83.36363636363637,15.816326530612246,0.042713814786245925,0.4083137988626994,2.903896674829548
85.18181818181819,16.24365482233503,0.04396960341561607,0.4202956553030708,2.9880143938048285
87.0,16.666666666666664,0.04521845745616746,0.43221006937214435,3.0715974763743716
88.81818181818181,17.085427135678387,0.04646043418996783,0.4440576088919912,3.1546510034641777
90.63636363636363,17.499999999999993,0.047695590269924724,0.4558388353282509,3.237179991821338
92.45454545454544,17.910447761194025,0.048923981728399873,0.4675543038788305,3.31918939502417
94.27272727272725,18.31683168316831,0.050145663985682404,0.47920456356111907,3.4006841044733496
96.09090909090912,18.71921182266011,0.051360691858323586,0.4907901572977534,3.4816689503644307
97.90909090909088,19.11764705882353,0.0525691195673356,0.5023116220009551,3.56214870264215
99.72727272727275,19.512195121951226,0.05377100074625762,0.5137694886554784,3.642128071936989
101.54545454545456,19.902912621359224,0.054966388449090256,0.5251642824001779,3.721611710484243
103.36363636363637,20.28985507246377,0.056155335158102594,0.5364965226082427,3.800604213026121
105.18181818181819,20.673076923076927,0.05733789279151288,0.547766722966107,3.8791101176971305
107.0,21.052631578947366,0.05851411271104582,0.5589753915510698,3.957133906893174
108.81818181818181,21.42857142857143,0.05968404572936884,0.5701230309076478,4.034680008124676
110.63636363636363,21.800947867298582,0.06084774211740925,0.5812101381226822,4.111752794854082
112.45454545454544,22.169811320754718,0.06200525161155474,0.5922372048992274,4.188356587318081
114.27272727272725,22.535211267605625,0.0631566234207394,0.603204717629241,4.26449565333485
116.09090909090912,22.89719626168225,0.06430190623341735,0.614113157465102,4.340174209096669
117.90909090909088,23.25581395348837,0.06544114822442568,0.6249630003899707,4.41539641994817
119.72727272727275,23.611111111111114,0.06657439706173982,0.6357547172870263,4.49016640115059
121.54545454545456,23.963133640553004,0.06770169991312153,0.6464887740075854,4.564488218632236
123.36363636363637,24.311926605504585,0.0688231034526636,0.6571656314381393,4.638365889725527
125.18181818181819,24.65753424657534,0.06993865386723129,0.6677857455663178,4.711803383890857
127.0,25.0,0.07104839686280354,0.6783495675458054,4.784804623427543
128.8181818181818,25.339366515837103,0.07215237767071524,0.688857543760229,4.857373484172159
130.63636363636363,25.67567567567567,0.0732506410538027,0.6993101158860331,4.929513796184485
132.45454545454544,26.00896860986547,0.07434323131245367,0.7097077209543649,5.001229344421344
134.27272727272725,26.339285714285708,0.07543019229056394,0.720050791411984,5.072523869398574
136.09090909090912,26.66666666666667,0.07651156738140232,0.730339755181218,5.143401067841375
137.90909090909088,26.991150442477874,0.07758739953338477,0.7405750357189773,5.2138645933232475
139.72727272727275,27.312775330396477,0.0786577312557611,0.7507570520748523,5.283918056893831
141.54545454545456,27.63157894736843,0.07972260462421327,0.7608862189483009,5.353565027695739
143.36363636363637,27.947598253275107,0.08078206128636949,0.7709629467449517,5.422809033570749
145.1818181818182,28.260869565217394,0.08183614246723366,0.7809876416320344,5.491653561655471
147.0,28.57142857142857,0.08288488897453263,0.7909607055929524,5.56010205896674
148.8181818181818,28.87931034482758,0.08392834120398249,0.8008825364810154,5.628157932976942
150.63636363636363,29.184549356223176,0.08496653914447519,0.8107535280723449,5.6958245521794595
152.45454545454544,29.487179487179482,0.08599952238318712,0.8205740701179708,5.763105246644453
154.27272727272725,29.78723404255319,0.08702733011061076,0.8303445483951291,5.830003308565142
156.09090909090912,30.084745762711872,0.08805000112551115,0.8400653447577769,5.896521992794816
157.90909090909088,30.379746835443033,0.08906757383980783,0.8497368371863406,5.96266451737471
159.72727272727275,30.672268907563026,0.09008008628338456,0.8593593998367096,6.028434064052982
161.5454545454545,30.962343096234303,0.09108757610882656,0.8689334030884821,6.09383377879489
163.36363636363637,31.25,0.09209008059608856,0.8784592135924928,6.158866772284444
165.1818181818182,31.535269709543567,0.09308763665709252,0.8879371943176142,6.2235361204175765
167.0,31.818181818181824,0.09408028084025856,0.8973677045968621,6.2878448647871314
168.8181818181818,32.098765432098766,0.09506804933496818,0.9067511001728059,6.351796013159711
170.63636363636363,32.377049180327866,0.09605097797596258,0.9160877332423021,6.4153925399446114
172.45454545454544,32.6530612244898,0.09702910224767604,0.92537795250056,6.478637386654978
174.27272727272725,32.92682926829268,0.0980024572885061,0.9346221031845516,6.541533462361331
176.09090909090912,33.198380566801625,0.09897107789502146,0.9438205271157777,6.604083644137604
177.90909090909088,33.467741935483865,0.0999349985261085,0.9529735627423995,6.666290777499845
179.72727272727275,33.734939759036145,0.10089425330705763,0.9620815451807528,6.7281576768377285
181.5454545454545,34.0,0.10184887603359055,0.9711448062562424,6.789687125838989
183.36363636363637,34.26294820717132,0.10279890017582918,0.980163674543646,6.850881877906955
185.1818181818182,34.523809523809526,0.10374435888220741,0.989138475406815,6.911744656571245
187.0,34.78260869565217,0.10468528498332659,0.9980695310378077,6.972278155891851
188.8181818181818,35.03937007874016,0.10562171099575571,1.0069571604954424,7.032485040856634
190.63636363636363,35.29411764705882,0.10655366912577718,1.0158016797432927,7.092367947772436
192.45454545454544,35.546875,0.10748119127307926,1.0246034016871317,7.151929484649877
194.27272727272725,35.7976653696498,0.1084043090343954,1.0333626362118324,7.211172231581969
196.09090909090912,36.04651162790699,0.10932305370709272,1.0420796902177374,7.270098741116697
197.90909090909088,36.29343629343629,0.11023745629270855,1.0507548676565008,7.328711538623605
199.72727272727275,36.53846153846154,0.11114754750043809,1.0593884695664202,7.387013122654586
201.5454545454545,36.7816091954023,0.1120533577505716,1.0679807941072545,7.445005965298902
203.36363636363637,37.02290076335878,0.11295491717788451,1.076532136594552,7.5026925125326205
205.1818181818182,37.262357414448665,0.11385225563497883,1.0850427895334807,7.560075184562476
207.0,37.5,0.11474540269557831,1.0935130426521815,7.617156376164363
