wavenumber,e,d,f,g,h,i,j,l,m,n,a,c,b,o
1395.549,0.02289,0.3355,0.08022,0.284,0.2112,0.1039,0.0213,-0.007663,5.676E-4,0.01451,0.4124,0.2611,0.417,-0.003051
1396.513,0.02322,0.3341,0.08031,0.2842,0.2119,0.1042,0.02102,-0.007686,5.808E-4,0.01443,0.4118,0.2603,0.4165,-0.003133
1397.478,0.02347,0.3322,0.08037,0.284,0.2125,0.1045,0.02073,-0.007687,5.963E-4,0.01433,0.4106,0.2594,0.4153,-0.003163
1398.442,0.02363,0.3299,0.08038,0.2834,0.2128,0.1047,0.02042,-0.007671,6.027E-4,0.01417,0.4088,0.2583,0.4135,-0.003148
1399.406,0.02366,0.3272,0.08029,0.2823,0.2128,0.1049,0.02008,-0.00765,5.946E-4,0.01396,0.4065,0.257,0.4111,-0.003104
1400.37,0.02352,0.3242,0.0801,0.2809,0.2127,0.1049,0.01972,-0.007635,5.749E-4,0.01369,0.4038,0.2555,0.4082,-0.003049
1401.334,0.02319,0.3207,0.07978,0.2792,0.2122,0.1048,0.01933,-0.007631,5.525E-4,0.01339,0.4007,0.2538,0.4049,-0.002994
1402.299,0.02265,0.3166,0.07932,0.277,0.2114,0.1045,0.01893,-0.007631,5.378E-4,0.01308,0.3971,0.2518,0.401,-0.002941
1403.263,0.02193,0.3122,0.0787,0.2743,0.2102,0.1039,0.01851,-0.007627,5.387E-4,0.01277,0.3929,0.2494,0.3966,-0.002878
1404.227,0.02103,0.3076,0.07793,0.2711,0.2087,0.1032,0.01809,-0.007611,5.593E-4,0.01249,0.3881,0.2465,0.3916,-0.002789
1405.191,0.01998,0.303,0.07707,0.2676,0.2069,0.1024,0.0177,-0.007584,5.988E-4,0.01224,0.3828,0.2434,0.386,-0.002663
1406.156,0.0188,0.2984,0.07616,0.2639,0.2049,0.1014,0.01734,-0.007557,6.529E-4,0.01204,0.3773,0.2402,0.3803,-0.002504
1407.12,0.01753,0.2939,0.07526,0.26,0.2027,0.1004,0.01704,-0.007545,7.165E-4,0.01187,0.3718,0.2371,0.3746,-0.002336
1408.084,0.01614,0.2893,0.07434,0.2562,0.2003,0.09919,0.01679,-0.007556,7.86E-4,0.01173,0.3664,0.2341,0.3691,-0.002184
1409.048,0.0146,0.2846,0.07334,0.2523,0.1976,0.09787,0.01657,-0.007588,8.582E-4,0.01159,0.361,0.2312,0.3637,-0.002056
1410.013,0.01286,0.2801,0.07221,0.2483,0.1946,0.09637,0.01637,-0.007627,9.274E-4,0.01146,0.3555,0.2282,0.3581,-0.001945
1410.977,0.01089,0.2758,0.07092,0.244,0.1913,0.09468,0.01619,-0.00766,9.829E-4,0.01134,0.35,0.2251,0.3523,-0.001833
1411.941,0.008733,0.2718,0.06954,0.2397,0.1877,0.09288,0.01602,-0.007681,0.001013,0.01124,0.3445,0.222,0.3467,-0.001713
1412.905,0.00647,0.2682,0.06815,0.2356,0.1842,0.09106,0.01587,-0.007696,0.00101,0.01115,0.3394,0.2192,0.3414,-0.001593
1413.869,0.004165,0.2646,0.06678,0.2318,0.1807,0.08928,0.0157,-0.007719,9.805E-4,0.01107,0.3348,0.2167,0.3365,-0.001494
1414.834,0.00181,0.2609,0.06541,0.2282,0.1774,0.08753,0.01552,-0.007762,9.393E-4,0.01096,0.3306,0.2144,0.3322,-0.001425
1415.798,-6.861E-4,0.2571,0.06396,0.2247,0.174,0.08572,0.0153,-0.007826,9.115E-4,0.01085,0.3265,0.212,0.328,-0.001369
1416.762,-0.00342,0.2533,0.06236,0.2211,0.1703,0.08378,0.01506,-0.007896,9.247E-4,0.01075,0.3223,0.2095,0.3237,-0.001274
1417.726,-0.006373,0.25,0.06067,0.2175,0.1665,0.08176,0.01488,-0.007944,9.993E-4,0.01071,0.3177,0.2066,0.3192,-0.001076
1418.691,-0.009334,0.2471,0.05908,0.214,0.1627,0.07983,0.01479,-0.007948,0.001133,0.01076,0.3132,0.2038,0.3148,-7.391E-4
1419.655,-0.01199,0.2447,0.0578,0.211,0.1595,0.0782,0.01483,-0.007903,0.001296,0.0109,0.3092,0.2012,0.3108,-3.001E-4
1420.619,-0.01419,0.2424,0.05687,0.2085,0.1569,0.07694,0.01496,-0.007831,0.001456,0.0111,0.3058,0.1992,0.3074,1.641E-4
1421.583,-0.01601,0.2401,0.05619,0.2063,0.1549,0.07594,0.01513,-0.007758,0.001595,0.01131,0.3029,0.1975,0.3045,6.001E-4
1422.548,-0.01762,0.2378,0.05557,0.2043,0.153,0.07506,0.01529,-0.007694,0.001715,0.01154,0.3003,0.196,0.3018,0.001003
1423.512,-0.01916,0.2356,0.05494,0.2023,0.1512,0.07419,0.01544,-0.007639,0.00182,0.01178,0.2977,0.1944,0.2991,0.001391
1424.476,-0.0207,0.2336,0.05427,0.2003,0.1494,0.0733,0.0156,-0.007588,0.001916,0.01205,0.2951,0.1929,0.2964,0.00178
1425.44,-0.02219,0.2317,0.05359,0.1983,0.1476,0.07241,0.01576,-0.007533,0.002001,0.01233,0.2926,0.1915,0.2938,0.002176
1426.405,-0.02362,0.2298,0.05293,0.1964,0.1459,0.07155,0.01593,-0.007471,0.002084,0.01262,0.2901,0.1901,0.2913,0.002593
1427.369,-0.02499,0.2279,0.05227,0.1946,0.1442,0.0707,0.01615,-0.007393,0.00218,0.01294,0.2878,0.1888,0.289,0.00307
1428.333,-0.02634,0.226,0.05159,0.1929,0.1425,0.06985,0.01643,-0.007297,0.002307,0.01334,0.2856,0.1875,0.2867,0.003659
1429.297,-0.02768,0.2243,0.05092,0.1912,0.1408,0.06899,0.01679,-0.007188,0.002472,0.01383,0.2833,0.1861,0.2845,0.004383
1430.261,-0.02896,0.2227,0.05031,0.1895,0.1392,0.06815,0.01721,-0.007081,0.002656,0.01439,0.2811,0.1848,0.2823,0.005204
1431.226,-0.03015,0.2211,0.0498,0.1879,0.1377,0.06738,0.01764,-0.006999,0.002827,0.01496,0.2791,0.1836,0.2802,0.006026
1432.19,-0.03123,0.2195,0.0494,0.1865,0.1365,0.06668,0.01801,-0.006954,0.002959,0.01547,0.2773,0.1825,0.2784,0.006765
1433.154,-0.03226,0.2177,0.04901,0.1851,0.1354,0.066,0.01832,-0.006942,0.003052,0.01589,0.2756,0.1815,0.2766,0.0074
1434.118,-0.03334,0.2156,0.04853,0.1837,0.1343,0.0653,0.0186,-0.006935,0.003137,0.01626,0.2737,0.1803,0.2746,0.007991
1435.083,-0.03451,0.2135,0.0479,0.182,0.133,0.06456,0.01892,-0.006897,0.003257,0.01666,0.2715,0.1788,0.2723,0.008636
1436.047,-0.03573,0.2117,0.04718,0.1802,0.1315,0.06384,0.01932,-0.006798,0.003444,0.01714,0.269,0.177,0.2696,0.009406
1437.011,-0.03687,0.2103,0.04654,0.1784,0.1301,0.06325,0.01982,-0.006638,0.003685,0.01771,0.2664,0.1751,0.2669,0.01028
1437.975,-0.0378,0.209,0.04615,0.177,0.1289,0.06284,0.02034,-0.006454,0.003924,0.01829,0.264,0.1737,0.2646,0.01115
1438.94,-0.03853,0.2077,0.04602,0.1758,0.1279,0.06257,0.02081,-0.006285,0.004108,0.01882,0.2621,0.1726,0.2627,0.01194
1439.904,-0.03915,0.2063,0.04602,0.1749,0.1272,0.06233,0.0212,-0.00615,0.004222,0.01927,0.2605,0.1718,0.261,0.01263
1440.868,-0.03975,0.2049,0.04602,0.1739,0.1265,0.06205,0.02154,-0.006043,0.004285,0.01967,0.2589,0.171,0.2594,0.01328
1441.832,-0.04036,0.2034,0.04593,0.1729,0.1258,0.06169,0.02186,-0.005954,0.004324,0.02006,0.2573,0.1701,0.2577,0.01392
1442.796,-0.04098,0.202,0.04573,0.1718,0.125,0.06129,0.02218,-0.005877,0.004364,0.02048,0.2556,0.1691,0.2558,0.01456
1443.761,-0.04157,0.2008,0.04545,0.1708,0.1243,0.06086,0.02253,-0.005811,0.00442,0.02094,0.2539,0.168,0.254,0.01521
1444.725,-0.04206,0.1999,0.04512,0.1697,0.1236,0.06046,0.02294,-0.00575,0.004507,0.02147,0.2522,0.1669,0.2523,0.01589
1445.689,-0.04241,0.1992,0.04478,0.1688,0.123,0.06012,0.02344,-0.00568,0.004635,0.02209,0.2508,0.1659,0.2508,0.01663
1446.653,-0.04254,0.1989,0.04449,0.168,0.1226,0.05988,0.0241,-0.005576,0.004819,0.02286,0.2495,0.1651,0.2496,0.01748
1447.618,-0.0424,0.199,0.04433,0.1676,0.1225,0.05981,0.02494,-0.005414,0.005064,0.02381,0.2486,0.1645,0.2487,0.0185
1448.582,-0.04193,0.1993,0.04434,0.1675,0.1226,0.05994,0.02595,-0.00519,0.005367,0.02494,0.2481,0.1642,0.2482,0.01967
1449.546,-0.04118,0.1997,0.04455,0.1677,0.1232,0.06026,0.02708,-0.004928,0.005701,0.02618,0.248,0.1643,0.2482,0.02092
1450.51,-0.04026,0.2001,0.04492,0.1681,0.1239,0.06071,0.02823,-0.004672,0.006032,0.02743,0.2483,0.1646,0.2485,0.02217
1451.475,-0.0393,0.2004,0.04536,0.1686,0.1248,0.06118,0.0293,-0.00446,0.006331,0.0286,0.2489,0.165,0.2489,0.02332
1452.439,-0.03842,0.2005,0.04575,0.169,0.1256,0.06156,0.03022,-0.004315,0.006583,0.02961,0.2494,0.1654,0.2494,0.02431
1453.403,-0.03766,0.2004,0.046,0.1693,0.1262,0.0618,0.03097,-0.00424,0.006788,0.03044,0.2498,0.1656,0.2496,0.02513
1454.367,-0.03701,0.2004,0.04602,0.1693,0.1267,0.06186,0.03156,-0.004224,0.006956,0.0311,0.25,0.1656,0.2497,0.02579
1455.332,-0.03637,0.2006,0.04578,0.1692,0.1269,0.0618,0.03205,-0.004229,0.007099,0.03165,0.25,0.1652,0.2497,0.02628
1456.296,-0.03562,0.2011,0.04541,0.1692,0.1271,0.06178,0.03254,-0.004198,0.007228,0.03221,0.25,0.1646,0.2497,0.02664
1457.26,-0.03473,0.2018,0.04522,0.1695,0.1275,0.06202,0.0331,-0.004087,0.007339,0.03284,0.2502,0.1643,0.25,0.02688
1458.224,-0.03384,0.2023,0.04544,0.1702,0.1281,0.06257,0.03368,-0.003914,0.007419,0.03348,0.2508,0.1646,0.2507,0.02702
1459.188,-0.03313,0.2027,0.046,0.1711,0.1289,0.06326,0.03418,-0.003747,0.007462,0.03401,0.2516,0.1654,0.2514,0.02709
1460.153,-0.03264,0.203,0.04664,0.1718,0.1296,0.06387,0.03454,-0.003627,0.00748,0.03438,0.2523,0.1663,0.2521,0.02709
1461.117,-0.03229,0.2031,0.04719,0.1723,0.1302,0.06431,0.0348,-0.003557,0.00749,0.03462,0.2529,0.1671,0.2526,0.02705
1462.081,-0.03201,0.2028,0.04754,0.1726,0.1307,0.06458,0.03501,-0.003521,0.007498,0.0348,0.2532,0.1677,0.2528,0.02697
1463.045,-0.03179,0.2022,0.04766,0.1726,0.1309,0.06469,0.03518,-0.003509,0.00749,0.0349,0.2533,0.1679,0.2529,0.02679
1464.01,-0.03173,0.2011,0.04754,0.1723,0.1308,0.06464,0.03521,-0.003527,0.007423,0.03484,0.253,0.1677,0.2525,0.02639
1464.974,-0.03205,0.1995,0.04724,0.1716,0.1303,0.0644,0.03494,-0.003597,0.007237,0.03442,0.2522,0.1672,0.2518,0.02559
1465.938,-0.03295,0.1975,0.04682,0.1705,0.1293,0.06395,0.0342,-0.003747,0.006889,0.03352,0.2508,0.1664,0.2504,0.0243
1466.902,-0.03449,0.195,0.04632,0.1689,0.1278,0.06327,0.03295,-0.003991,0.006383,0.03212,0.2489,0.1653,0.2486,0.02254
1467.867,-0.03658,0.1921,0.04572,0.167,0.1259,0.06233,0.03126,-0.004328,0.005744,0.03029,0.2466,0.1641,0.2462,0.02038
1468.831,-0.03915,0.1887,0.04492,0.1647,0.1235,0.06111,0.02917,-0.004756,0.004992,0.02808,0.2439,0.1625,0.2433,0.01785
1469.795,-0.04217,0.1854,0.04383,0.1619,0.1207,0.05958,0.02674,-0.005277,0.004131,0.02556,0.2407,0.1605,0.24,0.01496
1470.759,-0.0455,0.1826,0.04242,0.1587,0.1174,0.05781,0.02405,-0.00588,0.00318,0.02278,0.237,0.1582,0.2361,0.01173
1471.724,-0.04881,0.1811,0.04081,0.1555,0.1141,0.05603,0.02136,-0.006515,0.002212,0.02,0.2334,0.1557,0.2323,0.008372
1472.688,-0.05149,0.181,0.03938,0.1528,0.1114,0.05465,0.01914,-0.007077,0.001365,0.01765,0.2305,0.1536,0.2291,0.005342
1473.652,-0.05299,0.182,0.03853,0.1511,0.1099,0.05403,0.01779,-0.007454,7.732E-4,0.01612,0.229,0.1527,0.2274,0.003094
1474.616,-0.05322,0.1835,0.03841,0.1508,0.1098,0.05423,0.01735,-0.007616,4.567E-4,0.01548,0.229,0.1529,0.2272,0.001744
1475.58,-0.05254,0.1854,0.03884,0.1514,0.1106,0.055,0.01751,-0.007622,3.245E-4,0.01543,0.2301,0.1541,0.2283,0.001036
1476.545,-0.05138,0.1874,0.03954,0.1525,0.112,0.05606,0.01793,-0.007555,2.694E-4,0.01565,0.2319,0.1557,0.23,6.35E-4
1477.509,-0.04997,0.1896,0.04033,0.1538,0.1137,0.05723,0.01842,-0.007473,2.304E-4,0.01595,0.234,0.1575,0.2321,3.329E-4
1478.473,-0.04839,0.1921,0.04112,0.1554,0.1155,0.05846,0.01895,-0.007403,1.899E-4,0.01627,0.2363,0.1594,0.2345,5.044E-5
1479.437,-0.0466,0.1948,0.04192,0.1572,0.1176,0.05976,0.0195,-0.007354,1.501E-4,0.01659,0.239,0.1614,0.2372,-2.267E-4
1480.402,-0.04458,0.1978,0.04275,0.1592,0.1198,0.06112,0.02011,-0.007325,1.144E-4,0.01691,0.242,0.1636,0.2401,-4.94E-4
1481.366,-0.04235,0.2007,0.04359,0.1615,0.1222,0.06254,0.02077,-0.007314,8.028E-5,0.01722,0.2453,0.1659,0.2434,-7.475E-4
1482.33,-0.03998,0.2034,0.04444,0.1639,0.1246,0.06397,0.02141,-0.007322,3.803E-5,0.01748,0.2488,0.1683,0.2468,-9.909E-4
1483.294,-0.03759,0.2057,0.04524,0.1663,0.1268,0.06534,0.02199,-0.00736,-3.547E-5,0.01767,0.2523,0.1707,0.2501,-0.001238
1484.259,-0.03535,0.2075,0.04591,0.1686,0.1289,0.06655,0.02244,-0.00744,-1.538E-4,0.01775,0.2554,0.1728,0.2532,-0.001514
1485.223,-0.03338,0.2088,0.04637,0.1705,0.1305,0.06755,0.02272,-0.007576,-3.23E-4,0.01771,0.2581,0.1746,0.2558,-0.001843
1486.187,-0.03179,0.2097,0.04657,0.172,0.1317,0.0683,0.02284,-0.007767,-5.327E-4,0.01753,0.2603,0.1759,0.258,-0.002232
1487.151,-0.03067,0.2103,0.04649,0.173,0.1325,0.06884,0.02283,-0.00799,-7.5E-4,0.01728,0.2619,0.1768,0.2596,-0.002646
1488.115,-0.03007,0.2109,0.04623,0.1738,0.133,0.06929,0.02277,-0.008189,-9.201E-4,0.01702,0.2631,0.1772,0.2609,-0.002994
1489.08,-0.02991,0.2117,0.04601,0.1743,0.1336,0.06982,0.02275,-0.008296,-9.909E-4,0.01687,0.2641,0.1775,0.2621,-0.003167
1490.044,-0.02997,0.2127,0.04603,0.1749,0.1343,0.07055,0.02278,-0.008278,-9.545E-4,0.01687,0.2651,0.178,0.2633,-0.003124
1491.008,-0.03005,0.2139,0.04635,0.1757,0.1353,0.07144,0.02284,-0.008173,-8.581E-4,0.01694,0.2664,0.1788,0.2647,-0.00294
1491.972,-0.03002,0.2154,0.04687,0.1767,0.1365,0.07238,0.02284,-0.008049,-7.621E-4,0.017,0.2679,0.1799,0.2663,-0.002731
1492.937,-0.02993,0.2171,0.04743,0.1779,0.1379,0.07323,0.02274,-0.007957,-6.995E-4,0.01697,0.2698,0.1812,0.2682,-0.002578
1493.901,-0.02985,0.2189,0.04791,0.1794,0.1392,0.07394,0.02253,-0.007918,-6.712E-4,0.01684,0.2719,0.1827,0.2704,-0.002499
1494.865,-0.02995,0.2206,0.04825,0.181,0.1404,0.07442,0.02222,-0.007926,-6.56E-4,0.01663,0.2743,0.1842,0.2729,-0.002465
1495.829,-0.0304,0.2216,0.04841,0.1828,0.1414,0.07456,0.02186,-0.007957,-6.216E-4,0.01641,0.2768,0.1855,0.2756,-0.002417
1496.794,-0.03138,0.2214,0.04843,0.1845,0.1417,0.07421,0.02154,-0.007969,-5.379E-4,0.01631,0.2788,0.1863,0.2779,-0.002268
1497.758,-0.03297,0.2201,0.04834,0.1854,0.1411,0.07328,0.02135,-0.007926,-3.992E-4,0.01638,0.2798,0.1864,0.279,-0.001953
1498.722,-0.03503,0.2182,0.04821,0.1853,0.1395,0.07185,0.02129,-0.007822,-2.341E-4,0.01664,0.2791,0.1857,0.2785,-0.00147
1499.686,-0.03729,0.2159,0.04806,0.1842,0.1373,0.07015,0.02132,-0.00769,-8.589E-5,0.01697,0.2772,0.1843,0.2765,-8.926E-4
1500.651,-0.03949,0.2135,0.04791,0.1825,0.1349,0.0684,0.02135,-0.007574,1.758E-5,0.01727,0.2745,0.1827,0.2737,-3.091E-4
1501.615,-0.04156,0.2109,0.0477,0.1805,0.1327,0.06669,0.0213,-0.007507,6.989E-5,0.01747,0.2715,0.181,0.2707,2.236E-4
1502.579,-0.04352,0.2082,0.04737,0.1783,0.1305,0.06501,0.02114,-0.00751,7.855E-5,0.01754,0.2684,0.1792,0.2676,6.967E-4
1503.543,-0.04548,0.2051,0.04679,0.176,0.1283,0.06323,0.02082,-0.007593,4.841E-5,0.01746,0.2653,0.1773,0.2644,0.001161
1504.507,-0.04759,0.2023,0.04581,0.1733,0.1258,0.0612,0.02035,-0.007754,1.066E-5,0.0172,0.2618,0.1749,0.261,0.001754
1505.472,-0.04988,0.2004,0.04435,0.1704,0.1227,0.05886,0.01977,-0.007953,-1.457E-5,0.01682,0.258,0.1721,0.2573,0.002709
1506.436,-0.05207,0.1998,0.04265,0.1675,0.1196,0.05652,0.0193,-0.008086,2.991E-5,0.01644,0.2544,0.1691,0.2538,0.004189
1507.4,-0.05362,0.1999,0.04137,0.1656,0.1171,0.05487,0.01914,-0.008042,1.712E-4,0.01627,0.2519,0.1669,0.2514,0.005971
1508.364,-0.05423,0.2002,0.04104,0.165,0.1161,0.0543,0.01927,-0.007836,3.642E-4,0.01634,0.251,0.1661,0.2505,0.007487
1509.329,-0.0542,0.2004,0.04145,0.1653,0.1162,0.05449,0.01946,-0.007593,5.302E-4,0.01648,0.2512,0.1665,0.2506,0.008373
1510.293,-0.05402,0.2004,0.04211,0.1659,0.1167,0.05491,0.0195,-0.007417,6.232E-4,0.01651,0.2517,0.1673,0.2511,0.008672
1511.257,-0.05396,0.2001,0.04267,0.1663,0.1172,0.05524,0.0193,-0.007342,6.287E-4,0.01633,0.2521,0.1679,0.2514,0.008548
1512.221,-0.05411,0.1998,0.043,0.1664,0.1174,0.05534,0.01888,-0.00737,5.411E-4,0.01592,0.2523,0.1684,0.2515,0.008106
1513.186,-0.05447,0.1996,0.04305,0.1663,0.1173,0.05523,0.01825,-0.007493,3.584E-4,0.01529,0.2523,0.1685,0.2514,0.007387
1514.15,-0.05502,0.1994,0.04286,0.166,0.117,0.05494,0.01746,-0.007693,9.086E-5,0.01445,0.2522,0.1685,0.2512,0.006421
1515.114,-0.05568,0.1994,0.04253,0.1657,0.1166,0.05457,0.01658,-0.007941,-2.307E-4,0.0135,0.2521,0.1684,0.2511,0.005271
1516.078,-0.05637,0.1994,0.04217,0.1654,0.1161,0.05419,0.01571,-0.008201,-5.592E-4,0.01252,0.2521,0.1683,0.2511,0.004047
1517.042,-0.05705,0.1995,0.04186,0.1652,0.1158,0.05386,0.01492,-0.008442,-8.5E-4,0.01162,0.2522,0.1683,0.2513,0.002863
1518.007,-0.05767,0.1998,0.04161,0.165,0.1155,0.0536,0.01423,-0.008648,-0.001079,0.01085,0.2524,0.1684,0.2516,0.001793
1518.971,-0.05822,0.2003,0.0414,0.165,0.1152,0.05341,0.01367,-0.008814,-0.001245,0.01021,0.2528,0.1685,0.2521,8.549E-4
1519.935,-0.05867,0.2011,0.04121,0.1651,0.1151,0.05332,0.01322,-0.008931,-0.001356,0.009686,0.2533,0.1687,0.2526,4.408E-5
1520.899,-0.05897,0.2021,0.0411,0.1654,0.1151,0.05337,0.0129,-0.008988,-0.001424,0.009292,0.254,0.1691,0.2534,-6.291E-4
1521.864,-0.05907,0.2033,0.04113,0.1659,0.1153,0.0536,0.01272,-0.008982,-0.00146,0.009033,0.255,0.1697,0.2543,-0.001139
1522.828,-0.05898,0.2049,0.04135,0.1667,0.1158,0.05399,0.01268,-0.008927,-0.001472,0.008913,0.2562,0.1705,0.2554,-0.001479
1523.792,-0.05871,0.2068,0.04178,0.1677,0.1166,0.0545,0.01274,-0.008849,-0.001469,0.008933,0.2577,0.1715,0.2569,-0.001681
1524.756,-0.05825,0.2092,0.04239,0.169,0.1177,0.05513,0.01291,-0.008766,-0.00145,0.009098,0.2595,0.1728,0.2588,-0.001801
1525.721,-0.0576,0.2118,0.04317,0.1708,0.119,0.05589,0.0132,-0.008685,-0.001409,0.009419,0.2619,0.1745,0.2613,-0.00189
1526.685,-0.05676,0.2143,0.04411,0.173,0.1207,0.05676,0.01362,-0.008604,-0.001343,0.009892,0.2648,0.1764,0.2644,-0.001981
1527.649,-0.0558,0.2165,0.04512,0.1754,0.1225,0.05769,0.01416,-0.008526,-0.00126,0.01048,0.2679,0.1785,0.2676,-0.002088
1528.613,-0.05482,0.2182,0.04611,0.1777,0.1242,0.0586,0.01477,-0.008458,-0.001175,0.01114,0.271,0.1804,0.2708,-0.002219
1529.578,-0.05389,0.2194,0.04697,0.1798,0.1259,0.05941,0.0154,-0.008408,-0.001103,0.01181,0.2736,0.1821,0.2736,-0.00238
1530.542,-0.05307,0.22,0.04762,0.1815,0.1273,0.06008,0.016,-0.00838,-0.001053,0.01247,0.2756,0.1834,0.2756,-0.002569
1531.506,-0.05242,0.2199,0.04801,0.1827,0.1284,0.06059,0.01651,-0.00837,-0.001024,0.01305,0.2768,0.184,0.2769,-0.002771
1532.47,-0.05198,0.2192,0.04814,0.1834,0.1292,0.06093,0.01684,-0.008369,-0.001011,0.01346,0.2771,0.184,0.2771,-0.002951
1533.434,-0.05183,0.2181,0.04806,0.1834,0.1295,0.06109,0.01692,-0.008371,-0.001009,0.01362,0.2766,0.1834,0.2765,-0.003071
1534.399,-0.052,0.2166,0.04787,0.1829,0.1294,0.06106,0.01672,-0.008377,-0.001016,0.01346,0.2754,0.1827,0.2751,-0.003123
1535.363,-0.05246,0.2148,0.04762,0.182,0.1289,0.06084,0.01628,-0.008401,-0.00104,0.01302,0.2739,0.1819,0.2734,-0.003141
1536.327,-0.05317,0.2126,0.04725,0.1807,0.1281,0.0604,0.01564,-0.008461,-0.001093,0.01236,0.2722,0.181,0.2715,-0.003182
1537.291,-0.05413,0.2099,0.04666,0.1789,0.1269,0.05967,0.01481,-0.008574,-0.00119,0.01148,0.2702,0.18,0.2694,-0.003297
1538.256,-0.05537,0.2072,0.0457,0.1767,0.1253,0.05858,0.0138,-0.008757,-0.001353,0.01039,0.2677,0.1784,0.2667,-0.003516
1539.22,-0.05681,0.2054,0.04433,0.174,0.1233,0.05716,0.01268,-0.009007,-0.00159,0.00914,0.2648,0.1762,0.2637,-0.003819
1540.184,-0.05814,0.2047,0.04286,0.1713,0.1212,0.05572,0.0117,-0.009273,-0.001871,0.007952,0.2618,0.1737,0.2607,-0.004104
1541.148,-0.05893,0.2049,0.04187,0.1696,0.1198,0.05477,0.01119,-0.009463,-0.002115,0.007167,0.2596,0.1718,0.2587,-0.004223
1542.113,-0.05905,0.2053,0.04167,0.1691,0.1193,0.05456,0.01119,-0.00952,-0.002252,0.006917,0.2587,0.1711,0.2578,-0.004121
1543.077,-0.05875,0.2057,0.04205,0.1695,0.1194,0.05487,0.01147,-0.009468,-0.002283,0.007023,0.2587,0.1713,0.2578,-0.003875
1544.041,-0.05835,0.2061,0.04262,0.17,0.1198,0.05535,0.0118,-0.009362,-0.002246,0.007252,0.2591,0.172,0.2581,-0.003585
1545.005,-0.058,0.2065,0.04317,0.1705,0.1202,0.0558,0.01207,-0.009246,-0.002177,0.007482,0.2595,0.1727,0.2584,-0.003309
1545.969,-0.05772,0.2069,0.0436,0.1708,0.1206,0.05616,0.01229,-0.009145,-0.002097,0.007678,0.2599,0.1733,0.2587,-0.00307
1546.934,-0.05751,0.2072,0.04391,0.1711,0.1208,0.05641,0.01245,-0.009076,-0.002019,0.007833,0.2602,0.1738,0.2589,-0.00288
1547.898,-0.05735,0.2074,0.04413,0.1712,0.121,0.05656,0.01258,-0.009046,-0.001954,0.00795,0.2604,0.1743,0.2591,-0.002739
1548.862,-0.05721,0.2077,0.04429,0.1714,0.1212,0.05663,0.01268,-0.009049,-0.001904,0.008034,0.2607,0.1746,0.2593,-0.002637
1549.826,-0.05707,0.2079,0.04439,0.1715,0.1213,0.05667,0.01277,-0.009069,-0.001866,0.008103,0.2609,0.1749,0.2596,-0.002559
1550.791,-0.0569,0.208,0.04448,0.1717,0.1214,0.0567,0.01286,-0.009087,-0.001839,0.008172,0.2613,0.1751,0.2599,-0.002495
1551.755,-0.05673,0.2081,0.04456,0.1719,0.1215,0.05675,0.01295,-0.009091,-0.001824,0.008241,0.2616,0.1754,0.2603,-0.002453
1552.719,-0.05661,0.2079,0.04464,0.172,0.1216,0.05678,0.01302,-0.009092,-0.001832,0.008288,0.2621,0.1757,0.2607,-0.002456
1553.683,-0.05662,0.2076,0.04465,0.1721,0.1217,0.05674,0.01304,-0.009114,-0.001879,0.008268,0.2624,0.176,0.261,-0.00254
1554.648,-0.05682,0.2072,0.04455,0.1721,0.1217,0.05654,0.01296,-0.009184,-0.001977,0.00814,0.2626,0.1763,0.2612,-0.00273
1555.612,-0.05723,0.2071,0.04423,0.1718,0.1215,0.05615,0.01276,-0.009322,-0.002123,0.007886,0.2625,0.1762,0.2611,-0.003028
1556.576,-0.05775,0.2077,0.04365,0.1714,0.1211,0.0556,0.01247,-0.009513,-0.002287,0.007553,0.2623,0.1759,0.2608,-0.003369
1557.54,-0.05814,0.2091,0.04293,0.1713,0.1206,0.05511,0.01226,-0.009677,-0.002385,0.007311,0.2623,0.1755,0.2608,-0.003569
1558.505,-0.05802,0.2107,0.04245,0.1718,0.1204,0.05507,0.0124,-0.009685,-0.002318,0.007411,0.263,0.1753,0.2615,-0.003389
1559.469,-0.05735,0.212,0.0426,0.173,0.1209,0.05565,0.01297,-0.009488,-0.00209,0.007919,0.2644,0.176,0.263,-0.002805
1560.433,-0.0565,0.2129,0.0433,0.1745,0.1218,0.05657,0.01369,-0.009202,-0.001837,0.008583,0.266,0.1771,0.2648,-0.002113
1561.397,-0.05585,0.2135,0.04415,0.1757,0.1228,0.0574,0.01428,-0.008967,-0.001675,0.009128,0.2674,0.1784,0.2662,-0.001592
1562.361,-0.05548,0.2139,0.04489,0.1765,0.1237,0.058,0.01465,-0.008829,-0.001619,0.009471,0.2684,0.1795,0.2673,-0.001306
1563.326,-0.05533,0.2141,0.04545,0.177,0.1243,0.05836,0.01482,-0.008777,-0.00164,0.009636,0.2691,0.1804,0.2681,-0.001219
1564.29,-0.05532,0.2142,0.04581,0.1772,0.1246,0.05855,0.01485,-0.008787,-0.001705,0.009659,0.2697,0.181,0.2686,-0.001285
1565.254,-0.05542,0.2142,0.04599,0.1773,0.1248,0.05858,0.01475,-0.008837,-0.00179,0.009563,0.27,0.1814,0.269,-0.001477
1566.218,-0.05559,0.2144,0.046,0.1772,0.1249,0.05849,0.01457,-0.008909,-0.001877,0.00937,0.2703,0.1816,0.2692,-0.001769
