kappa [Wm/K],sigma [s/cm]
0.30685239904319700,3.7681159420289800
0.3353796056202140,10.579710144927500
0.3579468934048930,37.68115942028990
0.5725904038272130,63.47826086956520
0.5966813403284490,100.43478260869600
