,ip (90-10),,oop (90-10),,azi (90-10),,ip (90-10),,oop (90-10),,azi (90-10),,ip (95-05),,oop (95-05),,azi (95-05),,ip (95-05),,oop (95-05),,azi (95-05),,ip,,oop,,azi
,P3HT doped,,P3HT doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,P3HT doped,,P3HT doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,back,,back,,back
19.713583,51.554673,19.713583,63.46148,19.713583,59.4694,19.713583,31.092403,19.713583,29.62062,19.713583,30.58892,19.713583,64.787373,19.713583,70.38764,19.713583,71.48803,19.713583,32.837573,19.713583,31.76876,19.713583,32.24037,19.713583,88.975357,19.713583,110.03983,19.713583,101.67925
19.733833,52.657924,19.733833,63.92601,19.733833,60.3589,19.733833,31.467784,19.733833,30.17865,19.733833,31.06762,19.733833,65.109004,19.733833,71.25077,19.733833,72.04307,19.733833,33.063834,19.733833,32.30668,19.733833,32.74116,19.733833,88.539726,19.733833,109.68462,19.733833,101.19678
19.754084,53.445426,19.754084,63.58912,19.754084,60.48163,19.754084,31.741786,19.754084,30.26959,19.754084,31.08863,19.754084,65.080516,19.754084,70.76249,19.754084,71.5561,19.754084,32.601846,19.754084,32.09202,19.754084,32.43331,19.754084,88.272804,19.754084,109.91759,19.754084,101.29194
19.774334,53.993989,19.774334,63.59559,19.774334,60.60441,19.774334,32.165299,19.774334,28.9684,19.774334,30.62334,19.774334,65.281649,19.774334,69.94916,19.774334,71.24801,19.774334,32.802529,19.774334,31.75594,19.774334,32.26344,19.774334,87.784851,19.774334,110.19453,19.774334,101.25077
19.794584,53.271396,19.794584,63.62876,19.794584,60.40255,19.794584,31.982436,19.794584,28.51577,19.794584,30.3927,19.794584,64.864386,19.794584,69.88532,19.794584,71.35897,19.794584,32.598936,19.794584,31.68112,19.794584,32.1604,19.794584,87.894524,19.794584,110.20661,19.794584,101.25388
19.814835,52.753206,19.814835,63.45465,19.814835,60.00712,19.814835,31.541646,19.814835,28.96433,19.814835,30.18306,19.814835,64.805726,19.814835,70.26744,19.814835,71.43374,19.814835,32.278336,19.814835,31.81504,19.814835,32.04505,19.814835,87.946014,19.814835,110.13461,19.814835,101.3119
19.835085,52.315141,19.835085,63.88616,19.835085,59.95766,19.835085,30.843191,19.835085,28.90056,19.835085,29.96988,19.835085,64.462421,19.835085,70.3463,19.835085,71.40025,19.835085,31.636321,19.835085,31.44745,19.835085,31.68478,19.835085,88.054749,19.835085,110.03242,19.835085,101.19037
19.855335,52.363467,19.855335,64.10718,19.855335,60.12357,19.855335,30.396417,19.855335,28.65981,19.855335,29.82349,19.855335,63.996777,19.855335,69.8964,19.855335,70.94422,19.855335,31.337407,19.855335,31.11262,19.855335,31.3543,19.855335,88.041473,19.855335,110.04464,19.855335,101.18005
19.875586,52.543007,19.875586,64.43797,19.875586,60.33436,19.875586,29.946277,19.875586,28.57159,19.875586,29.52476,19.875586,63.906777,19.875586,70.21788,19.875586,71.01121,19.875586,31.612477,19.875586,31.18672,19.875586,31.47424,19.875586,88.063393,19.875586,109.80559,19.875586,101.10648
19.895836,52.334451,19.895836,65.34683,19.895836,60.47121,19.895836,29.839131,19.895836,28.60408,19.895836,29.41849,19.895836,64.622381,19.895836,70.90761,19.895836,71.50162,19.895836,31.905131,19.895836,31.06093,19.895836,31.55361,19.895836,88.051689,19.895836,109.1261,19.895836,100.83938
19.916086,52.114123,19.916086,65.71247,19.916086,60.63882,19.916086,30.326443,19.916086,29.0833,19.916086,29.85772,19.916086,64.778743,19.916086,71.51012,19.916086,71.93978,19.916086,31.605823,19.916086,31.5176,19.916086,31.70234,19.916086,87.958527,19.916086,108.32626,19.916086,100.43134
19.936337,52.576859,19.936337,65.29767,19.936337,60.7253,19.936337,31.006079,19.936337,29.19907,19.936337,30.09239,19.936337,65.500459,19.936337,71.8408,19.936337,72.49802,19.936337,31.725709,19.936337,31.64565,19.936337,32.01077,19.936337,87.501831,19.936337,108.06605,19.936337,100.01583
19.956587,51.899219,19.956587,64.88476,19.956587,60.284591,19.956587,30.358929,19.956587,28.94451,19.956587,29.726521,19.956587,64.772069,19.956587,71.35534,19.956587,72.123551,19.956587,31.166249,19.956587,31.48748,19.956587,31.672871,19.956587,85.809341,19.956587,108.29568,19.956587,99.315979
19.976837,50.521261,19.976837,65.20696,19.976837,59.8646960000001,19.976837,28.697161,19.976837,28.92425,19.976837,28.963326,19.976837,62.239371,19.976837,71.67451,19.976837,71.179176,19.976837,30.236631,19.976837,31.41543,19.976837,31.178686,19.976837,83.542809,19.976837,108.02128,19.976837,98.338814
19.997087,52.093788,19.997087,65.46103,19.997087,60.882387,19.997087,29.047518,19.997087,28.82009,19.997087,28.962017,19.997087,63.252698,19.997087,71.58648,19.997087,71.699177,19.997087,30.702428,19.997087,31.27407,19.997087,31.452027,19.997087,85.343742,19.997087,108.2029,19.997087,99.450653
20.017336,52.712314,20.017336,65.402,20.017336,61.205373,20.017336,29.454314,20.017336,28.5674,20.017336,29.002773,20.017336,63.608004,20.017336,71.67048,20.017336,71.923163,20.017336,31.062704,20.017336,31.37073,20.017336,31.622303,20.017336,85.939926,20.017336,108.02856,20.017336,99.726357
20.037586,52.936529,20.037586,65.66353,20.037586,61.430855,20.037586,29.924299,20.037586,29.0553,20.037586,29.389565,20.037586,63.735999,20.037586,72.22805,20.037586,72.155095,20.037586,31.473399,20.037586,31.92647,20.037586,31.978405,20.037586,85.884331,20.037586,107.40739,20.037586,99.579445
20.057837,52.699022,20.057837,66.05605,20.057837,61.549862,20.057837,30.250152,20.057837,29.14911,20.057837,29.678302,20.057837,63.531902,20.057837,72.43238,20.057837,72.165982,20.057837,31.264972,20.057837,31.69909,20.057837,31.791252,20.057837,85.960388,20.057837,107.18275,20.057837,99.566948
20.078087,53.153425,20.078087,65.88459,20.078087,61.712844,20.078087,30.183415,20.078087,28.79031,20.078087,29.579194,20.078087,63.247255,20.078087,71.9571,20.078087,71.908734,20.078087,30.979015,20.078087,31.38182,20.078087,31.582364,20.078087,86.133865,20.078087,107.23946,20.078087,99.645996
20.098337,52.970152,20.098337,65.43504,20.098337,61.503476,20.098337,29.716912,20.098337,29.16003,20.098337,29.709976,20.098337,63.210652,20.098337,71.8263,20.098337,71.801466,20.098337,30.511242,20.098337,31.60107,20.098337,31.570516,20.098337,86.328018,20.098337,107.10372,20.098337,99.650314
20.118587,52.112929,20.118587,64.80055,20.118587,60.877373,20.118587,29.690159,20.118587,29.55377,20.118587,29.982993,20.118587,63.530579,20.118587,71.68303,20.118587,71.859563,20.118587,29.840969,20.118587,31.45897,20.118587,31.164623,20.118587,86.500351,20.118587,106.94786,20.118587,99.701637
20.138838,51.808744,20.138838,64.32638,20.138838,60.468526,20.138838,30.202734,20.138838,28.90673,20.138838,29.922966,20.138838,63.620954,20.138838,71.56425,20.138838,71.857476,20.138838,30.205814,20.138838,30.88737,20.138838,31.073186,20.138838,86.356216,20.138838,107.0882,20.138838,99.780754
20.159088,52.10825,20.159088,64.02741,20.159088,60.36431,20.159088,30.36086,20.159088,28.41344,20.159088,29.60059,20.159088,62.71071,20.159088,70.92733,20.159088,71.18084,20.159088,31.04194,20.159088,30.61942,20.159088,31.22094,20.159088,86.20195,20.159088,107.52676,20.159088,100.03312
20.179338,51.729679,20.179338,63.5319,20.179338,59.94277,20.179338,29.847219,20.179338,28.31412,20.179338,29.25851,20.179338,61.993489,20.179338,70.51009,20.179338,70.64233,20.179338,31.928079,20.179338,30.89074,20.179338,31.7089,20.179338,86.393761,20.179338,107.74038,20.179338,100.24079
20.199589,51.395533,20.199589,63.33857,20.199589,59.646979,20.199589,29.557163,20.199589,28.13198,20.199589,29.111229,20.199589,61.820533,20.199589,70.67758,20.199589,70.542259,20.199589,32.611363,20.199589,31.28996,20.199589,32.217829,20.199589,86.313377,20.199589,107.23705,20.199589,99.957741
20.219839,50.920659,20.219839,63.1309,20.219839,59.380666,20.219839,29.674289,20.219839,27.9165,20.219839,29.001676,20.219839,61.094899,20.219839,70.37286,20.219839,70.067326,20.219839,32.916889,20.219839,31.73296,20.219839,32.387706,20.219839,86.225311,20.219839,106.83696,20.219839,99.792694
20.240089,50.247589,20.240089,62.06726,20.240089,58.842647,20.240089,30.131209,20.240089,27.84031,20.240089,29.014587,20.240089,60.507339,20.240089,70.46626,20.240089,69.942257,20.240089,32.913199,20.240089,31.61413,20.240089,32.271577,20.240089,85.957001,20.240089,106.65552,20.240089,99.607483
20.26034,49.569816,20.26034,61.90348,20.26034,58.439339,20.26034,30.228646,20.26034,28.28527,20.26034,29.051749,20.26034,59.749416,20.26034,71.38404,20.26034,70.166659,20.26034,32.618176,20.26034,31.97686,20.26034,32.156519,20.26034,85.947044,20.26034,105.97141,20.26034,99.387871
20.28059,49.418416,20.28059,62.09239,20.28059,58.531414,20.28059,30.089926,20.28059,28.32021,20.28059,29.200464,20.28059,59.514616,20.28059,71.60672,20.28059,70.223854,20.28059,32.044786,20.28059,31.74315,20.28059,31.784764,20.28059,85.921814,20.28059,105.48248,20.28059,99.167336
20.30084,48.987331,20.30084,61.58335,20.30084,58.186949,20.30084,29.357481,20.30084,28.08379,20.30084,28.946499,20.30084,58.873981,20.30084,70.52146,20.30084,69.530609,20.30084,31.299601,20.30084,31.31391,20.30084,31.270979,20.30084,86.210449,20.30084,105.54676,20.30084,99.247971
20.321091,48.638713,20.321091,60.93234,20.321091,57.704274,20.321091,28.536153,20.321091,28.11973,20.321091,28.540034,20.321091,57.907673,20.321091,69.9792,20.321091,68.912364,20.321091,30.738353,20.321091,30.9689,20.321091,30.980184,20.321091,86.635147,20.321091,105.67411,20.321091,99.474266
20.341341,48.649361,20.341341,60.12097,20.341341,57.193791,20.341341,28.784931,20.341341,27.88274,20.341341,28.390061,20.341341,57.123761,20.341341,69.23204,20.341341,68.163661,20.341341,30.334431,20.341341,31.02486,20.341341,30.931741,20.341341,86.677879,20.341341,105.53877,20.341341,99.456139
20.361591,48.343206,20.361591,59.68209,20.361591,56.749613,20.361591,28.931706,20.361591,27.81701,20.361591,28.402313,20.361591,56.385936,20.361591,68.2496,20.361591,67.219373,20.361591,30.363636,20.361591,31.37025,20.361591,31.070883,20.361591,86.657684,20.361591,105.3861,20.361591,99.386177
20.38184,47.899986,20.38184,60.17847,20.38184,56.747653,20.38184,28.854266,20.38184,28.58994,20.38184,28.775463,20.38184,55.799566,20.38184,68.20447,20.38184,66.885173,20.38184,30.238306,20.38184,32.26612,20.38184,31.565983,20.38184,86.616814,20.38184,104.83607,20.38184,99.157547
20.40209,47.494479,20.40209,59.27605,20.40209,56.134741,20.40209,29.173109,20.40209,28.86719,20.40209,28.878761,20.40209,55.579479,20.40209,67.89646,20.40209,66.651241,20.40209,30.346769,20.40209,32.76635,20.40209,31.987591,20.40209,86.305031,20.40209,104.72395,20.40209,99.064659
20.42234,46.974981,20.42234,58.01538,20.42234,55.420504,20.42234,29.279111,20.42234,28.25712,20.42234,28.592284,20.42234,55.641721,20.42234,67.19482,20.42234,66.347654,20.42234,30.472031,20.42234,33.13917,20.42234,32.412094,20.42234,85.951759,20.42234,104.73209,20.42234,98.877106
20.442591,46.670719,20.442591,57.0982,20.442591,54.817471,20.442591,28.523489,20.442591,27.83387,20.442591,28.304271,20.442591,54.740559,20.442591,66.51944,20.442591,65.649581,20.442591,30.067159,20.442591,32.98221,20.442591,32.407711,20.442591,85.971321,20.442591,104.75838,20.442591,98.820419
20.462841,46.739284,20.462841,56.6372,20.462841,54.442633,20.462841,27.897304,20.462841,28.48185,20.462841,28.377143,20.462841,54.648134,20.462841,65.6921,20.462841,65.215753,20.462841,29.938924,20.462841,32.68214,20.462841,32.033943,20.462841,85.779266,20.462841,104.50335,20.462841,98.685677
20.483091,46.157227,20.483091,56.5306,20.483091,53.956746,20.483091,28.011137,20.483091,29.08319,20.483091,28.400876,20.483091,54.421447,20.483091,65.22171,20.483091,64.835906,20.483091,29.442607,20.483091,31.97214,20.483091,31.389876,20.483091,85.643143,20.483091,104.08424,20.483091,98.545044
20.503342,45.49787,20.503342,56.32688,20.503342,53.592503,20.503342,28.11477,20.503342,29.23241,20.503342,28.502033,20.503342,53.84763,20.503342,65.28086,20.503342,64.657263,20.503342,28.8577,20.503342,31.30048,20.503342,30.671533,20.503342,85.69561,20.503342,103.62318,20.503342,98.358177
20.523592,45.396335,20.523592,55.32195,20.523592,53.295214,20.523592,27.759845,20.523592,28.99221,20.523592,28.432144,20.523592,53.457585,20.523592,64.43436,20.523592,64.073284,20.523592,28.492825,20.523592,30.87667,20.523592,30.303944,20.523592,85.704285,20.523592,103.61108,20.523592,98.255386
20.543842,44.386317,20.543842,54.40895,20.543842,52.404798,20.543842,28.342267,20.543842,28.41292,20.543842,28.401928,20.543842,52.621727,20.543842,63.49499,20.543842,63.413838,20.543842,28.720167,20.543842,30.31291,20.543842,30.095898,20.543842,85.394173,20.543842,103.68239,20.543842,98.137222
20.564093,43.405277,20.564093,54.03068,20.564093,51.875235,20.564093,28.930697,20.564093,28.15894,20.564093,28.493305,20.564093,52.114557,20.564093,62.90096,20.564093,62.834645,20.564093,29.174197,20.564093,29.98158,20.564093,30.025595,20.564093,85.055153,20.564093,103.48989,20.564093,98.006645
20.584343,43.01884,20.584343,53.51358,20.584343,51.311486,20.584343,28.45199,20.584343,27.79219,20.584343,28.197076,20.584343,51.54688,20.584343,62.58345,20.584343,62.273566,20.584343,28.88761,20.584343,29.62558,20.584343,29.773016,20.584343,85.23008,20.584343,103.50687,20.584343,98.119514
20.604593,43.008618,20.604593,52.99517,20.604593,51.083504,20.604593,28.108588,20.604593,27.88278,20.604593,28.333874,20.604593,51.613118,20.604593,62.06174,20.604593,62.020684,20.604593,28.697738,20.604593,29.18898,20.604593,29.834964,20.604593,85.227562,20.604593,103.35481,20.604593,97.866356
20.624844,42.405123,20.624844,52.71969,20.624844,50.695543,20.624844,27.878623,20.624844,27.84533,20.624844,28.344063,20.624844,51.311823,20.624844,61.85182,20.624844,61.870983,20.624844,28.727063,20.624844,29.47661,20.624844,29.953563,20.624844,85.346397,20.624844,102.98749,20.624844,97.729797
20.645094,41.701091,20.645094,52.57283,20.645094,50.363117,20.645094,27.479921,20.645094,27.9252,20.645094,28.253597,20.645094,50.055271,20.645094,61.61354,20.645094,61.280387,20.645094,28.528331,20.645094,29.84339,20.645094,29.866427,20.645094,85.556259,20.645094,102.94879,20.645094,97.868233
20.665344,41.430592,20.665344,51.55256,20.665344,49.590884,20.665344,27.148612,20.665344,27.78142,20.665344,27.888914,20.665344,49.758032,20.665344,61.26524,20.665344,60.877524,20.665344,28.646672,20.665344,29.16328,20.665344,29.400534,20.665344,85.472038,20.665344,103.17998,20.665344,98.026726
20.685595,41.99071,20.685595,50.58968,20.685595,49.023119,20.685595,27.20156,20.685595,27.44201,20.685595,27.578379,20.685595,50.12289,20.685595,60.45258,20.685595,60.290609,20.685595,28.79359,20.685595,29.04108,20.685595,29.263509,20.685595,85.06559,20.685595,103.12356,20.685595,97.985641
20.705845,42.416453,20.705845,50.1258,20.705845,49.059513,20.705845,27.808133,20.705845,27.42817,20.705845,27.850883,20.705845,50.312153,20.705845,59.43514,20.705845,59.961543,20.705845,28.848583,20.705845,29.55255,20.705845,29.730973,20.705845,84.691277,20.705845,102.79797,20.705845,97.558167
20.726095,42.465449,20.726095,49.63283,20.726095,48.747367,20.726095,28.227849,20.726095,27.32027,20.726095,27.822587,20.726095,49.949169,20.726095,59.13223,20.726095,59.718807,20.726095,28.449229,20.726095,29.48267,20.726095,29.519297,20.726095,84.697151,20.726095,102.64244,20.726095,97.519173
20.746344,41.737536,20.746344,48.32471,20.746344,47.836629,20.746344,28.361106,20.746344,26.93843,20.746344,27.717639,20.746344,49.035606,20.746344,58.84167,20.746344,59.284469,20.746344,27.990506,20.746344,28.83031,20.746344,29.068339,20.746344,84.689034,20.746344,103.05156,20.746344,97.668991
20.766594,40.817287,20.766594,47.029,20.766594,46.818595,20.766594,27.918717,20.766594,26.33099,20.766594,27.338765,20.766594,48.680517,20.766594,58.18269,20.766594,58.817085,20.766594,27.263287,20.766594,27.79873,20.766594,28.474885,20.766594,84.712013,20.766594,103.43346,20.766594,97.777885
20.786844,40.009238,20.786844,46.04862,20.786844,45.906641,20.786844,27.900898,20.786844,25.30874,20.786844,26.817281,20.786844,48.397458,20.786844,56.72082,20.786844,57.836201,20.786844,26.882328,20.786844,26.54125,20.786844,27.566521,20.786844,84.765472,20.786844,104.42048,20.786844,98.319099
20.807095,39.458985,20.807095,47.44586,20.807095,46.366886,20.807095,28.288945,20.807095,26.09157,20.807095,27.300796,20.807095,48.282725,20.807095,57.31493,20.807095,57.969266,20.807095,27.488605,20.807095,27.74993,20.807095,28.090346,20.807095,84.437195,20.807095,103.1219,20.807095,97.616684
20.827345,39.759464,20.827345,48.25644,20.827345,46.857444,20.827345,28.358074,20.827345,26.86385,20.827345,27.678534,20.827345,48.294504,20.827345,57.27791,20.827345,57.824154,20.827345,28.165534,20.827345,29.23006,20.827345,28.986624,20.827345,84.216026,20.827345,101.97032,20.827345,96.996056
20.847595,39.986806,20.847595,48.44517,20.847595,47.025095,20.847595,28.016216,20.847595,27.52004,20.847595,27.923755,20.847595,48.164056,20.847595,56.88677,20.847595,57.614185,20.847595,28.628246,20.847595,29.74885,20.847595,29.405185,20.847595,84.022514,20.847595,101.4168,20.847595,96.630775
20.867846,39.769154,20.867846,48.37627,20.867846,46.992794,20.867846,27.603354,20.867846,27.18936,20.867846,27.770124,20.867846,47.224224,20.867846,56.87142,20.867846,57.403994,20.867846,28.196114,20.867846,28.80399,20.867846,28.943184,20.867846,84.083466,20.867846,101.52577,20.867846,96.645126
20.888096,39.201529,20.888096,48.2001,20.888096,46.614901,20.888096,27.048999,20.888096,27.20742,20.888096,27.477451,20.888096,46.467619,20.888096,56.73028,20.888096,56.993971,20.888096,27.798939,20.888096,28.66702,20.888096,28.707811,20.888096,84.138611,20.888096,101.27491,20.888096,96.647049
20.908346,39.284152,20.908346,47.4326,20.908346,46.130215,20.908346,27.006552,20.908346,27.19824,20.908346,27.246465,20.908346,46.814912,20.908346,56.15396,20.908346,56.475725,20.908346,27.864802,20.908346,28.39704,20.908346,28.452535,20.908346,83.973328,20.908346,101.17748,20.908346,96.650375
20.928596,39.21951,20.928596,47.45966,20.928596,46.02484,20.928596,26.84041,20.928596,26.85797,20.928596,26.8959,20.928596,46.92756,20.928596,56.11498,20.928596,56.16435,20.928596,27.5586,20.928596,28.73591,20.928596,28.44347,20.928596,83.87487,20.928596,101.01765,20.928596,96.59198
20.948847,38.300838,20.948847,46.98806,20.948847,45.543053,20.948847,26.419948,20.948847,26.924,20.948847,27.019613,20.948847,45.575818,20.948847,56.20405,20.948847,55.886593,20.948847,27.164918,20.948847,28.98066,20.948847,28.542003,20.948847,84.335922,20.948847,100.76841,20.948847,96.448357
20.969097,37.639964,20.969097,45.97952,20.969097,44.905594,20.969097,25.932104,20.969097,27.04384,20.969097,27.010334,20.969097,44.849884,20.969097,55.68399,20.969097,55.602574,20.969097,26.634414,20.969097,28.66384,20.969097,28.292374,20.969097,84.712006,20.969097,100.7227,20.969097,96.443146
20.989347,36.41827,20.989347,45.79512,20.989347,44.465912,20.989347,24.77738,20.989347,26.91151,20.989347,26.568232,20.989347,43.58572,20.989347,55.71436,20.989347,55.334172,20.989347,25.53235,20.989347,28.21566,20.989347,27.758992,20.989347,85.45472,20.989347,100.65878,20.989347,96.639328
21.009598,36.372509,21.009598,45.86421,21.009598,44.395715,21.009598,25.422719,21.009598,26.89363,21.009598,26.680775,21.009598,43.515149,21.009598,55.39524,21.009598,55.132815,21.009598,25.751839,21.009598,28.37068,21.009598,27.933095,21.009598,84.900421,21.009598,100.52477,21.009598,96.434395
21.029848,36.933931,21.029848,45.66174,21.029848,44.275206,21.029848,26.948691,21.029848,26.69132,21.029848,26.893696,21.029848,44.676151,21.029848,54.68627,21.029848,54.835956,21.029848,26.900951,21.029848,28.71924,21.029848,28.354076,21.029848,83.749779,21.029848,100.35681,21.029848,96.093124
21.050098,37.513461,21.050098,45.68852,21.050098,44.296267,21.050098,26.815381,21.050098,26.44046,21.050098,26.622277,21.050098,45.331381,21.050098,54.2917,21.050098,54.549787,21.050098,27.137401,21.050098,28.44925,21.050098,28.122007,21.050098,83.245369,21.050098,100.36896,21.050098,96.037613
21.070349,37.889434,21.070349,46.285761,21.070349,44.682316,21.070349,26.730084,21.070349,26.875711,21.070349,26.862386,21.070349,45.112454,21.070349,54.813681,21.070349,54.638476,21.070349,27.001594,21.070349,28.707451,21.070349,28.177396,21.070349,82.996506,21.070349,99.758629,21.070349,95.615524
21.090599,38.781682,21.090599,46.650849,21.090599,45.231487,21.090599,27.408832,21.090599,27.109609,21.090599,27.324877,21.090599,45.601662,21.090599,55.038529,21.090599,54.932197,21.090599,27.476722,21.090599,28.922759,21.090599,28.529117,21.090599,82.497978,21.090599,99.342651,21.090599,95.148293
21.110847,39.356754,21.110847,47.636526,21.110847,45.949098,21.110847,27.367684,21.110847,26.690776,21.110847,27.108058,21.110847,45.257784,21.110847,53.995276,21.110847,54.157338,21.110847,27.393844,21.110847,28.755466,21.110847,28.376108,21.110847,82.506516,21.110847,99.533714,21.110847,95.235962
21.131098,39.660022,21.131098,49.88197,21.131098,47.233753,21.131098,26.975422,21.131098,26.99017,21.131098,27.113873,21.131098,44.808552,21.131098,54.07784,21.131098,54.084233,21.131098,26.861642,21.131098,28.98927,21.131098,28.342623,21.131098,82.510948,21.131098,99.14109,21.131098,95.162857
21.151348,39.549963,21.151348,51.219006,21.151348,47.77479,21.151348,26.842273,21.151348,27.195416,21.151348,27.13728,21.151348,44.181963,21.151348,53.739966,21.151348,53.65264,21.151348,26.587353,21.151348,28.793476,21.151348,28.14107,21.151348,82.297737,21.151348,98.934334,21.151348,95.08857
21.171598,38.437246,21.171598,51.542198,21.171598,47.430058,21.171598,26.894396,21.171598,26.734798,21.171598,26.853718,21.171598,42.902356,21.171598,52.740698,21.171598,52.604698,21.171598,26.234386,21.171598,28.584498,21.171598,27.788138,21.171598,82.514404,21.171598,99.148842,21.171598,95.343452
21.191849,38.333196,21.191849,50.101468,21.191849,46.699415,21.191849,27.230286,21.191849,26.388248,21.191849,26.735755,21.191849,42.758886,21.191849,52.053838,21.191849,52.194125,21.191849,26.751896,21.191849,28.020888,21.191849,27.611485,21.191849,82.475624,21.191849,99.206352,21.191849,95.299835
21.212099,38.862693,21.212099,48.261126,21.212099,45.977468,21.212099,27.302213,21.212099,26.526576,21.212099,26.822148,21.212099,43.195663,21.212099,52.327516,21.212099,52.497928,21.212099,27.514713,21.212099,27.846156,21.212099,27.875178,21.212099,82.122047,21.212099,98.826294,21.212099,94.849022
21.232349,37.928761,21.232349,46.640598,21.232349,44.74158,21.232349,27.261521,21.232349,26.656308,21.232349,26.94241,21.232349,43.510631,21.232349,52.595168,21.232349,52.80105,21.232349,27.047061,21.232349,28.582228,21.232349,28.16976,21.232349,82.198669,21.232349,98.369232,21.232349,94.54847
21.2526,37.04665,21.2526,45.9211,21.2526,44.017767,21.2526,26.73927,21.2526,26.43782,21.2526,26.722867,21.2526,43.67229,21.2526,52.63822,21.2526,52.911047,21.2526,26.42933,21.2526,28.80367,21.2526,28.114257,21.2526,82.23616,21.2526,98.14196,21.2526,94.405403
21.27285,37.103503,21.27285,44.871342,21.27285,43.390843,21.27285,26.474313,21.27285,26.791562,21.27285,26.805503,21.27285,43.768963,21.27285,52.230522,21.27285,52.677593,21.27285,26.589623,21.27285,28.914422,21.27285,28.311153,21.27285,82.080917,21.27285,97.972618,21.27285,94.293747
21.2931,36.895609,21.2931,43.741963,21.2931,42.572998,21.2931,27.001339,21.2931,26.993213,21.2931,26.966178,21.2931,43.555089,21.2931,51.832393,21.2931,52.156438,21.2931,26.887389,21.2931,28.785383,21.2931,28.140278,21.2931,81.688591,21.2931,98.010017,21.2931,94.337692
21.313351,36.236006,21.313351,43.299338,21.313351,42.227323,21.313351,26.842206,21.313351,26.496928,21.313351,26.779333,21.313351,42.507506,21.313351,51.613238,21.313351,51.689363,21.313351,26.678746,21.313351,28.286598,21.313351,27.773843,21.313351,81.916214,21.313351,98.114922,21.313351,94.368927
21.333601,35.956021,21.333601,43.318143,21.333601,42.288082,21.333601,26.473981,21.333601,26.286533,21.333601,26.548922,21.333601,41.578101,21.333601,51.671083,21.333601,51.565042,21.333601,27.013561,21.333601,27.978313,21.333601,27.708092,21.333601,82.023689,21.333601,98.090607,21.333601,94.364998
21.353851,35.672034,21.353851,43.686289,21.353851,42.393979,21.353851,26.355544,21.353851,26.542979,21.353851,26.602389,21.353851,41.719634,21.353851,51.380849,21.353851,51.376099,21.353851,26.799514,21.353851,27.885219,21.353851,27.617139,21.353851,81.844376,21.353851,97.766411,21.353851,94.147781
21.374102,35.641535,21.374102,43.765103,21.374102,42.368409,21.374102,25.672225,21.374102,26.674783,21.374102,26.516459,21.374102,41.739745,21.374102,50.805983,21.374102,50.928739,21.374102,26.054355,21.374102,27.842823,21.374102,27.436769,21.374102,81.914215,21.374102,97.369797,21.374102,93.937531
21.394352,36.212641,21.394352,43.186649,21.394352,42.324237,21.394352,25.833171,21.394352,26.514659,21.394352,26.533947,21.394352,42.309951,21.394352,50.432569,21.394352,51.060017,21.394352,25.912641,21.394352,27.801059,21.394352,27.549577,21.394352,81.553429,21.394352,97.055771,21.394352,93.520653
21.414602,36.462645,21.414602,42.458386,21.414602,42.102779,21.414602,25.975265,21.414602,26.157836,21.414602,26.342089,21.414602,41.975875,21.414602,50.533716,21.414602,51.072819,21.414602,26.149845,21.414602,27.953166,21.414602,27.853839,21.414602,81.504555,21.414602,96.978554,21.414602,93.406601
21.434853,36.052364,21.434853,42.228413,21.434853,41.893723,21.434853,25.410954,21.434853,25.964333,21.434853,26.079813,21.434853,41.364384,21.434853,50.572853,21.434853,50.937163,21.434853,25.655634,21.434853,27.937803,21.434853,27.744253,21.434853,81.711586,21.434853,96.987297,21.434853,93.397537
21.455103,35.782088,21.455103,42.685664,21.455103,42.149894,21.455103,25.026468,21.455103,26.383724,21.455103,26.317744,21.455103,41.351368,21.455103,50.836764,21.455103,51.036384,21.455103,25.740758,21.455103,27.839154,21.455103,27.721694,21.455103,81.561462,21.455103,96.603676,21.455103,93.089806
21.475351,35.428901,21.475351,42.767363,21.475351,41.87408,21.475351,24.732841,21.475351,26.852743,21.475351,26.57588,21.475351,40.908031,21.475351,50.746053,21.475351,50.83053,21.475351,25.689641,21.475351,28.015823,21.475351,27.49908,21.475351,81.646599,21.475351,96.234207,21.475351,93.02018
21.495602,34.961879,21.495602,42.112974,21.495602,41.195964,21.495602,24.766559,21.495602,27.284114,21.495602,26.684734,21.495602,39.767669,21.495602,50.189364,21.495602,50.175924,21.495602,25.253559,21.495602,28.215114,21.495602,27.345594,21.495602,81.877251,21.495602,96.221786,21.495602,93.192116
21.515852,34.502965,21.515852,41.499745,21.515852,40.695591,21.515852,24.294445,21.515852,26.831075,21.515852,26.172391,21.515852,39.137475,21.515852,49.571805,21.515852,49.621311,21.515852,24.507255,21.515852,28.120205,21.515852,27.170251,21.515852,82.123085,21.515852,96.562805,21.515852,93.470459
21.536102,34.280737,21.536102,41.311741,21.536102,40.539425,21.536102,24.498897,21.536102,26.148481,21.536102,25.795915,21.536102,39.868187,21.536102,49.532681,21.536102,49.631465,21.536102,24.882457,21.536102,28.385501,21.536102,27.760585,21.536102,81.591393,21.536102,96.449509,21.536102,93.279015
