,ip (90-10),,oop (90-10),,azi (90-10),,ip (90-10),,oop (90-10),,azi (90-10),,ip (95-05),,oop (95-05),,azi (95-05),,ip (95-05),,oop (95-05),,azi (95-05),,ip,,oop,,azi
,P3HT doped,,P3HT doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,P3HT doped,,P3HT doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,back,,back,,back
5.5789342,40.0117799999999,5.5789342,583.15303,5.5789342,328.36572,5.5789342,55.2949299999999,5.5789342,160.00116,5.5789342,110.60815,5.5789342,18.7795399999999,5.5789342,816.94643,5.5789342,445.38834,5.5789342,64.9614899999999,5.5789342,169.4953,5.5789342,118.57904,5.5789342,541.17059,5.5789342,593.51337,5.5789342,569.35236
5.599184,39.92981,5.599184,524.81569,5.599184,295.3291,5.599184,54.0498,5.599184,170.57312,5.599184,115.18744,5.599184,17.5153800000001,5.599184,693.14479,5.599184,377.70007,5.599184,64.48858,5.599184,181.68976,5.599184,123.94733,5.599184,539.53931,5.599184,591.69421,5.599184,563.0271
5.6194344,38.25451,5.6194344,465.20228,5.6194344,261.27332,5.6194344,52.7978500000001,5.6194344,182.38837,5.6194344,119.61572,5.6194344,15.28344,5.6194344,579.64608,5.6194344,315.66785,5.6194344,61.4688699999999,5.6194344,193.70313,5.6194344,128.1698,5.6194344,538.79102,5.6194344,589.89062,5.6194344,554.08142
5.6396847,37.9984800000001,5.6396847,394.52741,5.6396847,229.28503,5.6396847,53.89093,5.6396847,195.96814,5.6396847,129.53491,5.6396847,16.69239,5.6396847,469.73781,5.6396847,262.84009,5.6396847,58.8854400000001,5.6396847,207.50189,5.6396847,137.21704,5.6396847,537.15344,5.6396847,588.33209,5.6396847,556.41455
5.659935,37.0037799999999,5.659935,351.60644,5.659935,209.50891,5.659935,55.6543599999999,5.659935,225.14416,5.659935,147.73358,5.659935,18.8937999999998,5.659935,409.33954,5.659935,233.93658,5.659935,59.1924399999999,5.659935,237.85443,5.659935,154.20336,5.659935,534.64685,5.659935,586.79285,5.659935,557.20667
5.6801853,35.65735,5.6801853,304.01453,5.6801853,183.41663,5.6801853,56.5341799999999,5.6801853,252.02972,5.6801853,162.79755,5.6801853,20.05017,5.6801853,345.01288,5.6801853,199.19983,5.6801853,60.8835400000001,5.6801853,265.65131,5.6801853,170.08649,5.6801853,532.97504,5.6801853,582.64618,5.6801853,556.40466
5.7004352,35.82294,5.7004352,261.99334,5.7004352,160.41181,5.7004352,56.82367,5.7004352,279.94592,5.7004352,178.57666,5.7004352,19.58685,5.7004352,289.53833,5.7004352,169.21222,5.7004352,61.93042,5.7004352,298.07623,5.7004352,188.73774,5.7004352,530.90149,5.7004352,579.8288,5.7004352,555.03143
5.7206855,35.99554,5.7206855,220.58978,5.7206855,138.57257,5.7206855,55.9580699999999,5.7206855,301.50683,5.7206855,191.22381,5.7206855,19.6319,5.7206855,241.55053,5.7206855,144.03149,5.7206855,61.94379,5.7206855,323.85315,5.7206855,205.30249,5.7206855,529.33252,5.7206855,577.93964,5.7206855,553.22687
5.7409358,36.46606,5.7409358,199.732,5.7409358,128.59772,5.7409358,54.36938,5.7409358,345.8938,5.7409358,218.19483,5.7409358,17.80139,5.7409358,218.08637,5.7409358,132.07648,5.7409358,60.99738,5.7409358,371.99964,5.7409358,233.50965,5.7409358,527.27771,5.7409358,576.99371,5.7409358,551.26312
5.7611861,38.67237,5.7611861,178.04169,5.7611861,117.98901,5.7611861,55.41224,5.7611861,376.46826,5.7611861,237.92328,5.7611861,17.38495,5.7611861,193.26056,5.7611861,118.6997,5.7611861,61.30329,5.7611861,412.20862,5.7611861,256.63916,5.7611861,523.43182,5.7611861,575.03119,5.7611861,548.75983
5.781436,39.2739900000001,5.781436,159.09516,5.781436,107.66174,5.781436,57.4610000000001,5.781436,401.38849,5.781436,254.40881,5.781436,17.6127300000001,5.781436,169.73255,5.781436,106.58405,5.781436,61.2702600000001,5.781436,443.59747,5.781436,274.14038,5.781436,519.78534,5.781436,573.49493,5.781436,546.49823
5.8016863,39.33038,5.8016863,141.71655,5.8016863,98.807,5.8016863,58.97198,5.8016863,415.92261,5.8016863,265.80432,5.8016863,18.961,5.8016863,151.01965,5.8016863,96.49353,5.8016863,62.97186,5.8016863,464.50796,5.8016863,287.27734,5.8016863,517.01062,5.8016863,572.86084,5.8016863,545.33118
5.8219366,38.49664,5.8219366,135.0055,5.8219366,94.66211,5.8219366,56.65008,5.8219366,460.16001,5.8219366,292.06385,5.8219366,18.62152,5.8219366,145.13422,5.8219366,92.54493,5.8219366,62.0597499999999,5.8219366,507.62481,5.8219366,311.85236,5.8219366,516.24463,5.8219366,570.64349,5.8219366,544.40234
5.8421869,37.3299,5.8421869,124.84283,5.8421869,88.09302,5.8421869,54.18836,5.8421869,473.41208,5.8421869,299.03528,5.8421869,18.43,5.8421869,134.21991,5.8421869,86.46393,5.8421869,60.5456000000001,5.8421869,517.07918,5.8421869,317.97845,5.8421869,515.82214,5.8421869,568.84662,5.8421869,543.48218
5.8624372,35.6709599999999,5.8624372,115.53778,5.8624372,82.11048,5.8624372,53.12067,5.8624372,481.18167,5.8624372,303.30774,5.8624372,19.19471,5.8624372,125.50695,5.8624372,81.16297,5.8624372,59.17237,5.8624372,520.95037,5.8624372,320.52515,5.8624372,514.57391,5.8624372,566.08173,5.8624372,542.13531
5.8826871,37.8956,5.8826871,109.40228,5.8826871,79.31635,5.8826871,56.0148,5.8826871,484.41056,5.8826871,307.00141,5.8826871,22.1791699999999,5.8826871,118.58942,5.8826871,78.1845699999999,5.8826871,59.92612,5.8826871,527.40156,5.8826871,324.18958,5.8826871,510.32864,5.8826871,561.89154,5.8826871,539.4707
5.9029374,37.2502400000001,5.9029374,106.10284,5.9029374,77.76928,5.9029374,54.6937200000001,5.9029374,509.73587,5.9029374,323.36157,5.9029374,21.9153400000001,5.9029374,115.65387,5.9029374,76.15301,5.9029374,59.35767,5.9029374,550.26647,5.9029374,337.65484,5.9029374,508.64087,5.9029374,557.74353,5.9029374,536.95087
5.9231877,39.5078800000001,5.9231877,100.13306,5.9231877,75.87586,5.9231877,54.84998,5.9231877,509.58208,5.9231877,324.68665,5.9231877,21.6319,5.9231877,109.40192,5.9231877,72.8092699999999,5.9231877,59.76288,5.9231877,551.61268,5.9231877,340.6228,5.9231877,507.33508,5.9231877,556.31482,5.9231877,535.56378
5.9434381,39.80691,5.9434381,95.4613,5.9434381,74.1727900000001,5.9434381,54.8672700000001,5.9434381,500.16532,5.9434381,320.13684,5.9434381,20.83529,5.9434381,102.41845,5.9434381,69.66706,5.9434381,59.22677,5.9434381,546.90332,5.9434381,339.62726,5.9434381,505.61942,5.9434381,555.59888,5.9434381,533.57977
5.9636879,38.44092,5.9636879,92.7492699999999,5.9636879,72.2392,5.9636879,53.30957,5.9636879,486.41225,5.9636879,312.56421,5.9636879,17.9469,5.9636879,97.36645,5.9636879,66.14722,5.9636879,58.315,5.9636879,539.83975,5.9636879,337.23535,5.9636879,504.58844,5.9636879,553.84485,5.9636879,531.36725
5.9839382,37.16449,5.9839382,90.5813,5.9839382,70.3560200000001,5.9839382,51.06067,5.9839382,498.86861,5.9839382,319.71894,5.9839382,17.78296,5.9839382,94.9033799999999,5.9839382,64.4389700000001,5.9839382,57.64978,5.9839382,555.34651,5.9839382,346.5409,5.9839382,503.09302,5.9839382,551.22589,5.9839382,529.6524
6.0041885,39.21735,6.0041885,86.64862,6.0041885,68.8422300000001,6.0041885,52.45801,6.0041885,488.35404,6.0041885,314.40308,6.0041885,20.15112,6.0041885,91.30664,6.0041885,62.39435,6.0041885,59.39478,6.0041885,545.54184,6.0041885,341.25617,6.0041885,499.62036,6.0041885,549.24396,6.0041885,527.89532
6.0244389,38.767,6.0244389,84.7892500000001,6.0244389,66.90668,6.0244389,52.32535,6.0244389,466.49108,6.0244389,300.46076,6.0244389,20.0218800000001,6.0244389,86.43304,6.0244389,59.2918100000001,6.0244389,60.1968699999999,6.0244389,518.97478,6.0244389,326.19476,6.0244389,497.60489,6.0244389,546.61322,6.0244389,525.78192
6.0446892,40.46201,6.0446892,83.1308,6.0446892,66.6311099999999,6.0446892,52.34836,6.0446892,453.7768,6.0446892,293.85297,6.0446892,19.92331,6.0446892,83.52124,6.0446892,58.64508,6.0446892,61.6309500000001,6.0446892,497.9441,6.0446892,316.74591,6.0446892,495.7648,6.0446892,544.7655,6.0446892,523.4306
6.064939,40.4550800000001,6.064939,83.0011000000001,6.064939,66.28986,6.064939,51.4604500000001,6.064939,452.40045,6.064939,294.05029,6.064939,21.03198,6.064939,82.7338200000001,6.064939,58.61645,6.064939,62.6251199999999,6.064939,481.17108,6.064939,308.76019,6.064939,492.52643,6.064939,542.39722,6.064939,521.14148
6.0851893,39.13574,6.0851893,80.1698600000001,6.0851893,64.31116,6.0851893,50.70611,6.0851893,430.26398,6.0851893,281.53455,6.0851893,21.42556,6.0851893,79.6917100000001,6.0851893,57.29194,6.0851893,62.92059,6.0851893,446.8573,6.0851893,288.995,6.0851893,489.8548,6.0851893,540.65033,6.0851893,519.23315
6.1054397,38.77295,6.1054397,78.7746599999999,6.1054397,62.7551299999999,6.1054397,51.6261000000001,6.1054397,401.47821,6.1054397,263.89899,6.1054397,21.95618,6.1054397,76.7617799999999,6.1054397,56.2999299999999,6.1054397,62.8357600000001,6.1054397,407.84729,6.1054397,266.81995,6.1054397,487.88861,6.1054397,538.71643,6.1054397,517.32379
6.12569,39.3265700000001,6.12569,77.15448,6.12569,61.47357,6.12569,51.6795300000001,6.12569,385.97266,6.12569,253.8847,6.12569,20.3339800000001,6.12569,74.98645,6.12569,54.06714,6.12569,60.0723600000001,6.12569,382.12482,6.12569,249.90411,6.12569,487.49527,6.12569,536.92639,6.12569,516.57428
6.1459398,40.32443,6.1459398,75.5422400000001,6.1459398,60.86322,6.1459398,51.6644599999999,6.1459398,363.3183,6.1459398,241.79523,6.1459398,18.70831,6.1459398,73.20551,6.1459398,51.90869,6.1459398,58.3313299999999,6.1459398,352.51136,6.1459398,232.7179,6.1459398,486.60294,6.1459398,535.81274,6.1459398,515.57501
6.1661901,38.5439099999999,6.1661901,71.85248,6.1661901,59.0831300000001,6.1661901,51.66946,6.1661901,333.18958,6.1661901,225.26953,6.1661901,16.83468,6.1661901,69.3426500000001,6.1661901,50.1519200000001,6.1661901,57.07052,6.1661901,316.49524,6.1661901,212.40192,6.1661901,485.73801,6.1661901,535.86633,6.1661901,514.54077
6.1864405,36.37394,6.1864405,69.3595,6.1864405,57.03753,6.1864405,51.76114,6.1864405,298.26111,6.1864405,205.12268,6.1864405,16.29435,6.1864405,67.19538,6.1864405,49.1102900000001,6.1864405,57.70749,6.1864405,280.61066,6.1864405,191.57953,6.1864405,484.1152,6.1864405,534.01428,6.1864405,512.55823
6.2066908,34.45233,6.2066908,70.99542,6.2066908,57.37461,6.2066908,50.7015299999999,6.2066908,283.28839,6.2066908,194.51615,6.2066908,14.33737,6.2066908,67.09289,6.2066908,48.44852,6.2066908,57.2167299999999,6.2066908,261.33777,6.2066908,180.04001,6.2066908,482.46143,6.2066908,531.50757,6.2066908,510.31381
6.2269411,34.55359,6.2269411,72.79602,6.2269411,58.06445,6.2269411,50.5150800000001,6.2269411,263.16931,6.2269411,180.68817,6.2269411,17.2059,6.2269411,66.3877,6.2269411,48.13018,6.2269411,58.1980000000001,6.2269411,241.95172,6.2269411,168.41461,6.2269411,479.85571,6.2269411,529.22003,6.2269411,508.54993
6.247191,35.5371700000001,6.247191,71.7493900000001,6.247191,57.6926899999999,6.247191,52.5445000000001,6.247191,236.56079,6.247191,164.48596,6.247191,22.45417,6.247191,65.35407,6.247191,48.40564,6.247191,60.2806400000001,6.247191,218.04572,6.247191,155.06806,6.247191,476.8457,6.247191,527.32135,6.247191,506.69171
6.2674413,37.43588,6.2674413,65.8060899999999,6.2674413,55.5983,6.2674413,53.32724,6.2674413,205.58435,6.2674413,146.28519,6.2674413,23.00458,6.2674413,62.51782,6.2674413,46.3797299999999,6.2674413,60.0408699999999,6.2674413,190.92438,6.2674413,138.52518,6.2674413,475.07028,6.2674413,526.28607,6.2674413,505.51199
6.2876916,39.8673700000001,6.2876916,63.5840400000001,6.2876916,55.12139,6.2876916,52.2954100000001,6.2876916,190.60791,6.2876916,137.5465,6.2876916,19.74957,6.2876916,60.04999,6.2876916,44.39569,6.2876916,60.6648600000001,6.2876916,176.46472,6.2876916,129.93927,6.2876916,473.0802,6.2876916,525.79761,6.2876916,504.50092
6.3079419,40.6160199999999,6.3079419,64.49762,6.3079419,55.8836900000001,6.3079419,50.6130599999999,6.3079419,175.06043,6.3079419,127.56106,6.3079419,18.47833,6.3079419,61.44623,6.3079419,44.6683,6.3079419,61.38632,6.3079419,163.01013,6.3079419,121.93563,6.3079419,471.29813,6.3079419,522.85974,6.3079419,502.28867
6.3281918,39.95444,6.3281918,63.9985399999999,6.3281918,55.3795100000001,6.3281918,49.69083,6.3281918,159.46729,6.3281918,117.9021,6.3281918,18.1445999999999,6.3281918,61.091,6.3281918,44.40905,6.3281918,59.66495,6.3281918,149.49377,6.3281918,113.91455,6.3281918,469.96719,6.3281918,520.75708,6.3281918,500.3241
6.3484421,37.74918,6.3484421,61.33979,6.3484421,53.88858,6.3484421,50.4413499999999,6.3484421,142.87922,6.3484421,108.36893,6.3484421,19.60883,6.3484421,60.02088,6.3484421,43.8902900000001,6.3484421,58.52564,6.3484421,136.60322,6.3484421,105.58273,6.3484421,468.8208,6.3484421,517.91125,6.3484421,498.55002
6.3686924,35.7552800000001,6.3686924,61.97046,6.3686924,54.13172,6.3686924,50.5581100000001,6.3686924,135.71625,6.3686924,104.18134,6.3686924,20.1680600000001,6.3686924,60.88587,6.3686924,44.7140499999999,6.3686924,56.91583,6.3686924,130.6496,6.3686924,101.63269,6.3686924,466.98773,6.3686924,515.88458,6.3686924,496.29724
6.3889427,36.15848,6.3889427,62.13751,6.3889427,53.9368000000001,6.3889427,51.0657000000001,6.3889427,127.6029,6.3889427,98.7951900000001,6.3889427,19.00976,6.3889427,59.55688,6.3889427,44.12912,6.3889427,56.88986,6.3889427,122.18249,6.3889427,96.96664,6.3889427,465.06833,6.3889427,515.20624,6.3889427,494.90018
6.409193,36.47705,6.409193,60.8684099999999,6.409193,53.1436700000001,6.409193,51.0391799999999,6.409193,118.25916,6.409193,93.1623500000001,6.409193,16.9921000000001,6.409193,57.1131599999999,6.409193,43.2914400000001,6.409193,56.8274500000001,6.409193,115.46729,6.409193,93.1750500000001,6.409193,464.18158,6.409193,514.53186,6.409193,493.63898
6.4294429,38.6896400000001,6.4294429,61.1425500000001,6.4294429,53.29511,6.4294429,52.52881,6.4294429,111.27725,6.4294429,88.15985,6.4294429,19.9161100000001,6.4294429,56.4736100000001,6.4294429,43.5147699999999,6.4294429,58.1586900000001,6.4294429,112.04392,6.4294429,90.3080500000001,6.4294429,460.58331,6.4294429,511.04556,6.4294429,490.90942
6.4496932,37.2848800000001,6.4496932,63.4057000000001,6.4496932,53.61383,6.4496932,51.7908,6.4496932,109.08423,6.4496932,86.34454,6.4496932,21.64349,6.4496932,57.47107,6.4496932,44.55938,6.4496932,58.49267,6.4496932,110.41131,6.4496932,88.67584,6.4496932,458.27454,6.4496932,508.38367,6.4496932,489.16895
6.4699435,35.11011,6.4699435,64.00567,6.4699435,52.98416,6.4699435,50.8162300000001,6.4699435,105.08325,6.4699435,83.3268099999999,6.4699435,21.1318400000001,6.4699435,56.56836,6.4699435,44.04349,6.4699435,58.3046300000001,6.4699435,105.44769,6.4699435,86.26126,6.4699435,457.77496,6.4699435,506.63422,6.4699435,487.75473
6.4901938,34.56513,6.4901938,60.99781,6.4901938,51.5561,6.4901938,49.2142,6.4901938,97.59021,6.4901938,79.4643600000001,6.4901938,20.40469,6.4901938,53.935,6.4901938,42.51917,6.4901938,56.51972,6.4901938,97.97528,6.4901938,83.23383,6.4901938,457.30609,6.4901938,507.01318,6.4901938,487.14941
6.5104437,35.53875,6.5104437,61.7906200000001,6.5104437,52.7155700000001,6.5104437,47.46365,6.5104437,92.22037,6.5104437,76.7128300000001,6.5104437,20.00393,6.5104437,54.12619,6.5104437,42.1264000000001,6.5104437,53.7998,6.5104437,94.40744,6.5104437,80.1273800000001,6.5104437,457.34003,6.5104437,504.39853,6.5104437,485.3501
6.530694,36.9271899999999,6.530694,65.28534,6.530694,54.7609899999999,6.530694,48.61698,6.530694,93.0394300000001,6.530694,77.4581299999999,6.530694,21.19263,6.530694,56.9453100000001,6.530694,43.2045899999999,6.530694,55.24106,6.530694,95.73456,6.530694,80.12646,6.530694,454.33386,6.530694,499.51459,6.530694,482.12732
6.5509443,38.02673,6.5509443,66.01188,6.5509443,55.2922899999999,6.5509443,48.72598,6.5509443,90.82267,6.5509443,75.36224,6.5509443,22.06649,6.5509443,57.6533500000001,6.5509443,43.64642,6.5509443,57.67214,6.5509443,95.1761200000001,6.5509443,80.1887200000001,6.5509443,451.3924,6.5509443,496.08395,6.5509443,479.50574
6.5711946,38.31936,6.5711946,64.3342500000001,6.5711946,55.06085,6.5711946,48.3968199999999,6.5711946,87.59329,6.5711946,72.65924,6.5711946,20.2046799999999,6.5711946,57.80831,6.5711946,43.99182,6.5711946,57.41824,6.5711946,90.38668,6.5711946,77.81714,6.5711946,450.30988,6.5711946,495.44077,6.5711946,478.42871
6.591445,40.59415,6.591445,63.2204600000001,6.591445,55.2348299999999,6.591445,49.73883,6.591445,85.22797,6.591445,71.96127,6.591445,19.02115,6.591445,58.35486,6.591445,44.87594,6.591445,55.73694,6.591445,87.9518400000001,6.591445,76.00357,6.591445,448.78146,6.591445,494.94513,6.591445,477.26993
6.6116948,42.2076700000001,6.6116948,63.1647400000001,6.6116948,55.79035,6.6116948,48.8085600000001,6.6116948,83.78766,6.6116948,71.9885900000001,6.6116948,19.41702,6.6116948,59.5191100000001,6.6116948,46.48023,6.6116948,55.44177,6.6116948,87.25263,6.6116948,75.8427200000001,6.6116948,447.06549,6.6116948,494.29333,6.6116948,475.50195
6.6319451,40.92066,6.6319451,61.05218,6.6319451,55.43884,6.6319451,47.58859,6.6319451,81.2579900000001,6.6319451,70.3977,6.6319451,19.90305,6.6319451,59.2315600000001,6.6319451,46.68841,6.6319451,56.31708,6.6319451,84.92205,6.6319451,75.5899,6.6319451,446.44757,6.6319451,493.02338,6.6319451,473.90021
6.6521955,40.17463,6.6521955,61.1882,6.6521955,55.33795,6.6521955,46.9416200000001,6.6521955,79.7680299999999,6.6521955,68.38788,6.6521955,22.2157,6.6521955,58.6075099999999,6.6521955,46.14868,6.6521955,55.00266,6.6521955,82.43295,6.6521955,73.1546,6.6521955,444.65359,6.6521955,490.99686,6.6521955,472.56128
6.6724458,39.69195,6.6724458,63.1939,6.6724458,55.44767,6.6724458,47.74762,6.6724458,80.45105,6.6724458,68.4941100000001,6.6724458,22.7169799999999,6.6724458,60.9065499999999,6.6724458,47.0366500000001,6.6724458,52.7737399999999,6.6724458,81.08831,6.6724458,71.5009500000001,6.6724458,443.8042,6.6724458,488.36414,6.6724458,471.13345
6.6926956,39.88901,6.6926956,65.4131500000001,6.6926956,56.28467,6.6926956,48.90659,6.6926956,79.88306,6.6926956,68.79743,6.6926956,21.64783,6.6926956,62.88575,6.6926956,47.6182900000001,6.6926956,54.164,6.6926956,80.7617800000001,6.6926956,71.82691,6.6926956,441.3804,6.6926956,486.32269,6.6926956,469.30505
6.7129459,40.3967000000001,6.7129459,66.35404,6.7129459,56.414,6.7129459,48.4269700000001,6.7129459,78.2988,6.7129459,68.25488,6.7129459,21.16254,6.7129459,62.79288,6.7129459,47.86499,6.7129459,55.3474400000001,6.7129459,80.8486600000001,6.7129459,71.94165,6.7129459,439.24704,6.7129459,484.0726,6.7129459,467.30603
6.7331963,42.41403,6.7331963,65.5455599999999,6.7331963,56.2376700000001,6.7331963,49.08899,6.7331963,77.5914,6.7331963,67.19683,6.7331963,23.40536,6.7331963,64.10599,6.7331963,49.06207,6.7331963,57.5788,6.7331963,80.53165,6.7331963,72.0738500000001,6.7331963,436.11023,6.7331963,482.51535,6.7331963,465.63715
6.7534466,42.9582900000001,6.7534466,66.2822599999999,6.7534466,57.11725,6.7534466,50.0949400000001,6.7534466,78.20407,6.7534466,67.11255,6.7534466,27.78565,6.7534466,67.11075,6.7534466,51.5083,6.7534466,58.1578700000001,6.7534466,80.10049,6.7534466,71.7633099999999,6.7534466,433.28674,6.7534466,479.88315,6.7534466,463.33514
6.7736969,42.44617,6.7736969,67.48361,6.7736969,57.81417,6.7736969,49.68704,6.7736969,75.57516,6.7736969,65.93075,6.7736969,28.50821,6.7736969,69.1575,6.7736969,53.04635,6.7736969,57.63016,6.7736969,78.26657,6.7736969,70.36813,6.7736969,432.02472,6.7736969,478.73154,6.7736969,462.22855
6.7939467,43.88321,6.7939467,67.46192,6.7939467,58.2645599999999,6.7939467,49.46612,6.7939467,71.9608200000001,6.7939467,64.42764,6.7939467,28.48617,6.7939467,67.7748400000001,6.7939467,52.73563,6.7939467,57.12741,6.7939467,76.7168600000001,6.7939467,69.29196,6.7939467,430.46326,6.7939467,478.16876,6.7939467,460.99411
6.8141971,44.50406,6.8141971,66.8221499999999,6.8141971,57.59525,6.8141971,48.60992,6.8141971,69.1698,6.8141971,62.91831,6.8141971,27.16317,6.8141971,65.99732,6.8141971,51.39111,6.8141971,56.13232,6.8141971,75.9285900000001,6.8141971,67.9627399999999,6.8141971,429.70737,6.8141971,477.48773,6.8141971,460.20877
6.8344474,43.86706,6.8344474,69.3163100000001,6.8344474,58.5603899999999,6.8344474,46.10635,6.8344474,70.49551,6.8344474,62.85611,6.8344474,26.25253,6.8344474,66.1944200000001,6.8344474,51.8441100000001,6.8344474,55.7135300000001,6.8344474,76.70553,6.8344474,68.01895,6.8344474,429.82938,6.8344474,474.61185,6.8344474,458.69608
6.8546977,42.68106,6.8546977,72.4863600000001,6.8546977,60.92936,6.8546977,44.23309,6.8546977,70.33944,6.8546977,62.4387500000001,6.8546977,24.9856599999999,6.8546977,66.5363400000001,6.8546977,52.59275,6.8546977,56.2935199999999,6.8546977,76.31302,6.8546977,68.55393,6.8546977,428.33072,6.8546977,472.27048,6.8546977,456.53262
6.8749475,41.94452,6.8749475,72.4590400000001,6.8749475,62.0652100000001,6.8749475,45.12686,6.8749475,67.8375799999999,6.8749475,62.0918200000001,6.8749475,21.4718,6.8749475,67.63299,6.8749475,52.29327,6.8749475,55.05139,6.8749475,74.23022,6.8749475,67.6139200000001,6.8749475,427.77176,6.8749475,471.41858,6.8749475,455.1879
6.8951979,44.37003,6.8951979,69.11142,6.8951979,61.83624,6.8951979,47.1444099999999,6.8951979,68.11319,6.8951979,62.1076600000001,6.8951979,21.5666199999999,6.8951979,69.0433699999999,6.8951979,52.43405,6.8951979,54.71668,6.8951979,71.2310500000001,6.8951979,66.1363500000001,6.8951979,425.04138,6.8951979,470.98318,6.8951979,453.49463
6.9154482,45.28894,6.9154482,69.1602800000001,6.9154482,61.1605500000001,6.9154482,48.34121,6.9154482,69.4600300000001,6.9154482,61.77683,6.9154482,23.4352699999999,6.9154482,69.44538,6.9154482,52.7762800000001,6.9154482,54.87878,6.9154482,70.09357,6.9154482,65.7345300000001,6.9154482,422.76401,6.9154482,469.6618,6.9154482,452.02072
6.9356985,44.9285800000001,6.9356985,69.18592,6.9356985,61.5462100000001,6.9356985,48.0518100000001,6.9356985,67.5716599999999,6.9356985,60.7460400000001,6.9356985,24.7504200000001,6.9356985,68.2850999999999,6.9356985,53.31861,6.9356985,55.7932400000001,6.9356985,69.52588,6.9356985,65.9160200000001,6.9356985,421.50034,6.9356985,469.35577,6.9356985,451.01263
6.9559488,45.34512,6.9559488,69.1795,6.9559488,62.54995,6.9559488,48.71542,6.9559488,66.4930399999999,6.9559488,60.94198,6.9559488,25.5800800000001,6.9559488,68.24164,6.9559488,54.13494,6.9559488,55.11957,6.9559488,70.12256,6.9559488,66.31408,6.9559488,420.51178,6.9559488,467.30878,6.9559488,449.30164
6.9761987,45.55578,6.9761987,69.37155,6.9761987,63.27023,6.9761987,49.82244,6.9761987,65.7167,6.9761987,61.4041700000001,6.9761987,25.46975,6.9761987,67.2275100000001,6.9761987,54.25686,6.9761987,55.4214100000001,6.9761987,70.03989,6.9761987,66.38629,6.9761987,418.65302,6.9761987,465.9003,6.9761987,447.47565
6.996449,43.8932800000001,6.996449,73.01822,6.996449,64.8067,6.996449,48.74792,6.996449,65.7509499999999,6.996449,61.0140100000001,6.996449,24.40765,6.996449,68.7626599999999,6.996449,54.64694,6.996449,54.35592,6.996449,71.49466,6.996449,66.1804800000001,6.996449,418.16425,6.996449,462.84256,6.996449,445.69037
7.0166993,44.20508,7.0166993,77.3501000000001,7.0166993,66.6086500000001,7.0166993,48.8928199999999,7.0166993,66.51831,7.0166993,61.32785,7.0166993,23.08676,7.0166993,71.13343,7.0166993,55.58213,7.0166993,54.54978,7.0166993,70.75714,7.0166993,65.82212,7.0166993,415.96295,7.0166993,460.35986,7.0166993,443.68057
7.0369496,45.08829,7.0369496,77.83725,7.0369496,66.8164700000001,7.0369496,48.79917,7.0369496,65.3234000000001,7.0369496,60.73526,7.0369496,23.71637,7.0369496,69.4992400000001,7.0369496,55.66626,7.0369496,54.82859,7.0369496,69.45005,7.0369496,64.67337,7.0369496,414.02856,7.0369496,459.78262,7.0369496,442.34146
7.0571995,45.0558800000001,7.0571995,76.75931,7.0571995,66.42005,7.0571995,49.57059,7.0571995,63.09781,7.0571995,60.15006,7.0571995,25.76007,7.0571995,68.41855,7.0571995,55.5328999999999,7.0571995,55.74258,7.0571995,69.6548799999999,7.0571995,64.80005,7.0571995,412.49521,7.0571995,459.49716,7.0571995,441.23251
7.0774498,45.37835,7.0774498,77.53875,7.0774498,66.4641100000001,7.0774498,49.1110499999999,7.0774498,64.18341,7.0774498,60.2481,7.0774498,23.97665,7.0774498,68.58178,7.0774498,54.67822,7.0774498,54.56533,7.0774498,70.04089,7.0774498,64.88778,7.0774498,411.66254,7.0774498,457.33704,7.0774498,440.06693
7.0977001,45.3095099999999,7.0977001,78.42093,7.0977001,67.13208,7.0977001,48.2051399999999,7.0977001,66.32535,7.0977001,60.3058199999999,7.0977001,21.8761299999999,7.0977001,69.121,7.0977001,54.09811,7.0977001,53.54163,7.0977001,70.38474,7.0977001,64.8736599999999,7.0977001,410.46347,7.0977001,455.77841,7.0977001,438.89496
7.1179504,44.68341,7.1179504,80.27777,7.1179504,67.88558,7.1179504,47.3905,7.1179504,67.77423,7.1179504,59.5786700000001,7.1179504,21.17965,7.1179504,68.45172,7.1179504,53.0283800000001,7.1179504,52.7258899999999,7.1179504,69.82507,7.1179504,64.5373500000001,7.1179504,409.45203,7.1179504,453.3772,7.1179504,437.43604
7.1382008,46.40146,7.1382008,79.63006,7.1382008,68.25022,7.1382008,47.21759,7.1382008,66.10309,7.1382008,58.6749,7.1382008,22.91363,7.1382008,67.33667,7.1382008,52.8551,7.1382008,52.65945,7.1382008,70.39349,7.1382008,65.2838800000001,7.1382008,407.56595,7.1382008,451.63965,7.1382008,435.52072
7.1584506,46.28879,7.1584506,79.32141,7.1584506,67.69583,7.1584506,48.24622,7.1584506,64.23901,7.1584506,58.35364,7.1584506,25.71277,7.1584506,66.72205,7.1584506,53.59988,7.1584506,53.3953300000001,7.1584506,70.8699300000001,7.1584506,65.23358,7.1584506,405.65875,7.1584506,449.70111,7.1584506,433.99817
