,ip (90-10),,oop (90-10),,azi (90-10),,ip (90-10),,oop (90-10),,azi (90-10),,ip (95-05),,oop (95-05),,azi (95-05),,ip (95-05),,oop (95-05),,azi (95-05),,ip,,oop,,azi,,ip,,oop,,ip,,oop
,PCE doped,,PCE doped,,P3HT doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,PCE doped,,PCE doped,,PCE doped,,P3HT undoped,,P3HT undoped,,P3HT undoped,,back,,back,,back,,PBTTT doped,,PBTTT doped,,PBTTT undoped,,PBTTT undoped
13.010762,65.25731,13.010762,71.90367,13.010762,73.48602,13.010762,82.64444,13.010762,68.2018,13.010762,75.43795,13.010762,78.28755,13.010762,91.26002,13.010762,91.46496,13.010762,56.8819,13.010762,47.2222,13.010762,52.36125,13.010762,177.58249,13.010762,206.60579,13.010762,196.16904,13.010762,132.510842,13.010762,136.894032,13.010762,158.894752,13.010762,135.235652
13.031013,65.14122,13.031013,72.14523,13.031013,73.80256,13.031013,83.12762,13.031013,68.9241300000001,13.031013,76.0879,13.031013,78.59106,13.031013,92.01724,13.031013,92.63536,13.031013,57.6396,13.031013,47.04886,13.031013,52.78515,13.031013,177.76459,13.031013,206.04373,13.031013,195.75188,13.031013,133.854092,13.031013,137.924374,13.031013,159.468842,13.031013,135.834194
13.051263,65.74582,13.051263,72.29953,13.051263,74.2919,13.051263,84.66005,13.051263,68.11939,13.051263,76.49298,13.051263,78.14363,13.051263,91.33148,13.051263,92.33612,13.051263,58.51836,13.051263,45.14636,13.051263,52.31934,13.051263,177.36052,13.051263,206.40814,13.051263,195.58609,13.051263,134.306506,13.051263,135.986932,13.051263,161.522326,13.051263,134.538812
13.071513,66.55207,13.071513,73.12153,13.071513,75.18063,13.071513,85.03296,13.071513,67.48613,13.071513,76.59713,13.071513,78.28038,13.071513,90.49156,13.071513,92.14285,13.071513,59.51726,13.071513,43.68657,13.071513,51.98753,13.071513,176.54977,13.071513,206.74901,13.071513,195.30875,13.071513,135.075186,13.071513,135.559818,13.071513,164.302326,13.071513,133.132388
13.091763,65.93308,13.091763,73.117,13.091763,74.9425900000001,13.091763,84.85066,13.091763,67.36163,13.091763,76.33203,13.091763,78.35967,13.091763,91.0264,13.091763,92.35186,13.091763,59.1386,13.091763,44.37658,13.091763,52.0088000000001,13.091763,176.20796,13.091763,206.38782,13.091763,195.01212,13.091763,135.736578,13.091763,136.654016,13.091763,166.527868,13.091763,133.271446
13.112014,65.9162,13.112014,74.72868,13.112014,75.21106,13.112014,85.16829,13.112014,68.97768,13.112014,76.7756,13.112014,78.55225,13.112014,92.42827,13.112014,92.82004,13.112014,58.81325,13.112014,46.58708,13.112014,52.54503,13.112014,176.62886,13.112014,204.69246,13.112014,194.6261,13.112014,136.673538,13.112014,138.660798,13.112014,167.705858,13.112014,134.540158
13.132264,67.94922,13.132264,76.15981,13.132264,76.47556,13.132264,86.8130100000001,13.132264,70.04482,13.132264,77.87894,13.132264,79.57517,13.132264,93.36126,13.132264,93.69086,13.132264,60.40145,13.132264,47.15038,13.132264,53.61725,13.132264,175.73347,13.132264,203.58546,13.132264,193.56918,13.132264,139.867246,13.132264,140.451938,13.132264,169.605006,13.132264,134.214358
13.152514,70.57926,13.152514,75.62466,13.152514,77.5858,13.152514,89.41708,13.152514,69.39062,13.152514,79.12105,13.152514,81.75114,13.152514,93.54873,13.152514,94.88444,13.152514,63.02517,13.152514,46.3124,13.152514,54.6143,13.152514,174.00916,13.152514,203.79984,13.152514,192.55739,13.152514,143.039258,13.152514,139.525732,13.152514,172.784798,13.152514,131.780952
13.172765,70.50705,13.172765,74.73622,13.172765,77.5395400000001,13.172765,89.79348,13.172765,68.65626,13.172765,79.11364,13.172765,82.35128,13.172765,93.54954,13.172765,95.09725,13.172765,62.94104,13.172765,46.5997,13.172765,54.6502,13.172765,173.82362,13.172765,203.5873,13.172765,192.2971,13.172765,143.671456,13.172765,139.03936,13.172765,174.504586,13.172765,131.4457
13.193014,69.57027,13.193014,74.87127,13.193014,77.30578,13.193014,90.46952,13.193014,68.74362,13.193014,79.18548,13.193014,82.51538,13.193014,92.94015,13.193014,94.83386,13.193014,62.46085,13.193014,47.32008,13.193014,54.50583,13.193014,174.40225,13.193014,203.26816,13.193014,192.44318,13.193014,142.75566,13.193014,139.485588,13.193014,175.02303,13.193014,130.384388
13.213264,69.49314,13.213264,76.0158500000001,13.213264,77.79707,13.213264,90.61457,13.213264,68.76475,13.213264,79.10048,13.213264,82.42512,13.213264,93.86833,13.213264,95.29021,13.213264,62.7947,13.213264,47.69944,13.213264,54.66682,13.213264,174.07906,13.213264,202.88268,13.213264,192.16359,13.213264,143.902738,13.213264,140.893444,13.213264,176.453638,13.213264,130.165994
13.233515,70.39496,13.233515,77.16997,13.233515,78.70091,13.233515,92.41701,13.233515,69.86369,13.233515,80.06804,13.233515,84.24434,13.233515,94.99828,13.233515,96.1548,13.233515,64.4691,13.233515,48.48871,13.233515,55.63409,13.233515,172.69664,13.233515,201.61229,13.233515,191.10338,13.233515,145.856472,13.233515,142.236152,13.233515,179.051412,13.233515,130.627842
13.253765,70.91704,13.253765,77.50424,13.253765,79.38521,13.253765,93.46095,13.253765,70.474,13.253765,80.74281,13.253765,85.97304,13.253765,95.34369,13.253765,96.88863,13.253765,66.95869,13.253765,48.97841,13.253765,56.98309,13.253765,171.93074,13.253765,200.32013,13.253765,190.08824,13.253765,148.242442,13.253765,143.640714,13.253765,180.070962,13.253765,131.344784
13.274015,71.76735,13.274015,77.39688,13.274015,80.1058200000001,13.274015,94.1398300000001,13.274015,70.07635,13.274015,81.28929,13.274015,86.43329,13.274015,95.27264,13.274015,97.11565,13.274015,67.98299,13.274015,49.65082,13.274015,57.93938,13.274015,171.61905,13.274015,199.2746,13.274015,189.21083,13.274015,149.30198,13.274015,144.23056,13.274015,181.04362,13.274015,131.69131
13.294266,73.3907,13.294266,77.3418600000001,13.294266,80.7735,13.294266,95.49897,13.294266,69.82837,13.294266,81.89389,13.294266,87.8563,13.294266,95.6391,13.294266,97.9182400000001,13.294266,69.34031,13.294266,49.96579,13.294266,58.62243,13.294266,170.79662,13.294266,198.93329,13.294266,188.61185,13.294266,150.415146,13.294266,144.570822,13.294266,185.086656,13.294266,131.457602
13.314516,73.85171,13.314516,77.13677,13.314516,80.70586,13.314516,97.27148,13.314516,69.84044,13.314516,82.36968,13.314516,89.34234,13.314516,94.84252,13.314516,98.18364,13.314516,70.03506,13.314516,49.4992200000001,13.314516,58.49396,13.314516,170.19153,13.314516,199.35832,13.314516,188.56938,13.314516,150.978384,13.314516,143.963136,13.314516,188.125084,13.314516,129.548706
13.334766,73.8017000000001,13.334766,78.05563,13.334766,80.82429,13.334766,97.7891600000001,13.334766,70.12637,13.334766,82.33125,13.334766,89.26834,13.334766,94.78051,13.334766,98.00532,13.334766,70.12569,13.334766,50.253,13.334766,58.44121,13.334766,170.36978,13.334766,198.65256,13.334766,188.49614,13.334766,151.882004,13.334766,145.007038,13.334766,190.085924,13.334766,129.722698
13.355017,74.98906,13.355017,78.17244,13.355017,81.15399,13.355017,98.75277,13.355017,70.6291900000001,13.355017,82.61331,13.355017,89.46206,13.355017,95.04246,13.355017,97.96359,13.355017,70.73288,13.355017,50.56233,13.355017,58.77126,13.355017,169.87788,13.355017,197.98656,13.355017,188.0784,13.355017,153.268344,13.355017,146.144188,13.355017,193.244684,13.355017,130.457848
13.375266,76.33361,13.375266,78.29674,13.375266,81.6271,13.375266,100.66197,13.375266,70.87544,13.375266,83.55548,13.375266,90.08677,13.375266,94.83638,13.375266,97.79086,13.375266,72.37782,13.375266,50.76732,13.375266,59.6869,13.375266,169.67867,13.375266,197.36702,13.375266,187.72809,13.375266,155.002506,13.375266,146.987486,13.375266,196.327616,13.375266,131.056796
13.395516,76.17041,13.395516,79.16246,13.395516,81.97931,13.395516,101.05684,13.395516,70.76531,13.395516,83.86389,13.395516,90.0511,13.395516,94.32973,13.395516,97.49261,13.395516,73.09058,13.395516,50.14075,13.395516,59.85795,13.395516,169.39885,13.395516,197.22737,13.395516,187.44681,13.395516,156.65043,13.395516,146.858496,13.395516,197.65336,13.395516,131.000586
13.415767,76.23343,13.415767,79.06161,13.415767,82.15399,13.415767,102.3967,13.415767,70.81021,13.415767,84.46442,13.415767,90.26358,13.415767,93.22735,13.415767,97.24137,13.415767,74.09639,13.415767,49.35965,13.415767,59.96396,13.415767,168.92874,13.415767,197.08054,13.415767,186.99774,13.415767,158.585132,13.415767,146.148222,13.415767,199.385122,13.415767,130.653472
13.436017,76.37643,13.436017,79.36932,13.436017,82.63844,13.436017,103.97996,13.436017,70.68222,13.436017,84.95836,13.436017,91.4737100000001,13.436017,92.01694,13.436017,97.38097,13.436017,74.74106,13.436017,48.82518,13.436017,60.08813,13.436017,168.2101,13.436017,197.0979,13.436017,186.53389,13.436017,161.11361,13.436017,146.69379,13.436017,202.69872,13.436017,129.02259
13.456267,77.24994,13.456267,79.31795,13.456267,82.9831600000001,13.456267,106.94849,13.456267,71.47618,13.456267,86.40397,13.456267,93.22138,13.456267,91.94454,13.456267,97.8590700000001,13.456267,77.02638,13.456267,48.59224,13.456267,61.12961,13.456267,167.09448,13.456267,196.59007,13.456267,185.80685,13.456267,162.881794,13.456267,148.096276,13.456267,206.462514,13.456267,127.820276
13.476518,77.68103,13.476518,79.96586,13.476518,83.48874,13.476518,108.71074,13.476518,72.50038,13.476518,87.94336,13.476518,93.66298,13.476518,92.88145,13.476518,98.30997,13.476518,78.5096,13.476518,49.01429,13.476518,61.9538,13.476518,166.4106,13.476518,195.86266,13.476518,185.15622,13.476518,164.87884,13.476518,150.057978,13.476518,209.77746,13.476518,127.674128
13.496768,78.5958,13.496768,79.8308200000001,13.496768,83.78322,13.496768,109.922,13.496768,71.9108400000001,13.496768,88.1924,13.496768,94.27121,13.496768,92.91051,13.496768,98.36839,13.496768,78.63083,13.496768,49.96641,13.496768,62.19301,13.496768,165.81137,13.496768,194.8575,13.496768,184.40068,13.496768,166.399156,13.496768,150.69605,13.496768,212.132376,13.496768,128.11106
13.517018,79.87636,13.517018,79.19261,13.517018,83.99341,13.517018,110.22181,13.517018,71.70033,13.517018,88.2638,13.517018,94.72504,13.517018,92.98774,13.517018,98.46027,13.517018,79.72326,13.517018,50.41224,13.517018,62.81528,13.517018,165.60168,13.517018,194.03664,13.517018,183.83746,13.517018,167.779634,13.517018,149.992492,13.517018,214.746704,13.517018,128.009212
13.537269,80.66783,13.537269,77.90234,13.537269,83.90397,13.537269,110.661,13.537269,71.24545,13.537269,88.18598,13.537269,95.61577,13.537269,92.57883,13.537269,98.79465,13.537269,80.70842,13.537269,49.70419,13.537269,62.87181,13.537269,165.73201,13.537269,193.93213,13.537269,183.74728,13.537269,168.511018,13.537269,149.498334,13.537269,217.966378,13.537269,126.941724
13.557518,81.90173,13.557518,78.77711,13.557518,84.82518,13.557518,113.34639,13.557518,71.0167,13.557518,88.98165,13.557518,97.2969500000001,13.557518,92.53782,13.557518,99.19768,13.557518,82.58449,13.557518,49.82081,13.557518,63.29265,13.557518,165.1837,13.557518,193.6068,13.557518,183.47978,13.557518,170.03499,13.557518,149.64871,13.557518,221.24498,13.557518,127.10055
13.577768,82.60753,13.577768,80.98651,13.577768,86.25653,13.577768,114.92656,13.577768,71.68524,13.577768,90.0493800000001,13.577768,98.79915,13.577768,93.35989,13.577768,100.00378,13.577768,84.69931,13.577768,50.937,13.577768,64.65437,13.577768,164.11168,13.577768,192.59427,13.577768,182.4552,13.577768,172.835794,13.577768,151.453066,13.577768,225.264894,13.577768,127.658516
13.598019,83.44606,13.598019,81.70782,13.598019,87.00595,13.598019,115.77934,13.598019,71.76086,13.598019,90.4014,13.598019,99.71162,13.598019,93.68039,13.598019,100.45599,13.598019,85.73028,13.598019,51.48591,13.598019,65.36627,13.598019,163.51717,13.598019,192.07642,13.598019,181.82129,13.598019,175.200476,13.598019,152.611076,13.598019,228.909436,13.598019,125.962546
13.618269,83.1607,13.618269,80.9568700000001,13.618269,86.61555,13.618269,116.20871,13.618269,71.73793,13.618269,90.46714,13.618269,99.4269200000001,13.618269,93.72057,13.618269,100.58866,13.618269,85.60201,13.618269,51.29525,13.618269,65.36016,13.618269,163.42068,13.618269,192.04179,13.618269,181.66631,13.618269,176.212594,13.618269,153.091512,13.618269,231.545664,13.618269,125.258072
13.638519,83.65233,13.638519,79.6228,13.638519,86.0835500000001,13.638519,118.68198,13.638519,70.76184,13.638519,90.82544,13.638519,100.15857,13.638519,92.4476,13.638519,100.09646,13.638519,87.06197,13.638519,50.60882,13.638519,65.85354,13.638519,162.63647,13.638519,192.0788,13.638519,181.27277,13.638519,177.625936,13.638519,151.80549,13.638519,234.983146,13.638519,125.30174
13.65877,84.37231,13.65877,79.88706,13.65877,86.30711,13.65877,121.23042,13.65877,70.67352,13.65877,91.72624,13.65877,101.06901,13.65877,91.87427,13.65877,100.10286,13.65877,88.72674,13.65877,50.14874,13.65877,66.25935,13.65877,161.99434,13.65877,191.67578,13.65877,180.89995,13.65877,180.630382,13.65877,152.226704,13.65877,239.593092,13.65877,125.641344
13.67902,84.98535,13.67902,80.20381,13.67902,86.6994,13.67902,122.34199,13.67902,70.8159,13.67902,92.39346,13.67902,101.68043,13.67902,91.82631,13.67902,100.41574,13.67902,89.92784,13.67902,50.442,13.67902,66.97714,13.67902,161.92763,13.67902,191.20833,13.67902,180.5163,13.67902,182.945634,13.67902,152.574874,13.67902,242.463394,13.67902,125.959034
13.69927,85.62783,13.69927,80.84221,13.69927,87.17697,13.69927,121.21372,13.69927,71.37651,13.69927,92.0784300000001,13.69927,101.41855,13.69927,92.0544,13.69927,100.26584,13.69927,90.79305,13.69927,50.49509,13.69927,67.28092,13.69927,162.08395,13.69927,190.70253,13.69927,180.2955,13.69927,184.25555,13.69927,152.549174,13.69927,244.91174,13.69927,125.665024
13.719521,85.82954,13.719521,80.32785,13.719521,86.85664,13.719521,122.07976,13.719521,71.17664,13.719521,92.0949500000001,13.719521,100.84312,13.719521,91.15933,13.719521,99.63966,13.719521,91.97406,13.719521,50.63089,13.719521,67.63012,13.719521,161.7744,13.719521,190.64691,13.719521,180.15047,13.719521,185.44842,13.719521,151.200698,13.719521,247.46081,13.719521,124.434678
13.73977,86.83113,13.73977,80.3757,13.73977,87.01268,13.73977,125.40199,13.73977,71.8067,13.73977,93.56071,13.73977,102.78273,13.73977,91.1019,13.73977,100.08391,13.73977,94.32978,13.73977,50.72772,13.73977,68.4564,13.73977,160.79958,13.73977,190.26352,13.73977,179.6888,13.73977,187.216894,13.73977,151.295626,13.73977,251.673014,13.73977,125.451326
13.76002,87.13265,13.76002,80.20839,13.76002,87.21391,13.76002,126.54376,13.76002,72.83369,13.76002,94.62486,13.76002,103.80362,13.76002,92.05803,13.76002,100.74888,13.76002,95.5665,13.76002,51.74603,13.76002,69.34212,13.76002,160.13806,13.76002,189.13402,13.76002,178.86577,13.76002,189.360058,13.76002,153.377216,13.76002,256.217508,13.76002,126.744526
13.780271,87.08969,13.780271,79.6152800000001,13.780271,86.93232,13.780271,126.80785,13.780271,72.51317,13.780271,94.57663,13.780271,104.35933,13.780271,92.1816500000001,13.780271,100.82492,13.780271,95.83739,13.780271,52.00926,13.780271,69.42517,13.780271,159.84105,13.780271,188.62343,13.780271,178.47488,13.780271,190.71048,13.780271,153.572634,13.780271,259.58719,13.780271,126.370904
13.800521,87.03379,13.800521,79.51696,13.800521,86.9637,13.800521,127.03929,13.800521,71.7517,13.800521,94.3154800000001,13.800521,104.49169,13.800521,91.95166,13.800521,101.04549,13.800521,96.28835,13.800521,51.33465,13.800521,69.26842,13.800521,160.21037,13.800521,188.37589,13.800521,178.42152,13.800521,191.209686,13.800521,152.604842,13.800521,261.068386,13.800521,125.569262
13.820771,87.14296,13.820771,79.25153,13.820771,86.9179400000001,13.820771,128.39215,13.820771,71.194,13.820771,94.5986300000001,13.820771,104.98544,13.820771,92.15036,13.820771,101.41433,13.820771,97.45657,13.820771,50.91621,13.820771,69.46127,13.820771,160.07947,13.820771,187.81424,13.820771,178.04819,13.820771,192.030366,13.820771,151.837602,13.820771,262.577856,13.820771,124.947162
13.841022,87.8188,13.841022,79.82352,13.841022,87.23794,13.841022,129.20883,13.841022,71.30048,13.841022,95.00338,13.841022,104.9375,13.841022,92.88865,13.841022,101.62219,13.841022,99.2445400000001,13.841022,51.60012,13.841022,70.62822,13.841022,159.46289,13.841022,187.27499,13.841022,177.55054,13.841022,194.767852,13.841022,152.932972,13.841022,266.024532,13.841022,125.350212
13.861272,87.93553,13.861272,79.6722,13.861272,87.00287,13.861272,129.8978,13.861272,71.02593,13.861272,95.1784,13.861272,105.43317,13.861272,92.35143,13.861272,101.45926,13.861272,101.53421,13.861272,51.24478,13.861272,71.56869,13.861272,158.90573,13.861272,187.35957,13.861272,177.15433,13.861272,196.778454,13.861272,152.187346,13.861272,269.700724,13.861272,125.478696
13.881522,88.47998,13.881522,78.22519,13.881522,86.51819,13.881522,130.16505,13.881522,69.9364,13.881522,94.96045,13.881522,105.56736,13.881522,91.17849,13.881522,101.00269,13.881522,102.92225,13.881522,49.90678,13.881522,71.48249,13.881522,158.36562,13.881522,188.22916,13.881522,177.15762,13.881522,197.425396,13.881522,149.891178,13.881522,274.336196,13.881522,123.951518
13.901772,89.91578,13.901772,77.57413,13.901772,86.86739,13.901772,130.82228,13.901772,69.8157700000001,13.901772,95.03118,13.901772,105.79948,13.901772,91.01053,13.901772,101.08535,13.901772,104.08247,13.901772,49.56081,13.901772,71.90444,13.901772,157.82146,13.901772,187.88934,13.901772,176.60426,13.901772,197.792498,13.901772,149.292742,13.901772,277.610098,13.901772,122.926562
13.922022,91.90712,13.922022,78.31488,13.922022,87.98977,13.922022,133.15852,13.922022,70.54734,13.922022,96.42267,13.922022,106.4756,13.922022,91.18061,13.922022,101.45321,13.922022,105.39345,13.922022,51.06917,13.922022,73.14825,13.922022,157.26863,13.922022,186.50549,13.922022,175.6691,13.922022,199.628134,13.922022,151.213732,13.922022,279.286864,13.922022,123.398582
13.942272,92.5159,13.942272,78.49115,13.942272,88.28206,13.942272,133.77667,13.942272,70.3236300000001,13.942272,96.65624,13.942272,106.74414,13.942272,91.22616,13.942272,101.45461,13.942272,106.34262,13.942272,51.93476,13.942272,73.78789,13.942272,156.56137,13.942272,185.72675,13.942272,175.04991,13.942272,201.453686,13.942272,151.98721,13.942272,282.367356,13.942272,123.81302
13.962523,92.85702,13.962523,78.0965500000001,13.962523,88.3081400000001,13.962523,134.09335,13.962523,71.23751,13.962523,96.98172,13.962523,107.61594,13.962523,90.4754200000001,13.962523,101.39695,13.962523,107.62723,13.962523,51.9458,13.962523,74.2527,13.962523,155.7594,13.962523,185.28648,13.962523,174.54086,13.962523,203.34131,13.962523,151.020334,13.962523,284.91187,13.962523,124.852694
13.982773,93.17479,13.982773,78.48525,13.982773,88.29022,13.982773,134.15562,13.982773,72.07445,13.982773,97.05749,13.982773,107.8911,13.982773,91.14284,13.982773,101.67584,13.982773,108.12144,13.982773,52.17347,13.982773,74.48814,13.982773,155.51262,13.982773,184.3018,13.982773,174.12143,13.982773,204.370756,13.982773,149.5409,13.982773,287.239166,13.982773,125.55131
14.003023,93.53078,14.003023,79.16565,14.003023,88.69557,14.003023,134.74301,14.003023,71.78244,14.003023,97.16154,14.003023,108.15994,14.003023,91.8036800000001,14.003023,102.12916,14.003023,108.5607,14.003023,52.63691,14.003023,74.96734,14.003023,155.60089,14.003023,183.52695,14.003023,173.69402,14.003023,203.496432,14.003023,148.83318,14.003023,288.842962,14.003023,125.18328
14.023273,93.6192,14.023273,78.89204,14.023273,88.77582,14.023273,134.99153,14.023273,70.69998,14.023273,96.86289,14.023273,108.79347,14.023273,92.44603,14.023273,102.69892,14.023273,109.69188,14.023273,53.04199,14.023273,75.51651,14.023273,155.09221,14.023273,183.58281,14.023273,173.37521,14.023273,204.600098,14.023273,149.057108,14.023273,292.126898,14.023273,124.665018
14.043524,93.3462,14.043524,77.9175600000001,14.043524,88.20363,14.043524,135.40667,14.043524,70.88496,14.043524,97.1482100000001,14.043524,109.06592,14.043524,91.54747,14.043524,102.59404,14.043524,111.05197,14.043524,52.60118,14.043524,76.09014,14.043524,154.40726,14.043524,183.3954,14.043524,172.77354,14.043524,205.376508,14.043524,148.02482,14.043524,294.408458,14.043524,124.1302
14.063774,92.60933,14.063774,77.41585,14.063774,87.67816,14.063774,134.53691,14.063774,71.31448,14.063774,96.93756,14.063774,108.68727,14.063774,90.53798,14.063774,102.03766,14.063774,111.71049,14.063774,52.16641,14.063774,76.18507,14.063774,154.50075,14.063774,182.97017,14.063774,172.57889,14.063774,205.81205,14.063774,147.011476,14.063774,294.64259,14.063774,123.726386
14.084024,92.54972,14.084024,77.59035,14.084024,87.37794,14.084024,134.32576,14.084024,71.20044,14.084024,96.64732,14.084024,108.76091,14.084024,89.94936,14.084024,101.53029,14.084024,112.61296,14.084024,52.15425,14.084024,76.34714,14.084024,154.53603,14.084024,182.74162,14.084024,172.59337,14.084024,206.032834,14.084024,145.888556,14.084024,295.725834,14.084024,124.303536
14.104274,93.28145,14.104274,77.15009,14.104274,87.04436,14.104274,136.57012,14.104274,70.5126,14.104274,97.14574,14.104274,109.64238,14.104274,89.9866300000001,14.104274,101.44246,14.104274,114.08007,14.104274,51.79614,14.104274,76.53711,14.104274,153.99336,14.104274,182.8125,14.104274,172.53923,14.104274,205.456228,14.104274,144.625,14.104274,297.551658,14.104274,123.47296
14.124524,92.98743,14.124524,76.38342,14.124524,86.82454,14.124524,137.34886,14.124524,69.49885,14.124524,96.99394,14.124524,108.90803,14.124524,89.65094,14.124524,100.88091,14.124524,114.26561,14.124524,51.17804,14.124524,76.47188,14.124524,153.13408,14.124524,182.85959,14.124524,172.17848,14.124524,206.147644,14.124524,144.056282,14.124524,299.193084,14.124524,121.469002
14.144774,93.64931,14.144774,76.33458,14.144774,87.44416,14.144774,136.38405,14.144774,68.90962,14.144774,96.60331,14.144774,108.65599,14.144774,88.67927,14.144774,100.73798,14.144774,114.23101,14.144774,51.19559,14.144774,76.90091,14.144774,152.52052,14.144774,182.38817,14.144774,171.35992,14.144774,206.666076,14.144774,142.933636,14.144774,299.060856,14.144774,120.439796
14.165025,93.97496,14.165025,76.60092,14.165025,87.70507,14.165025,134.70894,14.165025,69.36052,14.165025,96.05492,14.165025,108.46315,14.165025,88.8165,14.165025,100.83178,14.165025,114.92632,14.165025,51.61716,14.165025,77.48563,14.165025,152.33064,14.165025,181.07367,14.165025,170.46629,14.165025,206.060742,14.165025,142.818376,14.165025,298.918842,14.165025,121.251026
14.185275,93.56973,14.185275,76.1952400000001,14.185275,87.0631600000001,14.185275,133.61743,14.185275,69.31585,14.185275,95.50621,14.185275,108.36469,14.185275,89.2694000000001,14.185275,100.6671,14.185275,114.82355,14.185275,51.1516300000001,14.185275,76.898,14.185275,152.89038,14.185275,180.28413,14.185275,170.38243,14.185275,204.482134,14.185275,142.348714,14.185275,296.633474,14.185275,122.054674
14.205525,93.66214,14.205525,75.34187,14.205525,86.60128,14.205525,134.29701,14.205525,68.81151,14.205525,95.37203,14.205525,107.64302,14.205525,89.7718,14.205525,100.40975,14.205525,116.15425,14.205525,50.85632,14.205525,77.17971,14.205525,152.79082,14.205525,180.43422,14.205525,170.36903,14.205525,205.286906,14.205525,142.484826,14.205525,298.593306,14.205525,121.460106
14.225776,94.33511,14.225776,75.61902,14.225776,86.87593,14.225776,134.95985,14.225776,68.90967,14.225776,95.50062,14.225776,107.40129,14.225776,89.88231,14.225776,100.12825,14.225776,115.89995,14.225776,51.18964,14.225776,77.03624,14.225776,151.87233,14.225776,179.73372,14.225776,169.77199,14.225776,205.856324,14.225776,141.906636,14.225776,300.142544,14.225776,122.147236
14.246026,93.62972,14.246026,75.38922,14.246026,86.3876,14.246026,134.10132,14.246026,67.6567400000001,14.246026,94.50772,14.246026,107.32895,14.246026,88.70573,14.246026,99.5131500000001,14.246026,115.40525,14.246026,50.08771,14.246026,76.21541,14.246026,151.54736,14.246026,179.79561,14.246026,169.70566,14.246026,204.609968,14.246026,140.102568,14.246026,301.205028,14.246026,121.444518
14.266276,92.93413,14.266276,75.11733,14.266276,85.99454,14.266276,132.80304,14.266276,67.34204,14.266276,94.08061,14.266276,107.05264,14.266276,87.25903,14.266276,99.0509500000001,14.266276,114.77863,14.266276,49.89259,14.266276,76.16019,14.266276,151.82428,14.266276,179.79193,14.266276,169.61598,14.266276,203.147994,14.266276,138.114244,14.266276,299.910234,14.266276,120.432184
14.286526,93.99671,14.286526,74.12995,14.286526,85.80418,14.286526,134.13011,14.286526,66.93167,14.286526,94.55876,14.286526,108.73366,14.286526,86.41762,14.286526,99.38231,14.286526,115.69988,14.286526,49.66144,14.286526,76.51701,14.286526,150.994,14.286526,179.6555,14.286526,169.1595,14.286526,204.37882,14.286526,136.67487,14.286526,299.54463,14.286526,119.49738
14.306776,93.33626,14.306776,74.25537,14.306776,85.59947,14.306776,133.5587,14.306776,67.08875,14.306776,94.22537,14.306776,107.8871,14.306776,86.87491,14.306776,99.3333700000001,14.306776,115.90239,14.306776,49.49085,14.306776,76.57928,14.306776,150.47093,14.306776,179.21823,14.306776,168.64789,14.306776,205.773444,14.306776,136.821124,14.306776,300.594494,14.306776,119.414294
14.327026,92.36789,14.327026,74.39222,14.327026,85.13966,14.327026,132.68808,14.327026,67.37233,14.327026,94.08572,14.327026,107.4664,14.327026,87.5302400000001,14.327026,99.26754,14.327026,116.18106,14.327026,50.1134300000001,14.327026,76.83654,14.327026,150.47617,14.327026,178.45093,14.327026,168.21857,14.327026,205.110386,14.327026,137.129664,14.327026,299.947636,14.327026,119.445704
14.347277,92.37404,14.347277,73.556,14.347277,84.77338,14.347277,132.32433,14.347277,66.27375,14.347277,93.55437,14.347277,107.69387,14.347277,86.16346,14.347277,98.5316,14.347277,116.45849,14.347277,49.84801,14.347277,76.78516,14.347277,150.09016,14.347277,178.42184,14.347277,167.91194,14.347277,205.053738,14.347277,136.082052,14.347277,299.094898,14.347277,117.922112
14.367527,93.31082,14.367527,72.7789,14.367527,84.78402,14.367527,132.44237,14.367527,65.96856,14.367527,93.36567,14.367527,107.62968,14.367527,85.36256,14.367527,98.05524,14.367527,115.69929,14.367527,48.63893,14.367527,75.99314,14.367527,149.7726,14.367527,178.51009,14.367527,167.75024,14.367527,204.3897,14.367527,134.637772,14.367527,297.30953,14.367527,116.213642
14.387777,93.64552,14.387777,72.44623,14.387777,84.74729,14.387777,133.68617,14.387777,65.73508,14.387777,93.80974,14.387777,108.04796,14.387777,85.47874,14.387777,98.09633,14.387777,115.97664,14.387777,48.79581,14.387777,76.15671,14.387777,149.21431,14.387777,178.39299,14.387777,167.40904,14.387777,205.700248,14.387777,134.188942,14.387777,296.177598,14.387777,116.205332
14.408028,92.8333,14.408028,72.03352,14.408028,84.19087,14.408028,132.54823,14.408028,64.7718800000001,14.408028,92.84758,14.408028,107.47594,14.408028,85.36332,14.408028,97.86439,14.408028,115.99211,14.408028,49.45683,14.408028,76.30894,14.408028,148.87245,14.408028,178.03899,14.408028,167.12624,14.408028,205.70203,14.408028,133.427762,14.408028,294.58997,14.408028,115.588132
14.428278,92.49568,14.428278,71.93188,14.428278,83.9195400000001,14.428278,131.19969,14.428278,64.53668,14.428278,91.92268,14.428278,107.60393,14.428278,85.63683,14.428278,98.23274,14.428278,115.70479,14.428278,49.53676,14.428278,76.1013000000001,14.428278,148.11354,14.428278,177.28096,14.428278,166.49895,14.428278,205.533132,14.428278,132.720518,14.428278,294.853992,14.428278,114.907898
