,ip,,oop,,azi,,ip,,oop,,azi,,ip,,oop,,azi,,ip,,oop,,azi,,rad,,rad,,rad,,rad
,PBTTT doped,,PBTTT doped,,PBTTT doped,,PBTTT undoped,,PBTTT undoped,,PBTTT undoped,,PBTTT dedoped,,PBTTT dedoped,,PBTTT dedoped,,back,,back,,back,,doped,,undoped,,dedoped,,back
17.830313,235.067864,17.830313,82.651026,17.830313,149.46417,17.830313,195.794884,17.830313,78.271826,17.830313,127.55163,17.830313,137.222884,17.830313,83.536476,17.830313,106.47899,17.830313,104.93633,17.830313,128.69182,17.830313,119.58425,,,,,,,,
17.850563,230.793304,17.850563,83.545894,17.850563,148.076136,17.850563,192.722194,17.850563,78.503854,17.850563,126.170306,17.850563,135.668854,17.850563,83.991664,17.850563,105.920496,17.850563,105.03123,17.850563,128.07773,17.850563,119.36687,,,,,,,,
17.870813,228.674652,17.870813,83.922384,17.870813,147.442324,17.870813,190.819332,17.870813,79.068014,17.870813,125.442174,17.870813,135.185212,17.870813,84.413944,17.870813,105.792604,17.870813,104.51879,17.870813,127.53753,17.870813,118.90978,,,,,,,,
17.891064,226.027732,17.891064,84.031172,17.891064,146.538536,17.891064,188.785672,17.891064,78.461272,17.891064,124.467886,17.891064,133.968922,17.891064,84.213852,17.891064,105.383606,17.891064,104.47284,17.891064,127.56194,17.891064,118.74477,,,,,,,,
17.911314,222.122088,17.911314,84.050842,17.911314,144.90523,17.911314,185.183148,17.911314,77.895242,17.911314,122.786,17.911314,131.825518,17.911314,83.570072,17.911314,104.40278,17.911314,104.64026,17.911314,127.48339,17.911314,118.69945,,,,,,,,
17.931564,218.77359,17.931564,83.77491,17.931564,143.319842,17.931564,181.78766,17.931564,77.8519,17.931564,121.443712,17.931564,129.97392,17.931564,84.53902,17.931564,104.028342,17.931564,104.5341,17.931564,127.29385,17.931564,118.55434,,,,,,,,
17.951815,215.601836,17.951815,83.63452,17.951815,141.809568,17.951815,179.956636,17.951815,78.25132,17.951815,120.599918,17.951815,128.804596,17.951815,86.16566,17.951815,103.864718,17.951815,104.18762,17.951815,126.9463,17.951815,118.30981,,,,,,,,
17.972065,211.792348,17.972065,83.483882,17.972065,140.36309,17.972065,177.547288,17.972065,78.029002,17.972065,119.46736,17.972065,127.403368,17.972065,86.488312,17.972065,103.38567,17.972065,104.03436,17.972065,126.47124,17.972065,117.97845,,,,,,,,
17.992315,206.762682,17.992315,83.0509340000001,17.992315,138.079156,17.992315,174.859362,17.992315,77.629164,17.992315,118.169186,17.992315,125.747332,17.992315,85.484204,17.992315,102.287756,17.992315,104.20289,17.992315,126.25163,17.992315,117.88997,,,,,,,,
18.012566,202.174532,18.012566,82.804472,18.012566,136.083206,18.012566,173.056582,18.012566,76.882462,18.012566,117.310106,18.012566,125.248962,18.012566,83.038652,18.012566,101.348526,18.012566,103.98539,18.012566,126.36449,18.012566,117.72317,,,,,,,,
18.032816,200.485112,18.032816,82.73048,18.032816,135.393156,18.032816,172.703152,18.032816,76.31882,18.032816,116.798706,18.032816,126.368362,18.032816,81.94796,18.032816,101.274136,18.032816,103.01384,18.032816,126.36825,18.032816,117.27277,,,,,,,,
18.053066,197.834242,18.053066,82.636866,18.053066,134.274062,18.053066,170.702252,18.053066,76.599996,18.053066,116.000102,18.053066,124.822042,18.053066,82.200706,18.053066,100.587992,18.053066,102.63109,18.053066,125.94637,18.053066,116.91779,,,,,,,,
18.073317,194.748018,18.073317,83.123502,18.073317,133.160418,18.073317,168.269018,18.073317,76.672122,18.073317,115.160768,18.073317,123.618368,18.073317,82.751102,18.073317,100.287648,18.073317,102.23681,18.073317,125.44019,18.073317,116.47551,,,,,,,,
18.093567,191.94189,18.093567,83.149062,18.093567,131.871598,18.093567,165.94878,18.093567,77.262412,18.093567,114.526358,18.093567,123.19323,18.093567,81.996292,18.093567,99.6645880000001,18.093567,102.07065,18.093567,125.33559,18.093567,116.33406,,,,,,,,
18.113817,188.342892,18.113817,83.085464,18.113817,130.139952,18.113817,162.999332,18.113817,76.919184,18.113817,113.025662,18.113817,121.633562,18.113817,81.277584,18.113817,98.674982,18.113817,102.22074,18.113817,125.23533,18.113817,116.38629,,,,,,,,
18.134068,185.359032,18.134068,83.486422,18.134068,129.052924,18.134068,161.763052,18.134068,77.489652,18.134068,112.471314,18.134068,120.436422,18.134068,81.754302,18.134068,98.313524,18.134068,102.21749,18.134068,124.42979,18.134068,116.05733,,,,,,,,
18.154318,182.724458,18.154318,83.47423,18.154318,128.0327,18.154318,160.976808,18.154318,77.32728,18.154318,111.9611,18.154318,120.025418,18.154318,82.11992,18.154318,98.2145,18.154318,101.66761,18.154318,124.09705,18.154318,115.6285,,,,,,,,
18.174568,179.942102,18.174568,82.640988,18.174568,126.3936,18.174568,159.845172,18.174568,76.756498,18.174568,111.19578,18.174568,119.723532,18.174568,81.780858,18.174568,97.86894,18.174568,100.87904,18.174568,124.15266,18.174568,115.3632,,,,,,,,
18.194817,176.383916,18.194817,81.842058,18.194817,124.731696,18.194817,156.828986,18.194817,76.339038,18.194817,109.996586,18.194817,118.648856,18.194817,80.9539280000001,18.194817,97.096886,18.194817,100.79582,18.194817,124.55056,18.194817,115.38027,,,,,,,,
18.215067,172.894134,18.215067,81.100934,18.215067,123.034152,18.215067,154.652884,18.215067,75.872034,18.215067,109.086252,18.215067,117.595604,18.215067,80.276744,18.215067,96.427642,18.215067,100.95818,18.215067,124.82553,18.215067,115.41354,,,,,,,,
18.235317,170.56122,18.235317,80.610398,18.235317,121.685822,18.235317,153.24502,18.235317,75.626828,18.235317,108.378042,18.235317,116.32765,18.235317,79.885928,18.235317,95.554782,18.235317,100.73695,18.235317,124.55251,18.235317,115.23684,,,,,,,,
18.255568,167.73909,18.255568,81.354256,18.255568,120.910218,18.255568,151.08995,18.255568,75.568786,18.255568,107.415798,18.255568,114.82988,18.255568,79.523616,18.255568,94.630608,18.255568,100.73795,18.255568,123.65672,18.255568,114.84416,,,,,,,,
18.275818,165.4543,18.275818,81.670734,18.275818,120.12451,18.275818,149.85969,18.275818,75.682394,18.275818,106.79821,18.275818,113.49589,18.275818,79.435064,18.275818,94.06948,18.275818,100.97785,18.275818,123.34303,18.275818,114.81295,,,,,,,,
18.296068,162.177298,18.296068,81.781028,18.296068,118.764458,18.296068,147.992978,18.296068,75.851648,18.296068,106.119148,18.296068,112.460608,18.296068,80.272898,18.296068,94.105928,18.296068,101.21486,18.296068,123.23641,18.296068,114.88801,,,,,,,,
18.316319,159.731372,18.316319,82.112208,18.316319,117.685638,18.316319,146.450982,18.316319,76.043928,18.316319,105.583528,18.316319,111.897852,18.316319,80.449828,18.316319,93.908558,18.316319,100.63569,18.316319,122.86006,18.316319,114.43461,,,,,,,,
18.336569,157.62175,18.336569,82.199438,18.336569,116.604366,18.336569,144.72087,18.336569,76.071828,18.336569,104.822186,18.336569,110.93654,18.336569,80.068918,18.336569,93.163986,18.336569,100.40035,18.336569,122.34246,18.336569,114.15932,,,,,,,,
18.356819,154.98926,18.356819,82.05469,18.356819,115.574078,18.356819,142.98069,18.356819,75.41782,18.356819,103.749768,18.356819,110.4236,18.356819,79.22406,18.356819,92.442608,18.356819,100.23465,18.356819,122.33125,18.356819,114.06961,,,,,,,,
18.377069,152.931156,18.377069,81.71621,18.377069,114.670958,18.377069,142.123166,18.377069,74.51806,18.377069,102.921418,18.377069,109.800826,18.377069,78.67033,18.377069,91.859918,18.377069,99.962845,18.377069,122.342,18.377069,113.89706,,,,,,,,
18.39732,150.677536,18.39732,81.534294,18.39732,113.853506,18.39732,141.154526,18.39732,74.546234,18.39732,102.638096,18.39732,109.532776,18.39732,78.776114,18.39732,91.878406,18.39732,99.68512,18.39732,121.94183,18.39732,113.52667,,,,,,,,
18.41757,148.3717024,18.41757,80.68657,18.41757,112.52881,18.41757,140.1750524,18.41757,74.76833,18.41757,102.34005,18.41757,108.8628224,18.41757,78.70289,18.41757,91.6086,18.41757,99.498848,18.41757,121.97765,18.41757,113.43185,,,,,,,,
18.43782,145.1403588,18.43782,80.878198,18.43782,111.129336,18.43782,138.6877488,18.43782,74.619348,18.43782,101.473786,18.43782,107.7219188,18.43782,78.243668,18.43782,90.837616,18.43782,99.546326,18.43782,121.96676,18.43782,113.46297,,,,,,,,
18.458071,143.2041904,18.458071,81.324106,18.458071,110.45253,18.458071,137.7417804,18.458071,74.197596,18.458071,100.7827,18.458071,106.9811504,18.458071,78.416046,18.458071,90.48237,18.458071,99.758408,18.458071,121.67712,18.458071,113.4138,,,,,,,,
18.478321,141.666294,18.478321,81.100354,18.478321,109.81389,18.478321,137.062074,18.478321,74.169934,18.478321,100.63518,18.478321,106.041704,18.478321,78.181144,18.478321,90.07385,18.478321,99.65258,18.478321,121.45273,18.478321,113.17515,,,,,,,,
18.498571,140.0331264,18.498571,81.431208,18.498571,109.432064,18.498571,135.7335964,18.498571,74.2408780000001,18.498571,100.243954,18.498571,105.0610764,18.498571,78.368398,18.498571,89.710704,18.498571,99.310928,18.498571,121.16471,18.498571,112.85238,,,,,,,,
18.518822,138.276294,18.518822,81.184146,18.518822,108.699742,18.518822,134.858544,18.518822,74.144766,18.518822,99.798882,18.518822,104.734834,18.518822,77.542486,18.518822,89.151272,18.518822,98.749855,18.518822,121.21967,18.518822,112.58969,,,,,,,,
18.539072,136.3686804,18.539072,80.721776,18.539072,107.811196,18.539072,133.7058204,18.539072,73.471566,18.539072,98.8898360000001,18.539072,104.8300404,18.539072,77.143286,18.539072,88.937156,18.539072,98.489433,18.539072,121.18212,18.539072,112.43732,,,,,,,,
18.55932,134.2745644,18.55932,79.83575,18.55932,106.596106,18.55932,131.9569544,18.55932,73.10127,18.55932,97.867256,18.55932,104.4649944,18.55932,77.45075,18.55932,88.915476,18.55932,98.586288,18.55932,121.03005,18.55932,112.41177,,,,,,,,
18.579571,132.303224,18.579571,79.534374,18.579571,105.7153,18.579571,130.908664,18.579571,72.902984,18.579571,97.38768,18.579571,103.104164,18.579571,77.617694,18.579571,88.40509,18.579571,98.50808,18.579571,120.54348,18.579571,112.06,,,,,,,,
18.599821,130.6371372,18.599821,80.115784,18.599821,105.36171,18.599821,130.2982572,18.599821,73.264664,18.599821,97.39935,18.599821,102.6282272,18.599821,77.885804,18.599821,88.55496,18.599821,98.149269,18.599821,120.12798,18.599821,111.5544,,,,,,,,
18.620071,128.7065896,18.620071,80.421946,18.620071,104.626186,18.620071,129.8927296,18.620071,73.819816,18.620071,97.565286,18.620071,102.2260896,18.620071,77.780336,18.620071,88.397636,18.620071,97.926117,18.620071,119.87172,18.620071,111.33552,,,,,,,,
18.640322,126.9929676,18.640322,80.26457,18.640322,103.735046,18.640322,129.5926676,18.640322,73.38384,18.640322,97.027586,18.640322,101.8104276,18.640322,77.17545,18.640322,87.936336,18.640322,97.694977,18.640322,119.57445,18.640322,111.16037,,,,,,,,
18.660572,124.834178,18.660572,79.56737,18.660572,102.212178,18.660572,128.102308,18.660572,72.83905,18.660572,95.938068,18.660572,101.857388,18.660572,75.76131,18.660572,87.298088,18.660572,97.589035,18.660572,119.5572,18.660572,111.18591,,,,,,,,
18.680822,123.3572156,18.680822,79.23168,18.680822,101.375044,18.680822,126.1594456,18.680822,72.79197,18.680822,95.170704,18.680822,101.4608956,18.680822,75.1492,18.680822,86.824614,18.680822,97.665962,18.680822,119.7322,18.680822,111.25853,,,,,,,,
18.701073,122.5663492,18.701073,80.054674,18.701073,101.478022,18.701073,125.3344492,18.701073,72.867594,18.701073,94.798742,18.701073,100.2473692,18.701073,76.186234,18.701073,86.498452,18.701073,97.447884,18.701073,119.28268,18.701073,110.94169,,,,,,,,
18.721323,121.6398732,18.721323,79.830558,18.721323,100.986382,18.721323,125.6116932,18.721323,72.981748,18.721323,94.915902,18.721323,99.4984232,18.721323,76.731198,18.721323,86.2333020000001,18.721323,97.043739,18.721323,118.88966,18.721323,110.61374,,,,,,,,
18.741573,120.7213968,18.741573,79.592312,18.741573,100.692262,18.741573,125.0728668,18.741573,72.531462,18.741573,94.5275520000001,18.741573,99.0410368,18.741573,76.845392,18.741573,86.247772,18.741573,97.046936,18.741573,118.59454,18.741573,110.44374,,,,,,,,
18.761824,120.0161612,18.761824,79.753598,18.761824,100.552388,18.761824,124.9596112,18.761824,72.156838,18.761824,94.285008,18.761824,99.5941612,18.761824,76.536258,18.761824,86.349968,18.761824,96.200424,18.761824,118.51291,18.761824,109.99656,,,,,,,,
18.782074,118.5068892,18.782074,79.427068,18.782074,99.672344,18.782074,123.8918992,18.782074,72.488998,18.782074,93.869234,18.782074,98.8508992,18.782074,76.408418,18.782074,85.8643340000001,18.782074,95.885284,18.782074,118.31521,18.782074,109.81158,,,,,,,,
18.802324,117.5919972,18.802324,78.292204,18.802324,98.71042,18.802324,122.5488172,18.802324,72.068594,18.802324,93.13734,18.802324,98.0379672,18.802324,76.045674,18.802324,85.24441,18.802324,95.862694,18.802324,118.45043,18.802324,109.7641,,,,,,,,
18.822575,116.6665304,18.822575,78.008654,18.822575,98.06447,18.822575,121.2569604,18.822575,71.579564,18.822575,92.57651,18.822575,97.7386404,18.822575,75.465654,18.822575,85.00296,18.822575,95.967758,18.822575,118.33018,18.822575,109.64775,,,,,,,,
18.842825,115.2963008,18.842825,78.664828,18.842825,97.891668,18.842825,120.9753008,18.842825,71.835158,18.842825,92.732148,18.842825,97.7078908,18.842825,75.034038,18.842825,84.835068,18.842825,95.640266,18.842825,118.03411,18.842825,109.31316,,,,,,,,
18.863075,113.2984384,18.863075,79.546784,18.863075,97.7698260000001,18.863075,119.8502584,18.863075,72.181824,18.863075,92.470286,18.863075,96.8914884,18.863075,74.465714,18.863075,84.263606,18.863075,95.822418,18.863075,117.87273,18.863075,109.23512,,,,,,,,
18.883326,110.863702,18.883326,79.460416,18.883326,96.783794,18.883326,119.194412,18.883326,71.976666,18.883326,92.123274,18.883326,95.866102,18.883326,74.029636,18.883326,83.718714,18.883326,96.07164,18.883326,117.87332,18.883326,109.28218,,,,,,,,
18.903576,109.9806488,18.903576,79.65336,18.903576,96.28204,18.903576,119.1184388,18.903576,72.43252,18.903576,92.28796,18.903576,95.0907288,18.903576,74.64,18.903576,83.4682,18.903576,95.823151,18.903576,117.14095,18.903576,108.9533,,,,,,,,
18.923824,109.3915008,18.923824,80.136596,18.923824,96.021828,18.923824,119.2985008,18.923824,71.945216,18.923824,91.967958,18.923824,94.8455608,18.923824,74.315586,18.923824,82.973758,18.923824,95.237816,18.923824,117.09357,18.923824,108.76771,,,,,,,,
18.944075,109.0759576,18.944075,79.78404,18.944075,95.743172,18.944075,118.7955776,18.944075,71.16937,18.944075,91.337232,18.944075,95.0167276,18.944075,73.95836,18.944075,82.895542,18.944075,94.821152,18.944075,117.2826,18.944075,108.57809,,,,,,,,
18.964325,108.5511064,18.964325,79.23102,18.964325,95.285982,18.964325,117.9325964,18.964325,71.40079,18.964325,91.076822,18.964325,94.4890464,18.964325,73.6203,18.964325,82.728432,18.964325,94.721153,18.964325,117.0378,18.964325,108.26324,,,,,,,,
18.984575,107.0820308,18.984575,79.181322,18.984575,94.61775,18.984575,116.3746108,18.984575,71.241792,18.984575,90.38071,18.984575,92.9974408,18.984575,73.043052,18.984575,82.0379,18.984575,95.126366,18.984575,116.64314,18.984575,108.16925,,,,,,,,
19.004826,105.7608352,19.004826,79.418284,19.004826,94.323546,19.004826,115.2121452,19.004826,70.317794,19.004826,89.556466,19.004826,92.2334952,19.004826,73.132734,19.004826,81.707976,19.004826,95.220879,19.004826,116.35123,19.004826,108.06032,,,,,,,,
19.025076,104.771894,19.025076,79.33207,19.025076,93.911828,19.025076,114.438924,19.025076,70.27951,19.025076,89.213538,19.025076,91.5680240000001,19.025076,73.28204,19.025076,81.399118,19.025076,95.17878,19.025076,116.1075,19.025076,107.95421,,,,,,,,
19.045326,104.334754,19.045326,79.470936,19.045326,93.759332,19.045326,113.724894,19.045326,70.6785060000001,19.045326,89.070002,19.045326,91.446694,19.045326,73.057576,19.045326,81.205332,19.045326,94.968155,19.045326,115.95082,19.045326,107.79764,,,,,,,,
19.065577,104.5215892,19.065577,79.0450820000001,19.065577,93.587798,19.065577,113.5115192,19.065577,70.425942,19.065577,88.849868,19.065577,91.3165292,19.065577,72.469212,19.065577,80.896468,19.065577,94.501534,19.065577,116.12584,19.065577,107.68831,,,,,,,,
19.085827,103.9997384,19.085827,79.228906,19.085827,93.398248,19.085827,113.5078084,19.085827,69.966956,19.085827,88.736168,19.085827,90.2118284,19.085827,72.183996,19.085827,80.1466780000001,19.085827,94.192268,19.085827,115.72077,19.085827,107.39851,,,,,,,,
19.106077,102.8731924,19.106077,79.747776,19.106077,93.154912,19.106077,112.4145924,19.106077,70.539856,19.106077,88.559572,19.106077,89.6796524,19.106077,72.243756,19.106077,79.908402,19.106077,94.017998,19.106077,115.16997,19.106077,107.08619,,,,,,,,
19.126328,101.4917672,19.126328,79.8989520000001,19.126328,92.439254,19.126328,111.6909472,19.126328,70.219402,19.126328,87.926424,19.126328,89.6885372,19.126328,72.220112,19.126328,79.858174,19.126328,93.893494,19.126328,115.01264,19.126328,107.00143,,,,,,,,
19.146578,100.763698,19.146578,78.810518,19.146578,91.725124,19.146578,111.701618,19.146578,69.742788,19.146578,87.667304,19.146578,89.856308,19.146578,72.1972980000001,19.146578,80.084574,19.146578,93.645935,19.146578,115.33691,19.146578,106.95528,,,,,,,,
19.166828,100.1255504,19.166828,78.851566,19.166828,91.595232,19.166828,111.0882204,19.166828,70.750766,19.166828,87.8931320000001,19.166828,89.6900304,19.166828,72.755296,19.166828,80.304162,19.166828,93.452583,19.166828,114.92112,19.166828,106.60634,,,,,,,,
19.187078,99.1686884,19.187078,79.692538,19.187078,91.604444,19.187078,110.0174884,19.187078,71.246008,19.187078,87.710264,19.187078,89.5298784,19.187078,72.629808,19.187078,80.170464,19.187078,93.434143,19.187078,114.29996,19.187078,106.24203,,,,,,,,
19.207329,98.2601556,19.207329,80.077264,19.207329,91.492558,19.207329,109.6779256,19.207329,71.561294,19.207329,87.654908,19.207329,89.1025256,19.207329,71.996274,19.207329,79.723058,19.207329,93.107162,19.207329,114.02203,19.207329,105.98321,,,,,,,,
19.227579,97.3658256,19.227579,79.6351480000001,19.227579,90.810632,19.227579,109.5293256,19.227579,71.4567780000001,19.227579,87.533222,19.227579,88.8724756,19.227579,71.9783980000001,19.227579,79.517862,19.227579,92.594887,19.227579,114.07066,19.227579,105.68874,,,,,,,,
19.247829,96.557844,19.247829,78.6068800000001,19.247829,90.055132,19.247829,107.820314,19.247829,71.00016,19.247829,86.641102,19.247829,87.962614,19.247829,71.61615,19.247829,78.960742,19.247829,92.788605,19.247829,113.9938,19.247829,105.74779,,,,,,,,
19.26808,96.2572392,19.26808,78.589968,19.26808,89.981464,19.26808,106.5272792,19.26808,71.017378,19.26808,86.136204,19.26808,87.1169692,19.26808,70.981008,19.26808,78.294514,19.26808,92.822334,19.26808,113.49561,19.26808,105.56288,,,,,,,,
19.288328,96.0647536,19.288328,78.998448,19.288328,90.027914,19.288328,106.7274036,19.288328,71.164968,19.288328,86.239534,19.288328,87.6161836,19.288328,70.608738,19.288328,78.337724,19.288328,92.325897,19.288328,113.23631,19.288328,105.19653,,,,,,,,
19.308578,95.8571492,19.308578,78.72638,19.308578,89.80283,19.308578,106.1864392,19.308578,70.57767,19.308578,85.90145,19.308578,87.7909692,19.308578,70.57137,19.308578,78.32806,19.308578,92.204384,19.308578,113.3536,19.308578,105.07635,,,,,,,,
19.328829,95.180558,19.328829,77.919706,19.328829,89.257928,19.328829,105.323728,19.328829,70.296646,19.328829,85.580408,19.328829,87.178998,19.328829,70.478416,19.328829,78.088358,19.328829,92.161385,19.328829,113.49452,19.328829,104.97366,,,,,,,,
19.349079,93.8110084,19.349079,78.100822,19.349079,88.800568,19.349079,104.7594784,19.349079,70.716812,19.349079,85.289218,19.349079,85.9666984,19.349079,70.733932,19.349079,77.750488,19.349079,92.106293,19.349079,113.17174,19.349079,104.89586,,,,,,,,
19.369329,92.9384332,19.369329,78.209386,19.369329,88.313238,19.369329,104.3088432,19.369329,70.456626,19.369329,84.902198,19.369329,85.8440832,19.369329,70.647076,19.369329,77.595058,19.369329,91.585464,19.369329,112.81182,19.369329,104.59491,,,,,,,,
19.38958,92.5724884,19.38958,78.224894,19.38958,88.081046,19.38958,104.1130184,19.38958,69.993864,19.38958,84.780336,19.38958,85.0840384,19.38958,70.016844,19.38958,77.023396,19.38958,91.245743,19.38958,112.84738,19.38958,104.34312,,,,,,,,
19.40983,91.7981748,19.40983,78.513008,19.40983,87.870116,19.40983,102.9437248,19.40983,69.805828,19.40983,84.239556,19.40983,83.6195348,19.40983,70.436578,19.40983,76.433976,19.40983,91.549721,19.40983,112.66531,19.40983,104.41142,,,,,,,,
19.43008,91.2377396,19.43008,77.869402,19.43008,87.440924,19.43008,101.6504896,19.43008,69.672202,19.43008,83.659724,19.43008,83.4742096,19.43008,70.184402,19.43008,76.2429140000001,19.43008,91.443192,19.43008,112.51279,19.43008,104.31148,,,,,,,,
19.450331,90.8527172,19.450331,76.766952,19.450331,86.769194,19.450331,101.3952572,19.450331,69.168532,19.450331,83.331754,19.450331,83.8591472,19.450331,69.177962,19.450331,75.845164,19.450331,91.096619,19.450331,112.74409,19.450331,104.26013,,,,,,,,
19.470581,90.2833888,19.470581,77.272962,19.470581,86.702354,19.470581,101.0653188,19.470581,69.975522,19.470581,83.623014,19.470581,83.9184988,19.470581,69.392052,19.470581,76.072794,19.470581,90.737801,19.470581,112.39014,19.470581,103.86863,,,,,,,,
19.490831,89.0145372,19.490831,77.70142,19.490831,86.41213,19.490831,100.1741072,19.490831,70.73597,19.490831,83.63498,19.490831,83.0771772,19.490831,70.34153,19.490831,76.17076,19.490831,90.609894,19.490831,111.6217,19.490831,103.45905,,,,,,,,
19.511082,88.224618,19.511082,77.600166,19.511082,86.00867,19.511082,99.667868,19.511082,70.645636,19.511082,83.3346,19.511082,82.220608,19.511082,69.793466,19.511082,75.45807,19.511082,90.25016,19.511082,111.37962,19.511082,103.2254,,,,,,,,
19.531332,87.689742,19.531332,77.4732220000001,19.531332,85.746934,19.531332,98.844142,19.531332,69.746682,19.531332,82.466634,19.531332,81.526852,19.531332,68.726862,19.531332,74.562104,19.531332,90.19619,19.531332,111.74384,19.531332,103.33758,,,,,,,,
19.551582,86.8477028,19.551582,76.194762,19.551582,84.713844,19.551582,98.3115528,19.551582,68.860152,19.551582,81.636034,19.551582,80.8770528,19.551582,67.466152,19.551582,73.652534,19.551582,90.401131,19.551582,112.13729,19.551582,103.63253,,,,,,,,
19.571833,85.723324,19.571833,75.253476,19.571833,83.688466,19.571833,97.4556440000001,19.571833,67.732476,19.571833,80.743096,19.571833,80.183594,19.571833,66.282546,19.571833,72.676426,19.571833,90.549255,19.571833,112.84362,19.571833,104.02637,,,,,,,,
19.592083,84.7632352,19.592083,74.533742,19.592083,83.06126,19.592083,96.4794552,19.592083,66.666392,19.592083,79.94186,19.592083,79.3797252,19.592083,65.521232,19.592083,72.06442,19.592083,90.645554,19.592083,113.35329,19.592083,104.22955,,,,,,,,
19.612333,83.7380908000001,19.612333,75.219408,19.612333,83.0743900000001,19.612333,95.7974308,19.612333,66.756988,19.612333,79.78399,19.612333,78.9549208,19.612333,65.662578,19.612333,72.05758,19.612333,90.621841,19.612333,113.09306,19.612333,104.02295,,,,,,,,
19.632584,83.4272068,19.632584,76.624874,19.632584,83.447958,19.632584,95.2664968,19.632584,66.995544,19.632584,79.7580280000001,19.632584,79.7059468,19.632584,66.585594,19.632584,72.748448,19.632584,90.367836,19.632584,112.09033,19.632584,103.43326,,,,,,,,
19.652832,82.5385608,19.652832,76.594802,19.652832,83.088932,19.652832,94.3353808,19.652832,67.373552,19.652832,79.598302,19.652832,80.2062608,19.652832,67.520802,19.652832,73.365342,19.652832,90.263641,19.652832,110.95544,19.652832,102.81124,,,,,,,,
19.673082,81.957336,19.673082,75.361022,19.673082,82.157806,19.673082,94.166216,19.673082,67.746782,19.673082,79.452866,19.673082,80.143166,19.673082,67.288012,19.673082,72.977126,19.673082,89.81192,19.673082,111.04449,19.673082,102.69702,,,,,,,,
19.693333,81.6240528,19.693333,75.616566,19.693333,81.949202,19.693333,94.3221228,19.693333,68.277546,19.693333,79.688522,19.693333,79.2528028,19.693333,67.508396,19.693333,72.672512,19.693333,89.254356,19.693333,110.86062,19.693333,102.35719,,,,,,,,
19.713583,81.4308016,19.713583,76.365624,19.713583,82.24161,19.713583,93.9836616,19.713583,69.133344,19.713583,80.19932,19.713583,78.8074216,19.713583,68.1434440000001,19.713583,72.98273,19.713583,88.975357,19.713583,110.03983,19.713583,101.67925,,,,,,,,
19.733833,81.4514988,19.733833,76.187656,19.733833,82.157354,19.733833,93.4527488,19.733833,69.331326,19.733833,80.104724,19.733833,78.8230988,19.733833,68.031196,19.733833,73.078364,19.733833,88.539726,19.733833,109.68462,19.733833,101.19678,,,,,,,,
19.754084,81.3046752,19.754084,75.793362,19.754084,81.815672,19.754084,92.9106152,19.754084,68.532002,19.754084,79.384122,19.754084,78.5570752,19.754084,67.360002,19.754084,72.719262,19.754084,88.272804,19.754084,109.91759,19.754084,101.29194,,,,,,,,
19.774334,81.2358588,19.774334,75.0736040000001,19.774334,81.579076,19.774334,93.3824088,19.774334,68.0968140000001,19.774334,79.401176,19.774334,78.8694388,19.774334,66.590964,19.774334,72.436266,19.774334,87.784851,19.774334,110.19453,19.774334,101.25077,,,,,,,,
19.794584,80.6843812,19.794584,74.864858,19.794584,81.473184,19.794584,92.8764512,19.794584,67.498508,19.794584,78.974044,19.794584,78.3930112,19.794584,66.358518,19.794584,72.113734,19.794584,87.894524,19.794584,110.20661,19.794584,101.25388,,,,,,,,
19.814835,80.0590632,19.814835,74.952648,19.814835,81.22765,19.814835,91.5414632,19.814835,66.597058,19.814835,77.9061,19.814835,77.5730332,19.814835,66.225778,19.814835,71.5127,19.814835,87.946014,19.814835,110.13461,19.814835,101.3119,,,,,,,,
19.835085,79.2057912,19.835085,74.770286,19.835085,80.920096,19.835085,90.8089712,19.835085,66.715976,19.835085,77.816596,19.835085,76.6578512,19.835085,65.912296,19.835085,71.091696,19.835085,88.054749,19.835085,110.03242,19.835085,101.19037,,,,,,,,
19.855335,78.3620324,19.855335,74.504612,19.855335,80.30985,19.855335,90.3514724,19.855335,66.809162,19.855335,77.70001,19.855335,76.6695224,19.855335,66.009852,19.855335,71.24864,19.855335,88.041473,19.855335,110.04464,19.855335,101.18005,,,,,,,,
19.875586,77.8256184,19.875586,74.678052,19.875586,79.943584,19.875586,89.7100784,19.875586,66.987552,19.875586,77.420794,19.875586,76.1240084,19.875586,66.235912,19.875586,71.167314,19.875586,88.063393,19.875586,109.80559,19.875586,101.10648,,,,,,,,
19.895836,77.5107532,19.895836,74.973,19.895836,79.879034,19.895836,88.9419432,19.895836,67.63424,19.895836,77.189904,19.895836,75.5123532,19.895836,66.39222,19.895836,70.928784,19.895836,88.051689,19.895836,109.1261,19.895836,100.83938,,,,,,,,
19.916086,76.3879076,19.916086,76.264988,19.916086,80.004212,19.916086,88.3529676,19.916086,68.653768,19.916086,77.363602,19.916086,75.2617676,19.916086,67.069618,19.916086,71.099702,19.916086,87.958527,19.916086,108.32626,19.916086,100.43134,,,,,,,,
19.936337,75.9671028,19.936337,76.63603,19.936337,80.205584,19.936337,88.6124528,19.936337,68.62824,19.936337,77.663754,19.936337,75.4303628,19.936337,67.56183,19.936337,71.327164,19.936337,87.501831,19.936337,108.06605,19.936337,100.01583,,,,,,,,
