,ip,,oop,,azi,,ip,,oop,,azi,,ip,,oop,,azi,,ip,,oop,,azi,,rad,,rad,,rad,,rad
,PBTTT doped,,PBTTT doped,,PBTTT doped,,PBTTT undoped,,PBTTT undoped,,PBTTT undoped,,PBTTT dedoped,,PBTTT dedoped,,PBTTT dedoped,,back,,back,,back,,doped,,undoped,,dedoped,,back
3.3311603,167.143312,3.3311603,1095.400416,3.3311603,610.842992,3.3311603,134.411212,3.3311603,2296.416516,3.3311603,1151.141592,3.3311603,179.679612,3.3311603,1339.593516,3.3311603,725.319692,3.3311603,811.00549,3.3311603,897.73907,3.3311603,872.02234,-17.499996,310.49857,-17.499996,273.27297,-17.499996,323.37827,-17.499996,757.87073
3.3514104,162.684236,3.3514104,1000.557872,3.3514104,564.989288,3.3514104,127.830436,3.3514104,1880.199672,3.3514104,954.541788,3.3514104,172.959636,3.3514104,1190.155772,3.3514104,653.453888,3.3514104,812.81647,3.3514104,894.18744,3.3514104,870.54926,-16.500002,310.20717,-16.500002,270.01457,-16.500002,319.54647,-16.500002,759.31293
3.3716607,160.454768,3.3716607,898.476584,3.3716607,515.286144,3.3716607,125.881268,3.3716607,1531.364084,3.3716607,790.147844000001,3.3716607,172.008268,3.3716607,1045.850684,3.3716607,585.710444,3.3716607,812.85486,3.3716607,890.12793,3.3716607,868.55713,-15.499993,313.83079,-15.499993,274.50119,-15.499993,319.43529,-15.499993,756.89221
3.3919108,159.07428,3.3919108,850.322824,3.3919108,490.091072,3.3919108,126.42108,3.3919108,1349.190524,3.3919108,702.880772,3.3919108,173.39628,3.3919108,972.443124,3.3919108,549.773172,3.3919108,809.64435,3.3919108,886.64948,3.3919108,865.49469,-14.499999,308.94542,-14.499999,273.99522,-14.499999,312.77272,-14.499999,758.57318
3.4121611,162.54462,3.4121611,800.033948,3.4121611,468.639936,3.4121611,130.25772,3.4121611,1208.782548,3.4121611,640.674136,3.4121611,175.33512,3.4121611,905.576448,3.4121611,520.291636,3.4121611,805.26465,3.4121611,886.83746,3.4121611,862.69672,-13.499991,305.02951,-13.499991,277.56101,-13.499991,312.70371,-13.499991,759.62109
3.4324114,162.338244,3.4324114,743.363484,3.4324114,442.440996,3.4324114,128.457744,3.4324114,1074.257584,3.4324114,577.495596,3.4324114,173.318244,3.4324114,832.927184,3.4324114,487.794596000001,3.4324114,804.83838,3.4324114,885.39893,3.4324114,860.20142,-12.499997,300.47113,-12.499997,270.22043,-12.499997,311.64223,-12.499997,758.05927
3.4526615,159.0472,3.4526615,690.482024,3.4526615,414.107028,3.4526615,125.158,3.4526615,953.411724000001,3.4526615,518.551528,3.4526615,171.6539,3.4526615,764.757724,3.4526615,454.525228,3.4526615,804.534,3.4526615,881.37848,3.4526615,858.01581,-11.500003,304.7791,-11.500003,269.3681,-11.500003,310.7296,-11.500003,755.1297
3.4729118,160.225396,3.4729118,674.088404,3.4729118,402.786176,3.4729118,125.313396,3.4729118,903.250404,3.4729118,493.786276,3.4729118,169.517896,3.4729118,744.874804,3.4729118,441.507876,3.4729118,802.02692,3.4729118,875.15033,3.4729118,854.77527,-10.499995,311.59227,-10.499995,275.16347,-10.499995,314.69717,-10.499995,750.16193
3.4931619,160.200692,3.4931619,640.229208,3.4931619,388.423492,3.4931619,125.094292,3.4931619,835.297508,3.4931619,462.972592,3.4931619,167.985392,3.4931619,712.068808,3.4931619,426.265292,3.4931619,800.76709,3.4931619,871.18591,3.4931619,851.55859,-9.5,303.3113,-9.5,267.7825,-9.5,314.7748,-9.5,752.3913
3.5134122,162.410496,3.5134122,603.31872,3.5134122,371.739468,3.5134122,127.319096,3.5134122,775.89202,3.5134122,435.421168,3.5134122,169.385496,3.5134122,673.49682,3.5134122,410.382168,3.5134122,796.82117,3.5134122,871.36115,3.5134122,849.53986,-8.4999924,301.03387,-8.4999924,265.84357,-8.4999924,320.64647,-8.4999924,750.79523
3.5336623,166.147832,3.5336623,560.763952,3.5336623,353.979104,3.5336623,127.645332,3.5336623,712.062952,3.5336623,404.858804,3.5336623,171.804332,3.5336623,625.029252,3.5336623,389.017204,3.5336623,793.40314,3.5336623,871.26129,3.5336623,846.79108,-7.4999981,315.30862,-7.4999981,272.83152,-7.4999981,333.87552,-7.4999981,749.86578
3.5539126,165.22578,3.5539126,543.324356,3.5539126,347.50548,3.5539126,125.75028,3.5539126,683.372656,3.5539126,390.99428,3.5539126,172.75078,3.5539126,604.864856,3.5539126,380.23328,3.5539126,792.1886,3.5539126,871.60187,3.5539126,844.82135,-6.5000038,315.32231,-6.5000038,276.59351,-6.5000038,335.24661,-6.5000038,755.51599
3.5741627,162.334676,3.5741627,528.180384,3.5741627,339.141184,3.5741627,125.708476,3.5741627,650.935884,3.5741627,375.101584,3.5741627,169.056176,3.5741627,584.291084,3.5741627,369.608084,3.5741627,790.80652,3.5741627,866.22418,3.5741627,840.93768,-5.4999962,325.64182,-5.4999962,276.15312,-5.4999962,332.87372,-5.4999962,757.27838
3.594413,157.83444,3.594413,515.644988,3.594413,330.138608,3.594413,124.53454,3.594413,616.405288,3.594413,357.517908,3.594413,164.95824,3.594413,566.346988,3.594413,359.775008,3.594413,788.73505,3.594413,859.23651,3.594413,836.66516,-4.5000014,328.48898,-4.5000014,283.77638,-4.5000014,329.42958,-4.5000014,756.99762
3.6146634,156.57894,3.6146634,493.717004,3.6146634,318.11946,3.6146634,123.41924,3.6146634,576.970604,3.6146634,339.28806,3.6146634,163.28954,3.6146634,544.404504,3.6146634,348.68416,3.6146634,786.7373,3.6146634,853.23883,3.6146634,832.6452,-3.4999938,305.06146,-3.4999938,262.34246,-3.499994,297.88816,-3.4999938,748.59894
3.6349134,157.075144,3.6349134,481.481988,3.6349134,313.291184,3.6349134,124.520344,3.6349134,560.348788,3.6349134,332.874784,3.6349134,160.634744,3.6349134,536.349988,3.6349134,343.339384,3.6349134,783.79163,3.6349134,852.97351,3.6349134,830.00818,-2.4999993,267.60967,-2.4999993,234.17884,-2.4999995,269.12447,-2.4999993,745.80273
3.6551638,158.5196,3.6551638,460.366676,3.6551638,305.794004,3.6551638,127.296,3.6551638,530.433276,3.6551638,321.550104,3.6551638,161.8943,3.6551638,511.948076,3.6551638,333.555304,3.6551638,779.45325,3.6551638,852.86102,3.6551638,826.80408,-1.4999915,252.9599,-1.4999915,226.79505,-1.4999915,255.79462,-1.4999915,741.01837
3.6754138,158.101324,3.6754138,443.67508,3.6754138,296.168196,3.6754138,125.893724,3.6754138,505.39228,3.6754138,308.135796,3.6754138,166.332924,3.6754138,495.08028,3.6754138,324.323096,3.6754138,775.50873,3.6754138,848.54285,3.6754138,824.27417,-0.4999972,240.64465,-0.4999972,210.49157,-0.4999972,243.25201,-0.4999972,733.28461
3.6956642,160.17262,3.6956642,426.53122,3.6956642,286.589112,3.6956642,123.73332,3.6956642,482.46472,3.6956642,296.219012,3.6956642,168.97972,3.6956642,476.51272,3.6956642,314.383212,3.6956642,773.81915,3.6956642,846.62915,3.6956642,823.18274,,,,,,,,
3.7159142,156.998664,3.7159142,419.763724,3.7159142,283.3284,3.7159142,119.502664,3.7159142,470.104824,3.7159142,289.7664,3.7159142,163.810064,3.7159142,468.015824,3.7159142,308.9346,3.7159142,774.81903,3.7159142,843.16748,3.7159142,820.6795,,,,,,,,
3.7361646,153.89494,3.7361646,406.215544,3.7361646,276.80568,3.7361646,121.08714,3.7361646,451.533944,3.7361646,281.85978,3.7361646,163.64704,3.7361646,450.836244,3.7361646,302.34968,3.7361646,772.31555,3.7361646,840.67938,3.7361646,817.3421,,,,,,,,
3.7564147,151.458508,3.7564147,389.543144,3.7564147,267.958608,3.7564147,121.223708,3.7564147,431.630544,3.7564147,272.731808,3.7564147,162.583608,3.7564147,435.830144,3.7564147,296.005408,3.7564147,769.72516,3.7564147,840.46063,3.7564147,815.02991,,,,,,,,
3.776665,152.99488,3.776665,382.831744,3.776665,263.654168,3.776665,121.51228,3.776665,417.520944,3.776665,265.364768,3.776665,160.62228,3.776665,428.166044,3.776665,291.573168,3.776665,766.0011,3.776665,836.74738,3.776665,811.38611,,,,,,,,
3.7969153,152.069956,3.7969153,378.182536,3.7969153,260.488096,3.7969153,123.330456,3.7969153,407.707036,3.7969153,260.970296,3.7969153,158.729556,3.7969153,422.284736,3.7969153,286.933196,3.7969153,762.98962,3.7969153,832.70422,3.7969153,808.62592,,,,,,,,
3.8171654,147.293052,3.8171654,364.362812,3.8171654,253.742884,3.8171654,120.709152,3.8171654,395.832312,3.8171654,255.488284,3.8171654,155.544152,3.8171654,410.286012,3.8171654,280.436784,3.8171654,763.54529,3.8171654,831.03149,3.8171654,806.93793,,,,,,,,
3.8374157,143.321248,3.8374157,347.27864,3.8374157,246.539336,3.8374157,118.652148,3.8374157,381.61664,3.8374157,248.584236,3.8374157,151.621948,3.8374157,397.00444,3.8374157,274.361836,3.8374157,763.64221,3.8374157,829.52155,3.8374157,804.27997,,,,,,,,
3.8576658,141.108456,3.8576658,346.774932,3.8576658,244.548512,3.8576658,114.582456,3.8576658,376.200832,3.8576658,242.472712,3.8576658,154.896656,3.8576658,392.387932,3.8576658,273.397612,3.8576658,761.24487,3.8576658,825.94189,3.8576658,801.25574,,,,,,,,
3.8779161,143.66238,3.8779161,341.483628,3.8779161,242.252984,3.8779161,112.22638,3.8779161,365.663628,3.8779161,236.533484,3.8779161,157.18608,3.8779161,383.175228,3.8779161,270.335584,3.8779161,757.9256,3.8779161,822.22156,3.8779161,798.16943,,,,,,,,
3.8981662,148.661044,3.8981662,330.0896,3.8981662,238.68992,3.8981662,115.098444,3.8981662,350.7835,3.8981662,231.85352,3.8981662,157.871744,3.8981662,369.975,3.8981662,265.11262,3.8981662,753.31213,3.8981662,820.3205,3.8981662,794.6449,,,,,,,,
3.9184165,149.255144,3.9184165,323.604684,3.9184165,235.106396,3.9184165,116.458844,3.9184165,338.748284,3.9184165,227.661496,3.9184165,155.963844,3.9184165,357.679984,3.9184165,258.959996,3.9184165,750.33813,3.9184165,816.36243,3.9184165,791.40717,,,,,,,,
3.9386666,146.223468,3.9386666,320.526624,3.9386666,233.607396,3.9386666,112.211868,3.9386666,335.394324,3.9386666,224.923696,3.9386666,154.886568,3.9386666,352.656424,3.9386666,254.974396,3.9386666,748.51361,3.9386666,814.49573,3.9386666,788.78717,,,,,,,,
3.9589169,144.315564,3.9589169,313.855148,3.9589169,230.534832,3.9589169,110.505464,3.9589169,330.765448,3.9589169,221.761132,3.9589169,153.079264,3.9589169,345.291448,3.9589169,251.378632,3.9589169,745.58978,3.9589169,811.29346,3.9589169,785.13239,,,,,,,,
3.979167,147.733364,3.979167,311.397232,3.979167,229.574724,3.979167,113.625764,3.979167,330.132632,3.979167,220.357924,3.979167,152.498964,3.979167,344.538332,3.979167,249.966124,3.979167,740.63928,3.979167,805.85364,3.979167,781.02948,,,,,,,,
3.9994173,147.701856,3.9994173,307.038208,3.9994173,227.190608,3.9994173,115.822976,3.9994173,325.126308,3.9994173,217.722408,3.9994173,154.210156,3.9994173,342.331508,3.9994173,247.676608,3.9994173,736.18237,3.9994173,799.63416,3.9994173,776.89716,,,,,,,,
4.0196676,144.318016,4.0196676,303.910772,4.0196676,224.277524,4.0196676,118.212466,4.0196676,320.236672,4.0196676,215.237924,4.0196676,154.225416,4.0196676,341.918972,4.0196676,246.244224,4.0196676,734.20807,4.0196676,797.77319,4.0196676,774.93298,,,,,,,,
4.0399179,140.027508,4.0399179,300.097196,4.0399179,219.686808,4.0399179,117.189378,4.0399179,314.349796,4.0399179,211.528508,4.0399179,152.837008,4.0399179,336.727896,4.0399179,243.599008,4.0399179,733.60266,4.0399179,795.97192,4.0399179,773.04816,,,,,,,,
4.0601678,141.778892,4.0601678,292.647452,4.0601678,216.523728,4.0601678,116.362982,4.0601678,306.580952,4.0601678,208.855428,4.0601678,155.917092,4.0601678,329.936752,4.0601678,241.149928,4.0601678,729.94684,4.0601678,795.07904,4.0601678,770.02356,,,,,,,,
4.0804181,145.317492,4.0804181,288.871336,4.0804181,214.994284,4.0804181,115.519742,4.0804181,300.228536,4.0804181,205.877684,4.0804181,156.186992,4.0804181,322.003536,4.0804181,238.216384,4.0804181,726.63409,4.0804181,792.37347,4.0804181,766.31268,,,,,,,,
4.1006684,142.016056,4.1006684,290.057664,4.1006684,214.871632,4.1006684,110.476456,4.1006684,299.289964,4.1006684,204.693532,4.1006684,152.972656,4.1006684,322.420864,4.1006684,237.819532,4.1006684,725.56787,4.1006684,786.74628,4.1006684,762.00964,,,,,,,,
4.1209188,143.196328,4.1209188,286.455036,4.1209188,213.84526,4.1209188,112.897718,4.1209188,291.492436,4.1209188,201.33066,4.1209188,154.775628,4.1209188,317.275136,4.1209188,236.17156,4.1209188,721.28931,4.1209188,783.30872,4.1209188,758.19495,,,,,,,,
4.1411686,145.997808,4.1411686,278.853712,4.1411686,211.347916,4.1411686,112.724178,4.1411686,282.487112,4.1411686,195.675216,4.1411686,154.846908,4.1411686,309.272012,4.1411686,232.440416,4.1411686,718.15216,4.1411686,783.76849,4.1411686,756.29932,,,,,,,,
4.1614189,146.023744,4.1614189,274.012572,4.1614189,208.591652,4.1614189,115.266094,4.1614189,277.352272,4.1614189,193.338052,4.1614189,152.637544,4.1614189,303.483672,4.1614189,227.226452,4.1614189,715.72888,4.1614189,782.59644,4.1614189,754.99329,,,,,,,,
4.1816692,146.48776,4.1816692,274.111604,4.1816692,209.147496,4.1816692,115.56983,4.1816692,277.305804,4.1816692,193.897496,4.1816692,151.22576,4.1816692,304.607704,4.1816692,227.332596,4.1816692,711.4657,4.1816692,778.93408,4.1816692,751.40717,,,,,,,,
4.2019196,146.113956,4.2019196,272.81342,4.2019196,208.477428,4.2019196,113.308956,4.2019196,272.88092,4.2019196,192.545028,4.2019196,149.314576,4.2019196,300.70922,4.2019196,226.044628,4.2019196,708.14972,4.2019196,774.7594,4.2019196,747.52606,,,,,,,,
4.2221699,146.928292,4.2221699,267.43312,4.2221699,206.23646,4.2221699,114.445992,4.2221699,269.72292,4.2221699,190.87166,4.2221699,148.652722,4.2221699,301.26542,4.2221699,225.07736,4.2221699,704.63129,4.2221699,770.04565,4.2221699,743.50745,,,,,,,,
4.2424197,146.721936,4.2424197,265.536496,4.2424197,203.412304,4.2424197,112.693496,4.2424197,266.098796,4.2424197,187.464104,4.2424197,148.221576,4.2424197,301.157496,4.2424197,223.982204,4.2424197,702.84387,4.2424197,767.13092,4.2424197,740.97308,,,,,,,,
4.26267,145.484718,4.26267,265.556612,4.26267,201.498976,4.26267,109.901588,4.26267,261.657312,4.26267,184.319076,4.26267,145.970558,4.26267,294.718412,4.26267,221.309876,4.26267,701.74481,4.26267,767.01074,4.26267,739.83502,,,,,,,,
4.2829204,141.569876,4.2829204,260.773444,4.2829204,197.958024,4.2829204,110.113636,4.2829204,257.247944,4.2829204,182.777324,4.2829204,143.047226,4.2829204,288.270844,4.2829204,217.642524,4.2829204,700.10962,4.2829204,764.92688,4.2829204,737.63873,,,,,,,,
4.3031707,135.541066,4.3031707,257.460676,4.3031707,195.819324,4.3031707,109.159536,4.3031707,256.927176,4.3031707,183.262324,4.3031707,139.860276,4.3031707,287.683776,4.3031707,216.531424,4.3031707,700.58722,4.3031707,757.96527,4.3031707,733.79498,,,,,,,,
4.3234205,134.506774,4.3234205,257.5609,4.3234205,196.200092,4.3234205,105.858954,4.3234205,254.8621,4.3234205,181.747292,4.3234205,140.139284,4.3234205,288.2863,4.3234205,215.331192,4.3234205,699.54193,4.3234205,754.039,4.3234205,730.30109,,,,,,,,
4.3436708,137.527238,4.3436708,253.127568,4.3436708,195.977216,4.3436708,108.603418,4.3436708,248.803568,4.3436708,180.299116,4.3436708,141.912498,4.3436708,282.394168,4.3436708,213.480316,4.3436708,694.00806,4.3436708,753.77911,4.3436708,727.47382,,,,,,,,
4.3639212,137.862664,4.3639212,250.519924,4.3639212,194.302128,4.3639212,111.577334,4.3639212,243.963824,4.3639212,178.580128,4.3639212,143.891114,4.3639212,279.583924,4.3639212,212.332328,4.3639212,688.79883,4.3639212,751.50873,4.3639212,724.58331,,,,,,,,
4.3841715,136.09774,4.3841715,252.172052,4.3841715,193.360512,4.3841715,109.81667,4.3841715,244.567352,4.3841715,175.968512,4.3841715,142.19637,4.3841715,281.513752,4.3841715,210.845412,4.3841715,686.2392,4.3841715,746.11279,4.3841715,721.66449,,,,,,,,
4.4044218,137.478354,4.4044218,255.979168,4.4044218,195.13112,4.4044218,108.030414,4.4044218,248.675668,4.4044218,175.33322,4.4044218,143.460714,4.4044218,284.530968,4.4044218,211.62032,4.4044218,683.46393,4.4044218,742.45886,4.4044218,718.9494,,,,,,,,
4.4246716,136.176932,4.4246716,251.740688,4.4246716,192.555812,4.4246716,106.555042,4.4246716,243.799888,4.4246716,172.215212,4.4246716,143.059982,4.4246716,278.382988,4.4246716,207.962912,4.4246716,680.86554,4.4246716,742.22076,4.4246716,717.56024,,,,,,,,
4.444922,133.967652,4.444922,249.850072,4.444922,190.404852,4.444922,103.567022,4.444922,238.762872,4.444922,169.694552,4.444922,138.055362,4.444922,275.130372,4.444922,204.637052,4.444922,679.31854,4.444922,739.30469,4.444922,715.39929,,,,,,,,
4.4651723,131.897466,4.4651723,248.38368,4.4651723,190.396828,4.4651723,105.326366,4.4651723,234.18478,4.4651723,170.026128,4.4651723,138.045966,4.4651723,267.93328,4.4651723,203.541728,4.4651723,677.56647,4.4651723,736.7561,4.4651723,711.89581,,,,,,,,
4.4854226,133.143834,4.4854226,252.694436,4.4854226,191.965272,4.4854226,103.881504,4.4854226,235.734136,4.4854226,170.625672,4.4854226,140.670754,4.4854226,266.627336,4.4854226,203.670272,4.4854226,673.88318,4.4854226,733.44922,4.4854226,708.29669,,,,,,,,
4.5056725,129.986562,4.5056725,256.621008,4.5056725,191.873852,4.5056725,100.645982,4.5056725,239.473508,4.5056725,170.746152,4.5056725,140.571092,4.5056725,269.830408,4.5056725,204.800252,4.5056725,671.58789,4.5056725,728.97516,4.5056725,704.49579,,,,,,,,
4.5259228,124.604576,4.5259228,258.464564,4.5259228,190.710352,4.5259228,99.6494960000001,4.5259228,243.770464,4.5259228,170.715052,4.5259228,140.233726,4.5259228,273.807564,4.5259228,205.567652,4.5259228,670.18512,4.5259228,724.91278,4.5259228,701.49554,,,,,,,,
4.5461731,125.955462,4.5461731,254.7142,4.5461731,189.404308,4.5461731,101.292442,4.5461731,240.8088,4.5461731,169.067108,4.5461731,141.162132,4.5461731,271.6753,4.5461731,203.140908,4.5461731,667.68604,4.5461731,723.0415,4.5461731,699.58191,,,,,,,,
4.5664234,125.77946,4.5664234,251.917144,4.5664234,188.791676,4.5664234,102.0247,4.5664234,234.649044,4.5664234,168.083676,4.5664234,138.97526,4.5664234,272.563844,4.5664234,201.836376,4.5664234,664.84265,4.5664234,722.35138,4.5664234,697.54602,,,,,,,,
4.5866737,126.68736,4.5866737,251.497344,4.5866737,189.035296,4.5866737,100.07091,4.5866737,229.677744,4.5866737,166.295696,4.5866737,139.92125,4.5866737,275.267544,4.5866737,204.392196,4.5866737,661.2287,4.5866737,718.24438,4.5866737,693.64117,,,,,,,,
4.6069236,129.227306,4.6069236,249.042736,4.6069236,190.163344,4.6069236,100.973036,4.6069236,228.416536,4.6069236,166.181744,4.6069236,144.023266,4.6069236,274.734936,4.6069236,207.114144,4.6069236,656.13977,4.6069236,715.20447,4.6069236,689.47913,,,,,,,,
4.6271739,134.065186,4.6271739,250.613444,4.6271739,191.902756,4.6271739,104.191096,4.6271739,232.249844,4.6271739,166.405976,4.6271739,145.129636,4.6271739,274.164144,4.6271739,206.976856,4.6271739,651.61377,4.6271739,711.43738,4.6271739,686.61237,,,,,,,,
4.6474242,135.094458,4.6474242,256.442988,4.6474242,192.46432,4.6474242,103.145108,4.6474242,233.421388,4.6474242,164.83495,4.6474242,142.717688,4.6474242,274.797488,4.6474242,205.28202,4.6474242,649.05286,4.6474242,708.32751,4.6474242,685.01715,,,,,,,,
4.6676745,135.013808,4.6676745,257.154984,4.6676745,191.634768,4.6676745,103.352738,4.6676745,232.849584,4.6676745,164.874748,4.6676745,141.827778,4.6676745,270.180484,4.6676745,203.666368,4.6676745,646.85876,4.6676745,706.01843,4.6676745,682.59161,,,,,,,,
4.6879244,134.192156,4.6879244,260.28276,4.6879244,192.704248,4.6879244,104.412126,4.6879244,235.08236,4.6879244,166.389568,4.6879244,140.528396,4.6879244,268.25686,4.6879244,202.847748,4.6879244,645.22302,4.6879244,702.34045,4.6879244,679.45721,,,,,,,,
4.7081747,126.777872,4.7081747,263.713016,4.7081747,192.255112,4.7081747,102.357032,4.7081747,232.153416,4.7081747,165.319932,4.7081747,135.078772,4.7081747,267.347016,4.7081747,200.891812,4.7081747,645.62909,4.7081747,699.79382,4.7081747,676.86774,,,,,,,,
4.728425,120.749584,4.728425,264.447988,4.728425,191.829424,4.728425,101.077224,4.728425,231.043088,4.728425,165.392934,4.728425,131.698064,4.728425,268.559688,4.728425,200.296824,4.728425,642.89728,4.728425,697.59576,4.728425,673.83948,,,,,,,,
4.7486753,119.248218,4.7486753,265.289844,4.7486753,192.229746,4.7486753,101.008478,4.7486753,230.350244,4.7486753,165.722856,4.7486753,130.363278,4.7486753,269.523844,4.7486753,201.012076,4.7486753,639.15411,4.7486753,695.67413,4.7486753,670.91577,,,,,,,,
4.7689257,120.294046,4.7689257,265.26062,4.7689257,191.981288,4.7689257,103.209576,4.7689257,230.51472,4.7689257,165.989958,4.7689257,131.546366,4.7689257,268.26652,4.7689257,201.558048,4.7689257,635.53082,4.7689257,693.7204,4.7689257,667.83221,,,,,,,,
4.7891755,123.38458,4.7891755,268.405908,4.7891755,194.109992,4.7891755,102.58069,4.7891755,231.076108,4.7891755,166.430122,4.7891755,131.83728,4.7891755,268.107408,4.7891755,200.397402,4.7891755,632.93335,4.7891755,691.29541,4.7891755,665.07324,,,,,,,,
4.8094258,127.042652,4.8094258,274.135692,4.8094258,197.619146,4.8094258,102.409102,4.8094258,232.783892,4.8094258,168.121466,4.8094258,131.620772,4.8094258,270.967892,4.8094258,201.513136,4.8094258,628.77814,4.8094258,688.95734,4.8094258,661.68207,,,,,,,,
4.8296762,131.26647,4.8296762,279.00244,4.8296762,200.547082,4.8296762,104.1469,4.8296762,235.70664,4.8296762,169.175502,4.8296762,134.17565,4.8296762,272.27624,4.8296762,202.868802,4.8296762,624.5542,4.8296762,685.22705,4.8296762,658.49414,,,,,,,,
4.8499265,132.915942,4.8499265,281.546712,4.8499265,200.985214,4.8499265,103.289842,4.8499265,236.770012,4.8499265,169.129864,4.8499265,135.306872,4.8499265,272.127812,4.8499265,202.499924,4.8499265,621.99164,4.8499265,681.84949,4.8499265,656.51923,,,,,,,,
4.8701763,129.850464,4.8701763,289.385332,4.8701763,202.377966,4.8701763,100.907964,4.8701763,238.016332,4.8701763,168.826696,4.8701763,135.301024,4.8701763,274.789032,4.8701763,202.132966,4.8701763,619.87213,4.8701763,679.66864,4.8701763,654.76117,,,,,,,,
4.8904266,123.907718,4.8904266,294.909144,4.8904266,203.942554,4.8904266,97.593208,4.8904266,240.453544,4.8904266,168.849594,4.8904266,132.948858,4.8904266,277.345944,4.8904266,202.474354,4.8904266,618.64166,4.8904266,676.12988,4.8904266,652.06183,,,,,,,,
4.910677,124.54802,4.910677,297.481064,4.910677,206.341172,4.910677,99.0579100000001,4.910677,241.355964,4.910677,169.200362,4.910677,133.42912,4.910677,278.651564,4.910677,203.721602,4.910677,615.6803,4.910677,674.40503,4.910677,649.36469,,,,,,,,
4.9309273,123.726374,4.9309273,303.313704,4.9309273,208.020944,4.9309273,101.363094,4.9309273,242.798904,4.9309273,170.463264,4.9309273,132.056884,4.9309273,279.425404,4.9309273,204.254894,4.9309273,614.32953,4.9309273,670.88983,4.9309273,646.51758,,,,,,,,
4.9511776,119.66685,4.9511776,316.069636,4.9511776,214.452064,4.9511776,99.5203,4.9511776,243.683036,4.9511776,172.268644,4.9511776,129.2144,4.9511776,279.863136,4.9511776,205.729464,4.9511776,614.11755,4.9511776,669.34747,4.9511776,643.54993,,,,,,,,
4.9714274,115.254532,4.9714274,322.412096,4.9714274,217.448976,4.9714274,97.0739920000001,4.9714274,243.707496,4.9714274,172.799996,4.9714274,128.844932,4.9714274,278.531196,4.9714274,205.281496,4.9714274,612.99854,4.9714274,669.85242,4.9714274,641.90582,,,,,,,,
4.9916778,115.427994,4.9916778,326.530264,4.9916778,220.12562,4.9916778,98.278274,4.9916778,244.271264,4.9916778,172.90913,4.9916778,130.966694,4.9916778,279.813964,4.9916778,205.44758,4.9916778,609.30383,4.9916778,669.52728,4.9916778,640.50745,,,,,,,,
5.0119281,117.41504,5.0119281,333.59206,5.0119281,223.41738,5.0119281,99.4025200000001,5.0119281,247.07026,5.0119281,173.50264,5.0119281,130.93432,5.0119281,282.63706,5.0119281,204.88228,5.0119281,606.41205,5.0119281,665.4057,5.0119281,637.83105,,,,,,,,
5.0321784,120.565572,5.0321784,359.00692,5.0321784,235.444154,5.0321784,99.620322,5.0321784,254.62562,5.0321784,175.659364,5.0321784,130.286212,5.0321784,289.66462,5.0321784,206.968814,5.0321784,603.15784,5.0321784,661.1839,5.0321784,634.99908,,,,,,,,
5.0524282,119.946144,5.0524282,375.742396,5.0524282,242.538632,5.0524282,97.3429340000002,5.0524282,259.827896,5.0524282,176.114242,5.0524282,129.216894,5.0524282,295.806596,5.0524282,208.441692,5.0524282,601.91113,5.0524282,656.28967,5.0524282,632.19489,,,,,,,,
5.0726786,117.478312,5.0726786,388.323288,5.0726786,247.156392,5.0726786,96.2980219999999,5.0726786,259.370588,5.0726786,176.761142,5.0726786,128.742842,5.0726786,298.191888,5.0726786,208.722322,5.0726786,599.45319,5.0726786,653.48376,5.0726786,629.33459,,,,,,,,
5.0929289,115.123158,5.0929289,399.607204,5.0929289,251.429556,5.0929289,96.3889680000001,5.0929289,256.961304,5.0929289,176.440486,5.0929289,129.637498,5.0929289,299.604604,5.0929289,209.970826,5.0929289,596.55066,5.0929289,653.26508,5.0929289,627.60712,,,,,,,,
5.1131792,117.04356,5.1131792,433.509324,5.1131792,266.975212,5.1131792,95.8595400000002,5.1131792,267.100624,5.1131792,179.592352,5.1131792,129.13365,5.1131792,307.956124,5.1131792,213.002632,5.1131792,592.9295,5.1131792,650.81323,5.1131792,625.29449,,,,,,,,
5.1334295,119.379732,5.1334295,455.0021,5.1334295,276.637864,5.1334295,97.478302,5.1334295,273.0613,5.1334295,181.601844,5.1334295,131.434962,5.1334295,312.2742,5.1334295,214.862714,5.1334295,588.78619,5.1334295,646.02625,5.1334295,621.67828,,,,,,,,
5.1536794,118.00769,5.1536794,473.992884,5.1536794,285.77804,5.1536794,97.6328700000001,5.1536794,277.210284,5.1536794,183.69588,5.1536794,129.7323,5.1536794,313.642784,5.1536794,215.52315,5.1536794,587.5647,5.1536794,644.04718,5.1536794,619.52905,,,,,,,,
5.1739297,114.053904,5.1739297,501.925956,5.1739297,296.798176,5.1739297,95.458444,5.1739297,285.062956,5.1739297,186.929636,5.1739297,125.770824,5.1739297,319.433056,5.1739297,217.190256,5.1739297,587.80878,5.1739297,640.45087,5.1739297,617.21552,,,,,,,,
5.19418,113.29938,5.19418,556.225968,5.19418,320.95718,5.19418,93.6424599999999,5.19418,295.290768,5.19418,191.80468,5.19418,123.9867,5.19418,330.706068,5.19418,223.14105,5.19418,585.51025,5.19418,637.35461,5.19418,613.91785,,,,,,,,
5.2144303,116.884006,5.2144303,594.499204,5.2144303,339.022576,5.2144303,94.0115660000001,5.2144303,300.615404,5.2144303,195.148976,5.2144303,120.115876,5.2144303,336.925604,5.2144303,225.653926,5.2144303,582.06342,5.2144303,633.94183,5.2144303,610.59052,,,,,,,,
