Wavenumber[1/cm],120C,110C,100C,90C,80C,70C
3076.869,-0.0007,0.23249999999999998,0.3599,0.4701,0.5616,0.6885
3077.351,-0.001007,0.23220000000000002,0.3595,0.4695,0.5612,0.688
3077.833,-0.001276,0.23199999999999998,0.3592,0.469,0.5608,0.6876
3078.315,-0.001496,0.2319,0.359,0.4686,0.5605,0.6873
3078.797,-0.001663,0.2318,0.359,0.4684,0.5603,0.6871
3079.28,-0.001742,0.2318,0.35910000000000003,0.4683,0.5602,0.6871
3079.762,-0.001763,0.2318,0.3592,0.4684,0.5603,0.6872
3080.244,-0.00171,0.23199999999999998,0.3595,0.4686,0.5604,0.6875
3080.726,-0.001595,0.23210000000000003,0.3598,0.4689,0.5607,0.6879
3081.208,-0.001447,0.2324,0.36010000000000003,0.4692,0.561,0.6883
3081.69,-0.001294,0.23260000000000003,0.3604,0.4695,0.5612,0.6887
3082.172,-0.001175,0.2328,0.3605,0.4697,0.5614,0.6891
3082.654,-0.001105,0.2329,0.3607,0.4699,0.5615,0.6894
3083.137,-0.00111,0.23299999999999998,0.3607,0.47,0.5616,0.6897
3083.619,-0.001152,0.23299999999999998,0.3607,0.4701,0.5617,0.69
3084.101,-0.001211,0.23299999999999998,0.3607,0.4703,0.5619,0.6904
3084.583,-0.001251,0.23299999999999998,0.3607,0.4705,0.5621,0.6908
3085.065,-0.001235,0.23310000000000003,0.3608,0.4708,0.5624,0.6912
3085.547,-0.001156,0.2333,0.3609,0.4711,0.5627,0.6916
3086.029,-0.001018,0.23349999999999999,0.3612,0.4715,0.5631,0.6919
3086.511,-0.000859,0.23370000000000002,0.3615,0.4718,0.5636,0.6923
3086.993,-0.000718,0.2339,0.3619,0.4721,0.5639,0.6926
3087.476,-0.000625,0.23410000000000003,0.3622,0.4722,0.5643,0.6929
3087.958,-0.000616,0.23420000000000002,0.3624,0.4722,0.5645,0.6932
3088.44,-0.000684,0.23420000000000002,0.3624,0.4722,0.5646,0.6933
3088.922,-0.000804,0.23410000000000003,0.3623,0.4721,0.5645,0.6932
3089.404,-0.000957,0.23410000000000003,0.3622,0.472,0.5643,0.693
3089.886,-0.001107,0.23399999999999999,0.362,0.4719,0.564,0.6927
3090.368,-0.001224,0.2339,0.3618,0.472,0.5638,0.6924
3090.85,-0.001285,0.2339,0.3617,0.4722,0.5638,0.6922
3091.333,-0.001275,0.23399999999999999,0.3617,0.4725,0.564,0.6923
3091.815,-0.001209,0.23420000000000002,0.3618,0.4727,0.5643,0.6926
3092.297,-0.001082,0.2344,0.362,0.473,0.5648,0.693
3092.779,-0.000915,0.23460000000000003,0.3622,0.4733,0.5653,0.6935
3093.261,-0.00074,0.2348,0.3624,0.4735,0.5658,0.694
3093.743,-0.000598,0.23510000000000003,0.3627,0.4738,0.5662,0.6945
3094.225,-0.000512,0.23520000000000002,0.3629,0.474,0.5666,0.6949
3094.707,-0.000505,0.2353,0.3633,0.4744,0.567,0.6952
3095.189,-0.000548,0.2353,0.36360000000000003,0.4747,0.5673,0.6957
3095.672,-0.000611,0.2353,0.364,0.4751,0.5676,0.6961
3096.154,-0.000651,0.2354,0.3644,0.4754,0.5678,0.6966
3096.636,-0.000636,0.2354,0.3647,0.4755,0.568,0.6969
3097.118,-0.000573,0.23560000000000003,0.3648,0.4755,0.5679,0.697
3097.6,-0.000504,0.23570000000000002,0.3647,0.4754,0.5677,0.6968
3098.082,-0.000473,0.2358,0.3645,0.4751,0.5673,0.6965
3098.564,-0.000551,0.2358,0.3641,0.4747,0.5668,0.6959
3099.046,-0.000731,0.23570000000000002,0.36360000000000003,0.4743,0.5663,0.6954
3099.528,-0.000992,0.2355,0.36310000000000003,0.474,0.566,0.695
3100.011,-0.001257,0.2353,0.3629,0.4739,0.5659,0.6948
3100.493,-0.00146,0.23520000000000002,0.3629,0.474,0.5659,0.6949
3100.975,-0.001554,0.23520000000000002,0.3632,0.4742,0.5663,0.6952
3101.457,-0.001543,0.2353,0.36360000000000003,0.4746,0.5667,0.6957
3101.939,-0.001408,0.2355,0.3641,0.4751,0.5674,0.6963
3102.421,-0.001205,0.23570000000000002,0.3645,0.4756,0.568,0.6971
3102.903,-0.000961,0.236,0.3648,0.4761,0.5687,0.6979
3103.385,-0.00069,0.2364,0.3651,0.4765,0.5693,0.6987
3103.868,-0.000404,0.23670000000000002,0.3653,0.4769,0.5699,0.6995
3104.35,-0.000114,0.23710000000000003,0.3656,0.4773,0.5705,0.7004
3104.832,0.000142,0.2374,0.3659,0.4776,0.5709,0.701
3105.314,0.000335,0.23770000000000002,0.3661,0.4778,0.5713,0.7014
3105.796,0.000449,0.2379,0.3663,0.4781,0.5714,0.7016
3106.278,0.000418,0.2379,0.3663,0.4781,0.5714,0.7014
3106.76,0.000242,0.2378,0.366,0.478,0.5711,0.7008
3107.242,-7.83e-05,0.23760000000000003,0.3657,0.4777,0.5705,0.7001
3107.724,-0.000454,0.2373,0.3653,0.4773,0.5699,0.6992
3108.207,-0.000825,0.237,0.3649,0.4769,0.5694,0.6985
3108.689,-0.001103,0.2368,0.3647,0.4766,0.569,0.6979
3109.171,-0.001238,0.23670000000000002,0.3647,0.4763,0.5689,0.6977
3109.653,-0.001183,0.2368,0.3649,0.4763,0.569,0.6979
3110.135,-0.000957,0.23710000000000003,0.3652,0.4765,0.5694,0.6985
3110.617,-0.000651,0.2375,0.3656,0.4768,0.57,0.6993
3111.099,-0.000297,0.2379,0.366,0.4772,0.5706,0.7004
3111.581,1.47e-05,0.2383,0.3664,0.4777,0.5714,0.7015
3112.064,0.000215,0.23860000000000003,0.3667,0.4782,0.5721,0.7026
3112.546,0.000274,0.23870000000000002,0.367,0.4787,0.5727,0.7036
3113.028,0.000182,0.23870000000000002,0.3672,0.4791,0.5731,0.7042
3113.51,-2.82e-05,0.23860000000000003,0.3672,0.4793,0.5733,0.7045
3113.992,-0.000306,0.2384,0.367,0.4794,0.5734,0.7044
3114.474,-0.000596,0.23810000000000003,0.3668,0.4793,0.5732,0.7041
3114.956,-0.00086,0.2379,0.3665,0.4791,0.573,0.7036
3115.438,-0.001042,0.2378,0.3662,0.4789,0.5727,0.7031
3115.92,-0.001135,0.2378,0.366,0.4787,0.5725,0.7027
3116.403,-0.001156,0.2379,0.366,0.4786,0.5723,0.7025
3116.885,-0.00111,0.238,0.3661,0.4787,0.5723,0.7025
3117.367,-0.001037,0.23810000000000003,0.3664,0.4788,0.5723,0.7025
3117.849,-0.000967,0.2383,0.3667,0.479,0.5724,0.7027
3118.331,-0.00092,0.2384,0.3669,0.4791,0.5726,0.7027
3118.813,-0.000899,0.2385,0.3671,0.4792,0.5727,0.7027
3119.295,-0.000894,0.23860000000000003,0.3672,0.4792,0.5729,0.7027
3119.777,-0.000889,0.23860000000000003,0.3673,0.4792,0.5731,0.7028
3120.26,-0.000862,0.23870000000000002,0.3673,0.4794,0.5733,0.703
3120.742,-0.000804,0.2389,0.3674,0.4797,0.5736,0.7033
3121.224,-0.000712,0.239,0.3675,0.4801,0.5739,0.7037
3121.706,-0.000577,0.23920000000000002,0.3677,0.4806,0.5742,0.7044
3122.188,-0.000409,0.2395,0.368,0.4811,0.5746,0.7051
3122.67,-0.000223,0.23970000000000002,0.3683,0.4816,0.5751,0.7059
3123.152,-3.59e-05,0.24,0.3687,0.4821,0.5756,0.7067
3123.634,0.000135,0.24020000000000002,0.3691,0.4825,0.5761,0.7075
3124.116,0.000281,0.2405,0.3695,0.4828,0.5766,0.7081
3124.599,0.000386,0.24060000000000004,0.3698,0.483,0.5771,0.7086
3125.081,0.00045,0.24080000000000001,0.3701,0.4832,0.5775,0.709
3125.563,0.00049,0.2409,0.3704,0.4834,0.5779,0.7093
3126.045,0.000508,0.241,0.3706,0.4835,0.5782,0.7094
3126.527,0.000503,0.241,0.37070000000000003,0.4837,0.5785,0.7095
3127.009,0.000474,0.24110000000000004,0.3706,0.4837,0.5787,0.7094
3127.491,0.000421,0.24110000000000004,0.3705,0.4837,0.5787,0.7092
3127.973,0.000333,0.24110000000000004,0.3703,0.4836,0.5785,0.709
3128.455,0.000217,0.241,0.37,0.4834,0.5782,0.7086
3128.938,7.14e-05,0.241,0.36970000000000003,0.4832,0.5779,0.7082
3129.42,-8.14e-05,0.2409,0.3695,0.4829,0.5776,0.7078
3129.902,-0.00022,0.24080000000000001,0.3694,0.4827,0.5774,0.7075
3130.384,-0.000331,0.24080000000000001,0.3693,0.4827,0.5773,0.7074
3130.866,-0.000389,0.24080000000000001,0.3693,0.4827,0.5775,0.7074
3131.348,-0.000395,0.2409,0.3694,0.4829,0.5777,0.7076
3131.83,-0.000345,0.241,0.3695,0.4832,0.5779,0.7081
3132.312,-0.000239,0.24120000000000003,0.3696,0.4836,0.5782,0.7089
3132.795,-0.000111,0.2414,0.3698,0.4839,0.5785,0.7097
3133.277,4.86e-05,0.24160000000000004,0.3701,0.4844,0.5789,0.7107
3133.759,0.000217,0.24180000000000001,0.3704,0.4849,0.5794,0.7117
3134.241,0.000392,0.24210000000000004,0.3708,0.4854,0.58,0.7126
3134.723,0.000566,0.24230000000000002,0.3713,0.4859,0.5807,0.7134
3135.205,0.000733,0.24260000000000004,0.3718,0.4864,0.5813,0.714
3135.687,0.00088,0.24280000000000002,0.37220000000000003,0.4868,0.5819,0.7144
3136.169,0.000985,0.243,0.3725,0.4871,0.5822,0.7145
3136.651,0.00104,0.24309999999999998,0.37270000000000003,0.4872,0.5823,0.7145
3137.134,0.001009,0.24309999999999998,0.37270000000000003,0.487,0.5821,0.7143
3137.616,0.000904,0.24309999999999998,0.3726,0.4867,0.5818,0.7139
3138.098,0.000708,0.243,0.3723,0.4863,0.5815,0.7133
3138.58,0.000466,0.24280000000000002,0.372,0.4858,0.5811,0.7125
3139.062,0.000219,0.24260000000000004,0.37170000000000003,0.4855,0.5808,0.7119
3139.544,7.61e-06,0.2425,0.3715,0.4853,0.5806,0.7114
3140.026,-0.000127,0.2424,0.3714,0.4852,0.5806,0.7112
3140.508,-0.00015,0.2425,0.3716,0.4855,0.5809,0.7115
3140.991,-8.58e-05,0.24260000000000004,0.3718,0.4858,0.5813,0.7121
3141.473,2.93e-05,0.24280000000000002,0.37220000000000003,0.4863,0.5818,0.713
3141.955,0.000181,0.243,0.3726,0.4868,0.5824,0.7139
3142.437,0.000328,0.24320000000000003,0.3729,0.4872,0.583,0.7148
3142.919,0.00044,0.2434,0.3731,0.4876,0.5834,0.7154
3143.401,0.000507,0.24359999999999998,0.37320000000000003,0.4879,0.5837,0.7158
3143.883,0.000526,0.24370000000000003,0.3733,0.4881,0.5838,0.716
3144.365,0.000508,0.24370000000000003,0.3734,0.4883,0.5837,0.716
3144.847,0.000475,0.24380000000000002,0.3734,0.4885,0.5836,0.7161
3145.33,0.000445,0.24380000000000002,0.3735,0.4887,0.5835,0.7162
3145.812,0.000446,0.2439,0.3735,0.4888,0.5836,0.7166
3146.294,0.000476,0.244,0.3736,0.4888,0.5838,0.7171
3146.776,0.000554,0.24409999999999998,0.3736,0.4888,0.5842,0.7177
3147.258,0.000673,0.24430000000000002,0.37370000000000003,0.4888,0.5846,0.7183
3147.74,0.000827,0.2445,0.3739,0.4888,0.5852,0.7187
3148.222,0.000989,0.24480000000000002,0.37420000000000003,0.4889,0.5857,0.7191
3148.704,0.001127,0.245,0.3744,0.4892,0.5862,0.7193
3149.187,0.001201,0.24509999999999998,0.37470000000000003,0.4896,0.5864,0.7192
3149.669,0.001186,0.24520000000000003,0.3748,0.49,0.5865,0.7189
3150.151,0.001062,0.24509999999999998,0.37470000000000003,0.4902,0.5863,0.7183
3150.633,0.000865,0.245,0.3745,0.4903,0.5859,0.7176
3151.115,0.000616,0.24480000000000002,0.3741,0.4902,0.5852,0.7169
3151.597,0.000385,0.24470000000000003,0.37370000000000003,0.4898,0.5847,0.7161
3152.079,0.000221,0.24459999999999998,0.3733,0.4894,0.5843,0.7156
3152.561,0.000144,0.24459999999999998,0.37320000000000003,0.4891,0.5841,0.7153
3153.043,0.000162,0.24470000000000003,0.3733,0.489,0.5843,0.7154
3153.526,0.000249,0.24480000000000002,0.3735,0.4892,0.5848,0.7159
3154.008,0.000375,0.245,0.3739,0.4896,0.5855,0.7167
3154.49,0.000494,0.24520000000000003,0.3743,0.4902,0.5863,0.7177
3154.972,0.000596,0.2454,0.37470000000000003,0.4907,0.5869,0.7188
3155.454,0.000687,0.24559999999999998,0.375,0.4912,0.5874,0.7199
3155.936,0.000787,0.24570000000000003,0.37520000000000003,0.4916,0.5877,0.7208
3156.418,0.000916,0.2459,0.3753,0.4918,0.588,0.7215
3156.9,0.00107,0.24620000000000003,0.3754,0.4919,0.5882,0.722
3157.383,0.001234,0.2464,0.3756,0.4919,0.5885,0.7222
3157.865,0.001384,0.24659999999999999,0.3759,0.492,0.5888,0.7222
3158.347,0.001489,0.24680000000000002,0.37620000000000003,0.4921,0.5892,0.7221
3158.829,0.001536,0.2469,0.3765,0.4923,0.5895,0.722
3159.311,0.001521,0.247,0.3767,0.4925,0.5897,0.722
3159.793,0.001475,0.247,0.3768,0.4928,0.5899,0.722
3160.275,0.00142,0.247,0.3769,0.4931,0.5899,0.7222
3160.757,0.001384,0.2471,0.3768,0.4934,0.5899,0.7226
3161.239,0.001385,0.2471,0.3767,0.4936,0.5898,0.723
3161.722,0.001417,0.24720000000000003,0.3767,0.4938,0.5896,0.7235
3162.204,0.001464,0.2474,0.3767,0.494,0.5895,0.724
3162.686,0.001513,0.2475,0.3767,0.4941,0.5895,0.7244
3163.168,0.001548,0.2476,0.3767,0.4942,0.5895,0.7248
3163.65,0.001569,0.24770000000000003,0.3768,0.4943,0.5897,0.7252
3164.132,0.001587,0.24780000000000002,0.3769,0.4944,0.5898,0.7255
3164.614,0.001604,0.2479,0.3769,0.4944,0.5901,0.7258
3165.096,0.00162,0.248,0.3769,0.4945,0.5903,0.7259
3165.578,0.001622,0.248,0.377,0.4946,0.5906,0.726
3166.061,0.001587,0.2481,0.3771,0.4946,0.591,0.726
3166.543,0.001505,0.2481,0.3772,0.4947,0.5914,0.726
3167.025,0.001378,0.248,0.3774,0.4948,0.5918,0.726
3167.507,0.001227,0.2479,0.3775,0.4949,0.5922,0.726
3167.989,0.001091,0.2479,0.3777,0.495,0.5926,0.726
3168.471,0.001023,0.2479,0.3778,0.4952,0.593,0.7261
3168.953,0.001043,0.248,0.3779,0.4953,0.5932,0.7263
3169.435,0.001177,0.24820000000000003,0.378,0.4955,0.5933,0.7265
3169.918,0.001369,0.2484,0.3782,0.4958,0.5933,0.7267
3170.4,0.001583,0.24870000000000003,0.3783,0.4961,0.5931,0.7271
3170.882,0.001752,0.249,0.3784,0.4965,0.593,0.7276
3171.364,0.001851,0.2491,0.3786,0.4968,0.5929,0.7281
3171.846,0.001864,0.24920000000000003,0.3788,0.497,0.5928,0.7285
3172.328,0.001827,0.24930000000000002,0.379,0.4971,0.5929,0.7289
3172.81,0.001784,0.24930000000000002,0.3792,0.4972,0.5931,0.729
3173.292,0.001782,0.2494,0.3794,0.4973,0.5934,0.729
3173.774,0.001841,0.2495,0.3796,0.4974,0.5938,0.7289
3174.257,0.001958,0.24970000000000003,0.3798,0.4975,0.5943,0.7288
3174.739,0.002091,0.2499,0.3799,0.4977,0.5948,0.7287
3175.221,0.002195,0.2501,0.38,0.4978,0.5953,0.7288
3175.703,0.002216,0.25020000000000003,0.38,0.4978,0.5956,0.729
3176.185,0.002154,0.25020000000000003,0.3799,0.4977,0.5959,0.7292
3176.667,0.002034,0.2501,0.3797,0.4976,0.5961,0.7295
3177.149,0.00191,0.2501,0.3795,0.4974,0.5961,0.7297
3177.631,0.001817,0.2501,0.3793,0.4972,0.5962,0.7298
3178.114,0.001798,0.2501,0.3792,0.4972,0.5962,0.73
3178.596,0.001841,0.25020000000000003,0.3792,0.4973,0.5962,0.7301
3179.078,0.001914,0.2504,0.3794,0.4975,0.5962,0.7303
3179.56,0.00197,0.2505,0.3797,0.4978,0.5963,0.7306
3180.042,0.001964,0.2506,0.38,0.4981,0.5964,0.7309
3180.524,0.001882,0.2506,0.3804,0.4984,0.5965,0.7313
3181.006,0.001737,0.2505,0.3807,0.4986,0.5965,0.7317
3181.488,0.001562,0.2504,0.3808,0.4988,0.5966,0.7322
3181.97,0.001405,0.2503,0.3809,0.4989,0.5967,0.7326
3182.453,0.001284,0.2503,0.3809,0.499,0.5968,0.7331
3182.935,0.00124,0.2503,0.3808,0.4991,0.597,0.7335
3183.417,0.001273,0.2504,0.3808,0.4994,0.5973,0.7338
3183.899,0.00136,0.2506,0.3808,0.4996,0.5976,0.734
3184.381,0.001497,0.2508,0.3809,0.4999,0.5979,0.7341
3184.863,0.001651,0.251,0.381,0.5001,0.5982,0.7341
3185.345,0.001816,0.25120000000000003,0.38130000000000003,0.5003,0.5984,0.7341
3185.827,0.001975,0.2515,0.3815,0.5005,0.5986,0.7341
3186.31,0.002121,0.25170000000000003,0.38180000000000003,0.5006,0.5988,0.7342
3186.792,0.002251,0.2519,0.382,0.5007,0.599,0.7343
3187.274,0.002363,0.2521,0.382,0.5008,0.5992,0.7344
3187.756,0.002465,0.2523,0.382,0.5009,0.5994,0.7345
3188.238,0.002556,0.2524,0.382,0.5011,0.5997,0.7347
3188.72,0.002634,0.2526,0.3819,0.5013,0.6001,0.7349
3189.202,0.002697,0.25270000000000004,0.3819,0.5015,0.6004,0.7351
3189.684,0.002729,0.2528,0.3819,0.5017,0.6006,0.7353
3190.166,0.002716,0.2529,0.3819,0.5018,0.6007,0.7355
3190.649,0.002663,0.2529,0.382,0.502,0.6006,0.7356
3191.131,0.002575,0.2529,0.3821,0.502,0.6005,0.7357
3191.613,0.002467,0.2528,0.3822,0.5021,0.6003,0.7358
3192.095,0.002365,0.2528,0.3822,0.502,0.6001,0.7359
3192.577,0.002287,0.2528,0.3822,0.502,0.6001,0.7361
3193.059,0.002246,0.2528,0.3822,0.502,0.6002,0.7362
3193.541,0.002243,0.2529,0.38230000000000003,0.5022,0.6004,0.7364
3194.023,0.002271,0.253,0.38230000000000003,0.5023,0.6008,0.7365
3194.505,0.002311,0.2531,0.3824,0.5026,0.6012,0.7366
3194.988,0.002335,0.25320000000000004,0.3825,0.5028,0.6015,0.7368
3195.47,0.002326,0.2533,0.3825,0.503,0.6019,0.7371
3195.952,0.002285,0.2533,0.3825,0.5031,0.6022,0.7375
3196.434,0.00222,0.2533,0.3825,0.5032,0.6024,0.7379
3196.916,0.002165,0.2534,0.3825,0.5032,0.6026,0.7383
3197.398,0.002137,0.2534,0.3826,0.5033,0.6028,0.7387
3197.88,0.002163,0.2535,0.3827,0.5033,0.6029,0.739
3198.362,0.002246,0.25370000000000004,0.3829,0.5035,0.603,0.7392
3198.845,0.002395,0.2539,0.3832,0.5037,0.6031,0.7394
3199.327,0.002581,0.2541,0.3836,0.5039,0.6032,0.7395
3199.809,0.002773,0.2544,0.384,0.5042,0.6033,0.7395
3200.291,0.002949,0.25470000000000004,0.3844,0.5044,0.6034,0.7396
3200.773,0.003084,0.2549,0.3847,0.5046,0.6035,0.7396
3201.255,0.003173,0.255,0.385,0.5047,0.6038,0.7397
3201.737,0.003209,0.2551,0.3852,0.5048,0.6041,0.7398
3202.219,0.00319,0.25520000000000004,0.3854,0.5048,0.6044,0.74
3202.701,0.003122,0.25520000000000004,0.3855,0.5047,0.6047,0.7403
3203.184,0.002998,0.25520000000000004,0.3855,0.5047,0.605,0.7404
3203.666,0.002854,0.2551,0.3855,0.5047,0.6052,0.7405
3204.148,0.002683,0.255,0.3855,0.5047,0.6052,0.7405
3204.63,0.002508,0.2549,0.3854,0.5047,0.6051,0.7403
3205.112,0.002351,0.2548,0.3854,0.5047,0.6049,0.7402
3205.594,0.002223,0.25470000000000004,0.38530000000000003,0.5048,0.6046,0.7401
3206.076,0.002137,0.25470000000000004,0.3854,0.5049,0.6045,0.7402
3206.558,0.002101,0.2548,0.3854,0.505,0.6044,0.7406
3207.041,0.002106,0.2549,0.3854,0.5051,0.6045,0.7413
3207.523,0.002144,0.255,0.3854,0.5051,0.6047,0.742
3208.005,0.002194,0.2551,0.3854,0.5053,0.605,0.7426
3208.487,0.002243,0.25520000000000004,0.38530000000000003,0.5054,0.6053,0.7431
3208.969,0.002286,0.2553,0.3852,0.5056,0.6058,0.7433
3209.451,0.002324,0.2554,0.3851,0.506,0.6062,0.7434
3209.933,0.002364,0.2556,0.3851,0.5065,0.6066,0.7434
3210.415,0.002411,0.2557,0.3851,0.507,0.607,0.7435
3210.897,0.002466,0.2558,0.3851,0.5076,0.6074,0.7436
3211.38,0.002515,0.2559,0.38530000000000003,0.508,0.6076,0.7438
3211.862,0.002545,0.256,0.3854,0.5082,0.6076,0.744
3212.344,0.002535,0.2561,0.3857,0.5083,0.6076,0.7441
3212.826,0.002494,0.2561,0.386,0.5081,0.6074,0.7442
3213.308,0.00243,0.2561,0.38630000000000003,0.5079,0.6073,0.7441
3213.79,0.002373,0.2562,0.3867,0.5077,0.6072,0.744
3214.272,0.002362,0.2562,0.387,0.5075,0.6073,0.744
3214.754,0.002417,0.25630000000000003,0.3874,0.5075,0.6075,0.7442
3215.237,0.002532,0.2565,0.3875,0.5077,0.6078,0.7446
3215.719,0.002668,0.25680000000000003,0.3876,0.5079,0.6082,0.7451
3216.201,0.002793,0.2569,0.3875,0.5082,0.6086,0.7456
3216.683,0.002852,0.2571,0.38730000000000003,0.5085,0.609,0.7458
3217.165,0.00284,0.2571,0.3871,0.5086,0.6094,0.7457
3217.647,0.002744,0.2571,0.38680000000000003,0.5087,0.6097,0.7454
3218.129,0.002594,0.257,0.3866,0.5086,0.6098,0.7449
3218.611,0.002423,0.257,0.3865,0.5086,0.6099,0.7444
3219.093,0.002276,0.2569,0.3866,0.5086,0.6099,0.7441
3219.576,0.002186,0.2569,0.3867,0.5086,0.6098,0.7442
3220.058,0.002153,0.2569,0.3869,0.5088,0.6097,0.7444
3220.54,0.002196,0.257,0.3872,0.509,0.6097,0.745
3221.022,0.002282,0.2572,0.38730000000000003,0.5093,0.6096,0.7456
3221.504,0.002398,0.2574,0.3875,0.5097,0.6096,0.7463
3221.986,0.002507,0.2576,0.3875,0.5099,0.6095,0.747
3222.468,0.002578,0.2577,0.3876,0.5101,0.6095,0.7477
3222.95,0.002607,0.25780000000000003,0.3876,0.5101,0.6095,0.7483
3223.432,0.00258,0.2579,0.3876,0.5102,0.6096,0.749
3223.915,0.002521,0.2579,0.3877,0.5102,0.6097,0.7494
3224.397,0.002451,0.2579,0.38780000000000003,0.5102,0.6099,0.7497
3224.879,0.002399,0.2579,0.3879,0.5102,0.6102,0.7497
3225.361,0.002386,0.258,0.3881,0.5103,0.6105,0.7495
3225.843,0.002433,0.2581,0.38830000000000003,0.5105,0.6109,0.7493
3226.325,0.002531,0.25830000000000003,0.3885,0.5107,0.6112,0.7491
3226.807,0.002657,0.2585,0.3886,0.5109,0.6115,0.7491
3227.289,0.002809,0.2587,0.3888,0.5111,0.6118,0.7493
3227.772,0.002968,0.2589,0.389,0.5114,0.6121,0.7498
3228.254,0.003121,0.2591,0.3892,0.5118,0.6124,0.7503
3228.736,0.003246,0.25930000000000003,0.3895,0.5123,0.6128,0.7509
3229.218,0.003325,0.2595,0.3898,0.5127,0.6133,0.7515
3229.7,0.003348,0.2596,0.3901,0.513,0.6138,0.752
3230.182,0.003292,0.2596,0.3903,0.5132,0.6142,0.7524
3230.664,0.003164,0.2596,0.3904,0.5131,0.6145,0.7526
3231.146,0.002969,0.2594,0.3903,0.5128,0.6145,0.7526
3231.628,0.002739,0.25930000000000003,0.39,0.5124,0.6143,0.7524
3232.111,0.002483,0.2591,0.3896,0.5119,0.6138,0.7518
3232.593,0.002228,0.2589,0.3892,0.5115,0.6132,0.7511
3233.075,0.002003,0.25880000000000003,0.3888,0.5112,0.6126,0.7502
3233.557,0.001822,0.2587,0.3885,0.511,0.6122,0.7494
3234.039,0.001703,0.2586,0.38830000000000003,0.5111,0.612,0.7489
3234.521,0.001659,0.2587,0.3884,0.5113,0.6122,0.7488
3235.003,0.001693,0.25880000000000003,0.3886,0.5115,0.6125,0.7491
3235.485,0.001794,0.2589,0.3889,0.5119,0.6131,0.7498
3235.968,0.001944,0.2592,0.3892,0.5122,0.6137,0.7507
3236.45,0.002132,0.2594,0.3895,0.5125,0.6143,0.7519
3236.932,0.002349,0.2597,0.3897,0.5129,0.6149,0.7531
3237.414,0.002565,0.26,0.39,0.5133,0.6155,0.7541
3237.896,0.002771,0.26030000000000003,0.3903,0.5137,0.6161,0.755
3238.378,0.00294,0.2605,0.3907,0.5142,0.6166,0.7556
3238.86,0.003079,0.2607,0.391,0.5147,0.6171,0.756
3239.342,0.003146,0.2609,0.3914,0.5151,0.6174,0.7562
3239.824,0.00316,0.261,0.3917,0.5155,0.6175,0.7563
3240.307,0.003118,0.261,0.3918,0.5158,0.6174,0.7562
3240.789,0.003046,0.261,0.3919,0.516,0.6173,0.7561
3241.271,0.002956,0.261,0.3918,0.516,0.6172,0.756
3241.753,0.002876,0.261,0.3916,0.516,0.6172,0.7559
3242.235,0.002835,0.261,0.3915,0.516,0.6174,0.7559
3242.717,0.00283,0.2611,0.3914,0.516,0.6177,0.7561
3243.199,0.002862,0.2612,0.3914,0.5161,0.6181,0.7565
3243.681,0.002904,0.26130000000000003,0.3914,0.5163,0.6185,0.7569
3244.164,0.002928,0.2614,0.3913,0.5164,0.6188,0.7573
3244.646,0.002909,0.2615,0.3912,0.5164,0.6188,0.7574
3245.128,0.002837,0.2615,0.3911,0.5162,0.6186,0.7571
3245.61,0.002709,0.2614,0.3909,0.5159,0.6183,0.7564
3246.092,0.002542,0.26130000000000003,0.3907,0.5154,0.6177,0.7554
3246.574,0.002375,0.2612,0.3906,0.5149,0.6172,0.7544
3247.056,0.002238,0.2612,0.3905,0.5146,0.6168,0.7537
3247.538,0.002157,0.2612,0.3906,0.5146,0.6167,0.7535
3248.02,0.002135,0.2612,0.3908,0.5147,0.6167,0.7538
3248.503,0.002185,0.2614,0.391,0.5152,0.6172,0.7547
3248.985,0.002252,0.2615,0.3913,0.5158,0.6178,0.7556
3249.467,0.00234,0.2617,0.3915,0.5163,0.6186,0.7566
3249.949,0.002432,0.26180000000000003,0.3919,0.5168,0.6193,0.7575
3250.431,0.002548,0.262,0.3923,0.5172,0.62,0.7581
3250.913,0.002707,0.26230000000000003,0.3927,0.5174,0.6206,0.7587
3251.395,0.002912,0.2625,0.3932,0.5175,0.6211,0.7594
3251.877,0.003167,0.2629,0.3936,0.5177,0.6214,0.7602
3252.359,0.003434,0.2632,0.39390000000000003,0.5178,0.6215,0.7612
3252.842,0.003666,0.2635,0.394,0.518,0.6216,0.7621
3253.324,0.003809,0.2637,0.39390000000000003,0.5182,0.6217,0.7628
3253.806,0.003862,0.2639,0.3937,0.5184,0.6217,0.7632
3254.288,0.003769,0.26380000000000003,0.3933,0.5185,0.6216,0.763
3254.77,0.003571,0.2637,0.393,0.5186,0.6214,0.7624
3255.252,0.003295,0.2635,0.3929,0.5186,0.6212,0.7616
3255.734,0.003008,0.26330000000000003,0.3929,0.5187,0.6211,0.7607
3256.216,0.002758,0.2631,0.3931,0.5188,0.621,0.7601
3256.699,0.002581,0.263,0.3935,0.5189,0.621,0.7598
3257.181,0.002544,0.2631,0.39390000000000003,0.5191,0.6212,0.76
3257.663,0.002581,0.2632,0.3942,0.5193,0.6216,0.7604
3258.145,0.002714,0.2634,0.39440000000000003,0.5195,0.622,0.7609
3258.627,0.00289,0.2636,0.39440000000000003,0.5198,0.6225,0.7614
3259.109,0.003067,0.2639,0.3943,0.5201,0.623,0.7618
3259.591,0.003215,0.2641,0.3942,0.5204,0.6235,0.7621
3260.073,0.003316,0.26430000000000003,0.3941,0.5205,0.6238,0.7624
