Wavenumber[1/cm],120C,110C,100C,90C,80C,70C
2636.214,0.005641,0.1716,0.2914,0.3759,0.4437,0.5434
2636.696,0.005615,0.17170000000000002,0.2915,0.3759,0.4439,0.5435
2637.179,0.005592,0.1718,0.2916,0.376,0.4441,0.5436
2637.661,0.005578,0.1718,0.2917,0.376,0.4442,0.5438
2638.143,0.005577,0.1719,0.2918,0.3761,0.4444,0.5441
2638.625,0.005595,0.17200000000000001,0.2918,0.3761,0.4445,0.5444
2639.107,0.005632,0.1721,0.2919,0.3762,0.4445,0.5447
2639.589,0.005684,0.17220000000000002,0.2921,0.3764,0.4446,0.545
2640.071,0.005744,0.1724,0.2922,0.3766,0.4448,0.5453
2640.553,0.005802,0.17250000000000001,0.2924,0.3768,0.445,0.5455
2641.035,0.005847,0.17270000000000002,0.2925,0.377,0.4452,0.5457
2641.518,0.005872,0.1728,0.2926,0.3772,0.4454,0.5459
2642.0,0.005877,0.1728,0.2927,0.3774,0.4456,0.546
2642.482,0.005871,0.1729,0.2928,0.3775,0.4458,0.5461
2642.964,0.005868,0.17300000000000001,0.2928,0.3777,0.446,0.5463
2643.446,0.005884,0.1731,0.2929,0.3778,0.4461,0.5465
2643.928,0.005927,0.17320000000000002,0.2929,0.3779,0.4463,0.5466
2644.41,0.006,0.1734,0.2931,0.3781,0.4464,0.5469
2644.892,0.006084,0.17350000000000002,0.2932,0.3782,0.4466,0.5471
2645.375,0.006157,0.17370000000000002,0.2933,0.3783,0.4467,0.5474
2645.857,0.006191,0.1738,0.2935,0.3785,0.4469,0.5477
2646.339,0.00618,0.1739,0.2937,0.3786,0.4471,0.5479
2646.821,0.006127,0.1739,0.2939,0.3787,0.4473,0.5481
2647.303,0.006064,0.1739,0.29410000000000003,0.3789,0.4475,0.5483
2647.785,0.006021,0.17400000000000002,0.2942,0.3791,0.4477,0.5484
2648.267,0.006021,0.17400000000000002,0.2943,0.3793,0.4478,0.5485
2648.749,0.006073,0.17420000000000002,0.2943,0.3795,0.448,0.5487
2649.231,0.006157,0.1743,0.2944,0.3798,0.4481,0.5488
2649.714,0.006252,0.17450000000000002,0.2944,0.38,0.4482,0.549
2650.196,0.00633,0.17470000000000002,0.2944,0.3803,0.4482,0.5492
2650.678,0.006372,0.1748,0.2945,0.3804,0.4483,0.5495
2651.16,0.006378,0.1749,0.29460000000000003,0.3806,0.4485,0.5497
2651.642,0.00636,0.1749,0.2948,0.3808,0.4486,0.55
2652.124,0.006334,0.17500000000000002,0.295,0.3809,0.4489,0.5502
2652.606,0.006314,0.1751,0.2952,0.381,0.4491,0.5504
2653.088,0.006305,0.1751,0.2954,0.3811,0.4494,0.5506
2653.571,0.00631,0.17520000000000002,0.2955,0.3812,0.4497,0.5508
2654.053,0.006325,0.1753,0.2957,0.3812,0.4499,0.5509
2654.535,0.006347,0.1754,0.2958,0.3813,0.4501,0.5511
2655.017,0.006373,0.17550000000000002,0.2958,0.3813,0.4503,0.5513
2655.499,0.006404,0.1756,0.2959,0.3814,0.4505,0.5515
2655.981,0.006439,0.1758,0.296,0.3815,0.4507,0.5517
2656.463,0.006475,0.1759,0.29610000000000003,0.3816,0.4508,0.5519
2656.945,0.00651,0.17600000000000002,0.2962,0.3818,0.451,0.5522
2657.427,0.006541,0.1761,0.2963,0.3819,0.451,0.5525
2657.91,0.006569,0.17620000000000002,0.2964,0.382,0.4511,0.5527
2658.392,0.006593,0.1763,0.2965,0.3822,0.4511,0.5529
2658.874,0.006611,0.1764,0.2965,0.3823,0.4511,0.5531
2659.356,0.006619,0.17650000000000002,0.2965,0.3824,0.4512,0.5532
2659.838,0.006614,0.1766,0.2965,0.3824,0.4512,0.5533
2660.32,0.006591,0.1766,0.2965,0.3825,0.4513,0.5533
2660.802,0.00655,0.17670000000000002,0.29660000000000003,0.3826,0.4514,0.5534
2661.284,0.006494,0.17670000000000002,0.29660000000000003,0.3827,0.4515,0.5535
2661.766,0.006431,0.17670000000000002,0.2967,0.3828,0.4516,0.5536
2662.249,0.006366,0.17670000000000002,0.2968,0.383,0.4518,0.5538
2662.731,0.006304,0.1768,0.2969,0.3831,0.452,0.554
2663.213,0.006245,0.1768,0.297,0.3832,0.4522,0.5542
2663.695,0.006189,0.1768,0.29710000000000003,0.3833,0.4524,0.5544
2664.177,0.006137,0.1768,0.2972,0.3834,0.4526,0.5546
2664.659,0.006091,0.1769,0.2972,0.3834,0.4529,0.5548
2665.141,0.006057,0.1769,0.2973,0.3834,0.4531,0.555
2665.623,0.006042,0.17700000000000002,0.2974,0.3835,0.4532,0.5551
2666.106,0.006047,0.1771,0.2975,0.3835,0.4533,0.5553
2666.588,0.006069,0.1772,0.29760000000000003,0.3835,0.4534,0.5555
2667.07,0.006102,0.1773,0.2977,0.3836,0.4534,0.5557
2667.552,0.006135,0.1774,0.2978,0.3838,0.4535,0.5559
2668.034,0.006161,0.17750000000000002,0.2978,0.3839,0.4535,0.5561
2668.516,0.006177,0.1776,0.2978,0.3841,0.4536,0.5562
2668.998,0.006183,0.1777,0.2979,0.3843,0.4538,0.5562
2669.48,0.006179,0.1778,0.2979,0.3845,0.4539,0.5563
2669.962,0.006166,0.1778,0.298,0.3846,0.4541,0.5564
2670.445,0.00614,0.1779,0.2982,0.3847,0.4542,0.5565
2670.927,0.006093,0.1779,0.2983,0.3849,0.4544,0.5566
2671.409,0.006023,0.1779,0.2984,0.3849,0.4545,0.5567
2671.891,0.005933,0.1779,0.2985,0.385,0.4545,0.5569
2672.373,0.005838,0.1779,0.2985,0.3851,0.4546,0.5571
2672.855,0.005757,0.1779,0.29860000000000003,0.3852,0.4547,0.5573
2673.337,0.005704,0.1779,0.29860000000000003,0.3853,0.4548,0.5575
2673.819,0.005692,0.17800000000000002,0.2987,0.3854,0.455,0.5577
2674.302,0.005712,0.1781,0.2988,0.3856,0.4551,0.5578
2674.784,0.005751,0.1782,0.2989,0.3857,0.4553,0.558
2675.266,0.005794,0.1784,0.299,0.3858,0.4555,0.5581
2675.748,0.005827,0.17850000000000002,0.29910000000000003,0.3859,0.4557,0.5582
2676.23,0.005838,0.1786,0.29910000000000003,0.3859,0.4558,0.5584
2676.712,0.005831,0.1786,0.2992,0.386,0.4558,0.5585
2677.194,0.005811,0.1787,0.2992,0.386,0.4559,0.5587
2677.676,0.005784,0.17880000000000001,0.2993,0.386,0.4559,0.5588
2678.158,0.005754,0.17880000000000001,0.2993,0.386,0.456,0.5591
2678.641,0.005722,0.1789,0.2994,0.3861,0.4561,0.5593
2679.123,0.005688,0.1789,0.2995,0.3861,0.4562,0.5595
2679.605,0.00565,0.17900000000000002,0.29960000000000003,0.3862,0.4564,0.5597
2680.087,0.00561,0.17900000000000002,0.2997,0.3863,0.4566,0.5599
2680.569,0.005568,0.17900000000000002,0.2999,0.3864,0.4568,0.56
2681.051,0.005528,0.1791,0.30010000000000003,0.3865,0.457,0.5601
2681.533,0.005496,0.1791,0.3003,0.3867,0.4572,0.5602
2682.015,0.005473,0.1792,0.3004,0.3869,0.4573,0.5603
2682.498,0.005464,0.17930000000000001,0.30060000000000003,0.3871,0.4575,0.5604
2682.98,0.005472,0.1794,0.30060000000000003,0.3873,0.4576,0.5606
2683.462,0.005494,0.17950000000000002,0.3007,0.3875,0.4578,0.5607
2683.944,0.005523,0.1796,0.3007,0.3877,0.4579,0.5609
2684.426,0.005547,0.1797,0.3007,0.3878,0.458,0.5612
2684.908,0.005554,0.17980000000000002,0.3007,0.388,0.4581,0.5614
2685.39,0.005534,0.17980000000000002,0.3008,0.3881,0.4582,0.5617
2685.872,0.005483,0.1799,0.3008,0.3882,0.4583,0.5619
2686.354,0.005408,0.1799,0.3009,0.3883,0.4584,0.5621
2686.837,0.005324,0.1799,0.301,0.3884,0.4584,0.5622
2687.319,0.005249,0.1799,0.301,0.3885,0.4585,0.5624
2687.801,0.005194,0.1799,0.30110000000000003,0.3885,0.4587,0.5625
2688.283,0.005169,0.1799,0.3013,0.3886,0.4588,0.5626
2688.765,0.005171,0.18000000000000002,0.3014,0.3886,0.4589,0.5627
2689.247,0.005184,0.1801,0.3016,0.3887,0.459,0.5628
2689.729,0.005197,0.1802,0.3018,0.3887,0.4591,0.5629
2690.211,0.005194,0.18030000000000002,0.3019,0.3887,0.4592,0.563
2690.694,0.005168,0.1804,0.302,0.3888,0.4593,0.5631
2691.176,0.005123,0.1804,0.3021,0.3889,0.4594,0.5633
2691.658,0.005069,0.1804,0.3022,0.3891,0.4595,0.5635
2692.14,0.005019,0.18050000000000002,0.3022,0.3893,0.4597,0.5638
2692.622,0.004985,0.18050000000000002,0.3023,0.3896,0.4599,0.5641
2693.104,0.004974,0.1806,0.3023,0.3897,0.46,0.5644
2693.586,0.004981,0.1807,0.3025,0.3899,0.4602,0.5647
2694.068,0.004999,0.18080000000000002,0.3026,0.39,0.4603,0.565
2694.55,0.005018,0.1809,0.3027,0.39,0.4604,0.5652
2695.033,0.005029,0.18100000000000002,0.3029,0.3901,0.4605,0.5653
2695.515,0.005027,0.18100000000000002,0.303,0.3901,0.4606,0.5654
2695.997,0.005012,0.1811,0.3031,0.3902,0.4607,0.5654
2696.479,0.004986,0.1812,0.3032,0.3904,0.4608,0.5654
2696.961,0.004954,0.1812,0.3033,0.3905,0.461,0.5655
2697.443,0.004921,0.18130000000000002,0.3034,0.3907,0.4613,0.5656
2697.925,0.004895,0.18130000000000002,0.3034,0.3909,0.4616,0.5657
2698.407,0.00488,0.1814,0.3035,0.3911,0.4619,0.5659
2698.889,0.00488,0.18150000000000002,0.3036,0.3913,0.4622,0.5661
2699.372,0.004894,0.1816,0.3037,0.3914,0.4625,0.5664
2699.854,0.004917,0.1817,0.3038,0.3915,0.4628,0.5666
2700.336,0.004937,0.18180000000000002,0.3039,0.3915,0.463,0.5668
2700.818,0.004943,0.1819,0.3041,0.3916,0.4631,0.567
2701.3,0.004927,0.1819,0.3042,0.3916,0.4632,0.5672
2701.782,0.004885,0.18200000000000002,0.3042,0.3916,0.4632,0.5673
2702.264,0.004827,0.18200000000000002,0.3043,0.3916,0.4632,0.5674
2702.746,0.004767,0.18200000000000002,0.3044,0.3917,0.4631,0.5675
2703.229,0.00472,0.1821,0.3045,0.3918,0.4631,0.5677
2703.711,0.004701,0.1821,0.3046,0.392,0.4631,0.5679
2704.193,0.004712,0.1822,0.3048,0.3921,0.4632,0.5681
2704.675,0.004747,0.18230000000000002,0.3049,0.3923,0.4633,0.5684
2705.157,0.004793,0.18250000000000002,0.305,0.3925,0.4636,0.5687
2705.639,0.004833,0.1826,0.3051,0.3926,0.4638,0.5689
2706.121,0.004851,0.1827,0.3052,0.3928,0.4641,0.5691
2706.603,0.004845,0.18280000000000002,0.3053,0.393,0.4644,0.5693
2707.085,0.004811,0.18280000000000002,0.3054,0.3931,0.4646,0.5695
2707.568,0.00476,0.18280000000000002,0.3055,0.3932,0.4647,0.5697
2708.05,0.004704,0.1829,0.3056,0.3933,0.4648,0.5699
2708.532,0.004655,0.1829,0.3057,0.3935,0.4649,0.57
2709.014,0.00462,0.1829,0.3058,0.3936,0.4649,0.5702
2709.496,0.004601,0.18300000000000002,0.3059,0.3937,0.4651,0.5702
2709.978,0.004596,0.1831,0.306,0.3938,0.4652,0.5703
2710.46,0.004599,0.1832,0.306,0.394,0.4654,0.5704
2710.942,0.004606,0.18330000000000002,0.3061,0.3941,0.4657,0.5704
2711.425,0.004612,0.1834,0.3061,0.3943,0.4659,0.5706
2711.907,0.004614,0.1834,0.3062,0.3944,0.4661,0.5708
2712.389,0.004611,0.1835,0.3063,0.3946,0.4663,0.5711
2712.871,0.0046,0.1836,0.3064,0.3948,0.4664,0.5714
2713.353,0.004581,0.1837,0.3065,0.3949,0.4665,0.5717
2713.835,0.004556,0.1837,0.30670000000000003,0.395,0.4666,0.572
2714.317,0.004529,0.18380000000000002,0.3069,0.3951,0.4667,0.5723
2714.799,0.004506,0.18380000000000002,0.307,0.3952,0.4668,0.5725
2715.281,0.004488,0.1839,0.3071,0.3953,0.4669,0.5727
2715.764,0.004479,0.184,0.3073,0.3954,0.4671,0.5728
2716.246,0.004475,0.184,0.3074,0.3955,0.4673,0.573
2716.728,0.004472,0.1841,0.3075,0.3956,0.4675,0.5731
2717.21,0.004466,0.1842,0.3075,0.3958,0.4677,0.5732
2717.692,0.004455,0.18430000000000002,0.3076,0.3959,0.4679,0.5733
2718.174,0.004438,0.18430000000000002,0.30770000000000003,0.396,0.468,0.5735
2718.656,0.004415,0.1844,0.3078,0.3961,0.4682,0.5736
2719.138,0.004388,0.1845,0.3079,0.3961,0.4682,0.5738
2719.621,0.004356,0.1845,0.308,0.3962,0.4683,0.574
2720.103,0.004319,0.18460000000000001,0.3081,0.3962,0.4683,0.5741
2720.585,0.004276,0.18460000000000001,0.30820000000000003,0.3962,0.4684,0.5743
2721.067,0.004232,0.18460000000000001,0.3083,0.3963,0.4685,0.5745
2721.549,0.004201,0.1847,0.3084,0.3965,0.4687,0.5747
2722.031,0.004194,0.18480000000000002,0.3085,0.3966,0.4689,0.5749
2722.513,0.004217,0.1849,0.3086,0.3968,0.4692,0.5751
2722.995,0.004265,0.185,0.3088,0.397,0.4695,0.5753
2723.477,0.004332,0.18510000000000001,0.3089,0.3972,0.4697,0.5754
2723.96,0.0044,0.1852,0.309,0.3973,0.4699,0.5755
2724.442,0.004461,0.18530000000000002,0.3091,0.3974,0.4701,0.5757
2724.924,0.004509,0.1854,0.30920000000000003,0.3975,0.4702,0.5758
2725.406,0.00455,0.1855,0.30920000000000003,0.3976,0.4702,0.576
2725.888,0.004595,0.1855,0.30920000000000003,0.3977,0.4703,0.5762
2726.37,0.004657,0.18560000000000001,0.3093,0.3979,0.4704,0.5764
2726.852,0.00474,0.18580000000000002,0.3093,0.3981,0.4705,0.5766
2727.334,0.004834,0.1859,0.3094,0.3983,0.4707,0.5768
2727.816,0.004926,0.186,0.3095,0.3985,0.4708,0.577
2728.299,0.005,0.18610000000000002,0.3096,0.3988,0.471,0.5772
2728.781,0.005044,0.1862,0.3098,0.399,0.4711,0.5774
2729.263,0.005061,0.18630000000000002,0.3099,0.3991,0.4713,0.5776
2729.745,0.005061,0.18630000000000002,0.3101,0.3992,0.4713,0.5778
2730.227,0.005056,0.18630000000000002,0.3103,0.3993,0.4714,0.578
2730.709,0.005059,0.1864,0.3104,0.3993,0.4715,0.5781
2731.191,0.005073,0.1864,0.3105,0.3993,0.4716,0.5782
2731.673,0.005097,0.1865,0.3106,0.3994,0.4717,0.5783
2732.156,0.005122,0.18660000000000002,0.3106,0.3995,0.4718,0.5785
2732.638,0.005139,0.18660000000000002,0.31070000000000003,0.3996,0.472,0.5786
2733.12,0.005143,0.1867,0.31070000000000003,0.3998,0.4722,0.5788
2733.602,0.005135,0.1867,0.3108,0.3999,0.4724,0.579
2734.084,0.005121,0.1867,0.3109,0.4,0.4726,0.5792
2734.566,0.005109,0.1867,0.3109,0.4,0.4728,0.5794
2735.048,0.005106,0.18680000000000002,0.311,0.4,0.473,0.5796
2735.53,0.005112,0.18680000000000002,0.311,0.4,0.4731,0.5798
2736.012,0.005125,0.1869,0.311,0.4,0.4731,0.5799
2736.495,0.005138,0.1869,0.3111,0.4,0.4732,0.58
2736.977,0.005151,0.187,0.3111,0.4001,0.4732,0.5801
2737.459,0.005162,0.187,0.31120000000000003,0.4001,0.4733,0.5802
2737.941,0.005177,0.18710000000000002,0.3113,0.4002,0.4733,0.5803
2738.423,0.005202,0.18710000000000002,0.3114,0.4004,0.4734,0.5804
2738.905,0.005242,0.1872,0.3115,0.4005,0.4735,0.5806
2739.387,0.005296,0.18730000000000002,0.3116,0.4008,0.4736,0.5808
2739.869,0.005361,0.1874,0.31170000000000003,0.401,0.4737,0.5811
2740.352,0.005429,0.1875,0.3118,0.4012,0.4738,0.5812
2740.834,0.005493,0.18760000000000002,0.3119,0.4013,0.474,0.5814
2741.316,0.005546,0.1877,0.3119,0.4014,0.4741,0.5814
2741.798,0.005588,0.18780000000000002,0.3121,0.4015,0.4743,0.5815
2742.28,0.005621,0.18780000000000002,0.31220000000000003,0.4016,0.4744,0.5815
2742.762,0.005649,0.1879,0.3124,0.4016,0.4745,0.5816
2743.244,0.005682,0.188,0.3126,0.4017,0.4747,0.5818
2743.726,0.005726,0.18810000000000002,0.3128,0.4018,0.4748,0.582
2744.208,0.005783,0.1882,0.3129,0.4019,0.475,0.5823
2744.691,0.005848,0.18830000000000002,0.3131,0.402,0.4751,0.5827
2745.173,0.005908,0.1884,0.3131,0.4022,0.4753,0.5829
2745.655,0.005947,0.1884,0.3131,0.4024,0.4754,0.5831
2746.137,0.005948,0.1885,0.3131,0.4025,0.4755,0.5831
2746.619,0.005899,0.1885,0.3131,0.4027,0.4756,0.5831
2747.101,0.00581,0.1884,0.3131,0.4029,0.4757,0.5832
2747.583,0.005703,0.18830000000000002,0.3131,0.403,0.4758,0.5833
2748.065,0.005613,0.18830000000000002,0.3131,0.4032,0.4759,0.5834
2748.548,0.005571,0.18830000000000002,0.3131,0.4034,0.4761,0.5837
2749.03,0.005602,0.1884,0.31320000000000003,0.4035,0.4763,0.5839
2749.512,0.005709,0.1885,0.3133,0.4037,0.4765,0.5842
2749.994,0.005876,0.1887,0.3134,0.4038,0.4767,0.5843
2750.476,0.006071,0.1889,0.3135,0.4039,0.4769,0.5845
2750.958,0.006255,0.1892,0.31370000000000003,0.404,0.4771,0.5846
2751.44,0.006406,0.18930000000000002,0.3139,0.4041,0.4773,0.5848
2751.922,0.006515,0.1895,0.314,0.4042,0.4774,0.585
2752.404,0.006591,0.18960000000000002,0.3142,0.4042,0.4776,0.5852
2752.887,0.006645,0.1897,0.3143,0.4044,0.4777,0.5855
2753.369,0.00669,0.1898,0.3145,0.4045,0.4779,0.5857
2753.851,0.006737,0.1899,0.3146,0.4047,0.4781,0.586
2754.333,0.006781,0.1899,0.3147,0.4048,0.4783,0.5861
2754.815,0.006818,0.19,0.3148,0.405,0.4785,0.5863
2755.297,0.006844,0.19010000000000002,0.315,0.4052,0.4787,0.5863
2755.779,0.006859,0.19010000000000002,0.3152,0.4054,0.4789,0.5864
2756.261,0.006867,0.1902,0.3154,0.4056,0.479,0.5866
2756.743,0.00688,0.1902,0.3156,0.4057,0.4791,0.5868
2757.226,0.006903,0.1903,0.3158,0.4059,0.4792,0.5871
2757.708,0.006944,0.1904,0.3159,0.406,0.4794,0.5875
2758.19,0.006998,0.1905,0.3161,0.4062,0.4796,0.5878
2758.672,0.007067,0.19060000000000002,0.3162,0.4063,0.4798,0.5882
2759.154,0.007147,0.1907,0.3162,0.4064,0.48,0.5885
2759.636,0.007235,0.1908,0.3163,0.4065,0.4802,0.5887
2760.118,0.00733,0.191,0.3163,0.4066,0.4803,0.5888
2760.6,0.007426,0.19110000000000002,0.3163,0.4067,0.4805,0.5888
2761.083,0.007518,0.1912,0.3163,0.4068,0.4806,0.5889
2761.565,0.007597,0.1913,0.3164,0.407,0.4807,0.5889
2762.047,0.007661,0.19140000000000001,0.3165,0.4071,0.4809,0.589
2762.529,0.007706,0.1915,0.3166,0.4073,0.481,0.5892
2763.011,0.007737,0.19160000000000002,0.3167,0.4075,0.4811,0.5894
2763.493,0.00776,0.19160000000000002,0.3168,0.4076,0.4813,0.5897
2763.975,0.007787,0.1917,0.3169,0.4078,0.4815,0.59
2764.457,0.007827,0.1918,0.317,0.408,0.4817,0.5902
2764.939,0.007885,0.19190000000000002,0.3172,0.4081,0.4818,0.5905
2765.422,0.007965,0.192,0.3174,0.4083,0.482,0.5908
2765.904,0.008068,0.19210000000000002,0.3175,0.4084,0.4821,0.591
2766.386,0.008186,0.1923,0.3177,0.4086,0.4822,0.5912
2766.868,0.00831,0.1925,0.3179,0.4087,0.4823,0.5914
2767.35,0.00843,0.19260000000000002,0.3181,0.4089,0.4823,0.5915
2767.832,0.008537,0.1928,0.3183,0.409,0.4824,0.5916
2768.314,0.008628,0.19290000000000002,0.3184,0.4092,0.4825,0.5917
2768.796,0.0087,0.193,0.3185,0.4094,0.4827,0.5919
2769.279,0.008757,0.19310000000000002,0.3186,0.4096,0.4829,0.5921
2769.761,0.008803,0.1932,0.3187,0.4097,0.4831,0.5923
2770.243,0.008846,0.1933,0.31880000000000003,0.4099,0.4833,0.5926
2770.725,0.008889,0.1933,0.3189,0.41,0.4836,0.5928
2771.207,0.008932,0.19340000000000002,0.3191,0.4102,0.4839,0.593
2771.689,0.008977,0.1935,0.3192,0.4104,0.4842,0.5932
2772.171,0.009021,0.19360000000000002,0.31930000000000003,0.4105,0.4845,0.5933
2772.653,0.009067,0.1937,0.3194,0.4106,0.4848,0.5934
2773.135,0.00912,0.1938,0.3195,0.4107,0.485,0.5935
2773.618,0.009186,0.19390000000000002,0.3195,0.4108,0.4851,0.5937
2774.1,0.009273,0.194,0.3196,0.411,0.4852,0.5939
2774.582,0.009383,0.19410000000000002,0.3197,0.4111,0.4852,0.594
2775.064,0.009512,0.1943,0.31980000000000003,0.4114,0.4853,0.5942
2775.546,0.009647,0.1945,0.32,0.4117,0.4854,0.5944
2776.028,0.009771,0.19460000000000002,0.3202,0.412,0.4855,0.5947
2776.51,0.009866,0.1948,0.3204,0.4123,0.4858,0.5949
2776.992,0.009929,0.19490000000000002,0.3206,0.4125,0.4861,0.5953
2777.475,0.009969,0.195,0.32080000000000003,0.4127,0.4864,0.5956
2777.957,0.01,0.195,0.3209,0.4128,0.4867,0.596
2778.439,0.01006,0.19510000000000002,0.3211,0.4129,0.487,0.5963
2778.921,0.01015,0.1953,0.3212,0.413,0.4872,0.5966
2779.403,0.01028,0.19540000000000002,0.3214,0.4131,0.4874,0.5969
2779.885,0.01044,0.19560000000000002,0.3216,0.4132,0.4876,0.5971
2780.367,0.01059,0.1958,0.3217,0.4134,0.4878,0.5972
2780.849,0.01071,0.196,0.32180000000000003,0.4136,0.488,0.5974
2781.331,0.01079,0.1961,0.322,0.4138,0.4882,0.5975
2781.814,0.01084,0.1962,0.3221,0.414,0.4884,0.5977
2782.296,0.01086,0.1962,0.3222,0.4141,0.4886,0.5979
2782.778,0.01088,0.1963,0.3222,0.4143,0.4888,0.5981
2783.26,0.01094,0.19640000000000002,0.32230000000000003,0.4144,0.489,0.5983
2783.742,0.01104,0.1965,0.3224,0.4147,0.4892,0.5986
2784.224,0.01119,0.1967,0.3225,0.4149,0.4894,0.5988
2784.706,0.01137,0.19690000000000002,0.3227,0.4152,0.4897,0.599
2785.188,0.01157,0.19720000000000001,0.32280000000000003,0.4154,0.4898,0.5993
2785.67,0.01175,0.19740000000000002,0.3229,0.4157,0.49,0.5995
2786.153,0.0119,0.1976,0.3231,0.4159,0.4901,0.5998
2786.635,0.012,0.19770000000000001,0.3232,0.4161,0.4902,0.6
2787.117,0.01206,0.1978,0.3232,0.4162,0.4903,0.6002
2787.599,0.01208,0.19790000000000002,0.32330000000000003,0.4163,0.4904,0.6005
2788.081,0.01209,0.19790000000000002,0.3234,0.4165,0.4904,0.6007
2788.563,0.01211,0.198,0.3235,0.4166,0.4905,0.6009
2789.045,0.01216,0.1981,0.3236,0.4167,0.4906,0.6011
2789.527,0.01223,0.19820000000000002,0.32380000000000003,0.4169,0.4908,0.6013
2790.01,0.01232,0.1983,0.324,0.4171,0.4911,0.6016
2790.492,0.01244,0.19840000000000002,0.3242,0.4174,0.4913,0.6019
2790.974,0.01255,0.1986,0.3245,0.4176,0.4916,0.6023
2791.456,0.01267,0.1988,0.3247,0.4178,0.4919,0.6026
2791.938,0.01279,0.19890000000000002,0.3249,0.418,0.4922,0.6029
2792.42,0.01291,0.1991,0.3251,0.4183,0.4925,0.6032
2792.902,0.01303,0.1992,0.32530000000000003,0.4185,0.4928,0.6035
2793.384,0.01314,0.19940000000000002,0.3254,0.4187,0.4931,0.6038
2793.866,0.01324,0.1995,0.3256,0.4189,0.4933,0.6041
2794.349,0.01333,0.1996,0.3257,0.4192,0.4935,0.6043
2794.831,0.01342,0.19980000000000003,0.3259,0.4194,0.4937,0.6044
2795.313,0.0135,0.19990000000000002,0.3261,0.4196,0.4938,0.6046
2795.795,0.01358,0.2,0.3263,0.4198,0.494,0.6047
2796.277,0.01366,0.2001,0.3265,0.4199,0.4943,0.6048
2796.759,0.01375,0.20030000000000003,0.3266,0.42,0.4945,0.605
2797.241,0.01383,0.20040000000000002,0.3267,0.4202,0.4947,0.6052
2797.723,0.01393,0.2005,0.3268,0.4203,0.495,0.6054
2798.206,0.01405,0.2007,0.3269,0.4205,0.4951,0.6057
2798.688,0.01419,0.20080000000000003,0.327,0.4207,0.4953,0.606
2799.17,0.01435,0.2011,0.3271,0.4209,0.4954,0.6064
2799.652,0.01453,0.20130000000000003,0.3273,0.4212,0.4956,0.6068
2800.134,0.01472,0.2015,0.3275,0.4214,0.4957,0.6071
2800.616,0.01489,0.2017,0.3277,0.4216,0.4959,0.6075
2801.098,0.01506,0.20190000000000002,0.3279,0.4219,0.4961,0.6078
2801.58,0.0152,0.2021,0.3281,0.4221,0.4964,0.6081
2802.062,0.01534,0.20230000000000004,0.3283,0.4224,0.4967,0.6084
2802.545,0.01549,0.2025,0.3285,0.4227,0.497,0.6086
2803.027,0.01564,0.2026,0.3287,0.4229,0.4974,0.6088
2803.509,0.01579,0.20280000000000004,0.3288,0.4232,0.4978,0.609
2803.991,0.01595,0.203,0.3289,0.4235,0.4981,0.6092
2804.473,0.0161,0.2032,0.3291,0.4238,0.4985,0.6095
2804.955,0.01624,0.20340000000000003,0.3293,0.4241,0.4988,0.6098
2805.437,0.01638,0.2036,0.3296,0.4244,0.4991,0.6102
2805.919,0.01651,0.2037,0.3299,0.4247,0.4995,0.6107
2806.402,0.01664,0.20390000000000003,0.3302,0.425,0.4998,0.6111
2806.884,0.01677,0.2041,0.3305,0.4252,0.5,0.6115
2807.366,0.0169,0.20430000000000004,0.3307,0.4255,0.5003,0.6119
2807.848,0.01703,0.20440000000000003,0.3308,0.4257,0.5005,0.6122
2808.33,0.01716,0.2046,0.3309,0.4259,0.5006,0.6125
2808.812,0.01727,0.2047,0.3309,0.4261,0.5008,0.6127
2809.294,0.01738,0.20490000000000003,0.331,0.4263,0.5009,0.613
2809.776,0.01749,0.20500000000000002,0.3311,0.4265,0.5011,0.6133
2810.258,0.01763,0.2052,0.3312,0.4268,0.5013,0.6135
2810.741,0.0178,0.20540000000000003,0.33140000000000003,0.4271,0.5016,0.6138
2811.223,0.018,0.2057,0.3316,0.4274,0.5019,0.6141
2811.705,0.01823,0.20590000000000003,0.33190000000000003,0.4277,0.5023,0.6144
2812.187,0.01848,0.2062,0.3322,0.4281,0.5027,0.6148
2812.669,0.01872,0.20650000000000002,0.3325,0.4285,0.5032,0.6151
2813.151,0.01894,0.2067,0.3327,0.4289,0.5036,0.6155
2813.633,0.01913,0.20700000000000002,0.333,0.4293,0.5041,0.6158
2814.115,0.01929,0.2072,0.3332,0.4297,0.5045,0.6161
2814.598,0.01944,0.20740000000000003,0.33340000000000003,0.4301,0.5049,0.6165
2815.08,0.01958,0.2076,0.3336,0.4305,0.5053,0.6168
2815.562,0.01976,0.20790000000000003,0.33390000000000003,0.4309,0.5056,0.6173
2816.044,0.01997,0.2082,0.3342,0.4313,0.506,0.6177
2816.526,0.02023,0.20850000000000002,0.3345,0.4316,0.5063,0.6182
2817.008,0.02052,0.20890000000000003,0.33490000000000003,0.432,0.5066,0.6187
2817.49,0.02082,0.20929999999999999,0.3353,0.4323,0.5069,0.6192
2817.972,0.02109,0.2096,0.3357,0.4327,0.5072,0.6196
2818.454,0.02133,0.20990000000000003,0.336,0.433,0.5076,0.62
2818.937,0.02153,0.2102,0.3363,0.4333,0.5079,0.6205
2819.419,0.0217,0.21050000000000002,0.3365,0.4337,0.5083,0.621
