Wavenumber,doped PBTTT,neat PBTTT
1273.0910000000001,0.3469,0.03665
1274.056,0.3461,0.03667
1275.02,0.3454,0.03667
1275.984,0.3448,0.036680000000000004
1276.948,0.3445,0.036719999999999996
1277.913,0.3448,0.03681
1278.877,0.3458,0.03696
1279.8410000000001,0.3477,0.03717
1280.805,0.3506,0.03745
1281.77,0.3543,0.03783
1282.734,0.3588,0.0383
1283.698,0.3639,0.03884
1284.662,0.3692,0.03943
1285.626,0.3746,0.040010000000000004
1286.5910000000001,0.3799,0.04055
1287.555,0.3849,0.040999999999999995
1288.519,0.3895,0.041389999999999996
1289.483,0.3936,0.041710000000000004
1290.448,0.3971,0.04199
1291.412,0.4001,0.042230000000000004
1292.376,0.4027,0.04245
1293.34,0.4049,0.04262
1294.305,0.4069,0.04274
1295.269,0.4088,0.0428
1296.233,0.4105,0.042769999999999996
1297.197,0.41200000000000003,0.042660000000000003
1298.161,0.4133,0.04247
1299.126,0.4143,0.04224
1300.09,0.415,0.042
1301.0539999999999,0.4153,0.04179
1302.018,0.4156,0.041639999999999996
1302.983,0.4158,0.041530000000000004
1303.947,0.4161,0.04145
1304.911,0.4165,0.04138
1305.875,0.4172,0.04127
1306.84,0.4179,0.0411
1307.8039999999999,0.4186,0.04088
1308.768,0.4193,0.04059
1309.732,0.4199,0.040260000000000004
1310.697,0.4205,0.0399
1311.661,0.4211,0.039560000000000005
1312.625,0.4217,0.03923
1313.589,0.4223,0.038919999999999996
1314.5529999999999,0.423,0.038610000000000005
1315.5179999999998,0.4236,0.03828
1316.4820000000002,0.4243,0.03791
1317.4460000000001,0.4249,0.03752
1318.41,0.4254,0.03712
1319.375,0.4258,0.036739999999999995
1320.339,0.4261,0.0364
1321.3029999999999,0.4265,0.0361
1322.267,0.4267,0.03583
1323.2320000000002,0.4271,0.0356
1324.1960000000001,0.4274,0.03539
1325.16,0.4279,0.03522
1326.124,0.4285,0.035089999999999996
1327.088,0.4295,0.034980000000000004
1328.0529999999999,0.4307,0.03489
1329.017,0.4325,0.03478
1329.981,0.4347,0.03465
1330.945,0.4374,0.03447
1331.91,0.4406,0.03422
1332.874,0.4443,0.0339
1333.838,0.4482,0.0335
1334.8020000000001,0.4524,0.03302
1335.767,0.4564,0.03248
1336.731,0.4599,0.03191
1337.695,0.4624,0.031330000000000004
1338.6589999999999,0.4633,0.030789999999999998
1339.624,0.4626,0.0303
1340.588,0.4604,0.029869999999999997
1341.5520000000001,0.4573,0.029460000000000004
1342.516,0.4537,0.029089999999999998
1343.48,0.4501,0.02875
1344.445,0.4467,0.02847
1345.4089999999999,0.4437,0.0283
1346.3729999999998,0.4411,0.02822
1347.3370000000002,0.4388,0.02823
1348.3020000000001,0.4367,0.02825
1349.266,0.4348,0.028189999999999996
1350.23,0.433,0.027960000000000002
1351.194,0.4311,0.02752
1352.1589999999999,0.4292,0.02688
1353.1229999999998,0.4272,0.02607
1354.0870000000002,0.4253,0.02518
1355.0510000000002,0.4234,0.02431
1356.015,0.4216,0.02352
1356.98,0.42,0.022869999999999998
1357.944,0.4185,0.022340000000000002
1358.908,0.4173,0.02192
1359.872,0.4162,0.02159
1360.8370000000002,0.4152,0.02136
1361.8010000000002,0.4145,0.02121
1362.765,0.4139,0.02115
1363.729,0.4135,0.02112
1364.694,0.4131,0.02109
1365.658,0.4126,0.02102
1366.622,0.4119,0.0209
1367.586,0.4111,0.02074
1368.5510000000002,0.4101,0.02058
1369.515,0.4091,0.02047
1370.479,0.4079,0.02046
1371.443,0.4066,0.02059
1372.4070000000002,0.4051,0.020909999999999998
1373.372,0.4034,0.02143
1374.336,0.4015,0.0221
1375.3,0.3994,0.02277
1376.264,0.3972,0.02329
1377.229,0.3947,0.0235
1378.193,0.3922,0.02337
1379.1570000000002,0.3896,0.0229
1380.121,0.3873,0.02221
1381.086,0.3855,0.02144
1382.05,0.3844,0.02072
1383.014,0.3842,0.02018
1383.9779999999998,0.3849,0.01985
1384.942,0.3866,0.01975
1385.9070000000002,0.3894,0.01989
1386.871,0.39299999999999996,0.02022
1387.835,0.3972,0.020659999999999998
1388.799,0.4013,0.02113
1389.764,0.4048,0.021519999999999997
1390.7279999999998,0.4076,0.02179
1391.692,0.4096,0.02192
1392.656,0.41100000000000003,0.02191
1393.621,0.41200000000000003,0.02178
1394.585,0.4125,0.02156
1395.549,0.4124,0.0213
1396.513,0.4118,0.02102
1397.4779999999998,0.4106,0.020730000000000002
1398.442,0.4088,0.020419999999999997
1399.406,0.4065,0.02008
1400.37,0.4038,0.019719999999999998
1401.3339999999998,0.4007,0.01933
1402.299,0.3971,0.018930000000000002
1403.263,0.3929,0.01851
1404.227,0.3881,0.018090000000000002
1405.191,0.3828,0.0177
1406.156,0.3773,0.01734
1407.12,0.3718,0.01704
1408.0839999999998,0.3664,0.01679
1409.0479999999998,0.361,0.016569999999999998
1410.013,0.3555,0.01637
1410.977,0.35,0.01619
1411.941,0.3445,0.01602
1412.905,0.3394,0.01587
1413.869,0.3348,0.0157
1414.8339999999998,0.3306,0.015519999999999999
1415.7979999999998,0.3265,0.0153
1416.7620000000002,0.3223,0.015059999999999999
1417.726,0.3177,0.01488
1418.691,0.3132,0.014790000000000001
1419.655,0.3092,0.014830000000000001
1420.619,0.3058,0.01496
1421.5829999999999,0.3029,0.015130000000000001
1422.5479999999998,0.3003,0.01529
1423.5120000000002,0.2977,0.01544
1424.476,0.2951,0.0156
1425.44,0.2926,0.01576
1426.405,0.2901,0.01593
1427.369,0.2878,0.01615
1428.3329999999999,0.2856,0.01643
1429.297,0.2833,0.01679
1430.261,0.2811,0.01721
1431.226,0.2791,0.01764
1432.19,0.2773,0.018009999999999998
1433.154,0.2756,0.01832
1434.118,0.2737,0.0186
1435.0829999999999,0.2715,0.01892
1436.047,0.26899999999999996,0.01932
1437.011,0.2664,0.019819999999999997
1437.975,0.264,0.02034
1438.94,0.2621,0.02081
1439.904,0.2605,0.0212
1440.868,0.2589,0.02154
1441.832,0.2573,0.02186
1442.796,0.2556,0.022180000000000002
1443.761,0.2539,0.02253
1444.725,0.2522,0.022940000000000002
1445.6889999999999,0.2508,0.02344
1446.6529999999998,0.2495,0.0241
1447.618,0.2486,0.02494
1448.582,0.2481,0.02595
1449.546,0.248,0.02708
1450.51,0.2483,0.02823
1451.475,0.2489,0.0293
1452.4389999999999,0.2494,0.03022
1453.4029999999998,0.2498,0.030969999999999998
1454.3670000000002,0.25,0.031560000000000005
1455.332,0.25,0.03205
1456.296,0.25,0.03254
1457.26,0.2502,0.0331
1458.224,0.2508,0.03368
1459.1879999999999,0.2516,0.03418
1460.1529999999998,0.2523,0.034539999999999994
1461.1170000000002,0.2529,0.0348
1462.0810000000001,0.2532,0.03501
1463.045,0.2533,0.03518
1464.01,0.253,0.035210000000000005
1464.974,0.2522,0.03494
1465.9379999999999,0.2508,0.0342
1466.902,0.2489,0.03295
1467.8670000000002,0.2466,0.03126
1468.8310000000001,0.2439,0.029169999999999998
1469.795,0.2407,0.026739999999999996
1470.759,0.237,0.02405
1471.724,0.2334,0.02136
1472.6879999999999,0.2305,0.01914
1473.652,0.22899999999999998,0.01779
1474.616,0.22899999999999998,0.01735
1475.58,0.2301,0.017509999999999998
1476.545,0.2319,0.01793
1477.509,0.23399999999999999,0.01842
1478.473,0.2363,0.01895
1479.4370000000001,0.239,0.0195
1480.402,0.242,0.02011
1481.366,0.2453,0.02077
1482.33,0.2488,0.02141
1483.2939999999999,0.2523,0.02199
1484.259,0.2554,0.02244
1485.223,0.2581,0.022719999999999997
1486.1870000000001,0.2603,0.02284
1487.151,0.2619,0.02283
1488.115,0.2631,0.02277
1489.08,0.2641,0.02275
1490.0439999999999,0.2651,0.02278
1491.0079999999998,0.2664,0.02284
1491.9720000000002,0.2679,0.02284
1492.9370000000001,0.2698,0.02274
1493.901,0.2719,0.02253
1494.865,0.2743,0.02222
1495.829,0.2768,0.02186
1496.7939999999999,0.2788,0.02154
1497.7579999999998,0.2798,0.02135
1498.7220000000002,0.2791,0.02129
1499.6860000000001,0.2772,0.02132
1500.651,0.2745,0.02135
1501.615,0.2715,0.0213
1502.579,0.2684,0.02114
1503.543,0.2653,0.020819999999999998
1504.507,0.2618,0.02035
1505.4720000000002,0.258,0.01977
1506.4360000000001,0.2544,0.0193
1507.4,0.2519,0.01914
1508.364,0.251,0.01927
1509.329,0.2512,0.019459999999999998
1510.293,0.2517,0.0195
1511.257,0.2521,0.0193
1512.221,0.2523,0.01888
1513.1860000000001,0.2523,0.01825
1514.15,0.2522,0.01746
1515.114,0.2521,0.01658
1516.078,0.2521,0.01571
1517.0420000000001,0.2522,0.01492
1518.007,0.2524,0.014230000000000001
1518.971,0.2528,0.013669999999999998
1519.935,0.2533,0.013219999999999999
1520.899,0.254,0.0129
1521.864,0.255,0.01272
1522.828,0.2562,0.01268
1523.7920000000001,0.2577,0.012740000000000001
1524.756,0.2595,0.01291
1525.721,0.2619,0.0132
1526.685,0.2648,0.013619999999999998
1527.649,0.2679,0.014159999999999999
1528.6129999999998,0.271,0.014769999999999998
1529.578,0.2736,0.0154
1530.5420000000001,0.2756,0.016
1531.506,0.2768,0.01651
1532.47,0.2771,0.01684
1533.434,0.2766,0.016919999999999998
1534.399,0.2754,0.01672
1535.3629999999998,0.2739,0.016280000000000003
1536.3270000000002,0.2722,0.01564
1537.2910000000002,0.2702,0.01481
1538.256,0.2677,0.0138
1539.22,0.2648,0.01268
1540.184,0.2618,0.0117
1541.148,0.2596,0.01119
1542.1129999999998,0.2587,0.01119
1543.0770000000002,0.2587,0.011470000000000001
1544.0410000000002,0.2591,0.0118
1545.005,0.2595,0.01207
1545.969,0.2599,0.01229
1546.934,0.2602,0.01245
1547.898,0.2604,0.01258
1548.862,0.2607,0.01268
1549.826,0.2609,0.01277
1550.7910000000002,0.2613,0.01286
1551.755,0.2616,0.01295
1552.719,0.2621,0.013019999999999999
1553.683,0.2624,0.013040000000000001
1554.648,0.2626,0.01296
1555.612,0.2625,0.012759999999999999
1556.576,0.2623,0.01247
1557.54,0.2623,0.01226
1558.505,0.263,0.0124
1559.469,0.2644,0.012969999999999999
1560.433,0.266,0.01369
1561.3970000000002,0.2674,0.014280000000000001
1562.361,0.2684,0.01465
1563.326,0.2691,0.014819999999999998
1564.29,0.2697,0.01485
1565.254,0.27,0.01475
1566.2179999999998,0.2703,0.01457
1567.183,0.2704,0.01436
1568.1470000000002,0.2706,0.014169999999999999
1569.111,0.2709,0.01406
1570.075,0.2714,0.01405
1571.04,0.2718,0.01408
1572.004,0.2721,0.0141
1572.9679999999998,0.2721,0.01405
1573.932,0.272,0.013930000000000001
1574.896,0.2717,0.01377
1575.861,0.2715,0.01366
1576.825,0.2717,0.013669999999999998
1577.789,0.2722,0.013819999999999999
1578.753,0.2729,0.01404
1579.7179999999998,0.2736,0.01425
1580.682,0.2743,0.01441
1581.646,0.2749,0.01454
1582.61,0.2754,0.01465
1583.575,0.276,0.014740000000000001
1584.539,0.2766,0.01481
1585.503,0.2772,0.01488
1586.467,0.2777,0.01494
1587.432,0.2783,0.015
1588.396,0.27899999999999997,0.015059999999999999
1589.36,0.2796,0.01514
1590.3239999999998,0.2803,0.01523
1591.2879999999998,0.281,0.015340000000000001
1592.253,0.2817,0.01547
1593.217,0.2824,0.0156
1594.181,0.2833,0.01575
1595.145,0.2842,0.0159
1596.11,0.2853,0.016059999999999998
1597.0739999999998,0.2864,0.01621
1598.0379999999998,0.2875,0.01637
1599.0020000000002,0.2886,0.01653
1599.967,0.2897,0.0167
1600.931,0.2908,0.016880000000000003
1601.895,0.2919,0.01707
1602.859,0.293,0.01726
1603.8229999999999,0.2941,0.017419999999999998
1604.7879999999998,0.2951,0.01753
1605.7520000000002,0.2959,0.01761
1606.7160000000001,0.2968,0.01766
1607.68,0.2976,0.017730000000000003
1608.645,0.2984,0.01785
1609.609,0.2993,0.01803
1610.5729999999999,0.3,0.01823
1611.537,0.3005,0.01839
1612.5020000000002,0.3007,0.01848
1613.4660000000001,0.3007,0.01847
1614.43,0.3004,0.01844
1615.394,0.3,0.01845
1616.359,0.2997,0.018609999999999998
1617.3229999999999,0.2995,0.01892
1618.287,0.2996,0.01929
1619.251,0.2997,0.01961
1620.215,0.2998,0.019819999999999997
1621.18,0.2999,0.01993
1622.144,0.3,0.01999
1623.108,0.3002,0.020040000000000002
1624.0720000000001,0.3005,0.02012
1625.037,0.3009,0.02024
1626.001,0.3013,0.020390000000000002
1626.965,0.3018,0.02055
1627.9289999999999,0.3023,0.02072
1628.894,0.3027,0.02086
1629.858,0.3032,0.02096
1630.8220000000001,0.3036,0.020980000000000002
1631.786,0.3038,0.020909999999999998
1632.75,0.3039,0.02075
1633.715,0.304,0.02053
1634.6789999999999,0.3043,0.02034
1635.6429999999998,0.305,0.02027
1636.6070000000002,0.306,0.02035
1637.5720000000001,0.3072,0.02051
1638.536,0.3082,0.020659999999999998
1639.5,0.3091,0.02075
1640.464,0.3096,0.02076
1641.4289999999999,0.31,0.02071
1642.3929999999998,0.3101,0.02059
1643.3570000000002,0.3099,0.02037
1644.3210000000001,0.3093,0.020059999999999998
1645.286,0.3085,0.01969
1646.25,0.3076,0.01935
1647.214,0.307,0.01914
1648.1779999999999,0.3068,0.01906
1649.142,0.3067,0.01902
1650.1070000000002,0.3065,0.0189
1651.0710000000001,0.3061,0.01865
1652.035,0.3055,0.0183
1652.999,0.305,0.018019999999999998
1653.964,0.305,0.018019999999999998
1654.9279999999999,0.3057,0.018269999999999998
1655.892,0.3066,0.018580000000000003
1656.856,0.3073,0.0188
1657.8210000000001,0.3078,0.01888
1658.785,0.3081,0.01885
1659.749,0.3082,0.01875
1660.713,0.3083,0.018619999999999998
1661.6770000000001,0.3084,0.01854
1662.642,0.3086,0.01854
1663.606,0.309,0.0186
1664.57,0.3093,0.01865
1665.5339999999999,0.3096,0.01864
1666.499,0.3097,0.01856
1667.463,0.3098,0.01841
1668.4270000000001,0.3098,0.01826
1669.391,0.31,0.01816
1670.356,0.3102,0.01815
1671.32,0.3106,0.01822
1672.2839999999999,0.311,0.01831
1673.2479999999998,0.3114,0.0184
1674.213,0.3118,0.01848
1675.1770000000001,0.3123,0.01856
1676.141,0.3128,0.01864
1677.105,0.3133,0.01871
1678.069,0.3138,0.01873
1679.0339999999999,0.3141,0.01867
1679.9979999999998,0.3142,0.01849
1680.9620000000002,0.3141,0.01819
1681.9260000000002,0.3139,0.01779
1682.891,0.3138,0.01736
1683.855,0.314,0.01705
1684.819,0.3146,0.01699
1685.783,0.3155,0.017130000000000003
1686.7479999999998,0.3163,0.01733
1687.7120000000002,0.317,0.017519999999999997
1688.6760000000002,0.3176,0.01765
1689.64,0.3181,0.01772
1690.605,0.3186,0.01775
1691.569,0.3189,0.017740000000000002
1692.533,0.3192,0.01766
1693.497,0.3193,0.0175
1694.461,0.3193,0.01725
1695.4260000000002,0.3193,0.016919999999999998
1696.39,0.3192,0.01658
1697.354,0.3192,0.016319999999999998
1698.318,0.3194,0.01624
1699.283,0.3199,0.01635
1700.247,0.3206,0.01661
1701.211,0.3214,0.0169
1702.175,0.3222,0.01714
1703.14,0.3229,0.01728
1704.104,0.3234,0.01735
1705.068,0.324,0.0174
1706.0320000000002,0.3246,0.01747
1706.996,0.3252,0.01757
1707.961,0.3258,0.0177
1708.925,0.3264,0.017830000000000002
1709.889,0.3268,0.01793
1710.8529999999998,0.3271,0.01796
1711.818,0.3273,0.0179
1712.7820000000002,0.3274,0.01775
1713.746,0.3273,0.017509999999999998
1714.71,0.3272,0.01721
1715.675,0.3273,0.01695
1716.639,0.3277,0.016880000000000003
1717.6029999999998,0.3286,0.01707
1718.567,0.3297,0.01746
1719.5320000000002,0.3308,0.01788
1720.496,0.3317,0.01821
1721.46,0.3325,0.01842
1722.424,0.33299999999999996,0.01852
1723.388,0.3335,0.01856
1724.3529999999998,0.3339,0.01857
1725.317,0.3343,0.018580000000000003
1726.281,0.3346,0.01857
1727.245,0.3348,0.01854
1728.21,0.335,0.01845
1729.174,0.335,0.01831
1730.138,0.3349,0.018119999999999997
1731.102,0.3348,0.01791
1732.067,0.3347,0.01775
1733.031,0.3347,0.01771
1733.995,0.335,0.0178
1734.9589999999998,0.3355,0.018009999999999998
1735.9229999999998,0.3361,0.01823
1736.888,0.3367,0.0184
1737.852,0.3372,0.0185
1738.816,0.3376,0.01852
1739.78,0.33799999999999997,0.01848
1740.745,0.3384,0.018430000000000002
1741.7089999999998,0.3387,0.01839
1742.6729999999998,0.33899999999999997,0.01838
1743.6370000000002,0.3392,0.018369999999999997
1744.602,0.3393,0.01835
1745.566,0.3393,0.01828
1746.53,0.3394,0.01815
1747.494,0.3394,0.01798
1748.4589999999998,0.3396,0.01786
1749.4229999999998,0.34,0.01786
1750.3870000000002,0.3407,0.018019999999999998
1751.351,0.3414,0.0183
1752.315,0.3422,0.0186
1753.28,0.3429,0.01885
1754.244,0.3434,0.01901
1755.2079999999999,0.3438,0.01908
1756.172,0.3441,0.01908
1757.1370000000002,0.3443,0.01904
1758.101,0.3446,0.01898
1759.065,0.3448,0.0189
1760.029,0.3451,0.01882
1760.994,0.3455,0.01877
1761.9579999999999,0.3459,0.01876
1762.922,0.3463,0.01881
1763.886,0.3467,0.0189
1764.85,0.34700000000000003,0.01899
1765.815,0.3473,0.01906
1766.779,0.3476,0.01906
1767.743,0.3477,0.01901
1768.707,0.3478,0.01889
1769.672,0.3478,0.01874
1770.636,0.3478,0.0186
1771.6,0.3479,0.01851
1772.5639999999999,0.3484,0.01853
1773.529,0.3491,0.01867
1774.493,0.35,0.01889
1775.457,0.3508,0.019119999999999998
1776.421,0.3514,0.01931
1777.386,0.3518,0.01944
1778.35,0.3521,0.01949
1779.3139999999999,0.3523,0.01949
1780.2779999999998,0.3524,0.019469999999999998
1781.2420000000002,0.3527,0.01945
1782.207,0.353,0.01945
1783.171,0.3534,0.019469999999999998
1784.135,0.3539,0.01951
1785.099,0.3544,0.01955
1786.0639999999999,0.3549,0.01959
1787.0279999999998,0.3552,0.0196
1787.9920000000002,0.3554,0.01956
1788.9560000000001,0.3555,0.019459999999999998
1789.921,0.3555,0.01931
1790.885,0.3554,0.01914
1791.849,0.3555,0.019030000000000002
1792.8129999999999,0.3558,0.01902
1793.777,0.3564,0.019119999999999998
1794.7420000000002,0.35700000000000004,0.01929
1795.7060000000001,0.3577,0.019459999999999998
1796.67,0.3583,0.01958
1797.634,0.3588,0.01963
1798.599,0.3592,0.01961
1799.5629999999999,0.3596,0.01956
1800.527,0.3599,0.01951
1801.491,0.3602,0.0195
1802.4560000000001,0.3606,0.019540000000000002
1803.42,0.3609,0.0196
1804.384,0.3613,0.01966
1805.348,0.3616,0.01968
1806.3129999999999,0.3619,0.01966
1807.277,0.3621,0.01959
1808.241,0.3623,0.01952
1809.205,0.3625,0.019459999999999998
1810.1689999999999,0.3627,0.019430000000000003
1811.134,0.363,0.01942
1812.098,0.3633,0.01941
1813.0620000000001,0.3636,0.01938
1814.026,0.3639,0.01935
1814.991,0.3642,0.01933
1815.955,0.3645,0.01935
1816.9189999999999,0.3648,0.01941
1817.8829999999998,0.3652,0.01949
1818.848,0.3657,0.01957
1819.8120000000001,0.3663,0.01961
1820.776,0.3668,0.0196
1821.74,0.3672,0.01955
1822.704,0.3675,0.01948
1823.6689999999999,0.3677,0.01942
1824.6329999999998,0.3677,0.01939
1825.5970000000002,0.3676,0.01937
1826.5610000000001,0.3676,0.01934
1827.526,0.3677,0.01931
1828.49,0.3679,0.0193
1829.454,0.3684,0.01933
1830.418,0.3692,0.019430000000000003
1831.3829999999998,0.37,0.01958
1832.3470000000002,0.3708,0.01973
1833.3110000000001,0.3715,0.019809999999999998
1834.275,0.3719,0.0198
1835.24,0.3722,0.019719999999999998
1836.204,0.3723,0.01963
1837.168,0.3724,0.0196
1838.132,0.3725,0.01966
1839.096,0.3728,0.019790000000000002
1840.0610000000001,0.3731,0.01991
1841.025,0.3734,0.01994
1841.989,0.3736,0.01983
1842.953,0.3737,0.01961
1843.918,0.3738,0.01934
1844.882,0.374,0.01914
1845.846,0.3744,0.01909
1846.81,0.3749,0.019180000000000003
1847.775,0.3754,0.01936
1848.739,0.3759,0.01958
1849.703,0.3764,0.0198
1850.6670000000001,0.3768,0.01999
1851.631,0.3772,0.02012
1852.596,0.3777,0.02019
1853.56,0.3781,0.02019
1854.524,0.3784,0.020130000000000002
1855.4879999999998,0.3787,0.020040000000000002
1856.453,0.3789,0.01993
1857.4170000000001,0.3791,0.01985
1858.381,0.3793,0.019790000000000002
1859.345,0.3794,0.0198
1860.31,0.3797,0.019880000000000002
1861.274,0.38,0.02002
1862.2379999999998,0.3803,0.0202
1863.2020000000002,0.3806,0.02035
1864.1670000000001,0.3808,0.0204
1865.131,0.3809,0.0203
1866.095,0.3809,0.02005
1867.059,0.3811,0.01974
1868.023,0.3814,0.0195
1868.9879999999998,0.3818,0.019430000000000003
1869.9520000000002,0.3824,0.01956
1870.9160000000002,0.38299999999999995,0.0198
1871.88,0.3836,0.020059999999999998
1872.845,0.3842,0.02026
1873.809,0.3846,0.02037
1874.773,0.385,0.020419999999999997
1875.737,0.3853,0.02044
1876.7020000000002,0.3856,0.02045
1877.6660000000002,0.3858,0.02046
1878.63,0.386,0.02046
1879.594,0.3862,0.02043
1880.558,0.3865,0.0204
1881.523,0.3868,0.020390000000000002
1882.487,0.3871,0.02041
1883.451,0.3874,0.02046
1884.415,0.3878,0.02052
1885.38,0.3881,0.02055
1886.344,0.3884,0.02051
1887.308,0.3885,0.02041
1888.2720000000002,0.3886,0.02028
1889.237,0.3887,0.02016
1890.201,0.3889,0.020069999999999998
1891.165,0.3892,0.02002
1892.129,0.3896,0.01998
1893.094,0.3902,0.01993
1894.058,0.3908,0.01989
1895.0220000000002,0.3915,0.01986
1895.986,0.3922,0.01987
1896.95,0.3927,0.01991
1897.915,0.39299999999999996,0.01994
1898.879,0.3932,0.01996
1899.8429999999998,0.3934,0.019969999999999998
1900.807,0.3936,0.02
1901.7720000000002,0.3939,0.020059999999999998
1902.736,0.3943,0.020130000000000002
1903.7,0.3947,0.02015
1904.664,0.395,0.020059999999999998
1905.629,0.3951,0.01983
1906.5929999999998,0.395,0.01949
1907.557,0.3948,0.01913
1908.521,0.3947,0.01883
1909.485,0.3947,0.018680000000000002
1910.45,0.395,0.01872
1911.414,0.3955,0.018940000000000002
1912.378,0.3961,0.019280000000000002
1913.342,0.3967,0.01967
1914.307,0.3972,0.020040000000000002
1915.271,0.3977,0.020309999999999998
1916.235,0.3982,0.0204
1917.1989999999998,0.3987,0.0203
1918.164,0.3988,0.020040000000000002
1919.128,0.3987,0.019719999999999998
1920.092,0.3983,0.019430000000000003
1921.056,0.3977,0.01923
1922.021,0.3972,0.0191
1922.985,0.3971,0.01901
1923.9489999999998,0.3973,0.0189
1924.9129999999998,0.39799999999999996,0.01877
1925.8770000000002,0.3988,0.018619999999999998
1926.842,0.3996,0.01851
1927.806,0.4003,0.01848
1928.77,0.4008,0.01853
1929.734,0.4012,0.01863
1930.6989999999998,0.4016,0.0187
1931.6629999999998,0.4021,0.018680000000000002
1932.6270000000002,0.4024,0.01856
1933.5910000000001,0.4027,0.018359999999999998
1934.556,0.40299999999999997,0.018119999999999997
1935.52,0.4034,0.01789
1936.484,0.4038,0.017730000000000003
1937.4479999999999,0.4045,0.01764
1938.4129999999998,0.4052,0.01763
1939.3770000000002,0.4059,0.01771
1940.3410000000001,0.4064,0.01784
1941.305,0.4067,0.018000000000000002
1942.269,0.4067,0.01813
1943.234,0.4067,0.01819
1944.1979999999999,0.4067,0.01815
1945.162,0.4067,0.01805
1946.126,0.4065,0.01789
1947.0910000000001,0.406,0.01772
1948.055,0.4052,0.01755
1949.019,0.4044,0.01737
1949.983,0.4038,0.01719
1950.9479999999999,0.4039,0.016980000000000002
1951.912,0.4047,0.01676
1952.876,0.4061,0.0165
1953.84,0.4077,0.01619
1954.8039999999999,0.4089,0.01581
1955.769,0.4095,0.015369999999999998
1956.733,0.4091,0.01486
1957.6970000000001,0.4081,0.01431
1958.661,0.4067,0.01371
1959.626,0.4054,0.013080000000000001
1960.59,0.4045,0.012440000000000001
1961.5539999999999,0.4039,0.01178
1962.5179999999998,0.4035,0.01113
1963.483,0.4031,0.010490000000000001
1964.4470000000001,0.4029,0.009885
1965.411,0.4028,0.009362
1966.375,0.4031,0.009016
1967.34,0.4041,0.008938
1968.3039999999999,0.4057,0.009123000000000001
1969.2679999999998,0.4075,0.009408
1970.2320000000002,0.4091,0.009507999999999999
1971.1960000000001,0.4098,0.009168
1972.161,0.4095,0.008348000000000001
1973.125,0.4084,0.0073219999999999995
1974.089,0.4071,0.006611
1975.0529999999999,0.4064,0.00674
1976.0179999999998,0.4068,0.007923999999999999
1976.9820000000002,0.4084,0.009897
1977.9460000000001,0.4106,0.01204
1978.91,0.4126,0.01375
1979.875,0.4137,0.01475
1980.839,0.4141,0.015080000000000001
1981.8029999999999,0.4139,0.015
1982.767,0.4136,0.01475
1983.731,0.4136,0.014519999999999998
1984.6960000000001,0.414,0.0144
1985.66,0.4147,0.014469999999999998
1986.624,0.4155,0.01469
1987.588,0.4163,0.015
1988.5529999999999,0.4169,0.01525
1989.517,0.41700000000000004,0.015319999999999999
1990.481,0.4167,0.01518
1991.445,0.4161,0.01491
1992.41,0.4155,0.01466
1993.374,0.4152,0.014530000000000001
1994.338,0.4155,0.01454
1995.3020000000001,0.4162,0.01461
1996.267,0.4174,0.01465
1997.231,0.4187,0.01463
1998.195,0.42,0.01456
1999.1589999999999,0.42100000000000004,0.014430000000000002
2000.1229999999998,0.4218,0.014219999999999998
2001.088,0.4222,0.01381
2002.0520000000001,0.4222,0.013130000000000001
2003.016,0.4217,0.01218
2003.98,0.4207,0.01105
2004.945,0.4194,0.009972
2005.9089999999999,0.4181,0.009191
2006.8729999999998,0.4173,0.008893999999999999
2007.8370000000002,0.4175,0.009125
2008.8020000000001,0.4187,0.009767
2009.766,0.4204,0.0106
2010.73,0.4219,0.0114
2011.694,0.4225,0.01199
2012.658,0.4221,0.01229
2013.6229999999998,0.42100000000000004,0.01229
2014.5870000000002,0.4198,0.01204
2015.5510000000002,0.4193,0.011590000000000001
2016.515,0.4196,0.011000000000000001
2017.48,0.4207,0.01036
2018.444,0.42200000000000004,0.009796
2019.408,0.423,0.009455
2020.372,0.4236,0.009453
2021.3370000000002,0.4238,0.009814
2022.3010000000002,0.4236,0.01043
2023.265,0.4236,0.01112
2024.229,0.424,0.01166
2025.194,0.4248,0.012
2026.158,0.4262,0.012209999999999999
2027.122,0.4277,0.012459999999999999
2028.086,0.4292,0.01287
2029.05,0.43,0.013330000000000002
2030.015,0.4302,0.013619999999999998
2030.979,0.4301,0.0135
2031.943,0.4301,0.01299
2032.9070000000002,0.4307,0.01243
2033.872,0.43200000000000005,0.01227
2034.836,0.4337,0.0128
2035.8,0.4351,0.013890000000000001
2036.764,0.4359,0.01505
2037.729,0.4358,0.01574
2038.693,0.4353,0.01574
2039.6570000000002,0.4348,0.015269999999999999
2040.621,0.4348,0.014819999999999998
2041.585,0.4354,0.01485
2042.55,0.4364,0.0155
2043.514,0.4373,0.0165
2044.4779999999998,0.4379,0.01745
2045.442,0.4384,0.018009999999999998
2046.4070000000002,0.439,0.01815
2047.371,0.4399,0.01806
2048.335,0.4411,0.018019999999999998
2049.299,0.4422,0.01817
2050.264,0.4431,0.01849
2051.228,0.4435,0.01889
2052.192,0.4437,0.01926
2053.156,0.4439,0.01957
2054.121,0.4442,0.01985
2055.085,0.4446,0.02012
2056.049,0.445,0.0204
2057.013,0.4453,0.020630000000000003
2057.9770000000003,0.4457,0.02076
2058.942,0.4461,0.02076
2059.906,0.4466,0.0206
