,Wavenumber,Absorbance,film
4492,871.0060000000001,0.9317,neat PBTTT
4493,871.97,0.9513,neat PBTTT
4494,872.935,0.9704,neat PBTTT
4495,873.8989999999999,0.9892,neat PBTTT
4496,874.863,1.008,neat PBTTT
4497,875.827,1.0270000000000001,neat PBTTT
4498,876.791,1.047,neat PBTTT
4499,877.7560000000001,1.067,neat PBTTT
4500,878.72,1.087,neat PBTTT
4501,879.684,1.1059999999999999,neat PBTTT
4502,880.648,1.123,neat PBTTT
4503,881.613,1.139,neat PBTTT
4504,882.577,1.155,neat PBTTT
4505,883.541,1.171,neat PBTTT
4506,884.505,1.187,neat PBTTT
4507,885.47,1.203,neat PBTTT
4508,886.434,1.218,neat PBTTT
4509,887.398,1.232,neat PBTTT
4510,888.362,1.2429999999999999,neat PBTTT
4511,889.326,1.252,neat PBTTT
4512,890.291,1.261,neat PBTTT
4513,891.255,1.2690000000000001,neat PBTTT
4514,892.2189999999999,1.2770000000000001,neat PBTTT
4515,893.183,1.285,neat PBTTT
4516,894.148,1.294,neat PBTTT
4517,895.112,1.3030000000000002,neat PBTTT
4518,896.076,1.311,neat PBTTT
4519,897.04,1.318,neat PBTTT
4520,898.005,1.325,neat PBTTT
4521,898.9689999999999,1.33,neat PBTTT
4522,899.933,1.335,neat PBTTT
4523,900.8969999999999,1.34,neat PBTTT
4524,901.862,1.344,neat PBTTT
4525,902.826,1.347,neat PBTTT
4526,903.79,1.348,neat PBTTT
4527,904.7539999999999,1.348,neat PBTTT
4528,905.7180000000001,1.348,neat PBTTT
4529,906.683,1.348,neat PBTTT
4530,907.6469999999999,1.348,neat PBTTT
4531,908.6110000000001,1.3459999999999999,neat PBTTT
4532,909.575,1.3419999999999999,neat PBTTT
4533,910.54,1.337,neat PBTTT
4534,911.5039999999999,1.331,neat PBTTT
4535,912.4680000000001,1.3259999999999998,neat PBTTT
4536,913.432,1.3219999999999998,neat PBTTT
4537,914.3969999999999,1.32,neat PBTTT
4538,915.3610000000001,1.318,neat PBTTT
4539,916.325,1.3130000000000002,neat PBTTT
4540,917.289,1.307,neat PBTTT
4541,918.253,1.2990000000000002,neat PBTTT
4542,919.2180000000001,1.29,neat PBTTT
4543,920.182,1.281,neat PBTTT
4544,921.1460000000001,1.272,neat PBTTT
4545,922.11,1.264,neat PBTTT
4546,923.075,1.2570000000000001,neat PBTTT
4547,924.039,1.251,neat PBTTT
4548,925.003,1.245,neat PBTTT
4549,925.967,1.24,neat PBTTT
4550,926.932,1.234,neat PBTTT
4551,927.8960000000001,1.227,neat PBTTT
4552,928.86,1.219,neat PBTTT
4553,929.824,1.21,neat PBTTT
4554,930.789,1.2,neat PBTTT
4555,931.753,1.19,neat PBTTT
4556,932.717,1.181,neat PBTTT
4557,933.681,1.172,neat PBTTT
4558,934.645,1.163,neat PBTTT
4559,935.61,1.156,neat PBTTT
4560,936.574,1.149,neat PBTTT
4561,937.538,1.1420000000000001,neat PBTTT
4562,938.502,1.136,neat PBTTT
4563,939.467,1.129,neat PBTTT
4564,940.431,1.121,neat PBTTT
4565,941.395,1.113,neat PBTTT
4566,942.3589999999999,1.104,neat PBTTT
4567,943.324,1.0959999999999999,neat PBTTT
4568,944.288,1.088,neat PBTTT
4569,945.252,1.08,neat PBTTT
4570,946.216,1.074,neat PBTTT
4571,947.18,1.068,neat PBTTT
4572,948.145,1.061,neat PBTTT
4573,949.1089999999999,1.054,neat PBTTT
4574,950.073,1.046,neat PBTTT
4575,951.0369999999999,1.038,neat PBTTT
4576,952.002,1.03,neat PBTTT
4577,952.966,1.023,neat PBTTT
4578,953.93,1.016,neat PBTTT
4579,954.8939999999999,1.01,neat PBTTT
4580,955.8589999999999,1.004,neat PBTTT
4581,956.823,0.9973,neat PBTTT
4582,957.7869999999999,0.9905,neat PBTTT
4583,958.7510000000001,0.9835,neat PBTTT
4584,959.716,0.9768,neat PBTTT
4585,960.68,0.9708,neat PBTTT
4586,961.6439999999999,0.9655,neat PBTTT
4587,962.6080000000001,0.9605,neat PBTTT
4588,963.572,0.9553,neat PBTTT
4589,964.5369999999999,0.9494,neat PBTTT
4590,965.5010000000001,0.9426,neat PBTTT
4591,966.465,0.9352,neat PBTTT
4592,967.429,0.9276,neat PBTTT
4593,968.3939999999999,0.9204,neat PBTTT
4594,969.3580000000001,0.9138,neat PBTTT
4595,970.322,0.9078,neat PBTTT
4596,971.2860000000001,0.9021,neat PBTTT
4597,972.2510000000001,0.8966,neat PBTTT
4598,973.215,0.8909,neat PBTTT
4599,974.179,0.885,neat PBTTT
4600,975.143,0.8789,neat PBTTT
4601,976.107,0.8728,neat PBTTT
4602,977.072,0.8666,neat PBTTT
4603,978.0360000000001,0.8603,neat PBTTT
4604,979.0,0.8540000000000001,neat PBTTT
4605,979.9639999999999,0.8476,neat PBTTT
4606,980.929,0.8412,neat PBTTT
4607,981.893,0.8349,neat PBTTT
4608,982.857,0.8288,neat PBTTT
4609,983.821,0.8228,neat PBTTT
4610,984.7860000000001,0.8171,neat PBTTT
4611,985.75,0.8116,neat PBTTT
4612,986.7139999999999,0.8063,neat PBTTT
4613,987.678,0.8009999999999999,neat PBTTT
4614,988.643,0.7957,neat PBTTT
4615,989.607,0.7903,neat PBTTT
4616,990.571,0.7851,neat PBTTT
4617,991.535,0.78,neat PBTTT
4618,992.4989999999999,0.7752,neat PBTTT
4619,993.4639999999999,0.7703,neat PBTTT
4620,994.428,0.7654,neat PBTTT
4621,995.3919999999999,0.7602,neat PBTTT
4622,996.3560000000001,0.7546,neat PBTTT
4623,997.321,0.7488,neat PBTTT
4624,998.285,0.7429,neat PBTTT
4625,999.2489999999999,0.7372,neat PBTTT
4626,1000.2130000000001,0.7319,neat PBTTT
4627,1001.178,0.7268,neat PBTTT
4628,1002.1419999999999,0.7217,neat PBTTT
4629,1003.1060000000001,0.7165,neat PBTTT
4630,1004.07,0.711,neat PBTTT
4631,1005.035,0.7054,neat PBTTT
4632,1005.9989999999999,0.6998,neat PBTTT
4633,1006.9630000000001,0.6946,neat PBTTT
4634,1007.927,0.6897,neat PBTTT
4635,1008.8910000000001,0.6851,neat PBTTT
4636,1009.8560000000001,0.6806,neat PBTTT
4637,1010.82,0.6758,neat PBTTT
4638,1011.784,0.6705,neat PBTTT
4639,1012.748,0.6648,neat PBTTT
4640,1013.7130000000001,0.6589,neat PBTTT
4641,1014.677,0.653,neat PBTTT
4642,1015.6410000000001,0.6474,neat PBTTT
4643,1016.605,0.6421,neat PBTTT
4644,1017.57,0.6369,neat PBTTT
4645,1018.534,0.6317,neat PBTTT
4646,1019.498,0.6266,neat PBTTT
4647,1020.462,0.6214,neat PBTTT
4648,1021.426,0.6164,neat PBTTT
4649,1022.3910000000001,0.6114,neat PBTTT
4650,1023.355,0.6064,neat PBTTT
4651,1024.319,0.6012,neat PBTTT
4652,1025.2830000000001,0.5957,neat PBTTT
4653,1026.248,0.59,neat PBTTT
4654,1027.212,0.5842,neat PBTTT
4655,1028.1760000000002,0.5784,neat PBTTT
4656,1029.14,0.5728,neat PBTTT
4657,1030.105,0.5675,neat PBTTT
4658,1031.069,0.5623,neat PBTTT
4659,1032.0330000000001,0.5571,neat PBTTT
4660,1032.997,0.5519,neat PBTTT
4661,1033.962,0.5466,neat PBTTT
4662,1034.9260000000002,0.5413,neat PBTTT
4663,1035.89,0.5359,neat PBTTT
4664,1036.854,0.5305,neat PBTTT
4665,1037.818,0.525,neat PBTTT
4666,1038.7830000000001,0.5194,neat PBTTT
4667,1039.747,0.5138,neat PBTTT
4668,1040.711,0.5081,neat PBTTT
4669,1041.675,0.5024,neat PBTTT
4670,1042.64,0.4969,neat PBTTT
4671,1043.604,0.4914,neat PBTTT
4672,1044.568,0.4861,neat PBTTT
4673,1045.532,0.4807,neat PBTTT
4674,1046.497,0.4754,neat PBTTT
4675,1047.461,0.47,neat PBTTT
4676,1048.425,0.4646,neat PBTTT
4677,1049.389,0.4593,neat PBTTT
4678,1050.353,0.4542,neat PBTTT
4679,1051.318,0.4491,neat PBTTT
4680,1052.282,0.444,neat PBTTT
4681,1053.246,0.4389,neat PBTTT
4682,1054.21,0.4338,neat PBTTT
4683,1055.175,0.4286,neat PBTTT
4684,1056.139,0.4235,neat PBTTT
4685,1057.103,0.4185,neat PBTTT
4686,1058.067,0.4137,neat PBTTT
4687,1059.032,0.409,neat PBTTT
4688,1059.996,0.4043,neat PBTTT
4689,1060.96,0.3999,neat PBTTT
4690,1061.924,0.3955,neat PBTTT
4691,1062.889,0.3914,neat PBTTT
4692,1063.853,0.3873,neat PBTTT
4693,1064.817,0.3832,neat PBTTT
4694,1065.781,0.3791,neat PBTTT
4695,1066.745,0.3749,neat PBTTT
4696,1067.71,0.3706,neat PBTTT
4697,1068.674,0.3663,neat PBTTT
4698,1069.638,0.3621,neat PBTTT
4699,1070.6019999999999,0.358,neat PBTTT
4700,1071.567,0.3542,neat PBTTT
4701,1072.531,0.3505,neat PBTTT
4702,1073.495,0.3468,neat PBTTT
4703,1074.4589999999998,0.3432,neat PBTTT
4704,1075.424,0.3396,neat PBTTT
4705,1076.388,0.336,neat PBTTT
4706,1077.3519999999999,0.3324,neat PBTTT
4707,1078.316,0.3289,neat PBTTT
4708,1079.28,0.3255,neat PBTTT
4709,1080.245,0.3221,neat PBTTT
4710,1081.2089999999998,0.3188,neat PBTTT
4711,1082.173,0.3155,neat PBTTT
4712,1083.137,0.3121,neat PBTTT
4713,1084.1019999999999,0.3088,neat PBTTT
4714,1085.066,0.3055,neat PBTTT
4715,1086.03,0.3022,neat PBTTT
4716,1086.994,0.299,neat PBTTT
4717,1087.9589999999998,0.29600000000000004,neat PBTTT
4718,1088.923,0.2931,neat PBTTT
4719,1089.887,0.2904,neat PBTTT
4720,1090.851,0.2878,neat PBTTT
4721,1091.816,0.2853,neat PBTTT
4722,1092.78,0.2829,neat PBTTT
4723,1093.744,0.2807,neat PBTTT
4724,1094.708,0.2786,neat PBTTT
4725,1095.672,0.2766,neat PBTTT
4726,1096.637,0.2747,neat PBTTT
4727,1097.601,0.273,neat PBTTT
4728,1098.565,0.2713,neat PBTTT
4729,1099.529,0.2698,neat PBTTT
4730,1100.494,0.2683,neat PBTTT
4731,1101.458,0.2669,neat PBTTT
4732,1102.422,0.2655,neat PBTTT
4733,1103.386,0.2642,neat PBTTT
4734,1104.351,0.2629,neat PBTTT
4735,1105.315,0.2617,neat PBTTT
4736,1106.279,0.2606,neat PBTTT
4737,1107.243,0.2594,neat PBTTT
4738,1108.2069999999999,0.2582,neat PBTTT
4739,1109.172,0.257,neat PBTTT
4740,1110.136,0.2556,neat PBTTT
4741,1111.1,0.2541,neat PBTTT
4742,1112.0639999999999,0.2527,neat PBTTT
4743,1113.029,0.2513,neat PBTTT
4744,1113.993,0.2499,neat PBTTT
4745,1114.9569999999999,0.2487,neat PBTTT
4746,1115.921,0.2474,neat PBTTT
4747,1116.886,0.2462,neat PBTTT
4748,1117.85,0.2448,neat PBTTT
4749,1118.8139999999999,0.2435,neat PBTTT
4750,1119.778,0.2422,neat PBTTT
4751,1120.743,0.2409,neat PBTTT
4752,1121.7069999999999,0.2397,neat PBTTT
4753,1122.671,0.2385,neat PBTTT
4754,1123.635,0.2373,neat PBTTT
4755,1124.599,0.2362,neat PBTTT
4756,1125.5639999999999,0.235,neat PBTTT
4757,1126.528,0.2338,neat PBTTT
4758,1127.492,0.2327,neat PBTTT
4759,1128.4560000000001,0.2316,neat PBTTT
4760,1129.421,0.2305,neat PBTTT
4761,1130.385,0.2294,neat PBTTT
4762,1131.349,0.2283,neat PBTTT
4763,1132.313,0.2272,neat PBTTT
4764,1133.278,0.2261,neat PBTTT
4765,1134.242,0.2248,neat PBTTT
4766,1135.2060000000001,0.2235,neat PBTTT
4767,1136.17,0.2222,neat PBTTT
4768,1137.134,0.2209,neat PBTTT
4769,1138.099,0.2196,neat PBTTT
4770,1139.063,0.2183,neat PBTTT
4771,1140.027,0.2172,neat PBTTT
4772,1140.991,0.21600000000000003,neat PBTTT
4773,1141.9560000000001,0.2149,neat PBTTT
4774,1142.92,0.2136,neat PBTTT
4775,1143.884,0.2123,neat PBTTT
4776,1144.848,0.2108,neat PBTTT
4777,1145.813,0.2092,neat PBTTT
4778,1146.777,0.2075,neat PBTTT
4779,1147.741,0.2058,neat PBTTT
4780,1148.705,0.2041,neat PBTTT
4781,1149.67,0.2023,neat PBTTT
4782,1150.634,0.2005,neat PBTTT
4783,1151.598,0.1986,neat PBTTT
4784,1152.562,0.1967,neat PBTTT
4785,1153.526,0.1947,neat PBTTT
4786,1154.491,0.1926,neat PBTTT
4787,1155.455,0.1904,neat PBTTT
4788,1156.4189999999999,0.1882,neat PBTTT
4789,1157.383,0.1858,neat PBTTT
4790,1158.348,0.1834,neat PBTTT
4791,1159.312,0.18100000000000002,neat PBTTT
4792,1160.276,0.1787,neat PBTTT
4793,1161.24,0.1764,neat PBTTT
4794,1162.205,0.1742,neat PBTTT
4795,1163.1689999999999,0.172,neat PBTTT
4796,1164.133,0.17,neat PBTTT
4797,1165.097,0.1679,neat PBTTT
4798,1166.0610000000001,0.166,neat PBTTT
4799,1167.026,0.1641,neat PBTTT
4800,1167.99,0.1622,neat PBTTT
4801,1168.954,0.1605,neat PBTTT
4802,1169.9180000000001,0.1588,neat PBTTT
4803,1170.883,0.1572,neat PBTTT
4804,1171.847,0.1558,neat PBTTT
4805,1172.8110000000001,0.1544,neat PBTTT
4806,1173.775,0.153,neat PBTTT
4807,1174.74,0.1517,neat PBTTT
4808,1175.704,0.1503,neat PBTTT
4809,1176.6680000000001,0.149,neat PBTTT
4810,1177.632,0.1477,neat PBTTT
4811,1178.597,0.1465,neat PBTTT
4812,1179.5610000000001,0.1452,neat PBTTT
4813,1180.525,0.1439,neat PBTTT
4814,1181.489,0.1425,neat PBTTT
4815,1182.453,0.1412,neat PBTTT
4816,1183.4180000000001,0.1397,neat PBTTT
4817,1184.382,0.1382,neat PBTTT
4818,1185.346,0.1366,neat PBTTT
4819,1186.31,0.135,neat PBTTT
4820,1187.275,0.1334,neat PBTTT
4821,1188.239,0.1318,neat PBTTT
4822,1189.203,0.1303,neat PBTTT
4823,1190.167,0.1287,neat PBTTT
4824,1191.132,0.1272,neat PBTTT
4825,1192.096,0.1256,neat PBTTT
4826,1193.06,0.1239,neat PBTTT
4827,1194.024,0.1222,neat PBTTT
4828,1194.988,0.1204,neat PBTTT
4829,1195.953,0.1185,neat PBTTT
4830,1196.917,0.1167,neat PBTTT
4831,1197.881,0.1149,neat PBTTT
4832,1198.845,0.1131,neat PBTTT
4833,1199.81,0.1114,neat PBTTT
4834,1200.774,0.1095,neat PBTTT
4835,1201.738,0.1076,neat PBTTT
4836,1202.702,0.1056,neat PBTTT
4837,1203.667,0.1035,neat PBTTT
4838,1204.631,0.1013,neat PBTTT
4839,1205.595,0.09912,neat PBTTT
4840,1206.559,0.09686,neat PBTTT
4841,1207.524,0.09459,neat PBTTT
4842,1208.488,0.09233999999999999,neat PBTTT
4843,1209.452,0.09011,neat PBTTT
4844,1210.4160000000002,0.08793,neat PBTTT
4845,1211.38,0.08581,neat PBTTT
4846,1212.345,0.08376,neat PBTTT
4847,1213.309,0.08177000000000001,neat PBTTT
4848,1214.2730000000001,0.07984,neat PBTTT
4849,1215.237,0.07795,neat PBTTT
4850,1216.202,0.0761,neat PBTTT
4851,1217.1660000000002,0.07426,neat PBTTT
4852,1218.13,0.07243,neat PBTTT
4853,1219.094,0.07059,neat PBTTT
4854,1220.059,0.06873,neat PBTTT
4855,1221.0230000000001,0.06685,neat PBTTT
4856,1221.987,0.06497,neat PBTTT
4857,1222.951,0.06308,neat PBTTT
4858,1223.9160000000002,0.0612,neat PBTTT
4859,1224.88,0.05934,neat PBTTT
4860,1225.844,0.05753,neat PBTTT
4861,1226.808,0.05577000000000001,neat PBTTT
4862,1227.772,0.0541,neat PBTTT
4863,1228.737,0.05252999999999999,neat PBTTT
4864,1229.701,0.05108,neat PBTTT
4865,1230.665,0.04972,neat PBTTT
4866,1231.629,0.04846,neat PBTTT
4867,1232.594,0.04727,neat PBTTT
4868,1233.558,0.04615,neat PBTTT
4869,1234.522,0.045110000000000004,neat PBTTT
4870,1235.486,0.04415,neat PBTTT
4871,1236.451,0.04325,neat PBTTT
4872,1237.415,0.0424,neat PBTTT
4873,1238.379,0.041569999999999996,neat PBTTT
4874,1239.343,0.040760000000000005,neat PBTTT
4875,1240.307,0.03998,neat PBTTT
4876,1241.272,0.03925,neat PBTTT
4877,1242.236,0.03858,neat PBTTT
4878,1243.2,0.03797,neat PBTTT
4879,1244.164,0.03741,neat PBTTT
4880,1245.129,0.03689,neat PBTTT
4881,1246.093,0.03642,neat PBTTT
4882,1247.057,0.036000000000000004,neat PBTTT
4883,1248.021,0.03563,neat PBTTT
4884,1248.986,0.03532,neat PBTTT
4885,1249.95,0.03503,neat PBTTT
4886,1250.914,0.03476,neat PBTTT
4887,1251.878,0.03449,neat PBTTT
4888,1252.843,0.034260000000000006,neat PBTTT
4889,1253.807,0.034069999999999996,neat PBTTT
4890,1254.771,0.033960000000000004,neat PBTTT
4891,1255.735,0.03392,neat PBTTT
4892,1256.6989999999998,0.03395,neat PBTTT
4893,1257.664,0.034,neat PBTTT
4894,1258.628,0.03408,neat PBTTT
4895,1259.5919999999999,0.03418,neat PBTTT
4896,1260.556,0.0343,neat PBTTT
4897,1261.521,0.03445,neat PBTTT
4898,1262.485,0.03463,neat PBTTT
4899,1263.4489999999998,0.03481,neat PBTTT
4900,1264.413,0.03499,neat PBTTT
4901,1265.378,0.03517,neat PBTTT
4902,1266.3419999999999,0.03535,neat PBTTT
4903,1267.306,0.03555,neat PBTTT
4904,1268.27,0.035769999999999996,neat PBTTT
4905,1269.234,0.03601,neat PBTTT
4906,1270.1989999999998,0.036239999999999994,neat PBTTT
4907,1271.163,0.036430000000000004,neat PBTTT
4908,1272.127,0.03657,neat PBTTT
4909,1273.0910000000001,0.03665,neat PBTTT
4910,1274.056,0.03667,neat PBTTT
4911,1275.02,0.03667,neat PBTTT
4912,1275.984,0.036680000000000004,neat PBTTT
4913,1276.948,0.036719999999999996,neat PBTTT
4914,1277.913,0.03681,neat PBTTT
4915,1278.877,0.03696,neat PBTTT
4916,1279.8410000000001,0.03717,neat PBTTT
4917,1280.805,0.03745,neat PBTTT
4918,1281.77,0.03783,neat PBTTT
4919,1282.734,0.0383,neat PBTTT
4920,1283.698,0.03884,neat PBTTT
4921,1284.662,0.03943,neat PBTTT
4922,1285.626,0.040010000000000004,neat PBTTT
4923,1286.5910000000001,0.04055,neat PBTTT
4924,1287.555,0.040999999999999995,neat PBTTT
4925,1288.519,0.041389999999999996,neat PBTTT
4926,1289.483,0.041710000000000004,neat PBTTT
4927,1290.448,0.04199,neat PBTTT
4928,1291.412,0.042230000000000004,neat PBTTT
4929,1292.376,0.04245,neat PBTTT
4930,1293.34,0.04262,neat PBTTT
4931,1294.305,0.04274,neat PBTTT
4932,1295.269,0.0428,neat PBTTT
4933,1296.233,0.042769999999999996,neat PBTTT
4934,1297.197,0.042660000000000003,neat PBTTT
4935,1298.161,0.04247,neat PBTTT
4936,1299.126,0.04224,neat PBTTT
4937,1300.09,0.042,neat PBTTT
4938,1301.0539999999999,0.04179,neat PBTTT
4939,1302.018,0.041639999999999996,neat PBTTT
4940,1302.983,0.041530000000000004,neat PBTTT
4941,1303.947,0.04145,neat PBTTT
4942,1304.911,0.04138,neat PBTTT
4943,1305.875,0.04127,neat PBTTT
4944,1306.84,0.0411,neat PBTTT
4945,1307.8039999999999,0.04088,neat PBTTT
4946,1308.768,0.04059,neat PBTTT
4947,1309.732,0.040260000000000004,neat PBTTT
4948,1310.697,0.0399,neat PBTTT
4949,1311.661,0.039560000000000005,neat PBTTT
4950,1312.625,0.03923,neat PBTTT
4951,1313.589,0.038919999999999996,neat PBTTT
4952,1314.5529999999999,0.038610000000000005,neat PBTTT
4953,1315.5179999999998,0.03828,neat PBTTT
4954,1316.4820000000002,0.03791,neat PBTTT
4955,1317.4460000000001,0.03752,neat PBTTT
4956,1318.41,0.03712,neat PBTTT
4957,1319.375,0.036739999999999995,neat PBTTT
4958,1320.339,0.0364,neat PBTTT
4959,1321.3029999999999,0.0361,neat PBTTT
4960,1322.267,0.03583,neat PBTTT
4961,1323.2320000000002,0.0356,neat PBTTT
4962,1324.1960000000001,0.03539,neat PBTTT
4963,1325.16,0.03522,neat PBTTT
4964,1326.124,0.035089999999999996,neat PBTTT
4965,1327.088,0.034980000000000004,neat PBTTT
4966,1328.0529999999999,0.03489,neat PBTTT
4967,1329.017,0.03478,neat PBTTT
4968,1329.981,0.03465,neat PBTTT
4969,1330.945,0.03447,neat PBTTT
4970,1331.91,0.03422,neat PBTTT
4971,1332.874,0.0339,neat PBTTT
4972,1333.838,0.0335,neat PBTTT
4973,1334.8020000000001,0.03302,neat PBTTT
4974,1335.767,0.03248,neat PBTTT
4975,1336.731,0.03191,neat PBTTT
4976,1337.695,0.031330000000000004,neat PBTTT
4977,1338.6589999999999,0.030789999999999998,neat PBTTT
4978,1339.624,0.0303,neat PBTTT
4979,1340.588,0.029869999999999997,neat PBTTT
4980,1341.5520000000001,0.029460000000000004,neat PBTTT
4981,1342.516,0.029089999999999998,neat PBTTT
4982,1343.48,0.02875,neat PBTTT
4983,1344.445,0.02847,neat PBTTT
4984,1345.4089999999999,0.0283,neat PBTTT
4985,1346.3729999999998,0.02822,neat PBTTT
4986,1347.3370000000002,0.02823,neat PBTTT
4987,1348.3020000000001,0.02825,neat PBTTT
4988,1349.266,0.028189999999999996,neat PBTTT
4989,1350.23,0.027960000000000002,neat PBTTT
4990,1351.194,0.02752,neat PBTTT
4991,1352.1589999999999,0.02688,neat PBTTT
4992,1353.1229999999998,0.02607,neat PBTTT
4993,1354.0870000000002,0.02518,neat PBTTT
4994,1355.0510000000002,0.02431,neat PBTTT
4995,1356.015,0.02352,neat PBTTT
4996,1356.98,0.022869999999999998,neat PBTTT
4997,1357.944,0.022340000000000002,neat PBTTT
4998,1358.908,0.02192,neat PBTTT
4999,1359.872,0.02159,neat PBTTT
5000,1360.8370000000002,0.02136,neat PBTTT
5001,1361.8010000000002,0.02121,neat PBTTT
5002,1362.765,0.02115,neat PBTTT
5003,1363.729,0.02112,neat PBTTT
5004,1364.694,0.02109,neat PBTTT
5005,1365.658,0.02102,neat PBTTT
5006,1366.622,0.0209,neat PBTTT
5007,1367.586,0.02074,neat PBTTT
5008,1368.5510000000002,0.02058,neat PBTTT
5009,1369.515,0.02047,neat PBTTT
5010,1370.479,0.02046,neat PBTTT
5011,1371.443,0.02059,neat PBTTT
5012,1372.4070000000002,0.020909999999999998,neat PBTTT
5013,1373.372,0.02143,neat PBTTT
5014,1374.336,0.0221,neat PBTTT
5015,1375.3,0.02277,neat PBTTT
5016,1376.264,0.02329,neat PBTTT
5017,1377.229,0.0235,neat PBTTT
5018,1378.193,0.02337,neat PBTTT
5019,1379.1570000000002,0.0229,neat PBTTT
5020,1380.121,0.02221,neat PBTTT
5021,1381.086,0.02144,neat PBTTT
5022,1382.05,0.02072,neat PBTTT
5023,1383.014,0.02018,neat PBTTT
5024,1383.9779999999998,0.01985,neat PBTTT
5025,1384.942,0.01975,neat PBTTT
5026,1385.9070000000002,0.01989,neat PBTTT
5027,1386.871,0.02022,neat PBTTT
5028,1387.835,0.020659999999999998,neat PBTTT
5029,1388.799,0.02113,neat PBTTT
5030,1389.764,0.021519999999999997,neat PBTTT
5031,1390.7279999999998,0.02179,neat PBTTT
5032,1391.692,0.02192,neat PBTTT
5033,1392.656,0.02191,neat PBTTT
5034,1393.621,0.02178,neat PBTTT
5035,1394.585,0.02156,neat PBTTT
5036,1395.549,0.0213,neat PBTTT
5037,1396.513,0.02102,neat PBTTT
5038,1397.4779999999998,0.020730000000000002,neat PBTTT
5039,1398.442,0.020419999999999997,neat PBTTT
5040,1399.406,0.02008,neat PBTTT
5041,1400.37,0.019719999999999998,neat PBTTT
5042,1401.3339999999998,0.01933,neat PBTTT
5043,1402.299,0.018930000000000002,neat PBTTT
5044,1403.263,0.01851,neat PBTTT
5045,1404.227,0.018090000000000002,neat PBTTT
5046,1405.191,0.0177,neat PBTTT
5047,1406.156,0.01734,neat PBTTT
5048,1407.12,0.01704,neat PBTTT
5049,1408.0839999999998,0.01679,neat PBTTT
5050,1409.0479999999998,0.016569999999999998,neat PBTTT
5051,1410.013,0.01637,neat PBTTT
5052,1410.977,0.01619,neat PBTTT
5053,1411.941,0.01602,neat PBTTT
5054,1412.905,0.01587,neat PBTTT
5055,1413.869,0.0157,neat PBTTT
5056,1414.8339999999998,0.015519999999999999,neat PBTTT
5057,1415.7979999999998,0.0153,neat PBTTT
5058,1416.7620000000002,0.015059999999999999,neat PBTTT
5059,1417.726,0.01488,neat PBTTT
5060,1418.691,0.014790000000000001,neat PBTTT
5061,1419.655,0.014830000000000001,neat PBTTT
5062,1420.619,0.01496,neat PBTTT
5063,1421.5829999999999,0.015130000000000001,neat PBTTT
5064,1422.5479999999998,0.01529,neat PBTTT
5065,1423.5120000000002,0.01544,neat PBTTT
5066,1424.476,0.0156,neat PBTTT
5067,1425.44,0.01576,neat PBTTT
5068,1426.405,0.01593,neat PBTTT
5069,1427.369,0.01615,neat PBTTT
5070,1428.3329999999999,0.01643,neat PBTTT
5071,1429.297,0.01679,neat PBTTT
5072,1430.261,0.01721,neat PBTTT
5073,1431.226,0.01764,neat PBTTT
5074,1432.19,0.018009999999999998,neat PBTTT
5075,1433.154,0.01832,neat PBTTT
5076,1434.118,0.0186,neat PBTTT
5077,1435.0829999999999,0.01892,neat PBTTT
5078,1436.047,0.01932,neat PBTTT
5079,1437.011,0.019819999999999997,neat PBTTT
5080,1437.975,0.02034,neat PBTTT
5081,1438.94,0.02081,neat PBTTT
5082,1439.904,0.0212,neat PBTTT
5083,1440.868,0.02154,neat PBTTT
5084,1441.832,0.02186,neat PBTTT
5085,1442.796,0.022180000000000002,neat PBTTT
5086,1443.761,0.02253,neat PBTTT
5087,1444.725,0.022940000000000002,neat PBTTT
5088,1445.6889999999999,0.02344,neat PBTTT
5089,1446.6529999999998,0.0241,neat PBTTT
5090,1447.618,0.02494,neat PBTTT
5091,1448.582,0.02595,neat PBTTT
5092,1449.546,0.02708,neat PBTTT
5093,1450.51,0.02823,neat PBTTT
5094,1451.475,0.0293,neat PBTTT
5095,1452.4389999999999,0.03022,neat PBTTT
5096,1453.4029999999998,0.030969999999999998,neat PBTTT
5097,1454.3670000000002,0.031560000000000005,neat PBTTT
5098,1455.332,0.03205,neat PBTTT
5099,1456.296,0.03254,neat PBTTT
5100,1457.26,0.0331,neat PBTTT
5101,1458.224,0.03368,neat PBTTT
5102,1459.1879999999999,0.03418,neat PBTTT
5103,1460.1529999999998,0.034539999999999994,neat PBTTT
5104,1461.1170000000002,0.0348,neat PBTTT
5105,1462.0810000000001,0.03501,neat PBTTT
5106,1463.045,0.03518,neat PBTTT
5107,1464.01,0.035210000000000005,neat PBTTT
5108,1464.974,0.03494,neat PBTTT
5109,1465.9379999999999,0.0342,neat PBTTT
5110,1466.902,0.03295,neat PBTTT
5111,1467.8670000000002,0.03126,neat PBTTT
5112,1468.8310000000001,0.029169999999999998,neat PBTTT
5113,1469.795,0.026739999999999996,neat PBTTT
5114,1470.759,0.02405,neat PBTTT
5115,1471.724,0.02136,neat PBTTT
5116,1472.6879999999999,0.01914,neat PBTTT
5117,1473.652,0.01779,neat PBTTT
5118,1474.616,0.01735,neat PBTTT
5119,1475.58,0.017509999999999998,neat PBTTT
5120,1476.545,0.01793,neat PBTTT
5121,1477.509,0.01842,neat PBTTT
5122,1478.473,0.01895,neat PBTTT
5123,1479.4370000000001,0.0195,neat PBTTT
