,Wavenumber,Absorbance,film
1627,1968.3039999999999,0.4057,doped PBTTT
1628,1969.2679999999998,0.4075,doped PBTTT
1629,1970.2320000000002,0.4091,doped PBTTT
1630,1971.1960000000001,0.4098,doped PBTTT
1631,1972.161,0.4095,doped PBTTT
1632,1973.125,0.4084,doped PBTTT
1633,1974.089,0.4071,doped PBTTT
1634,1975.0529999999999,0.4064,doped PBTTT
1635,1976.0179999999998,0.4068,doped PBTTT
1636,1976.9820000000002,0.4084,doped PBTTT
1637,1977.9460000000001,0.4106,doped PBTTT
1638,1978.91,0.4126,doped PBTTT
1639,1979.875,0.4137,doped PBTTT
1640,1980.839,0.4141,doped PBTTT
1641,1981.8029999999999,0.4139,doped PBTTT
1642,1982.767,0.4136,doped PBTTT
1643,1983.731,0.4136,doped PBTTT
1644,1984.6960000000001,0.414,doped PBTTT
1645,1985.66,0.4147,doped PBTTT
1646,1986.624,0.4155,doped PBTTT
1647,1987.588,0.4163,doped PBTTT
1648,1988.5529999999999,0.4169,doped PBTTT
1649,1989.517,0.41700000000000004,doped PBTTT
1650,1990.481,0.4167,doped PBTTT
1651,1991.445,0.4161,doped PBTTT
1652,1992.41,0.4155,doped PBTTT
1653,1993.374,0.4152,doped PBTTT
1654,1994.338,0.4155,doped PBTTT
1655,1995.3020000000001,0.4162,doped PBTTT
1656,1996.267,0.4174,doped PBTTT
1657,1997.231,0.4187,doped PBTTT
1658,1998.195,0.42,doped PBTTT
1659,1999.1589999999999,0.42100000000000004,doped PBTTT
1660,2000.1229999999998,0.4218,doped PBTTT
1661,2001.088,0.4222,doped PBTTT
1662,2002.0520000000001,0.4222,doped PBTTT
1663,2003.016,0.4217,doped PBTTT
1664,2003.98,0.4207,doped PBTTT
1665,2004.945,0.4194,doped PBTTT
1666,2005.9089999999999,0.4181,doped PBTTT
1667,2006.8729999999998,0.4173,doped PBTTT
1668,2007.8370000000002,0.4175,doped PBTTT
1669,2008.8020000000001,0.4187,doped PBTTT
1670,2009.766,0.4204,doped PBTTT
1671,2010.73,0.4219,doped PBTTT
1672,2011.694,0.4225,doped PBTTT
1673,2012.658,0.4221,doped PBTTT
1674,2013.6229999999998,0.42100000000000004,doped PBTTT
1675,2014.5870000000002,0.4198,doped PBTTT
1676,2015.5510000000002,0.4193,doped PBTTT
1677,2016.515,0.4196,doped PBTTT
1678,2017.48,0.4207,doped PBTTT
1679,2018.444,0.42200000000000004,doped PBTTT
1680,2019.408,0.423,doped PBTTT
1681,2020.372,0.4236,doped PBTTT
1682,2021.3370000000002,0.4238,doped PBTTT
1683,2022.3010000000002,0.4236,doped PBTTT
1684,2023.265,0.4236,doped PBTTT
1685,2024.229,0.424,doped PBTTT
1686,2025.194,0.4248,doped PBTTT
1687,2026.158,0.4262,doped PBTTT
1688,2027.122,0.4277,doped PBTTT
1689,2028.086,0.4292,doped PBTTT
1690,2029.05,0.43,doped PBTTT
1691,2030.015,0.4302,doped PBTTT
1692,2030.979,0.4301,doped PBTTT
1693,2031.943,0.4301,doped PBTTT
1694,2032.9070000000002,0.4307,doped PBTTT
1695,2033.872,0.43200000000000005,doped PBTTT
1696,2034.836,0.4337,doped PBTTT
1697,2035.8,0.4351,doped PBTTT
1698,2036.764,0.4359,doped PBTTT
1699,2037.729,0.4358,doped PBTTT
1700,2038.693,0.4353,doped PBTTT
1701,2039.6570000000002,0.4348,doped PBTTT
1702,2040.621,0.4348,doped PBTTT
1703,2041.585,0.4354,doped PBTTT
1704,2042.55,0.4364,doped PBTTT
1705,2043.514,0.4373,doped PBTTT
1706,2044.4779999999998,0.4379,doped PBTTT
1707,2045.442,0.4384,doped PBTTT
1708,2046.4070000000002,0.439,doped PBTTT
1709,2047.371,0.4399,doped PBTTT
1710,2048.335,0.4411,doped PBTTT
1711,2049.299,0.4422,doped PBTTT
1712,2050.264,0.4431,doped PBTTT
1713,2051.228,0.4435,doped PBTTT
1714,2052.192,0.4437,doped PBTTT
1715,2053.156,0.4439,doped PBTTT
1716,2054.121,0.4442,doped PBTTT
1717,2055.085,0.4446,doped PBTTT
1718,2056.049,0.445,doped PBTTT
1719,2057.013,0.4453,doped PBTTT
1720,2057.9770000000003,0.4457,doped PBTTT
1721,2058.942,0.4461,doped PBTTT
1722,2059.906,0.4466,doped PBTTT
1723,2060.87,0.4472,doped PBTTT
1724,2061.834,0.4476,doped PBTTT
1725,2062.799,0.4479,doped PBTTT
1726,2063.763,0.4481,doped PBTTT
1727,2064.7270000000003,0.4484,doped PBTTT
1728,2065.6910000000003,0.4491,doped PBTTT
1729,2066.656,0.45,doped PBTTT
1730,2067.62,0.4508,doped PBTTT
1731,2068.584,0.4513,doped PBTTT
1732,2069.548,0.4514,doped PBTTT
1733,2070.512,0.4512,doped PBTTT
1734,2071.4770000000003,0.4512,doped PBTTT
1735,2072.4410000000003,0.4516,doped PBTTT
1736,2073.405,0.4525,doped PBTTT
1737,2074.369,0.4538,doped PBTTT
1738,2075.334,0.4552,doped PBTTT
1739,2076.298,0.4564,doped PBTTT
1740,2077.262,0.4573,doped PBTTT
1741,2078.226,0.45799999999999996,doped PBTTT
1742,2079.1910000000003,0.4584,doped PBTTT
1743,2080.155,0.4586,doped PBTTT
1744,2081.119,0.4587,doped PBTTT
1745,2082.083,0.4585,doped PBTTT
1746,2083.048,0.4583,doped PBTTT
1747,2084.012,0.45799999999999996,doped PBTTT
1748,2084.976,0.4579,doped PBTTT
1749,2085.94,0.4579,doped PBTTT
1750,2086.904,0.4584,doped PBTTT
1751,2087.869,0.4594,doped PBTTT
1752,2088.833,0.4606,doped PBTTT
1753,2089.797,0.462,doped PBTTT
1754,2090.761,0.4632,doped PBTTT
1755,2091.726,0.4639,doped PBTTT
1756,2092.69,0.46399999999999997,doped PBTTT
1757,2093.654,0.4636,doped PBTTT
1758,2094.618,0.4631,doped PBTTT
1759,2095.583,0.4628,doped PBTTT
1760,2096.547,0.4629,doped PBTTT
1761,2097.511,0.4634,doped PBTTT
1762,2098.475,0.4641,doped PBTTT
1763,2099.439,0.4648,doped PBTTT
1764,2100.404,0.4655,doped PBTTT
1765,2101.368,0.466,doped PBTTT
1766,2102.3320000000003,0.4664,doped PBTTT
1767,2103.2960000000003,0.4668,doped PBTTT
1768,2104.261,0.4669,doped PBTTT
1769,2105.225,0.467,doped PBTTT
1770,2106.189,0.467,doped PBTTT
1771,2107.153,0.4671,doped PBTTT
1772,2108.118,0.4675,doped PBTTT
1773,2109.0820000000003,0.4681,doped PBTTT
1774,2110.0460000000003,0.4689,doped PBTTT
1775,2111.01,0.4698,doped PBTTT
1776,2111.975,0.4706,doped PBTTT
1777,2112.939,0.4712,doped PBTTT
1778,2113.903,0.4716,doped PBTTT
1779,2114.867,0.4717,doped PBTTT
1780,2115.831,0.4716,doped PBTTT
1781,2116.7960000000003,0.4712,doped PBTTT
1782,2117.76,0.4708,doped PBTTT
1783,2118.724,0.4703,doped PBTTT
1784,2119.688,0.4699,doped PBTTT
1785,2120.653,0.4697,doped PBTTT
1786,2121.617,0.4698,doped PBTTT
1787,2122.581,0.4701,doped PBTTT
1788,2123.545,0.4707,doped PBTTT
1789,2124.51,0.4712,doped PBTTT
1790,2125.474,0.4717,doped PBTTT
1791,2126.438,0.4721,doped PBTTT
1792,2127.402,0.4723,doped PBTTT
1793,2128.366,0.4726,doped PBTTT
1794,2129.331,0.473,doped PBTTT
1795,2130.295,0.4737,doped PBTTT
1796,2131.259,0.4748,doped PBTTT
1797,2132.223,0.47600000000000003,doped PBTTT
1798,2133.188,0.47700000000000004,doped PBTTT
1799,2134.152,0.4776,doped PBTTT
1800,2135.116,0.4776,doped PBTTT
1801,2136.08,0.47700000000000004,doped PBTTT
1802,2137.045,0.4759,doped PBTTT
1803,2138.009,0.4748,doped PBTTT
1804,2138.973,0.4743,doped PBTTT
1805,2139.937,0.4744,doped PBTTT
1806,2140.902,0.4752,doped PBTTT
1807,2141.866,0.4762,doped PBTTT
1808,2142.83,0.47700000000000004,doped PBTTT
1809,2143.794,0.4771,doped PBTTT
1810,2144.758,0.4766,doped PBTTT
1811,2145.723,0.4759,doped PBTTT
1812,2146.687,0.4755,doped PBTTT
1813,2147.651,0.4758,doped PBTTT
1814,2148.615,0.47700000000000004,doped PBTTT
1815,2149.58,0.4785,doped PBTTT
1816,2150.544,0.4798,doped PBTTT
1817,2151.508,0.4805,doped PBTTT
1818,2152.472,0.4806,doped PBTTT
1819,2153.437,0.4801,doped PBTTT
1820,2154.401,0.4796,doped PBTTT
1821,2155.365,0.4796,doped PBTTT
1822,2156.3289999999997,0.4806,doped PBTTT
1823,2157.294,0.4827,doped PBTTT
1824,2158.258,0.4858,doped PBTTT
1825,2159.222,0.4895,doped PBTTT
1826,2160.186,0.4932,doped PBTTT
1827,2161.15,0.4963,doped PBTTT
1828,2162.115,0.4988,doped PBTTT
1829,2163.0789999999997,0.5009,doped PBTTT
1830,2164.0429999999997,0.5031,doped PBTTT
1831,2165.007,0.5057,doped PBTTT
1832,2165.972,0.5088,doped PBTTT
1833,2166.936,0.5123,doped PBTTT
1834,2167.9,0.5157,doped PBTTT
1835,2168.864,0.5184,doped PBTTT
1836,2169.8289999999997,0.5197,doped PBTTT
1837,2170.7929999999997,0.5193,doped PBTTT
1838,2171.757,0.517,doped PBTTT
1839,2172.721,0.5136,doped PBTTT
1840,2173.685,0.5099,doped PBTTT
1841,2174.65,0.5069,doped PBTTT
1842,2175.614,0.5055,doped PBTTT
1843,2176.578,0.5062,doped PBTTT
1844,2177.542,0.5091,doped PBTTT
1845,2178.507,0.5135,doped PBTTT
1846,2179.471,0.5189,doped PBTTT
1847,2180.435,0.5245,doped PBTTT
1848,2181.399,0.5302,doped PBTTT
1849,2182.364,0.5364,doped PBTTT
1850,2183.328,0.5442,doped PBTTT
1851,2184.292,0.555,doped PBTTT
1852,2185.256,0.5695,doped PBTTT
1853,2186.221,0.5877,doped PBTTT
1854,2187.185,0.6079,doped PBTTT
1855,2188.149,0.6273,doped PBTTT
1856,2189.113,0.6421,doped PBTTT
1857,2190.077,0.6495,doped PBTTT
1858,2191.042,0.648,doped PBTTT
1859,2192.006,0.6385,doped PBTTT
1860,2192.97,0.6237,doped PBTTT
1861,2193.9339999999997,0.6065,doped PBTTT
1862,2194.899,0.5897,doped PBTTT
1863,2195.863,0.5747,doped PBTTT
1864,2196.827,0.5621,doped PBTTT
1865,2197.791,0.5516,doped PBTTT
1866,2198.756,0.5429,doped PBTTT
1867,2199.72,0.5357,doped PBTTT
1868,2200.6839999999997,0.53,doped PBTTT
1869,2201.6479999999997,0.5259,doped PBTTT
1870,2202.612,0.5235,doped PBTTT
1871,2203.577,0.5223,doped PBTTT
1872,2204.541,0.5217,doped PBTTT
1873,2205.505,0.521,doped PBTTT
1874,2206.469,0.5198,doped PBTTT
1875,2207.4339999999997,0.5181,doped PBTTT
1876,2208.3979999999997,0.5162,doped PBTTT
1877,2209.362,0.5145,doped PBTTT
1878,2210.326,0.5134,doped PBTTT
1879,2211.291,0.5128,doped PBTTT
1880,2212.255,0.5127,doped PBTTT
1881,2213.219,0.5129,doped PBTTT
1882,2214.183,0.5131,doped PBTTT
1883,2215.1479999999997,0.5133,doped PBTTT
1884,2216.112,0.5132,doped PBTTT
1885,2217.076,0.513,doped PBTTT
1886,2218.04,0.5126,doped PBTTT
1887,2219.004,0.512,doped PBTTT
1888,2219.969,0.5114,doped PBTTT
1889,2220.933,0.5107,doped PBTTT
1890,2221.897,0.51,doped PBTTT
1891,2222.861,0.5092,doped PBTTT
1892,2223.826,0.5082,doped PBTTT
1893,2224.79,0.5069,doped PBTTT
1894,2225.754,0.5057,doped PBTTT
1895,2226.718,0.5047,doped PBTTT
1896,2227.683,0.5043,doped PBTTT
1897,2228.647,0.5047,doped PBTTT
1898,2229.611,0.5058,doped PBTTT
1899,2230.575,0.5075,doped PBTTT
1900,2231.5389999999998,0.5094,doped PBTTT
1901,2232.504,0.5111,doped PBTTT
1902,2233.468,0.5124,doped PBTTT
1903,2234.4320000000002,0.5132,doped PBTTT
1904,2235.396,0.5136,doped PBTTT
1905,2236.361,0.5136,doped PBTTT
1906,2237.325,0.5133,doped PBTTT
1907,2238.2889999999998,0.5129,doped PBTTT
1908,2239.2529999999997,0.5125,doped PBTTT
1909,2240.218,0.5125,doped PBTTT
1910,2241.1820000000002,0.5126,doped PBTTT
1911,2242.146,0.513,doped PBTTT
1912,2243.11,0.5135,doped PBTTT
1913,2244.075,0.5138,doped PBTTT
1914,2245.0389999999998,0.514,doped PBTTT
1915,2246.0029999999997,0.5142,doped PBTTT
1916,2246.967,0.5145,doped PBTTT
1917,2247.931,0.515,doped PBTTT
1918,2248.896,0.5157,doped PBTTT
1919,2249.86,0.5163,doped PBTTT
1920,2250.824,0.5167,doped PBTTT
1921,2251.788,0.5168,doped PBTTT
1922,2252.7529999999997,0.5167,doped PBTTT
1923,2253.717,0.5165,doped PBTTT
1924,2254.681,0.5166,doped PBTTT
1925,2255.645,0.5169,doped PBTTT
1926,2256.61,0.5175,doped PBTTT
1927,2257.574,0.5181,doped PBTTT
1928,2258.538,0.5186,doped PBTTT
1929,2259.502,0.5191,doped PBTTT
1930,2260.466,0.5195,doped PBTTT
1931,2261.431,0.5199,doped PBTTT
1932,2262.395,0.5203,doped PBTTT
1933,2263.359,0.5207,doped PBTTT
1934,2264.323,0.5212,doped PBTTT
1935,2265.288,0.5216,doped PBTTT
1936,2266.252,0.5219,doped PBTTT
1937,2267.216,0.5223,doped PBTTT
1938,2268.18,0.5227,doped PBTTT
1939,2269.145,0.5232,doped PBTTT
1940,2270.109,0.524,doped PBTTT
1941,2271.073,0.5249,doped PBTTT
1942,2272.0370000000003,0.5259,doped PBTTT
1943,2273.002,0.5269,doped PBTTT
1944,2273.966,0.5277,doped PBTTT
1945,2274.93,0.5282,doped PBTTT
1946,2275.894,0.5283,doped PBTTT
1947,2276.8579999999997,0.5283,doped PBTTT
1948,2277.823,0.5281,doped PBTTT
1949,2278.7870000000003,0.5282,doped PBTTT
1950,2279.751,0.5285,doped PBTTT
1951,2280.715,0.529,doped PBTTT
1952,2281.68,0.5297,doped PBTTT
1953,2282.644,0.5304,doped PBTTT
1954,2283.6079999999997,0.5309,doped PBTTT
1955,2284.572,0.5313,doped PBTTT
1956,2285.5370000000003,0.5314,doped PBTTT
1957,2286.501,0.5316,doped PBTTT
1958,2287.465,0.5318,doped PBTTT
1959,2288.429,0.5321,doped PBTTT
1960,2289.393,0.5325,doped PBTTT
1961,2290.3579999999997,0.5329999999999999,doped PBTTT
1962,2291.322,0.5333,doped PBTTT
1963,2292.286,0.5335,doped PBTTT
1964,2293.25,0.5336,doped PBTTT
1965,2294.215,0.5336,doped PBTTT
1966,2295.179,0.5337,doped PBTTT
1967,2296.143,0.534,doped PBTTT
1968,2297.107,0.5346,doped PBTTT
1969,2298.072,0.5355,doped PBTTT
1970,2299.036,0.5364,doped PBTTT
1971,2300.0,0.5374,doped PBTTT
1972,2300.964,0.5381,doped PBTTT
1973,2301.929,0.5385,doped PBTTT
1974,2302.893,0.5387,doped PBTTT
1975,2303.857,0.5386,doped PBTTT
1976,2304.821,0.5385,doped PBTTT
1977,2305.785,0.5385,doped PBTTT
1978,2306.75,0.5387,doped PBTTT
1979,2307.714,0.5392,doped PBTTT
1980,2308.678,0.5401,doped PBTTT
1981,2309.6420000000003,0.5411,doped PBTTT
1982,2310.607,0.5421,doped PBTTT
1983,2311.571,0.5429,doped PBTTT
1984,2312.535,0.5435,doped PBTTT
1985,2313.499,0.5441,doped PBTTT
1986,2314.464,0.5447,doped PBTTT
1987,2315.428,0.5454,doped PBTTT
1988,2316.3920000000003,0.5463,doped PBTTT
1989,2317.356,0.5474,doped PBTTT
1990,2318.32,0.5485,doped PBTTT
1991,2319.285,0.5497,doped PBTTT
1992,2320.249,0.5511,doped PBTTT
1993,2321.2129999999997,0.5526,doped PBTTT
1994,2322.177,0.5539999999999999,doped PBTTT
1995,2323.1420000000003,0.5551,doped PBTTT
1996,2324.106,0.5557,doped PBTTT
1997,2325.07,0.5553,doped PBTTT
1998,2326.034,0.5539,doped PBTTT
1999,2326.999,0.5517,doped PBTTT
2000,2327.9629999999997,0.5492,doped PBTTT
2001,2328.927,0.5471,doped PBTTT
2002,2329.891,0.5463,doped PBTTT
2003,2330.856,0.5468,doped PBTTT
2004,2331.82,0.5483,doped PBTTT
2005,2332.784,0.5499,doped PBTTT
2006,2333.748,0.551,doped PBTTT
2007,2334.712,0.5514,doped PBTTT
2008,2335.677,0.5518,doped PBTTT
2009,2336.641,0.5529999999999999,doped PBTTT
2010,2337.605,0.5554,doped PBTTT
2011,2338.569,0.5588,doped PBTTT
2012,2339.534,0.562,doped PBTTT
2013,2340.498,0.5635,doped PBTTT
2014,2341.462,0.5626,doped PBTTT
2015,2342.426,0.5598,doped PBTTT
2016,2343.391,0.557,doped PBTTT
2017,2344.355,0.5558,doped PBTTT
2018,2345.319,0.5565,doped PBTTT
2019,2346.283,0.5579999999999999,doped PBTTT
2020,2347.2470000000003,0.5595,doped PBTTT
2021,2348.212,0.5606,doped PBTTT
2022,2349.176,0.5611,doped PBTTT
2023,2350.14,0.5611,doped PBTTT
2024,2351.104,0.5608,doped PBTTT
2025,2352.069,0.5604,doped PBTTT
2026,2353.033,0.5605,doped PBTTT
2027,2353.9970000000003,0.5615,doped PBTTT
2028,2354.9610000000002,0.5635,doped PBTTT
2029,2355.926,0.5656,doped PBTTT
2030,2356.89,0.5667,doped PBTTT
2031,2357.854,0.5665,doped PBTTT
2032,2358.8179999999998,0.5660000000000001,doped PBTTT
2033,2359.783,0.5660000000000001,doped PBTTT
2034,2360.7470000000003,0.5666,doped PBTTT
2035,2361.7110000000002,0.5673,doped PBTTT
2036,2362.675,0.5679,doped PBTTT
2037,2363.639,0.5692,doped PBTTT
2038,2364.604,0.5718,doped PBTTT
2039,2365.5679999999998,0.575,doped PBTTT
2040,2366.532,0.5772,doped PBTTT
2041,2367.496,0.5769,doped PBTTT
2042,2368.4610000000002,0.5743,doped PBTTT
2043,2369.425,0.5705,doped PBTTT
2044,2370.389,0.5673,doped PBTTT
2045,2371.353,0.5657,doped PBTTT
2046,2372.3179999999998,0.5656,doped PBTTT
2047,2373.282,0.5664,doped PBTTT
2048,2374.246,0.5673,doped PBTTT
2049,2375.21,0.5678,doped PBTTT
2050,2376.174,0.5678,doped PBTTT
2051,2377.139,0.5674,doped PBTTT
2052,2378.103,0.5668,doped PBTTT
2053,2379.067,0.5664,doped PBTTT
2054,2380.031,0.5661,doped PBTTT
2055,2380.996,0.5661,doped PBTTT
2056,2381.96,0.5662,doped PBTTT
2057,2382.924,0.5664,doped PBTTT
2058,2383.888,0.5667,doped PBTTT
2059,2384.853,0.5671,doped PBTTT
2060,2385.817,0.5676,doped PBTTT
2061,2386.781,0.5682,doped PBTTT
2062,2387.745,0.5687,doped PBTTT
2063,2388.71,0.5692,doped PBTTT
2064,2389.674,0.5696,doped PBTTT
2065,2390.638,0.5697,doped PBTTT
2066,2391.6020000000003,0.5698,doped PBTTT
2067,2392.5660000000003,0.5699,doped PBTTT
2068,2393.531,0.57,doped PBTTT
2069,2394.495,0.5703,doped PBTTT
2070,2395.459,0.5707,doped PBTTT
2071,2396.423,0.5712,doped PBTTT
2072,2397.388,0.5717,doped PBTTT
2073,2398.3520000000003,0.5722,doped PBTTT
2074,2399.3160000000003,0.5726,doped PBTTT
2075,2400.28,0.5731,doped PBTTT
2076,2401.245,0.5736,doped PBTTT
2077,2402.209,0.5742,doped PBTTT
2078,2403.173,0.5747,doped PBTTT
2079,2404.137,0.5752,doped PBTTT
2080,2405.1020000000003,0.5756,doped PBTTT
2081,2406.0660000000003,0.5761,doped PBTTT
2082,2407.03,0.5766,doped PBTTT
2083,2407.994,0.5771,doped PBTTT
2084,2408.958,0.5775,doped PBTTT
2085,2409.923,0.5779,doped PBTTT
2086,2410.887,0.5782,doped PBTTT
2087,2411.851,0.5784,doped PBTTT
2088,2412.815,0.5785,doped PBTTT
2089,2413.78,0.5787,doped PBTTT
2090,2414.744,0.579,doped PBTTT
2091,2415.708,0.5796,doped PBTTT
2092,2416.672,0.5802,doped PBTTT
2093,2417.637,0.5808,doped PBTTT
2094,2418.601,0.5813,doped PBTTT
2095,2419.565,0.5816,doped PBTTT
2096,2420.529,0.5816,doped PBTTT
2097,2421.493,0.5816,doped PBTTT
2098,2422.458,0.5817,doped PBTTT
2099,2423.422,0.5819,doped PBTTT
2100,2424.386,0.5822,doped PBTTT
2101,2425.35,0.5826,doped PBTTT
2102,2426.315,0.583,doped PBTTT
2103,2427.279,0.5834,doped PBTTT
2104,2428.243,0.5838,doped PBTTT
2105,2429.2070000000003,0.5841,doped PBTTT
2106,2430.172,0.5844,doped PBTTT
2107,2431.136,0.5846,doped PBTTT
2108,2432.1,0.5849,doped PBTTT
2109,2433.064,0.5853,doped PBTTT
2110,2434.029,0.5859,doped PBTTT
2111,2434.993,0.5867,doped PBTTT
2112,2435.9570000000003,0.5875,doped PBTTT
2113,2436.9210000000003,0.5882,doped PBTTT
2114,2437.885,0.5888,doped PBTTT
2115,2438.85,0.5892,doped PBTTT
2116,2439.814,0.5894,doped PBTTT
2117,2440.778,0.5896,doped PBTTT
2118,2441.742,0.5897,doped PBTTT
2119,2442.7070000000003,0.5899,doped PBTTT
2120,2443.6710000000003,0.5902,doped PBTTT
2121,2444.635,0.5905,doped PBTTT
2122,2445.599,0.591,doped PBTTT
2123,2446.564,0.5914,doped PBTTT
2124,2447.528,0.5917,doped PBTTT
2125,2448.492,0.5920000000000001,doped PBTTT
2126,2449.456,0.5922,doped PBTTT
2127,2450.42,0.5922,doped PBTTT
2128,2451.385,0.5923,doped PBTTT
2129,2452.349,0.5925,doped PBTTT
2130,2453.313,0.5929,doped PBTTT
2131,2454.277,0.5934,doped PBTTT
2132,2455.242,0.5939,doped PBTTT
2133,2456.206,0.5944,doped PBTTT
2134,2457.17,0.5948,doped PBTTT
2135,2458.134,0.5951,doped PBTTT
2136,2459.099,0.5954,doped PBTTT
2137,2460.063,0.5957,doped PBTTT
2138,2461.027,0.5962,doped PBTTT
2139,2461.991,0.5966,doped PBTTT
2140,2462.956,0.5971,doped PBTTT
2141,2463.92,0.5974,doped PBTTT
2142,2464.884,0.5975,doped PBTTT
2143,2465.848,0.5976,doped PBTTT
2144,2466.812,0.5978,doped PBTTT
2145,2467.777,0.5982,doped PBTTT
2146,2468.741,0.5988,doped PBTTT
2147,2469.705,0.5993,doped PBTTT
2148,2470.669,0.5998,doped PBTTT
2149,2471.634,0.6002,doped PBTTT
2150,2472.598,0.6005,doped PBTTT
2151,2473.562,0.6008,doped PBTTT
2152,2474.526,0.6013,doped PBTTT
2153,2475.491,0.6019,doped PBTTT
2154,2476.455,0.6025,doped PBTTT
2155,2477.419,0.6029,doped PBTTT
2156,2478.383,0.603,doped PBTTT
2157,2479.347,0.6029,doped PBTTT
2158,2480.312,0.6027,doped PBTTT
2159,2481.276,0.6026,doped PBTTT
2160,2482.24,0.6026,doped PBTTT
2161,2483.2039999999997,0.6029,doped PBTTT
2162,2484.169,0.6035,doped PBTTT
2163,2485.133,0.6041,doped PBTTT
2164,2486.097,0.6048,doped PBTTT
2165,2487.061,0.6055,doped PBTTT
2166,2488.026,0.6061,doped PBTTT
2167,2488.99,0.6065,doped PBTTT
2168,2489.9539999999997,0.6069,doped PBTTT
2169,2490.9179999999997,0.6071,doped PBTTT
2170,2491.883,0.6073,doped PBTTT
2171,2492.847,0.6074,doped PBTTT
2172,2493.811,0.6077,doped PBTTT
2173,2494.775,0.6079,doped PBTTT
2174,2495.739,0.6083,doped PBTTT
2175,2496.7039999999997,0.6086,doped PBTTT
2176,2497.6679999999997,0.6089,doped PBTTT
2177,2498.632,0.6092,doped PBTTT
2178,2499.596,0.6095,doped PBTTT
2179,2500.561,0.6098,doped PBTTT
2180,2501.525,0.6101,doped PBTTT
2181,2502.489,0.6104,doped PBTTT
2182,2503.453,0.6107,doped PBTTT
2183,2504.4179999999997,0.6107,doped PBTTT
2184,2505.382,0.6107,doped PBTTT
2185,2506.346,0.6106,doped PBTTT
2186,2507.31,0.6107,doped PBTTT
2187,2508.274,0.611,doped PBTTT
2188,2509.239,0.6117,doped PBTTT
2189,2510.203,0.6127,doped PBTTT
2190,2511.167,0.6137,doped PBTTT
2191,2512.131,0.6146,doped PBTTT
2192,2513.096,0.6153,doped PBTTT
2193,2514.06,0.6156,doped PBTTT
2194,2515.024,0.6158,doped PBTTT
2195,2515.988,0.6158,doped PBTTT
2196,2516.953,0.6159,doped PBTTT
2197,2517.917,0.616,doped PBTTT
2198,2518.881,0.6162,doped PBTTT
2199,2519.845,0.6165,doped PBTTT
2200,2520.81,0.6169,doped PBTTT
2201,2521.774,0.6175,doped PBTTT
2202,2522.738,0.6182,doped PBTTT
2203,2523.702,0.6188,doped PBTTT
2204,2524.666,0.6193,doped PBTTT
2205,2525.631,0.6196,doped PBTTT
2206,2526.595,0.6198,doped PBTTT
2207,2527.5589999999997,0.6199,doped PBTTT
2208,2528.5229999999997,0.6201,doped PBTTT
2209,2529.488,0.6205,doped PBTTT
2210,2530.452,0.621,doped PBTTT
2211,2531.416,0.6216,doped PBTTT
2212,2532.38,0.6222,doped PBTTT
2213,2533.345,0.6227,doped PBTTT
2214,2534.3089999999997,0.6232,doped PBTTT
2215,2535.2729999999997,0.6238,doped PBTTT
2216,2536.237,0.6243,doped PBTTT
2217,2537.201,0.6248,doped PBTTT
2218,2538.166,0.6253,doped PBTTT
2219,2539.13,0.6257,doped PBTTT
2220,2540.094,0.626,doped PBTTT
2221,2541.058,0.6262,doped PBTTT
2222,2542.0229999999997,0.6265,doped PBTTT
2223,2542.987,0.6269,doped PBTTT
2224,2543.951,0.6274,doped PBTTT
2225,2544.915,0.6279,doped PBTTT
2226,2545.88,0.6283,doped PBTTT
2227,2546.844,0.6285,doped PBTTT
2228,2547.808,0.6286,doped PBTTT
2229,2548.772,0.6287,doped PBTTT
2230,2549.737,0.629,doped PBTTT
2231,2550.701,0.6294,doped PBTTT
2232,2551.665,0.6299,doped PBTTT
2233,2552.629,0.6303,doped PBTTT
2234,2553.593,0.6307,doped PBTTT
2235,2554.558,0.631,doped PBTTT
2236,2555.522,0.6313,doped PBTTT
2237,2556.486,0.6316,doped PBTTT
2238,2557.45,0.632,doped PBTTT
2239,2558.415,0.6324,doped PBTTT
2240,2559.379,0.6328,doped PBTTT
2241,2560.343,0.6334,doped PBTTT
2242,2561.3070000000002,0.634,doped PBTTT
2243,2562.272,0.6347,doped PBTTT
2244,2563.236,0.6354,doped PBTTT
2245,2564.2,0.6358,doped PBTTT
2246,2565.1639999999998,0.6362,doped PBTTT
2247,2566.1279999999997,0.6365,doped PBTTT
2248,2567.093,0.6369,doped PBTTT
2249,2568.0570000000002,0.6373,doped PBTTT
2250,2569.021,0.6378,doped PBTTT
2251,2569.985,0.6382,doped PBTTT
2252,2570.95,0.6386,doped PBTTT
2253,2571.9139999999998,0.6388,doped PBTTT
2254,2572.8779999999997,0.639,doped PBTTT
2255,2573.842,0.6392,doped PBTTT
2256,2574.8070000000002,0.6396,doped PBTTT
2257,2575.771,0.6402,doped PBTTT
2258,2576.735,0.6409999999999999,doped PBTTT
2259,2577.699,0.6419,doped PBTTT
2260,2578.6639999999998,0.6427,doped PBTTT
2261,2579.6279999999997,0.6432,doped PBTTT
2262,2580.592,0.6435,doped PBTTT
2263,2581.556,0.6434,doped PBTTT
2264,2582.52,0.6433,doped PBTTT
2265,2583.485,0.6434,doped PBTTT
2266,2584.449,0.6437,doped PBTTT
2267,2585.413,0.6443,doped PBTTT
2268,2586.377,0.645,doped PBTTT
2269,2587.342,0.6457,doped PBTTT
