xc,xoop,xip,ip,oop,complete
4.2829075,4.2829075,1.8766735,96.8276450000001,207.78109,120.721605
4.3354588,4.3354588,1.8997,97.49512,213.541255,118.13706
4.3880095,4.3880095,1.9227268,97.056585,218.991395,118.795355
4.4405603,4.4405603,1.9457535,99.474855,235.81991,119.78015
4.4931116,4.4931116,1.96878,105.737955,246.640595,120.47394
4.5456624,4.5456624,1.9918067,108.531145,267.55538,121.996235
4.5982137,4.5982137,2.0148335,109.90649,302.81979,121.985755
4.6507645,4.6507645,2.0378602,110.105435,340.138705,124.80153
4.7033157,4.7033157,2.0608869,107.1525,386.338945,127.762205
4.7558665,4.7558665,2.0839133,113.449195,464.36659,133.60396
4.8084178,4.8084178,2.10694,119.33497,583.434285,141.63338
4.8609686,4.8609686,2.1299667,119.556595,743.268415,154.735265
4.9135199,4.9135199,2.1529934,119.5843,972.304765,170.618345
4.9660707,4.9660707,2.1760201,119.03829,1252.994845,188.726
5.0186219,5.0186219,2.1990469,118.63832,1537.62663,208.76594
5.0711727,5.0711727,2.2220733,122.22527,1741.92986,220.575365
5.1237235,5.1237235,2.2451,118.218485,1750.136665,221.798125
5.1762748,5.1762748,2.2681267,117.95797,1641.925785,210.52107
5.2288256,5.2288256,2.2911534,119.937645,1433.38954,193.873245
5.2813768,5.2813768,2.3141801,119.967635,1191.856915,176.215765
5.3339276,5.3339276,2.3372068,123.293675,977.548105,159.928245
5.3864789,5.3864789,2.3602333,125.021835,824.482965,147.828605
5.4390297,5.4390297,2.38326,129.029915,741.34656,140.959635
5.491581,5.491581,2.4062867,127.082825,654.596775,134.52937
5.5441318,5.5441318,2.4293134,125.3306,548.26584,126.80343
5.596683,5.596683,2.4523401,126.56882,436.46902,118.278095
5.6492338,5.6492338,2.4753668,127.38553,321.88863,108.92518
5.7017851,5.7017851,2.4983935,126.06961,251.087125,103.82102
5.7543359,5.7543359,2.52142,122.99817,207.580875,99.18413
5.8068867,5.8068867,2.5444467,124.307925,176.35558,96.1492250000001
5.8594379,5.8594379,2.5674734,129.39625,162.525095,93.757425
5.9119887,5.9119887,2.5905001,131.16633,149.23542,92.485565
5.96454,5.96454,2.6135268,132.282515,139.64662,91.16844
6.0170908,6.0170908,2.6365535,133.218025,123.45239,89.6026950000001
6.0696421,6.0696421,2.65958,133.0828,123.29742,89.335735
6.1221929,6.1221929,2.6826067,128.51501,117.818495,88.257335
6.1747441,6.1747441,2.7056334,129.482865,115.3547,86.388655
6.2272949,6.2272949,2.7286601,131.614915,111.899125,84.06242
6.2798462,6.2798462,2.7516868,127.91857,108.448665,83.78896
6.332397,6.332397,2.7747135,125.79818,111.7947,85.2040550000001
6.3849483,6.3849483,2.7977402,127.41369,103.60715,83.888945
6.437499,6.437499,2.8207667,129.530125,104.427435,83.008295
6.4900498,6.4900498,2.8437934,131.87565,104.81171,81.85997
6.5426011,6.5426011,2.8668201,130.06301,102.99994,81.0401700000001
6.5951519,6.5951519,2.8898468,126.619985,101.56915,80.39465
6.6477032,6.6477032,2.9128735,129.30198,100.100895,81.757965
6.700254,6.700254,2.9359002,127.925415,101.439355,80.5788000000001
6.7528052,6.7528052,2.9589267,125.099875,97.34561,78.91692
6.805356,6.805356,2.9819534,122.08605,98.3832300000001,78.359745
6.8579073,6.8579073,3.0049801,118.348705,106.063265,78.186205
6.9104581,6.9104581,3.0280068,123.09247,99.7651150000001,78.294805
6.9630094,6.9630094,3.0510335,127.52223,98.125405,77.3762900000001
7.0155602,7.0155602,3.0740602,128.02784,101.16938,76.69345
7.0681109,7.0681109,3.0970867,127.497905,113.47266,77.552
7.1206622,7.1206622,3.1201134,126.12868,106.707815,77.48603
7.173213,7.173213,3.1431401,128.319895,110.102255,77.47962
7.2257643,7.2257643,3.1661668,130.460905,120.064495,77.743335
7.2783151,7.2783151,3.1891935,129.033475,133.531585,78.990245
7.3308663,7.3308663,3.2122202,124.37194,137.991475,78.8649200000001
7.3834171,7.3834171,3.2352469,121.977595,149.749715,79.31153
7.4359684,7.4359684,3.2582734,119.392025,169.353725,81.204185
7.4885192,7.4885192,3.2813001,122.2066,184.04783,82.32706
7.5410705,7.5410705,3.3043268,123.46141,200.07977,82.1748850000001
7.5936213,7.5936213,3.3273535,121.775945,205.172945,82.605215
7.6461725,7.6461725,3.3503802,120.1062,211.168675,82.542895
7.6987233,7.6987233,3.3734069,117.765545,211.90045,82.96682
7.7512741,7.7512741,3.3964334,113.98861,206.389955,81.3240550000001
7.8038254,7.8038254,3.4194601,111.554275,193.891135,80.57582
7.8563762,7.8563762,3.4424868,108.52574,188.770245,80.08596
7.9089274,7.9089274,3.4655135,112.267015,177.002895,77.290835
7.9614782,7.9614782,3.4885402,118.17697,161.372735,75.520645
8.0140295,8.0140295,3.5115669,118.4022,151.475645,73.94009
8.0665808,8.0665808,3.5345936,120.79485,147.807515,74.086485
8.1191311,8.1191311,3.55762,119.34586,145.3492,74.391435
8.1716824,8.1716824,3.5806468,116.71432,138.154205,72.32609
8.2242336,8.2242336,3.6036735,116.08232,128.96843,72.27131
8.2767849,8.2767849,3.6267002,113.401825,127.937925,71.661035
8.3293352,8.3293352,3.6497269,113.19265,135.77821,73.72144
8.3818865,8.3818865,3.6727536,115.74041,167.67513,82.505195
8.4344378,8.4344378,3.69578,115.930085,445.062955,114.93825
8.4869881,8.4869881,3.7188067,116.80553,1190.23514,174.918115
8.5395393,8.5395393,3.7418334,113.60289,1060.989085,184.604225
8.5920906,8.5920906,3.7648602,112.534965,1116.38128,199.515045
8.6446419,8.6446419,3.7878869,109.428295,993.402035,171.203735
8.6971922,8.6971922,3.8109136,109.35458,636.277205,137.245455
8.7497435,8.7497435,3.83394,107.075445,372.23787,121.190855
8.8022947,8.8022947,3.8569667,108.57121,326.76082,102.33653
8.854846,8.854846,3.8799934,106.81686,378.06508,106.2131
8.9073963,8.9073963,3.9030201,104.732405,536.335915,112.153195
8.9599476,8.9599476,3.9260468,106.50047,490.364675,112.028755
9.0124989,9.0124989,3.9490736,106.58104,278.504345,101.50289
9.0650501,9.0650501,3.9721003,102.73801,177.704885,84.4777250000001
9.1176004,9.1176004,3.9951267,99.578845,126.892965,69.775785
9.1701517,9.1701517,4.0181537,100.58797,98.94559,65.705065
9.222703,9.222703,4.0411801,102.50651,89.948995,63.992605
9.2752533,9.2752533,4.0642066,103.49526,87.10748,63.83046
9.3278046,9.3278046,4.0872335,104.999175,84.05705,62.80916
9.3803558,9.3803558,4.11026,105.84451,85.318115,62.421355
9.4329071,9.4329071,4.133287,105.186085,85.01693,62.617895
9.4854574,9.4854574,4.1563134,103.2664,86.157195,62.23815
9.5380087,9.5380087,4.1793404,101.574945,82.453415,61.6480100000001
9.59056,9.59056,4.2023668,102.642585,86.28315,62.21884
9.6431112,9.6431112,4.2253933,100.138665,86.209305,62.96651
9.6956615,9.6956615,4.2484202,101.490185,85.437735,62.549575
9.7482128,9.7482128,4.2714467,101.981955,85.960705,62.294495
9.8007641,9.8007641,4.2944736,98.1465650000001,90.8791500000001,61.204535
9.8533144,9.8533144,4.3175001,94.058975,90.1154500000001,61.794005
9.9058657,9.9058657,4.3405271,93.3345600000001,90.353085,61.64008
9.9584169,9.9584169,4.3635535,96.9029750000001,93.17726,61.98508
10.010968,10.010968,4.38658,99.919875,93.763745,61.9788
10.063519,10.063519,4.4096069,96.31852,95.3341400000001,61.6822
10.11607,10.11607,4.4326334,96.1307900000001,96.9376000000001,61.5879
10.168621,10.168621,4.4556603,97.578975,95.271215,62.014015
10.221172,10.221172,4.4786868,99.9754500000001,98.079785,62.048435
10.273723,10.273723,4.5017133,100.42535,94.965645,61.71607
10.326274,10.326274,4.5247402,99.92471,96.521365,61.70851
10.378825,10.378825,4.5477667,99.478225,96.456295,61.380845
10.431376,10.431376,4.5707936,97.3401250000001,91.700065,59.948675
10.483927,10.483927,4.5938201,95.00016,87.968225,60.47435
10.536478,10.536478,4.616847,96.5738700000001,87.6438400000001,60.19184
10.589029,10.589029,4.6398735,93.9437300000001,80.409785,59.39423
10.64158,10.64158,4.6629,90.922085,83.381525,59.6202900000001
10.694131,10.694131,4.6859269,91.8549899999999,80.843735,59.875038
10.746682,10.746682,4.7089534,92.408535,83.275935,67.0485545
10.799233,10.799233,4.7319803,92.618595,86.48447,71.788106
10.851784,10.851784,4.7550068,93.17797,84.30059,73.825718
10.904335,10.904335,4.7780337,91.720745,85.3033,77.956332
10.956886,10.956886,4.8010602,90.39109,81.527075,78.592445
11.009438,11.009438,4.8240867,92.568995,78.412505,86.623431
11.061988,11.061988,4.8471136,91.680525,79.01685,88.130302
11.114539,11.114539,4.8701401,88.8464550000001,83.368245,85.941547
